State Name ,District Name,Urban Local Bodies (Municipality/Munipal Corparation/Nac,Block,Rural Local Bodies (Gp/Ward),Total_IGNDPS
Odisha ,Baleshwar,NA,Khaira,Sundiragandibed,0.64
Odisha ,Baleshwar,NA,Khaira,Sarkona,0.63
Odisha ,Baleshwar,NA,Khaira,Nahanga,1.08
Odisha ,Baleshwar,NA,Khaira,Total,52.38
Odisha ,Baleshwar,Nilagiri Urban,NA,Ward-1,0.67
Odisha ,Baleshwar,Nilagiri Urban,NA,Ward-10,0.29
Odisha ,Baleshwar,Nilagiri Urban,NA,Ward-11,0.44
Odisha ,Baleshwar,Nilagiri Urban,NA,Ward-12,0.66
Odisha ,Baleshwar,Nilagiri Urban,NA,Ward-13,0.15
Odisha ,Baleshwar,Nilagiri Urban,NA,Ward-2,0.44
Odisha ,Baleshwar,Nilagiri Urban,NA,Ward-3,0.15
Odisha ,Baleshwar,Nilagiri Urban,NA,Ward-4,0.44
Odisha ,Baleshwar,Nilagiri Urban,NA,Ward-5,0.66
Odisha ,Baleshwar,Nilagiri Urban,NA,Ward-7,0.44
Odisha ,Baleshwar,Nilagiri Urban,NA,Ward-8,0.59
Odisha ,Baleshwar,Nilagiri Urban,NA,Ward-9,0.81
Odisha ,Baleshwar,Nilagiri Urban,NA,Total,5.74
Odisha ,Baleshwar,NA,Nilgiri,Ajodhya,0.9
Odisha ,Baleshwar,NA,Nilgiri,Arabandha,0.22
Odisha ,Baleshwar,NA,Nilgiri,Berhampur,0.9
Odisha ,Baleshwar,NA,Nilgiri,Bhaunriabad,0.45
Odisha ,Baleshwar,NA,Nilgiri,Chhatrapur,0.67
Odisha ,Baleshwar,NA,Nilgiri,Dhobsila,1.12
Odisha ,Baleshwar,NA,Nilgiri,Garadihi,1.07
Odisha ,Baleshwar,NA,Nilgiri,Jadida,0.43
Odisha ,Baleshwar,NA,Nilgiri,Jamudiha,0.83
Odisha ,Baleshwar,NA,Nilgiri,K.C.Pur,0.59
Odisha ,Baleshwar,NA,Nilgiri,K.P.Lakharaj,0.59
Odisha ,Baleshwar,NA,Nilgiri,Kansa,0.48
Odisha ,Baleshwar,NA,Nilgiri,Mahisapata,0.48
Odisha ,Baleshwar,NA,Nilgiri,Matiali,0.12
Odisha ,Baleshwar,NA,Nilgiri,Naranpur,0.24
Odisha ,Baleshwar,NA,Nilgiri,Narasinghpur,1.43
Odisha ,Baleshwar,NA,Nilgiri,Machhua,0.83
Odisha ,Baleshwar,NA,Nilgiri,Pithahata,0.83
Odisha ,Baleshwar,NA,Nilgiri,Sajanagarh,1.07
Odisha ,Baleshwar,NA,Nilgiri,Siadimal,0.83
Odisha ,Baleshwar,NA,Nilgiri,Telipal,0.83
Odisha ,Baleshwar,NA,Nilgiri,Tentulia,0.24
Odisha ,Baleshwar,NA,Nilgiri,R.K.Pur,3.33
Odisha ,Baleshwar,NA,Nilgiri,Dharampur,0.62
Odisha ,Baleshwar,NA,Nilgiri,Begunia,1.01
Odisha ,Baleshwar,NA,Nilgiri,Total,20.11
Odisha ,Baleshwar,NA,Oupada,Dakhina Narasingpur,1.18
Odisha ,Baleshwar,NA,Oupada,Baunsabania,0.88
Odisha ,Baleshwar,NA,Oupada,Shyamsundarpur,0.88
Odisha ,Baleshwar,NA,Oupada,Kandagaradi,0.88
Odisha ,Baleshwar,NA,Oupada,Iswarpur,1.47
Odisha ,Baleshwar,NA,Oupada,Talakia,0.73
Odisha ,Baleshwar,NA,Oupada,Rairamchandrapur,0.73
Odisha ,Baleshwar,NA,Oupada,Fatepur,2.35
Odisha ,Baleshwar,NA,Oupada,Badapokhari,0.88
Odisha ,Baleshwar,NA,Oupada,Aghirapada,1.32
Odisha ,Baleshwar,NA,Oupada,Total,11.3
Odisha ,Baleshwar,NA,Remuna,Nijampur,2.18
Odisha ,Baleshwar,NA,Remuna,Badapal,4.26
Odisha ,Baleshwar,NA,Remuna,Tentulida,2.24
Odisha ,Baleshwar,NA,Remuna,Remuna,4.03
Odisha ,Baleshwar,NA,Remuna,Ganipur,2.76
Odisha ,Baleshwar,NA,Remuna,Nuagan,0.22
Odisha ,Baleshwar,NA,Remuna,Tundura,5.73
Odisha ,Baleshwar,NA,Remuna,Sergarh,8.22
Odisha ,Baleshwar,NA,Remuna,Biruan,4.49
Odisha ,Baleshwar,NA,Remuna,Talapada,0.45
Odisha ,Baleshwar,NA,Remuna,Patripal,12.7
Odisha ,Baleshwar,NA,Remuna,Kharidmukhura,3.75
Odisha ,Baleshwar,NA,Remuna,Srijang,1.98
Odisha ,Baleshwar,NA,Remuna,Chasakhanda,5.8
Odisha ,Baleshwar,NA,Remuna,Durgadevi,4.25
Odisha ,Baleshwar,NA,Remuna,Mandarpur,2.51
Odisha ,Baleshwar,NA,Remuna,Sarswatipur,3.11
Odisha ,Baleshwar,NA,Remuna,Nuapadhi,0.22
Odisha ,Baleshwar,NA,Remuna,Naraharipur,1.11
Odisha ,Baleshwar,NA,Remuna,Inchudi,2.58
Odisha ,Baleshwar,NA,Remuna,Gududa,4
Odisha ,Baleshwar,NA,Remuna,Kalyanpur,0.46
Odisha ,Baleshwar,NA,Remuna,Maharajpur,1.57
Odisha ,Baleshwar,NA,Remuna,Mangalpur,3.13
Odisha ,Baleshwar,NA,Remuna,Barunsing,7.39
Odisha ,Baleshwar,NA,Remuna,Kuruda,1.12
Odisha ,Baleshwar,NA,Remuna,Srikrushnapur,0.67
Odisha ,Baleshwar,NA,Remuna,Sutai,1.12
Odisha ,Baleshwar,NA,Remuna,Balia,0.45
Odisha ,Baleshwar,NA,Remuna,Dahapada,0.95
Odisha ,Baleshwar,NA,Remuna,Karanjia,0.22
Odisha ,Baleshwar,NA,Remuna,Ganeswarpur,0.45
Odisha ,Baleshwar,NA,Remuna,Kuligan,2.23
Odisha ,Baleshwar,NA,Remuna,Total,96.35
Odisha ,Baleshwar,NA,Simulia,Maitapur,11.17
Odisha ,Baleshwar,NA,Simulia,Markona,8.76
Odisha ,Baleshwar,NA,Simulia,Bauripada,4.16
Odisha ,Baleshwar,NA,Simulia,Muruna,4.3
Odisha ,Baleshwar,NA,Simulia,Jamujhadi,5.03
Odisha ,Baleshwar,NA,Simulia,Bati,6.58
Odisha ,Baleshwar,NA,Simulia,Chalunigaon,7.45
Odisha ,Baleshwar,NA,Simulia,Khirkona,7.83
Odisha ,Baleshwar,NA,Simulia,Bari,8.28
Odisha ,Baleshwar,NA,Simulia,Kanheibindha,8.55
Odisha ,Baleshwar,NA,Simulia,Kanchpada,6.64
Odisha ,Baleshwar,NA,Simulia,Purusottampur,0.86
Odisha ,Baleshwar,NA,Simulia,Abjuna,5.1
Odisha ,Baleshwar,NA,Simulia,Ada,2.3
Odisha ,Baleshwar,NA,Simulia,Iswarpur,6.25
Odisha ,Baleshwar,NA,Simulia,Andarai,2.63
Odisha ,Baleshwar,NA,Simulia,Sabanga,2.63
Odisha ,Baleshwar,NA,Simulia,Total,98.52
Odisha ,Baleshwar,NA,Soro,Manipur,6.5
Odisha ,Baleshwar,NA,Soro,Attapur,3.25
Odisha ,Baleshwar,NA,Soro,Gud,2.22
Odisha ,Baleshwar,NA,Soro,Kedarpur,2.6
Odisha ,Baleshwar,NA,Soro,Sajanpur,3.25
Odisha ,Baleshwar,NA,Soro,Singakhunta,2.82
Odisha ,Baleshwar,NA,Soro,Manatri,3.47
Odisha ,Baleshwar,NA,Soro,Mahumuhan,0.65
Odisha ,Baleshwar,NA,Soro,Natapada,4.01
Odisha ,Baleshwar,NA,Soro,Tentei,2.17
Odisha ,Baleshwar,NA,Soro,Talanagar,1.25
Odisha ,Baleshwar,NA,Soro,Dahisada,0.22
Odisha ,Baleshwar,NA,Soro,Anantapur,6.51
Odisha ,Baleshwar,NA,Soro,Gopinathpur,3.25
Odisha ,Baleshwar,NA,Soro,Nadigan,3.27
Odisha ,Baleshwar,NA,Soro,Mulising,1.9
Odisha ,Baleshwar,NA,Soro,Pakhar,2.6
Odisha ,Baleshwar,NA,Soro,Madhusudanpur,1.74
Odisha ,Baleshwar,NA,Soro,Jadida,0.43
Odisha ,Baleshwar,NA,Soro,Sabira,0.87
Odisha ,Baleshwar,NA,Soro,Sarasankha,0.22
Odisha ,Baleshwar,NA,Soro,Nischintapur,0.65
Odisha ,Baleshwar,NA,Soro,Balanga,3.69
Odisha ,Baleshwar,NA,Soro,Total,57.54
Odisha ,Baleshwar,NA,Soro Urban,Ward-1,1.35
Odisha ,Baleshwar,NA,Soro Urban,Ward-10,0.62
Odisha ,Baleshwar,NA,Soro Urban,Ward-11,3.25
Odisha ,Baleshwar,NA,Soro Urban,Ward-12,0.81
Odisha ,Baleshwar,NA,Soro Urban,Ward-13,1.01
Odisha ,Baleshwar,NA,Soro Urban,Ward-15,0.62
Odisha ,Baleshwar,NA,Soro Urban,Ward-16,0.41
Odisha ,Baleshwar,NA,Soro Urban,Ward-17,1.42
Odisha ,Baleshwar,NA,Soro Urban,Ward-18,3.75
Odisha ,Baleshwar,NA,Soro Urban,Ward-19,0.88
Odisha ,Baleshwar,NA,Soro Urban,Ward-2,1.89
Odisha ,Baleshwar,NA,Soro Urban,Ward-3,0.2
Odisha ,Baleshwar,NA,Soro Urban,Ward-4,2.53
Odisha ,Baleshwar,NA,Soro Urban,Ward-5,0.2
Odisha ,Baleshwar,NA,Soro Urban,Ward-6,0.54
Odisha ,Baleshwar,NA,Soro Urban,Ward-7,0.62
Odisha ,Baleshwar,NA,Soro Urban,Ward-8,0.83
Odisha ,Baleshwar,NA,Soro Urban,Ward-9,2.64
Odisha ,Baleshwar,NA,Soro Urban,Total,23.57
Odisha ,Baleshwar,NA,Total,NA,1057.34
Odisha ,Bargarh,NA,Barpali,Agalpur,13.99
Odisha ,Bargarh,NA,Barpali,Bagbadi,2.49
Odisha ,Bargarh,NA,Barpali,Bandhpali,34.55
Odisha ,Bargarh,NA,Barpali,Baramkela,12.36
Odisha ,Bargarh,NA,Barpali,Barguda,6.36
Odisha ,Bargarh,NA,Barpali,Bhatigaon,41.77
Odisha ,Bargarh,NA,Barpali,Gopeipali,6.55
Odisha ,Bargarh,NA,Barpali,Kainsir,11.47
Odisha ,Bargarh,NA,Barpali,Kanbar,14.75
Odisha ,Bargarh,NA,Barpali,Khemasara,4.91
Odisha ,Bargarh,NA,Barpali,Kumbhari,41.77
Odisha ,Bargarh,NA,Barpali,Kusanpuri,9.85
Odisha ,Bargarh,NA,Barpali,Lemda,1.64
Odisha ,Bargarh,NA,Barpali,Mahada,3.28
Odisha ,Bargarh,NA,Barpali,Mahulpali,9.01
Odisha ,Bargarh,NA,Barpali,Patkulanda,3.3
Odisha ,Bargarh,NA,Barpali,Raxa,1.26
Odisha ,Bargarh,NA,Barpali,Remta,1.64
Odisha ,Bargarh,NA,Barpali,Satalama,1.64
Odisha ,Bargarh,NA,Barpali,Tileimal,5.73
Odisha ,Bargarh,NA,Barpali,Tinkani,11.47
Odisha ,Bargarh,NA,Barpali,Tulandi,9.01
Odisha ,Bargarh,NA,Barpali,Total,248.8
Odisha ,Bargarh,Barpali Nac,NA,Ward-1,0.13
Odisha ,Bargarh,Barpali Nac,NA,Ward-10,0.26
Odisha ,Bargarh,Barpali Nac,NA,Ward-11,0.25
Odisha ,Bargarh,Barpali Nac,NA,Ward-2,1.27
Odisha ,Bargarh,Barpali Nac,NA,Ward-3,1.89
Odisha ,Bargarh,Barpali Nac,NA,Ward-4,1.53
Odisha ,Bargarh,Barpali Nac,NA,Ward-5,2.1
Odisha ,Bargarh,Barpali Nac,NA,Ward-6,2.16
Odisha ,Bargarh,Barpali Nac,NA,Ward-7,1.01
Odisha ,Bargarh,Barpali Nac,NA,Ward-8,1.9
Odisha ,Bargarh,Barpali Nac,NA,Ward-9,0.76
Odisha ,Bargarh,Barpali Nac,NA,Total,13.26
Odisha ,Bargarh,NA,Bheden,Talmenda,3.58
Odisha ,Bargarh,NA,Bheden,Ainlapali,3.68
Odisha ,Bargarh,NA,Bheden,Total,7.26
Odisha ,Bargarh,NA,Jharbandh,Bhainsadarha,4.12
Odisha ,Bargarh,NA,Jharbandh,Bhandarpuri,3.02
Odisha ,Bargarh,NA,Jharbandh,Bilaspur,1.18
Odisha ,Bargarh,NA,Jharbandh,Chandivata,4.01
Odisha ,Bargarh,NA,Jharbandh,Chotanki,0.87
Odisha ,Bargarh,NA,Jharbandh,Dava,0.87
Odisha ,Bargarh,NA,Jharbandh,Gothuguda,4.77
Odisha ,Bargarh,NA,Jharbandh,Jagdalpur,1.23
Odisha ,Bargarh,NA,Jharbandh,Jharbandh,4.25
Odisha ,Bargarh,NA,Jharbandh,Kandadangar,3.51
Odisha ,Bargarh,NA,Jharbandh,Kumir,2.67
Odisha ,Bargarh,NA,Jharbandh,Kurlupali,1.95
Odisha ,Bargarh,NA,Jharbandh,Laudidhara,7.78
Odisha ,Bargarh,NA,Jharbandh,Total,40.23
Odisha ,Bargarh,NA,Padampur,Barihapali,1.04
Odisha ,Bargarh,NA,Padampur,Barikel,3.04
Odisha ,Bargarh,NA,Padampur,Bheunria,1.64
Odisha ,Bargarh,NA,Padampur,Budamal,1.32
Odisha ,Bargarh,NA,Padampur,Buden,2.09
Odisha ,Bargarh,NA,Padampur,Charpali,1.04
Odisha ,Bargarh,NA,Padampur,Dahigaon,0.66
Odisha ,Bargarh,NA,Padampur,Dahita,2.3
Odisha ,Bargarh,NA,Padampur,Dangaghat,0.66
Odisha ,Bargarh,NA,Padampur,Gyan,4.52
Odisha ,Bargarh,NA,Padampur,Jamala,1.68
Odisha ,Bargarh,NA,Padampur,Jamartala,1.98
Odisha ,Bargarh,NA,Padampur,Kansar,2.04
Odisha ,Bargarh,NA,Padampur,Kansingha,2.13
Odisha ,Bargarh,NA,Padampur,Khaliapali,1.25
Odisha ,Bargarh,NA,Padampur,Loharapali,2.22
Odisha ,Bargarh,NA,Padampur,Mahulpali,0.46
Odisha ,Bargarh,NA,Padampur,Melchhamunda,3.16
Odisha ,Bargarh,NA,Padampur,Palsapali,3.46
Odisha ,Bargarh,NA,Padampur,Purena,1.72
Odisha ,Bargarh,NA,Padampur,Sargibahal,1.44
Odisha ,Bargarh,NA,Padampur,Tal,0.96
Odisha ,Bargarh,NA,Padampur,Total,40.81
Odisha ,Bargarh,NA,Sohella,Bausenmura,7.55
Odisha ,Bargarh,NA,Sohella,Beherapali,0.5
Odisha ,Bargarh,NA,Sohella,Bijapali,0.5
Odisha ,Bargarh,NA,Sohella,Birjam,2.62
Odisha ,Bargarh,NA,Sohella,Chhuriapali,4.84
Odisha ,Bargarh,NA,Sohella,Dumberpali,3.73
Odisha ,Bargarh,NA,Sohella,Garvana,2.9
Odisha ,Bargarh,NA,Sohella,Ghess,2.22
Odisha ,Bargarh,NA,Sohella,Jhar,4.68
Odisha ,Bargarh,NA,Sohella,Kalangapali,5.56
Odisha ,Bargarh,NA,Sohella,Kanapali,4.26
Odisha ,Bargarh,NA,Sohella,Kangoan,1.41
Odisha ,Bargarh,NA,Sohella,Karandols,4.03
Odisha ,Bargarh,NA,Sohella,Kuchipali,37.6
Odisha ,Bargarh,NA,Sohella,Lebidi,6.12
Odisha ,Bargarh,NA,Sohella,Pandkipali,4.85
Odisha ,Bargarh,NA,Sohella,Panimura,0.61
Odisha ,Bargarh,NA,Sohella,Petupali,7.91
Odisha ,Bargarh,NA,Sohella,Rengali,3.53
Odisha ,Bargarh,NA,Sohella,Salepali,3.34
Odisha ,Bargarh,NA,Sohella,Sanimal,1.29
Odisha ,Bargarh,NA,Sohella,Sarkanda,5.53
Odisha ,Bargarh,NA,Sohella,Sohella.,13.08
Odisha ,Bargarh,NA,Sohella,Srigida,20.82
Odisha ,Bargarh,NA,Sohella,Tabda,5.95
Odisha ,Bargarh,NA,Sohella,Tungibandhali,6.65
Odisha ,Bargarh,NA,Sohella,Jatala,3.23
Odisha ,Bargarh,NA,Sohella,Total,165.31
Odisha ,Bargarh,NA,Total,NA,515.67
Odisha ,Bhadrak,NA,Basudevpur,Balimunda,16.78
Odisha ,Bhadrak,NA,Basudevpur,Naikanidihi,11.29
Odisha ,Bhadrak,NA,Basudevpur,Artung,8.64
Odisha ,Bhadrak,NA,Basudevpur,Kumarpur,17.77
Odisha ,Bhadrak,NA,Basudevpur,Bideipur,4.5
Odisha ,Bhadrak,NA,Basudevpur,Biras,16.01
Odisha ,Bhadrak,NA,Basudevpur,Rajgharpokhari,14.43
Odisha ,Bhadrak,NA,Basudevpur,Gobindapur,8.13
Odisha ,Bhadrak,NA,Basudevpur,Kismatkrushnapur,2.96
Odisha ,Bhadrak,NA,Basudevpur,Sanakrushnapur,1.22
Odisha ,Bhadrak,NA,Basudevpur,Adhuan,25.16
Odisha ,Bhadrak,NA,Basudevpur,Andola,0.22
Odisha ,Bhadrak,NA,Basudevpur,Arandua,7.36
Odisha ,Bhadrak,NA,Basudevpur,Aruhan,4.82
Odisha ,Bhadrak,NA,Basudevpur,Balimeda,3.4
Odisha ,Bhadrak,NA,Basudevpur,Barandua,14.76
Odisha ,Bhadrak,NA,Basudevpur,Brahmangaon,18.07
Odisha ,Bhadrak,NA,Basudevpur,Chudamani,7.22
Odisha ,Bhadrak,NA,Basudevpur,Ertal,13.6
Odisha ,Bhadrak,NA,Basudevpur,Eram,7.81
Odisha ,Bhadrak,NA,Basudevpur,Guagadhia,24.96
Odisha ,Bhadrak,NA,Basudevpur,Jagannathprasad,1.11
Odisha ,Bhadrak,NA,Basudevpur,Jagannathpur,15.79
Odisha ,Bhadrak,NA,Basudevpur,Kharidabinayakpur,14.55
Odisha ,Bhadrak,NA,Basudevpur,Laxmidaspur,34.24
Odisha ,Bhadrak,NA,Basudevpur,Lunga,24.84
Odisha ,Bhadrak,NA,Basudevpur,Narsingpur,17.53
Odisha ,Bhadrak,NA,Basudevpur,Nuagaon,15.67
Odisha ,Bhadrak,NA,Basudevpur,Padhuan,25.12
Odisha ,Bhadrak,NA,Basudevpur,Padmapur,28
Odisha ,Bhadrak,NA,Basudevpur,Sugo,9.37
Odisha ,Bhadrak,NA,Basudevpur,Sudarsanpur,21.71
Odisha ,Bhadrak,NA,Basudevpur,Karanjadia,11.8
Odisha ,Bhadrak,NA,Basudevpur,Sashubhuasuni,0.35
Odisha ,Bhadrak,NA,Basudevpur,Gopabandhu Nagar,3.37
Odisha ,Bhadrak,NA,Basudevpur,Total,452.56
Odisha ,Bhadrak,Basudevpur NAC,NA,Ward-1,3.97
Odisha ,Bhadrak,Basudevpur NAC,NA,Ward-10,0.97
Odisha ,Bhadrak,Basudevpur NAC,NA,Ward-11,1.68
Odisha ,Bhadrak,Basudevpur NAC,NA,Ward-13,3.42
Odisha ,Bhadrak,Basudevpur NAC,NA,Ward-14,1.93
Odisha ,Bhadrak,Basudevpur NAC,NA,Ward-15,0.84
Odisha ,Bhadrak,Basudevpur NAC,NA,Ward-16,1.47
Odisha ,Bhadrak,Basudevpur NAC,NA,Ward-18,1.76
Odisha ,Bhadrak,Basudevpur NAC,NA,Ward-19,1.09
Odisha ,Bhadrak,Basudevpur NAC,NA,Ward-2,0.88
Odisha ,Bhadrak,Basudevpur NAC,NA,Ward-20,3.78
Odisha ,Bhadrak,Basudevpur NAC,NA,Ward-21,1.76
Odisha ,Bhadrak,Basudevpur NAC,NA,Ward-22,4.75
Odisha ,Bhadrak,Basudevpur NAC,NA,Ward-3,2.9
Odisha ,Bhadrak,Basudevpur NAC,NA,Ward-4,0.02
Odisha ,Bhadrak,Basudevpur NAC,NA,Ward-6,1.85
Odisha ,Bhadrak,Basudevpur NAC,NA,Ward-7,5.59
Odisha ,Bhadrak,Basudevpur NAC,NA,Ward-8,1.93
Odisha ,Bhadrak,Basudevpur NAC,NA,Ward-9,1.93
Odisha ,Bhadrak,Basudevpur NAC,NA,Total,42.52
Odisha ,Bhadrak,Bhadrak Municipality,NA,Ward-11,0.11
Odisha ,Bhadrak,Bhadrak Municipality,NA,Ward-14,0.06
Odisha ,Bhadrak,Bhadrak Municipality,NA,Ward-17,0.56
Odisha ,Bhadrak,Bhadrak Municipality,NA,Ward-18,0.22
Odisha ,Bhadrak,Bhadrak Municipality,NA,Ward-19,0.06
Odisha ,Bhadrak,Bhadrak Municipality,NA,Ward-20,0.39
Odisha ,Bhadrak,Bhadrak Municipality,NA,Ward-21,0.01
Odisha ,Bhadrak,Bhadrak Municipality,NA,Ward-23,0.22
Odisha ,Bhadrak,Bhadrak Municipality,NA,Ward-25,0.34
Odisha ,Bhadrak,Bhadrak Municipality,NA,Ward-26,0.17
Odisha ,Bhadrak,Bhadrak Municipality,NA,Ward-27,0.45
Odisha ,Bhadrak,Bhadrak Municipality,NA,Ward-28,0.11
Odisha ,Bhadrak,Bhadrak Municipality,NA,Ward-29,0.11
Odisha ,Bhadrak,Bhadrak Municipality,NA,Ward-30,0.73
Odisha ,Bhadrak,Bhadrak Municipality,NA,Ward-4,0.28
Odisha ,Bhadrak,Bhadrak Municipality,NA,Ward-7,0.28
Odisha ,Bhadrak,Bhadrak Municipality,NA,Ward-9,0.17
Odisha ,Bhadrak,Bhadrak Municipality,NA,Total,4.27
Odisha ,Bhadrak,NA,Bhandaripokhari,Tesinga,1.54
Odisha ,Bhadrak,NA,Bhandaripokhari,Nerada,1.4
Odisha ,Bhadrak,NA,Bhandaripokhari,Dakhinabad,2.32
Odisha ,Bhadrak,NA,Bhandaripokhari,Patuli,1.26
Odisha ,Bhadrak,NA,Bhandaripokhari,Balipokhari,4.84
Odisha ,Bhadrak,NA,Bhandaripokhari,Ranjit,1.48
Odisha ,Bhadrak,NA,Bhandaripokhari,Napanga,0.84
Odisha ,Bhadrak,NA,Bhandaripokhari,Ramachandrapur,0.98
Odisha ,Bhadrak,NA,Bhandaripokhari,Naguan,1.81
Odisha ,Bhadrak,NA,Bhandaripokhari,Nirgundi,1.96
Odisha ,Bhadrak,NA,Bhandaripokhari,Sarsada,2.24
Odisha ,Bhadrak,NA,Bhandaripokhari,Solampur,2.37
Odisha ,Bhadrak,NA,Bhandaripokhari,Malada,2.25
Odisha ,Bhadrak,NA,Bhandaripokhari,Rahania,1.82
Odisha ,Bhadrak,NA,Bhandaripokhari,Kurigaon,2.38
Odisha ,Bhadrak,NA,Bhandaripokhari,Jalamandua,1.25
Odisha ,Bhadrak,NA,Bhandaripokhari,Bishnupur,0.56
Odisha ,Bhadrak,NA,Bhandaripokhari,Rajendrapur,1.68
Odisha ,Bhadrak,NA,Bhandaripokhari,Naami,0.28
Odisha ,Bhadrak,NA,Bhandaripokhari,Bayabanpur,0.84
Odisha ,Bhadrak,NA,Bhandaripokhari,Sanasashan,1.83
Odisha ,Bhadrak,NA,Bhandaripokhari,Jhutuna,0.7
Odisha ,Bhadrak,NA,Bhandaripokhari,Bandalo Madhiali,1.12
Odisha ,Bhadrak,NA,Bhandaripokhari,Total,37.75
Odisha ,Bhadrak,NA,Bonth,Bonth,15.16
Odisha ,Bhadrak,NA,Bonth,Chhayalsing,12.82
Odisha ,Bhadrak,NA,Bonth,Basantia,4.2
Odisha ,Bhadrak,NA,Bonth,Ganijang,9.6
Odisha ,Bhadrak,NA,Bonth,Kenduapada,11.75
Odisha ,Bhadrak,NA,Bonth,Kadabarang,4.73
Odisha ,Bhadrak,NA,Bonth,Mohantypada,4.79
Odisha ,Bhadrak,NA,Bonth,Odanga,5.73
Odisha ,Bhadrak,NA,Bonth,Purusandha,0.8
Odisha ,Bhadrak,NA,Bonth,Badamahisagotha,6.38
Odisha ,Bhadrak,NA,Bonth,Ramakrushnapur,5.61
Odisha ,Bhadrak,NA,Bonth,Padhanpada,7.18
Odisha ,Bhadrak,NA,Bonth,Tillo,26.04
Odisha ,Bhadrak,NA,Bonth,Nilak,4.82
Odisha ,Bhadrak,NA,Bonth,Ramachandrapur,11.97
Odisha ,Bhadrak,NA,Bonth,Sendhatira,35.69
Odisha ,Bhadrak,NA,Bonth,Todagaon,3.05
Odisha ,Bhadrak,NA,Bonth,Anijo,18.02
Odisha ,Bhadrak,NA,Bonth,Adia,21
Odisha ,Bhadrak,NA,Bonth,Gopinathpur,15.82
Odisha ,Bhadrak,NA,Bonth,Govindapur,21.22
Odisha ,Bhadrak,NA,Bonth,Badahata Trilochanpur,0.8
Odisha ,Bhadrak,NA,Bonth,Badabarchikayan,7.15
Odisha ,Bhadrak,NA,Bonth,Charigaon,7.98
Odisha ,Bhadrak,NA,Bonth,Total,262.31
Odisha ,Bhadrak,NA,Dhamanagar,Govindapur,4.62
Odisha ,Bhadrak,NA,Dhamanagar,Khaparpada,5.57
Odisha ,Bhadrak,NA,Dhamanagar,Asurali,2.35
Odisha ,Bhadrak,NA,Dhamanagar,Katasahi,6.16
Odisha ,Bhadrak,NA,Dhamanagar,Daipur,0.13
Odisha ,Bhadrak,NA,Dhamanagar,Chudakuti,1.92
Odisha ,Bhadrak,NA,Dhamanagar,Radhaballavpur,0.04
Odisha ,Bhadrak,NA,Dhamanagar,Fateipur,7.7
Odisha ,Bhadrak,NA,Dhamanagar,Kothar,5.75
Odisha ,Bhadrak,NA,Dhamanagar,Bayangdihi,1.15
Odisha ,Bhadrak,NA,Dhamanagar,Raipur,2.7
Odisha ,Bhadrak,NA,Dhamanagar,Dhusuri,0.77
Odisha ,Bhadrak,NA,Dhamanagar,Palasahi,1.54
Odisha ,Bhadrak,NA,Dhamanagar,Bhagabanpur,17.77
Odisha ,Bhadrak,NA,Dhamanagar,Kalyani,5.39
Odisha ,Bhadrak,NA,Dhamanagar,Dalanga,0.05
Odisha ,Bhadrak,NA,Dhamanagar,Padhani,3.46
Odisha ,Bhadrak,NA,Dhamanagar,Dobal,7.01
Odisha ,Bhadrak,NA,Dhamanagar,Khadipada,2.31
Odisha ,Bhadrak,NA,Dhamanagar,Karada,1.92
Odisha ,Bhadrak,NA,Dhamanagar,Sohada,6.62
Odisha ,Bhadrak,NA,Dhamanagar,Anandapur,3.08
Odisha ,Bhadrak,NA,Dhamanagar,Hasnabad,1.54
Odisha ,Bhadrak,NA,Dhamanagar,Bhatasahi,1.74
Odisha ,Bhadrak,NA,Dhamanagar,Nadigaon,2.7
Odisha ,Bhadrak,NA,Dhamanagar,Kasimpur,1.15
Odisha ,Bhadrak,NA,Dhamanagar,Bamkura,1.15
Odisha ,Bhadrak,NA,Dhamanagar,Jainagar,4.24
Odisha ,Bhadrak,NA,Dhamanagar,Total,100.53
Odisha ,Bhadrak,NA,Tihidi,Bhatapada,11.57
Odisha ,Bhadrak,NA,Tihidi,Bodak,4.16
Odisha ,Bhadrak,NA,Tihidi,Bilana,8.12
Odisha ,Bhadrak,NA,Tihidi,Baro,45.16
Odisha ,Bhadrak,NA,Tihidi,Bamanbindha,0.4
Odisha ,Bhadrak,NA,Tihidi,Barsar,0.32
Odisha ,Bhadrak,NA,Tihidi,Bahabalpur,1.8
Odisha ,Bhadrak,NA,Tihidi,Dolasahi,2.79
Odisha ,Bhadrak,NA,Tihidi,Guamal,6.87
Odisha ,Bhadrak,NA,Tihidi,Jamjodi,0.4
Odisha ,Bhadrak,NA,Tihidi,Kanpada,19.47
Odisha ,Bhadrak,NA,Tihidi,Kubera,4.16
Odisha ,Bhadrak,NA,Tihidi,Kolha,2.39
Odisha ,Bhadrak,NA,Tihidi,Mukundapur,0.71
Odisha ,Bhadrak,NA,Tihidi,Maharampur,6.47
Odisha ,Bhadrak,NA,Tihidi,Paliabindha,2.48
Odisha ,Bhadrak,NA,Tihidi,Rajnagar,18.7
Odisha ,Bhadrak,NA,Tihidi,Syamsundarpur,0.4
Odisha ,Bhadrak,NA,Tihidi,Saya,9.35
Odisha ,Bhadrak,NA,Tihidi,Sindol,6.69
Odisha ,Bhadrak,NA,Tihidi,Sahapur,9.97
Odisha ,Bhadrak,NA,Tihidi,Talapada,0.4
