State Name ,District Name,Urban Local Bodies (Municipality/Munipal Corparation/Nac,Block,Rural Local Bodies (Gp/Ward),Total_IGNDPS
Odisha ,Nabaragpur,Umerkote Urban,NA,Ward-5,0.17
Odisha ,Nabaragpur,Umerkote Urban,NA,Ward-6,0.87
Odisha ,Nabaragpur,Umerkote Urban,NA,Ward-7,2.6
Odisha ,Nabaragpur,Umerkote Urban,NA,Ward-8,2.77
Odisha ,Nabaragpur,Umerkote Urban,NA,Ward-9,0.34
Odisha ,Nabaragpur,Umerkote Urban,NA,Total,8.98
Odisha ,Nabaragpur,NA,Total,NA,1319.57
Odisha ,Nayagarh,NA,Bhapur,Bijipur,4.17
Odisha ,Nayagarh,NA,Bhapur,Sasana,11.32
Odisha ,Nayagarh,NA,Bhapur,Karabara,17.47
Odisha ,Nayagarh,NA,Bhapur,Golapakhari,16.28
Odisha ,Nayagarh,NA,Bhapur,Baghuapalli,7.87
Odisha ,Nayagarh,NA,Bhapur,Bhagabanpur,6.32
Odisha ,Nayagarh,NA,Bhapur,Kainfullia,8.14
Odisha ,Nayagarh,NA,Bhapur,Baigunia,13.49
Odisha ,Nayagarh,NA,Bhapur,Rakama,10.15
Odisha ,Nayagarh,NA,Bhapur,Patharachakada,1.7
Odisha ,Nayagarh,NA,Bhapur,Badasahara,9.32
Odisha ,Nayagarh,NA,Bhapur,Chakaradharprasad,35.82
Odisha ,Nayagarh,NA,Bhapur,Nimani,14.46
Odisha ,Nayagarh,NA,Bhapur,Baunsabati,8.43
Odisha ,Nayagarh,NA,Bhapur,Padmabati,6.81
Odisha ,Nayagarh,NA,Bhapur,Bhapur,7.36
Odisha ,Nayagarh,NA,Bhapur,Dhanchanagada,16.26
Odisha ,Nayagarh,NA,Bhapur,Salapada,49.27
Odisha ,Nayagarh,NA,Bhapur,Fategarh,17.55
Odisha ,Nayagarh,NA,Bhapur,Kendupalli,2.5
Odisha ,Nayagarh,NA,Bhapur,Total,264.69
Odisha ,Nayagarh,NA,Dasapalla,Simlisahi,1.88
Odisha ,Nayagarh,NA,Dasapalla,Kujamendhi,1.25
Odisha ,Nayagarh,NA,Dasapalla,Pokharigochha,0.84
Odisha ,Nayagarh,NA,Dasapalla,Kulurukumpa,0.59
Odisha ,Nayagarh,NA,Dasapalla,Madhyakhanda,0.7
Odisha ,Nayagarh,NA,Dasapalla,Nachhipur,1.93
Odisha ,Nayagarh,NA,Dasapalla,Kalasakhaman,0.67
Odisha ,Nayagarh,NA,Dasapalla,Chadeyapalli,1.01
Odisha ,Nayagarh,NA,Dasapalla,Tumandi,0.08
Odisha ,Nayagarh,NA,Dasapalla,Sariganda,1.34
Odisha ,Nayagarh,NA,Dasapalla,Ghugudipada,1.01
Odisha ,Nayagarh,NA,Dasapalla,Nuagaon,0.5
Odisha ,Nayagarh,NA,Dasapalla,Dihagaon,2.52
Odisha ,Nayagarh,NA,Dasapalla,Tendabadi,2.18
Odisha ,Nayagarh,NA,Dasapalla,Khamarasahi,1.76
Odisha ,Nayagarh,NA,Dasapalla,Gholahandi,1.16
Odisha ,Nayagarh,NA,Dasapalla,Banigochha,0.49
Odisha ,Nayagarh,NA,Dasapalla,Takara,0.5
Odisha ,Nayagarh,NA,Dasapalla,Duda,0.08
Odisha ,Nayagarh,NA,Dasapalla,Bhogabadi,0.42
Odisha ,Nayagarh,NA,Dasapalla,Total,20.91
Odisha ,Nayagarh,NA,Gania,Gania,2.43
Odisha ,Nayagarh,NA,Gania,Karadapada,0.9
Odisha ,Nayagarh,NA,Gania,Chhamundia,3.16
Odisha ,Nayagarh,NA,Gania,Adakata,3.25
Odisha ,Nayagarh,NA,Gania,Rasang,1.05
Odisha ,Nayagarh,NA,Gania,Belpada Patna,1.71
Odisha ,Nayagarh,NA,Gania,Kishore Prasad,2.6
Odisha ,Nayagarh,NA,Gania,Badasilinga,0.6
Odisha ,Nayagarh,NA,Gania,Total,15.7
Odisha ,Nayagarh,Khandapada Urban,NA,Ward-1,0.08
Odisha ,Nayagarh,Khandapada Urban,NA,Ward-10,0.17
Odisha ,Nayagarh,Khandapada Urban,NA,Ward-11,0.17
Odisha ,Nayagarh,Khandapada Urban,NA,Ward-12,0.08
Odisha ,Nayagarh,Khandapada Urban,NA,Ward-13,0.17
Odisha ,Nayagarh,Khandapada Urban,NA,Ward-2,0.25
Odisha ,Nayagarh,Khandapada Urban,NA,Ward-3,0.97
Odisha ,Nayagarh,Khandapada Urban,NA,Ward-4,0.08
Odisha ,Nayagarh,Khandapada Urban,NA,Ward-5,0.3
Odisha ,Nayagarh,Khandapada Urban,NA,Ward-6,0.39
Odisha ,Nayagarh,Khandapada Urban,NA,Ward-7,0.18
Odisha ,Nayagarh,Khandapada Urban,NA,Ward-8,0.17
Odisha ,Nayagarh,Khandapada Urban,NA,Ward-9,0.46
Odisha ,Nayagarh,Khandapada Urban,NA,Total,3.47
Odisha ,Nayagarh,NA,Khandapara,Gunthuni,2.23
Odisha ,Nayagarh,NA,Khandapara,Ranipada,4.5
Odisha ,Nayagarh,NA,Khandapara,Koska,5.48
Odisha ,Nayagarh,NA,Khandapara,Salajharia,2.99
Odisha ,Nayagarh,NA,Khandapara,Kiajhar,1.22
Odisha ,Nayagarh,NA,Khandapara,Jogiapalli,2.44
Odisha ,Nayagarh,NA,Khandapara,Bodasa,5.87
Odisha ,Nayagarh,NA,Khandapara,Kumbharpada,2.23
Odisha ,Nayagarh,NA,Khandapara,Benagadia,3.45
Odisha ,Nayagarh,NA,Khandapara,Rath. Dholamara,3.25
Odisha ,Nayagarh,NA,Khandapara,Ranichheli,8.93
Odisha ,Nayagarh,NA,Khandapara,Kantilo,1.22
Odisha ,Nayagarh,NA,Khandapara,Sidhamula,1.94
Odisha ,Nayagarh,NA,Khandapara,Sikharpur,2.03
Odisha ,Nayagarh,NA,Khandapara,Khalisah,4.06
Odisha ,Nayagarh,NA,Khandapara,Jagannath Prasad,1.62
Odisha ,Nayagarh,NA,Khandapara,Banamalipur,7.43
Odisha ,Nayagarh,NA,Khandapara,Mardarajpur,1.95
Odisha ,Nayagarh,NA,Khandapara,Gadia Sahi,1.62
Odisha ,Nayagarh,NA,Khandapara,Bada Banapur,4.68
Odisha ,Nayagarh,NA,Khandapara,Singhapada,2.73
Odisha ,Nayagarh,NA,Khandapara,Total,71.87
Odisha ,Nayagarh,NA,Nayagarh,Jemadeipurpatana,0.93
Odisha ,Nayagarh,NA,Nayagarh,Lenkudipada,0.29
Odisha ,Nayagarh,NA,Nayagarh,Lathipada,0.73
Odisha ,Nayagarh,NA,Nayagarh,Natugaon,0.93
Odisha ,Nayagarh,NA,Nayagarh,Kalikaprasad,0.69
Odisha ,Nayagarh,NA,Nayagarh,Champatipur,0.29
Odisha ,Nayagarh,NA,Nayagarh,Nadiali,0.73
Odisha ,Nayagarh,NA,Nayagarh,Kendudhipi,0.59
Odisha ,Nayagarh,NA,Nayagarh,Sinduria,0.44
Odisha ,Nayagarh,NA,Nayagarh,Ghadual,0.98
Odisha ,Nayagarh,NA,Nayagarh,Khuntubandha,1.22
Odisha ,Nayagarh,NA,Nayagarh,Laxmiprasad,0.39
Odisha ,Nayagarh,NA,Nayagarh,Bhatasahi,0.15
Odisha ,Nayagarh,NA,Nayagarh,Nabaghanapur,0.73
Odisha ,Nayagarh,NA,Nayagarh,Biruda,0.34
Odisha ,Nayagarh,NA,Nayagarh,Ikiri,0.69
Odisha ,Nayagarh,NA,Nayagarh,Badapandusar,0.64
Odisha ,Nayagarh,NA,Nayagarh,Kridaspur,0.69
Odisha ,Nayagarh,NA,Nayagarh,Balugaon,1.37
Odisha ,Nayagarh,NA,Nayagarh,Gadadharprasad,0.73
Odisha ,Nayagarh,NA,Nayagarh,Baunsiapada,0.39
Odisha ,Nayagarh,NA,Nayagarh,Itamati,1.72
Odisha ,Nayagarh,NA,Nayagarh,Notar,1.18
Odisha ,Nayagarh,NA,Nayagarh,Gambharidihi,0.8
Odisha ,Nayagarh,NA,Nayagarh,Saradhapur,0.44
Odisha ,Nayagarh,NA,Nayagarh,Chandibasta,0.44
Odisha ,Nayagarh,NA,Nayagarh,Muthagadia,0.83
Odisha ,Nayagarh,NA,Nayagarh,Total,19.35
Odisha ,Nayagarh,Nayagarh Urban,NA,Ward-1,0.13
Odisha ,Nayagarh,Nayagarh Urban,NA,Ward-11,0.08
Odisha ,Nayagarh,Nayagarh Urban,NA,Ward-12,0.04
Odisha ,Nayagarh,Nayagarh Urban,NA,Ward-13,0.04
Odisha ,Nayagarh,Nayagarh Urban,NA,Ward-2,0.04
Odisha ,Nayagarh,Nayagarh Urban,NA,Ward-3,0.38
Odisha ,Nayagarh,Nayagarh Urban,NA,Ward-5,0.21
Odisha ,Nayagarh,Nayagarh Urban,NA,Ward-6,0.34
Odisha ,Nayagarh,Nayagarh Urban,NA,Ward-7,0.13
Odisha ,Nayagarh,Nayagarh Urban,NA,Ward-8,0.13
Odisha ,Nayagarh,Nayagarh Urban,NA,Total,1.52
Odisha ,Nayagarh,NA,Nuagaon,Maichheli,1.73
Odisha ,Nayagarh,NA,Nuagaon,Udaypur,0.64
Odisha ,Nayagarh,NA,Nuagaon,Badagotha,1.98
Odisha ,Nayagarh,NA,Nuagaon,Chahali,0.64
Odisha ,Nayagarh,NA,Nuagaon,Sikrida,0.82
Odisha ,Nayagarh,NA,Nuagaon,Dhenkena,1.72
Odisha ,Nayagarh,NA,Nuagaon,Bahadajhola,1.44
Odisha ,Nayagarh,NA,Nuagaon,Nuagaon,1.27
Odisha ,Nayagarh,NA,Nuagaon,Khandugaon,1.55
Odisha ,Nayagarh,NA,Nuagaon,Haripura,0.64
Odisha ,Nayagarh,NA,Nuagaon,Jakeda,0.18
Odisha ,Nayagarh,NA,Nuagaon,Durdura,1.71
Odisha ,Nayagarh,NA,Nuagaon,Paradhipi,0.82
Odisha ,Nayagarh,NA,Nuagaon,Korada,0.89
Odisha ,Nayagarh,NA,Nuagaon,Gateri,0.86
Odisha ,Nayagarh,NA,Nuagaon,Singarapalli,1.6
Odisha ,Nayagarh,NA,Nuagaon,Beruan Bari,1.28
Odisha ,Nayagarh,NA,Nuagaon,Mahipura,1.55
Odisha ,Nayagarh,NA,Nuagaon,Malisahi,2
Odisha ,Nayagarh,NA,Nuagaon,Sorada,1.8
Odisha ,Nayagarh,NA,Nuagaon,Gumi,0.55
Odisha ,Nayagarh,NA,Nuagaon,Total,25.67
Odisha ,Nayagarh,NA,Odagaon,Solapata,0.54
Odisha ,Nayagarh,NA,Odagaon,Gotisahi,1.4
Odisha ,Nayagarh,NA,Odagaon,Magarbandha,3.86
Odisha ,Nayagarh,NA,Odagaon,Saradhapur,2.95
Odisha ,Nayagarh,NA,Odagaon,Sarankul,0.36
Odisha ,Nayagarh,NA,Odagaon,Hariharpur,0.81
Odisha ,Nayagarh,NA,Odagaon,Sikharpur,8.89
Odisha ,Nayagarh,NA,Odagaon,Angisingi,1.72
Odisha ,Nayagarh,NA,Odagaon,Badagorada,3.21
Odisha ,Nayagarh,NA,Odagaon,Dimisar,5.26
Odisha ,Nayagarh,NA,Odagaon,Godipada,1.53
Odisha ,Nayagarh,NA,Odagaon,Panchumu,0.75
Odisha ,Nayagarh,NA,Odagaon,Kajalaipalli,1.28
Odisha ,Nayagarh,NA,Odagaon,Barasahi,0.82
Odisha ,Nayagarh,NA,Odagaon,Nandighor,1.15
Odisha ,Nayagarh,NA,Odagaon,Goudput,2.08
Odisha ,Nayagarh,NA,Odagaon,P. Manpur,3.16
Odisha ,Nayagarh,NA,Odagaon,Godipalli,4.36
Odisha ,Nayagarh,NA,Odagaon,Banthapur,1.91
Odisha ,Nayagarh,NA,Odagaon,Rangani Patna,1.92
Odisha ,Nayagarh,NA,Odagaon,Pantikhari,2.46
Odisha ,Nayagarh,NA,Odagaon,Korapitha,1.11
Odisha ,Nayagarh,NA,Odagaon,Sakeri,3.99
Odisha ,Nayagarh,NA,Odagaon,Rabigadia,0.94
Odisha ,Nayagarh,NA,Odagaon,Panderipada,3.35
Odisha ,Nayagarh,NA,Odagaon,Kurala,6.55
Odisha ,Nayagarh,NA,Odagaon,Komanda,0.64
Odisha ,Nayagarh,NA,Odagaon,Rohibanka,0.74
Odisha ,Nayagarh,NA,Odagaon,Giridipalli,1.66
Odisha ,Nayagarh,NA,Odagaon,Sunamuhin,0.48
Odisha ,Nayagarh,NA,Odagaon,Rabera,0.31
Odisha ,Nayagarh,NA,Odagaon,Arada,0.95
Odisha ,Nayagarh,NA,Odagaon,Golagaon,0.86
Odisha ,Nayagarh,NA,Odagaon,Haridabandha,0.88
Odisha ,Nayagarh,NA,Odagaon,Bhaliadihi,1.67
Odisha ,Nayagarh,NA,Odagaon,Bhadikila,3.32
Odisha ,Nayagarh,NA,Odagaon,Total,77.87
Odisha ,Nayagarh,NA,Ranapur,Patia,1.1
Odisha ,Nayagarh,NA,Ranapur,Lodhachua,9.88
Odisha ,Nayagarh,NA,Ranapur,Brundabana Pur,15.67
Odisha ,Nayagarh,NA,Ranapur,Rankadeuli,3.49
Odisha ,Nayagarh,NA,Ranapur,Brajarajpur,0.9
Odisha ,Nayagarh,NA,Ranapur,Darpanarayan Pur,7.19
Odisha ,Nayagarh,NA,Ranapur,Pimpal,4.52
Odisha ,Nayagarh,NA,Ranapur,Raj-Jankia,4.23
Odisha ,Nayagarh,NA,Ranapur,Gourangpur,5.71
Odisha ,Nayagarh,NA,Ranapur,Surukabadi,7.86
Odisha ,Nayagarh,NA,Ranapur,Raj-Sunakhala,10.91
Odisha ,Nayagarh,NA,Ranapur,Kerendatangi,14.44
Odisha ,Nayagarh,NA,Ranapur,Talakani,2.91
Odisha ,Nayagarh,NA,Ranapur,Bandhamunda,3.65
Odisha ,Nayagarh,NA,Ranapur,Khairpalli,2.32
Odisha ,Nayagarh,NA,Ranapur,Raipada,3.49
Odisha ,Nayagarh,NA,Ranapur,Khatia,10.63
Odisha ,Nayagarh,NA,Ranapur,Balabhadrapur,16.78
Odisha ,Nayagarh,NA,Ranapur,Majhiakhanda,4.98
Odisha ,Nayagarh,NA,Ranapur,Narasinghpur,7.27
Odisha ,Nayagarh,NA,Ranapur,Kulasar,2.73
Odisha ,Nayagarh,NA,Ranapur,Chandpur,1.85
Odisha ,Nayagarh,NA,Ranapur,Mahatpala,9.23
Odisha ,Nayagarh,NA,Ranapur,Kandapada,8.32
Odisha ,Nayagarh,NA,Ranapur,Champapedi,3.98
Odisha ,Nayagarh,NA,Ranapur,Mayurjhalia,4.71
Odisha ,Nayagarh,NA,Ranapur,Gopalpur,21.95
Odisha ,Nayagarh,NA,Ranapur,Champagarh,2.36
Odisha ,Nayagarh,NA,Ranapur,Damasahi,4.65
Odisha ,Nayagarh,NA,Ranapur,Kandha Nayagarh,3.71
Odisha ,Nayagarh,NA,Ranapur,Narendrapur,1.16
Odisha ,Nayagarh,NA,Ranapur,Kasanda,8.47
Odisha ,Nayagarh,NA,Ranapur,Baunsagarh,0.34
Odisha ,Nayagarh,NA,Ranapur,Bajrakote,4.31
Odisha ,Nayagarh,NA,Ranapur,Garhbanikilo,2.02
Odisha ,Nayagarh,NA,Ranapur,Hansara,2.62
Odisha ,Nayagarh,NA,Ranapur,Jhadapada,2.23
Odisha ,Nayagarh,NA,Ranapur,Total,222.57
Odisha ,Nayagarh,NA,Total,NA,723.62
Odisha ,Nuapada,NA,Boden,Babebir,1.97
Odisha ,Nuapada,NA,Boden,Bhainsadani,1.17
Odisha ,Nuapada,NA,Boden,Boden,2.44
Odisha ,Nuapada,NA,Boden,Boirgaon,1.94
Odisha ,Nuapada,NA,Boden,Damjhar,1.49
Odisha ,Nuapada,NA,Boden,Farsara,2.51
Odisha ,Nuapada,NA,Boden,Karangamal,1.28
Odisha ,Nuapada,NA,Boden,Karlakote,1.83
Odisha ,Nuapada,NA,Boden,Khaira,1.56
Odisha ,Nuapada,NA,Boden,Larka,1.62
Odisha ,Nuapada,NA,Boden,Litisargi,1.42
Odisha ,Nuapada,NA,Boden,Nagpada,2.02
Odisha ,Nuapada,NA,Boden,Rokal,1.57
Odisha ,Nuapada,NA,Boden,Sunapur,1.77
Odisha ,Nuapada,NA,Boden,Palsada,1.13
Odisha ,Nuapada,NA,Boden,Total,25.72
Odisha ,Nuapada,NA,Khariar,Areda,2
Odisha ,Nuapada,NA,Khariar,Badi,0.7
Odisha ,Nuapada,NA,Khariar,Bargaon,1.34
Odisha ,Nuapada,NA,Khariar,Bhojpur,2.12
Odisha ,Nuapada,NA,Khariar,Bhuliasikuan,2.38
Odisha ,Nuapada,NA,Khariar,Birighat,0.49
Odisha ,Nuapada,NA,Khariar,Chindaguda,0.92
Odisha ,Nuapada,NA,Khariar,Dabri,0.34
Odisha ,Nuapada,NA,Khariar,Duajhar,1.68
Odisha ,Nuapada,NA,Khariar,Khasbahal,0.55
Odisha ,Nuapada,NA,Khariar,Khudpej,1.05
Odisha ,Nuapada,NA,Khariar,Kirikita,0.5
Odisha ,Nuapada,NA,Khariar,Lanji,1.08
Odisha ,Nuapada,NA,Khariar,Nehena,0.53
Odisha ,Nuapada,NA,Khariar,Ranimunda,0.76
Odisha ,Nuapada,NA,Khariar,Sanmaheswar,0.32
Odisha ,Nuapada,NA,Khariar,Saradhapur,1.03
Odisha ,Nuapada,NA,Khariar,Tukla,1.5
Odisha ,Nuapada,NA,Khariar,Baddohel,1.05
Odisha ,Nuapada,NA,Khariar,Chanabeda,1.2
Odisha ,Nuapada,NA,Khariar,Dohelpada,0.7
Odisha ,Nuapada,NA,Khariar,Gadramunda,0.25
Odisha ,Nuapada,NA,Khariar,Kendupati,0.43
Odisha ,Nuapada,NA,Khariar,Mandosil,1.58
Odisha ,Nuapada,NA,Khariar,Risgaon,0.17
Odisha ,Nuapada,NA,Khariar,Sunarisikuan,0.07
Odisha ,Nuapada,NA,Khariar,Total,24.74
Odisha ,Nuapada,Khariar Road Urban,NA,Ward-1,1.39
Odisha ,Nuapada,Khariar Road Urban,NA,Ward-12,0.65
Odisha ,Nuapada,Khariar Road Urban,NA,Ward-13,0.65
Odisha ,Nuapada,Khariar Road Urban,NA,Ward-14,0.65
Odisha ,Nuapada,Khariar Road Urban,NA,Ward-16,1.08
Odisha ,Nuapada,Khariar Road Urban,NA,Ward-17,0.16
Odisha ,Nuapada,Khariar Road Urban,NA,Ward-2,0.39
Odisha ,Nuapada,Khariar Road Urban,NA,Ward-3,1.3
Odisha ,Nuapada,Khariar Road Urban,NA,Ward-6,0.45
Odisha ,Nuapada,Khariar Road Urban,NA,Ward-7,1.46
Odisha ,Nuapada,Khariar Road Urban,NA,Ward-8,0.65
Odisha ,Nuapada,Khariar Road Urban,NA,Ward-9,0.57
Odisha ,Nuapada,Khariar Road Urban,NA,Total,9.4
Odisha ,Nuapada,Khariar Urban,NA,Ward-1,0.87
Odisha ,Nuapada,Khariar Urban,NA,Ward-11,0.45
Odisha ,Nuapada,Khariar Urban,NA,Ward-12,0.8
Odisha ,Nuapada,Khariar Urban,NA,Ward-2,0.05
Odisha ,Nuapada,Khariar Urban,NA,Ward-3,0.22
Odisha ,Nuapada,Khariar Urban,NA,Ward-4,0.08
Odisha ,Nuapada,Khariar Urban,NA,Ward-5,0.61
Odisha ,Nuapada,Khariar Urban,NA,Ward-6,0.32
Odisha ,Nuapada,Khariar Urban,NA,Ward-7,0.25
Odisha ,Nuapada,Khariar Urban,NA,Ward-8,0.24
Odisha ,Nuapada,Khariar Urban,NA,Ward-9,1.18
Odisha ,Nuapada,Khariar Urban,NA,Total,5.07
Odisha ,Nuapada,NA,Komna,Agren,2.2
Odisha ,Nuapada,NA,Komna,Bhela,2.89
Odisha ,Nuapada,NA,Komna,Budhikomna,1.91
Odisha ,Nuapada,NA,Komna,Darlipada,1.22
Odisha ,Nuapada,NA,Komna,Gandamer,0.55
Odisha ,Nuapada,NA,Komna,Jadamunda,1.8
Odisha ,Nuapada,NA,Komna,Jatgarh,0.46
Odisha ,Nuapada,NA,Komna,Jhagrahi,0.91
Odisha ,Nuapada,NA,Komna,Kandetara,2.02
Odisha ,Nuapada,NA,Komna,Komna,0.18
Odisha ,Nuapada,NA,Komna,Konabira,3.96
Odisha ,Nuapada,NA,Komna,Kureswar,0.55
Odisha ,Nuapada,NA,Komna,Kurumpuri,1.79
Odisha ,Nuapada,NA,Komna,Lakhna,0.64
Odisha ,Nuapada,NA,Komna,Michhapali,0.46
Odisha ,Nuapada,NA,Komna,Mundapala,0.18
Odisha ,Nuapada,NA,Komna,Nuagaon,2.52
Odisha ,Nuapada,NA,Komna,Pendrawan,1.18
Odisha ,Nuapada,NA,Komna,Rajana,0.36
Odisha ,Nuapada,NA,Komna,Samarsing,0.18
Odisha ,Nuapada,NA,Komna,Sialati,0.82
Odisha ,Nuapada,NA,Komna,Silva,0.55
Odisha ,Nuapada,NA,Komna,Sunabeda,0.46
Odisha ,Nuapada,NA,Komna,Tarbod,0.36
Odisha ,Nuapada,NA,Komna,Thikpali,0.73
Odisha ,Nuapada,NA,Komna,Tikrapada,0.43
Odisha ,Nuapada,NA,Komna,Deodarha,0.72
Odisha ,Nuapada,NA,Komna,Dhorlamunda,0.27
Odisha ,Nuapada,NA,Komna,Palsipani,1.66
Odisha ,Nuapada,NA,Komna,Poinr,0.18
Odisha ,Nuapada,NA,Komna,Maniguda,1.5
Odisha ,Nuapada,NA,Komna,Total,33.64
Odisha ,Nuapada,NA,Nuapada,Amanara,8.61
Odisha ,Nuapada,NA,Nuapada,Amsena,7.36
Odisha ,Nuapada,NA,Nuapada,Beltukri,4.63
Odisha ,Nuapada,NA,Nuapada,Bhaleswar,7.98
Odisha ,Nuapada,NA,Nuapada,Biromal,2.5
Odisha ,Nuapada,NA,Nuapada,Bisora,4.38
Odisha ,Nuapada,NA,Nuapada,Boirbhadi,3.3
Odisha ,Nuapada,NA,Nuapada,Budhipali,8.95
Odisha ,Nuapada,NA,Nuapada,Chulabhat,9.79
Odisha ,Nuapada,NA,Nuapada,Darlimunda,7.01
Odisha ,Nuapada,NA,Nuapada,Dharambandha,5.48
Odisha ,Nuapada,NA,Nuapada,Dumarpani,4.08
Odisha ,Nuapada,NA,Nuapada,Godfula,5.39
Odisha ,Nuapada,NA,Nuapada,Jampani,4.68
Odisha ,Nuapada,NA,Nuapada,Kendubahara,3.23
Odisha ,Nuapada,NA,Nuapada,Kermeli,4.41
Odisha ,Nuapada,NA,Nuapada,Khutbanbhera,5.19
Odisha ,Nuapada,NA,Nuapada,Kodomeri,2.93
Odisha ,Nuapada,NA,Nuapada,Kotenchuan,6.38
Odisha ,Nuapada,NA,Nuapada,Kuliabandha,20.62
Odisha ,Nuapada,NA,Nuapada,Motanuapada,4.28
Odisha ,Nuapada,NA,Nuapada,Parkod,5.45
Odisha ,Nuapada,NA,Nuapada,Sahipala,8.6
Odisha ,Nuapada,NA,Nuapada,Sarabong,6.03
Odisha ,Nuapada,NA,Nuapada,Tanwat,7.33
Odisha ,Nuapada,NA,Nuapada,Bhanpur,2.98
Odisha ,Nuapada,NA,Nuapada,Kadomeri,0.83
Odisha ,Nuapada,NA,Nuapada,Bhainsatal,0.87
Odisha ,Nuapada,NA,Nuapada,Khairani,3.99
Odisha ,Nuapada,NA,Nuapada,Total,167.26
Odisha ,Nuapada,Nuapada Urban,NA,Ward-1,0.46
Odisha ,Nuapada,Nuapada Urban,NA,Ward-10,0.09
Odisha ,Nuapada,Nuapada Urban,NA,Ward-12,0.11
Odisha ,Nuapada,Nuapada Urban,NA,Ward-13,0.61
Odisha ,Nuapada,Nuapada Urban,NA,Ward-14,0.07
Odisha ,Nuapada,Nuapada Urban,NA,Ward-2,0.13
Odisha ,Nuapada,Nuapada Urban,NA,Ward-3,0.2
Odisha ,Nuapada,Nuapada Urban,NA,Ward-4,0.08
Odisha ,Nuapada,Nuapada Urban,NA,Ward-5,0.01
Odisha ,Nuapada,Nuapada Urban,NA,Ward-6,0.13
Odisha ,Nuapada,Nuapada Urban,NA,Ward-7,0.2
Odisha ,Nuapada,Nuapada Urban,NA,Ward-8,0.01
Odisha ,Nuapada,Nuapada Urban,NA,Ward-9,0.07
Odisha ,Nuapada,Nuapada Urban,NA,Total,2.17
Odisha ,Nuapada,NA,Sinapali,Bargaon,1
Odisha ,Nuapada,NA,Sinapali,Bharuamunda,0.69
Odisha ,Nuapada,NA,Sinapali,Chatiaguda,0.41
Odisha ,Nuapada,NA,Sinapali,Gandabahali,0.41
Odisha ,Nuapada,NA,Sinapali,Ghantiguda,0.82
Odisha ,Nuapada,NA,Sinapali,Ghatamal,0.55
Odisha ,Nuapada,NA,Sinapali,Godal,0.76
Odisha ,Nuapada,NA,Sinapali,Gorla,0.57
Odisha ,Nuapada,NA,Sinapali,Hatibandha,0.9
Odisha ,Nuapada,NA,Sinapali,Jharbandh,1.04
Odisha ,Nuapada,NA,Sinapali,Karanbahali,2.53
Odisha ,Nuapada,NA,Sinapali,Kendumunda,1.45
Odisha ,Nuapada,NA,Sinapali,Khairpadar,0.38
Odisha ,Nuapada,NA,Sinapali,Kusumjore,0.57
Odisha ,Nuapada,NA,Sinapali,Litiguda,0.5
Odisha ,Nuapada,NA,Sinapali,Makhapadar,0.78
Odisha ,Nuapada,NA,Sinapali,Nangalbod,0.67
Odisha ,Nuapada,NA,Sinapali,Niljee,1.27
Odisha ,Nuapada,NA,Sinapali,Nuapada,0.42
Odisha ,Nuapada,NA,Sinapali,Sinapali,0.52
Odisha ,Nuapada,NA,Sinapali,Singjhar,1.32
Odisha ,Nuapada,NA,Sinapali,Timanpur,0.92
Odisha ,Nuapada,NA,Sinapali,Kharsel,0.99
Odisha ,Nuapada,NA,Sinapali,Ranimunda,0.03
Odisha ,Nuapada,NA,Sinapali,Total,19.5
Odisha ,Nuapada,NA,Total,NA,287.5
Odisha ,Puri,NA,Brahmagiri,Bentapur,2.07
Odisha ,Puri,NA,Brahmagiri,Goruala,0.29
Odisha ,Puri,NA,Brahmagiri,Ambapada,0.05
Odisha ,Puri,NA,Brahmagiri,Rahada Mala,2.27
Odisha ,Puri,NA,Brahmagiri,Talamala,0.42
Odisha ,Puri,NA,Brahmagiri,Raybidhara,0.24
Odisha ,Puri,NA,Brahmagiri,Manapada,5.83
Odisha ,Puri,NA,Brahmagiri,Brahmania,0.22
Odisha ,Puri,NA,Brahmagiri,Dharani Kudi,0.05
Odisha ,Puri,NA,Brahmagiri,Badabenakudi,3.93
Odisha ,Puri,NA,Brahmagiri,Kandagoda,0.12
Odisha ,Puri,NA,Brahmagiri,Gadarodanga,0.51
Odisha ,Puri,NA,Brahmagiri,Dimirisena,0.34
Odisha ,Puri,NA,Brahmagiri,Rebana Nuagaon,4.88
Odisha ,Puri,NA,Brahmagiri,Bramhagiri,9.04
Odisha ,Puri,NA,Brahmagiri,Kusubenti,3.13
Odisha ,Puri,NA,Brahmagiri,Kahalapada,0.38
Odisha ,Puri,NA,Brahmagiri,Kapileswar Pur,2.14
Odisha ,Puri,NA,Brahmagiri,Chapamanik,0.5
Odisha ,Puri,NA,Brahmagiri,Niajpur,1.05
Odisha ,Puri,NA,Brahmagiri,Balikerapachhipala,2.02
Odisha ,Puri,NA,Brahmagiri,Ghatakudi,3.86
Odisha ,Puri,NA,Brahmagiri,Kadajit,0.57
Odisha ,Puri,NA,Brahmagiri,Palanka,1.18
Odisha ,Puri,NA,Brahmagiri,Total,45.09
Odisha ,Puri,NA,Delanga,Kalyan Pur,1.26
Odisha ,Puri,NA,Delanga,Gudiputa Matiapada,0.25
Odisha ,Puri,NA,Delanga,Sripurusottampur,1.53
Odisha ,Puri,NA,Delanga,Muninda,2.11
Odisha ,Puri,NA,Delanga,Sauria,3.14
Odisha ,Puri,NA,Delanga,Sujanpur,0.94
