s_state,s_district,s_block,Sl.No,s_gp,SC,ST,Minority,Others,Total,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,mayurbhanj,udala,1,badkhaman,0.55,218.8,0,0,219.35,5312,mayurbhanj,udala,badkhaman
odisha,mayurbhanj,udala,2,bad-singaria,7.2,183,0,3.65,193.85,5313,mayurbhanj,udala,bad-singaria
odisha,mayurbhanj,udala,3,bahubandh,0.9,199.4,0,12.8,213.1,5314,mayurbhanj,udala,bahubandh
odisha,mayurbhanj,udala,4,bhimtali,0,51.7,0,29,80.7,5315,mayurbhanj,udala,bhimtali
odisha,mayurbhanj,udala,5,dugudha,0,123.05,0,18.55,141.6,5316,mayurbhanj,udala,dugudha
odisha,mayurbhanj,udala,6,khaladi,79.5,212.35,0,28.7,320.55,5317,mayurbhanj,udala,khaladi
odisha,mayurbhanj,udala,7,kochiladiha,14.45,166.95,0,9.6,191,5318,mayurbhanj,udala,kochiladiha
odisha,mayurbhanj,udala,8,kundabai,0,146.45,0,9.75,156.2,5319,mayurbhanj,udala,kundabai
odisha,mayurbhanj,udala,9,nuagaon,0.3,70.9,0,1.15,72.35,5320,mayurbhanj,udala,nuagaon
odisha,mayurbhanj,udala,10,patsanipur,0.3,174.45,0,5.8,180.55,5321,mayurbhanj,udala,patsanipur
odisha,mayurbhanj,udala,11,radho,6.05,104,0,55.8,165.85,5322,mayurbhanj,udala,radho
odisha,mayurbhanj,udala,12,sridamchandrapur,0,153.95,0,13.4,167.35,5323,mayurbhanj,udala,sridamchandrapur
odisha,nabrangpur,chandahandi,1,anakabeda,29.85,27.5,0,164.95,222.3,5324,nabrangpur,chandahandi,anakabeda
odisha,nabrangpur,chandahandi,2,beheramunda,9.8,36.7,12.7,41.7,100.9,5325,nabrangpur,chandahandi,beheramunda
odisha,nabrangpur,chandahandi,3,chandahandi,34.4,33.95,0,95.4,163.75,5326,nabrangpur,chandahandi,chandahandi
odisha,nabrangpur,chandahandi,4,dalabeda,1.55,86.1,0,48.3,135.95,5327,nabrangpur,chandahandi,dalabeda
odisha,nabrangpur,chandahandi,5,dhodipani,25.25,28.1,0,190.1,243.45,5328,nabrangpur,chandahandi,dhodipani
odisha,nabrangpur,chandahandi,6,fataki,5.1,64.5,0,92.35,161.95,5329,nabrangpur,chandahandi,fataki
odisha,nabrangpur,chandahandi,7,gambariguda,39.2,4.9,0,77.2,121.3,5330,nabrangpur,chandahandi,gambariguda
odisha,nabrangpur,chandahandi,8,jamadarpada,30,44.85,0,118.55,193.4,5331,nabrangpur,chandahandi,jamadarpada
odisha,nabrangpur,chandahandi,9,koilimunda,16.55,125.9,0,45.35,187.8,5332,nabrangpur,chandahandi,koilimunda
odisha,nabrangpur,chandahandi,10,kuhudi,0.4,65.5,0,5.4,71.3,5333,nabrangpur,chandahandi,kuhudi
odisha,nabrangpur,chandahandi,11,malgam,8.6,14.55,0,81,104.15,5334,nabrangpur,chandahandi,malgam
odisha,nabrangpur,chandahandi,12,mohara,4.3,7.85,4.1,50.25,66.5,5335,nabrangpur,chandahandi,mohara
odisha,nabrangpur,chandahandi,13,patkhalia,8.05,139.75,0,42.75,190.55,5336,nabrangpur,chandahandi,patkhalia
odisha,nabrangpur,chandahandi,14,sardhapur,1.35,4.55,0,28.85,34.75,5337,nabrangpur,chandahandi,sardhapur
odisha,nabrangpur,dabugam,1,anchala,5.05,114,0,38.2,157.25,5338,nabrangpur,dabugam,anchala
odisha,nabrangpur,dabugam,2,bada olama,14.65,86.2,0,7.4,108.25,5339,nabrangpur,dabugam,bada olama
odisha,nabrangpur,dabugam,3,borigam,0.3,92.25,0,31.9,124.45,5340,nabrangpur,dabugam,borigam
odisha,nabrangpur,dabugam,4,chacharaguda,25.4,144.4,0,46.15,215.95,5341,nabrangpur,dabugam,chacharaguda
odisha,nabrangpur,dabugam,5,dabugam,20.8,114.95,0,39.15,174.9,5342,nabrangpur,dabugam,dabugam
odisha,nabrangpur,dabugam,6,dangriguda,31.15,34.35,0,3.5,69,5343,nabrangpur,dabugam,dangriguda
odisha,nabrangpur,dabugam,7,ghodakhunta,11,238.15,0,26.2,275.35,5344,nabrangpur,dabugam,ghodakhunta
odisha,nabrangpur,dabugam,8,jabaguda,9.8,8.7,0,11.4,29.9,5345,nabrangpur,dabugam,jabaguda
odisha,nabrangpur,dabugam,9,junapani,3.8,85.6,0,31.6,121,5346,nabrangpur,dabugam,junapani
odisha,nabrangpur,dabugam,10,koilari,2.3,69.3,0,37.1,108.7,5347,nabrangpur,dabugam,koilari
odisha,nabrangpur,dabugam,11,medena,11.4,88.7,0,38.8,138.9,5348,nabrangpur,dabugam,medena
odisha,nabrangpur,dabugam,12,nandapura,62.95,158.85,0,8.75,230.55,5349,nabrangpur,dabugam,nandapura
odisha,nabrangpur,jharigam,1,badatemra,1.75,159.15,0,3.75,164.65,5350,nabrangpur,jharigam,badatemra
odisha,nabrangpur,jharigam,2,bakadabeda,7.55,31.95,0,16,55.5,5351,nabrangpur,jharigam,bakadabeda
odisha,nabrangpur,jharigam,3,banuaguda,20.75,136.7,0,69.6,227.05,5352,nabrangpur,jharigam,banuaguda
odisha,nabrangpur,jharigam,4,belgam,20.7,161.95,0,28.05,210.7,5353,nabrangpur,jharigam,belgam
odisha,nabrangpur,jharigam,5,bhalukanadi,14.6,107.2,0,22.05,143.85,5354,nabrangpur,jharigam,bhalukanadi
odisha,nabrangpur,jharigam,6,bhikya,4.85,25.8,0,63.3,93.95,5355,nabrangpur,jharigam,bhikya
odisha,nabrangpur,jharigam,7,chacha,12.05,24.25,0,94.2,130.5,5356,nabrangpur,jharigam,chacha
odisha,nabrangpur,jharigam,8,chakalapadar,3.8,163.9,0,15.7,183.4,5357,nabrangpur,jharigam,chakalapadar
odisha,nabrangpur,jharigam,9,chatiguda,64.5,126,0,28,218.5,5358,nabrangpur,jharigam,chatiguda
odisha,nabrangpur,jharigam,10,chitabeda,35.95,153.8,0,70.65,260.4,5359,nabrangpur,jharigam,chitabeda
odisha,nabrangpur,jharigam,11,dhamanaguda,35.95,275,0,51.7,362.65,5360,nabrangpur,jharigam,dhamanaguda
odisha,nabrangpur,jharigam,12,dhodra,110.65,152.85,0,60.95,324.45,5361,nabrangpur,jharigam,dhodra
odisha,nabrangpur,jharigam,13,dongariguda,15.05,228.8,0,12.1,255.95,5362,nabrangpur,jharigam,dongariguda
odisha,nabrangpur,jharigam,14,ekamba,13.85,113.2,0,25.9,152.95,5363,nabrangpur,jharigam,ekamba
odisha,nabrangpur,jharigam,15,gursingha,10.05,148.95,0,46.6,205.6,5364,nabrangpur,jharigam,gursingha
odisha,nabrangpur,jharigam,16,ichhapur,8.4,341.95,0,53.5,403.85,5365,nabrangpur,jharigam,ichhapur
odisha,nabrangpur,jharigam,17,jhorigam,18.45,279.9,0,127.2,425.55,5366,nabrangpur,jharigam,jhorigam
odisha,nabrangpur,jharigam,18,kanakota,58.15,130.55,0,26,214.7,5367,nabrangpur,jharigam,kanakota
odisha,nabrangpur,jharigam,19,kutrichhapar,0.6,113.95,0,35.4,149.95,5368,nabrangpur,jharigam,kutrichhapar
odisha,nabrangpur,jharigam,20,palia,50.45,201.9,0,62.6,314.95,5369,nabrangpur,jharigam,palia
odisha,nabrangpur,jharigam,21,phupugam,12.1,323.7,0,23.6,359.4,5370,nabrangpur,jharigam,phupugam
odisha,nabrangpur,jharigam,22,ratakhandiguda,122.45,201.35,0,15.6,339.4,5371,nabrangpur,jharigam,ratakhandiguda
odisha,nabrangpur,jharigam,23,telonadigam,2.3,200.6,0,14.25,217.15,5372,nabrangpur,jharigam,telonadigam
odisha,nabrangpur,kosagumuda,1,atigam,22.55,178.65,0,13.6,214.8,5373,nabrangpur,kosagumuda,atigam
odisha,nabrangpur,kosagumuda,2,b.m.semla,22.75,74.75,2.2,53.1,152.8,5374,nabrangpur,kosagumuda,b.m.semla
odisha,nabrangpur,kosagumuda,3,badaamda,87.9,106.9,3,18.6,216.4,5375,nabrangpur,kosagumuda,badaamda
odisha,nabrangpur,kosagumuda,4,badagumuda,1.65,12.65,0,4.2,18.5,5376,nabrangpur,kosagumuda,badagumuda
odisha,nabrangpur,kosagumuda,5,balenga,53.5,262.85,2.65,43.25,362.25,5377,nabrangpur,kosagumuda,balenga
odisha,nabrangpur,kosagumuda,6,bamuni,27.7,118.75,4.35,33.3,184.1,5378,nabrangpur,kosagumuda,bamuni
odisha,nabrangpur,kosagumuda,7,bankuli,16.05,153.4,0,34.95,204.4,5379,nabrangpur,kosagumuda,bankuli
odisha,nabrangpur,kosagumuda,8,binjili,19.95,102.85,0,2.5,125.3,5380,nabrangpur,kosagumuda,binjili
odisha,nabrangpur,kosagumuda,9,chirma,10.5,116,0,12.7,139.2,5381,nabrangpur,kosagumuda,chirma
odisha,nabrangpur,kosagumuda,10,ekori,10.7,55.05,0,5.9,71.65,5382,nabrangpur,kosagumuda,ekori
odisha,nabrangpur,kosagumuda,11,k.semla,21.85,102.75,0,3.05,127.65,5383,nabrangpur,kosagumuda,k.semla
odisha,nabrangpur,kosagumuda,12,karchamal,13.6,104.45,0,24.55,142.6,5384,nabrangpur,kosagumuda,karchamal
odisha,nabrangpur,kosagumuda,13,kodinga,24.75,70.7,0.75,47.6,143.8,5385,nabrangpur,kosagumuda,kodinga
odisha,nabrangpur,kosagumuda,14,kosagumuda,39.35,144.8,1.55,44.4,230.1,5386,nabrangpur,kosagumuda,kosagumuda
odisha,nabrangpur,kosagumuda,15,m.keragam,22,74.15,0,15.5,111.65,5387,nabrangpur,kosagumuda,m.keragam
odisha,nabrangpur,kosagumuda,16,majhidhanua,9.8,48.15,0,15.3,73.25,5388,nabrangpur,kosagumuda,majhidhanua
odisha,nabrangpur,kosagumuda,17,madeigam,41.2,70.45,3.7,28.05,143.4,5389,nabrangpur,kosagumuda,madeigam
odisha,nabrangpur,kosagumuda,18,motigam,12.55,154.45,0,10.85,177.85,5390,nabrangpur,kosagumuda,motigam
odisha,nabrangpur,kosagumuda,19,pharsaguda,14.3,88.35,0.75,10.8,114.2,5391,nabrangpur,kosagumuda,pharsaguda
odisha,nabrangpur,kosagumuda,20,ponduguda,36.95,96.3,0,43.95,177.2,5392,nabrangpur,kosagumuda,ponduguda
odisha,nabrangpur,kosagumuda,21,rajoda,21.65,99.85,1.55,18.2,141.25,5393,nabrangpur,kosagumuda,rajoda
odisha,nabrangpur,kosagumuda,22,sanamda,14.2,89.15,0,6.75,110.1,5394,nabrangpur,kosagumuda,sanamda
odisha,nabrangpur,kosagumuda,23,sontoshpur,15.95,113.9,0,24.25,154.1,5395,nabrangpur,kosagumuda,sontoshpur
odisha,nabrangpur,kosagumuda,24,taragam,33.8,53.9,0,30.2,117.9,5396,nabrangpur,kosagumuda,taragam
odisha,nabrangpur,kosagumuda,25,temera,31.3,97.4,0,20.9,149.6,5397,nabrangpur,kosagumuda,temera
odisha,nabrangpur,kosagumuda,26,ukiapalli,16.05,68.95,0,3.45,88.45,5398,nabrangpur,kosagumuda,ukiapalli
odisha,nabrangpur,nabarangpur,1,agnipur,37.15,141.5,2.5,6.4,187.55,5399,nabrangpur,nabarangpur,agnipur
odisha,nabrangpur,nabarangpur,2,baghsiuni,7.55,62.25,0,70.45,140.25,5400,nabrangpur,nabarangpur,baghsiuni
odisha,nabrangpur,nabarangpur,3,basini,27.3,60.75,7.6,40.65,136.3,5401,nabrangpur,nabarangpur,basini
odisha,nabrangpur,nabarangpur,4,bhatrasiuni,7.5,41.2,0,31.55,80.25,5402,nabrangpur,nabarangpur,bhatrasiuni
odisha,nabrangpur,nabarangpur,5,bikrampur,38.85,61.5,0,25.3,125.65,5403,nabrangpur,nabarangpur,bikrampur
odisha,nabrangpur,nabarangpur,6,bodokumuli,63.4,86.5,0,79.6,229.5,5404,nabrangpur,nabarangpur,bodokumuli
odisha,nabrangpur,nabarangpur,7,bodomosigam,43.3,147.3,0,22.7,213.3,5405,nabrangpur,nabarangpur,bodomosigam
odisha,nabrangpur,nabarangpur,8,chotahandi,18.75,225.8,0,64.35,308.9,5406,nabrangpur,nabarangpur,chotahandi
odisha,nabrangpur,nabarangpur,9,mantriguda,24.75,120.25,0,19.2,164.2,5407,nabrangpur,nabarangpur,mantriguda
odisha,nabrangpur,nabarangpur,10,pujariguda,63.05,265.3,1.85,9.7,339.9,5408,nabrangpur,nabarangpur,pujariguda
odisha,nabrangpur,nabarangpur,11,sanamosigam,12.55,75.5,0,3.55,91.6,5409,nabrangpur,nabarangpur,sanamosigam
odisha,nabrangpur,nabarangpur,12,sindhigam,12.3,92.3,0,44.25,148.85,5410,nabrangpur,nabarangpur,sindhigam
odisha,nabrangpur,nabarangpur,13,taragam,31.9,61.35,1.3,1.45,96,5411,nabrangpur,nabarangpur,taragam
odisha,nabrangpur,nandahandi,1,b.maliguda,0.85,33.85,0,0,34.7,5412,nabrangpur,nandahandi,b.maliguda
odisha,nabrangpur,nandahandi,2,dangarbheja,22.85,40.1,7.35,80.45,150.75,5413,nabrangpur,nandahandi,dangarbheja
odisha,nabrangpur,nandahandi,3,dhondra,37.3,179.6,2.95,61.9,281.75,5414,nabrangpur,nandahandi,dhondra
odisha,nabrangpur,nandahandi,4,dohona,48.45,147.35,3.4,40.4,239.6,5415,nabrangpur,nandahandi,dohona
odisha,nabrangpur,nandahandi,5,jagannathpur,33.2,211.5,4.3,0,249,5416,nabrangpur,nandahandi,jagannathpur
odisha,nabrangpur,nandahandi,6,jhadbandhguda,3.2,101.15,3.55,53.8,161.7,5417,nabrangpur,nandahandi,jhadbandhguda
odisha,nabrangpur,nandahandi,7,mentry,27.6,89.2,10.9,69.9,197.6,5418,nabrangpur,nandahandi,mentry
odisha,nabrangpur,nandahandi,8,nandahandi,8,122.6,0,65.35,195.95,5419,nabrangpur,nandahandi,nandahandi
odisha,nabrangpur,nandahandi,9,nishnahandi,54.85,180.5,0,10.1,245.45,5420,nabrangpur,nandahandi,nishnahandi
odisha,nabrangpur,nandahandi,10,podalguda,1.8,3.8,0,0,5.6,5421,nabrangpur,nandahandi,podalguda
odisha,nabrangpur,nandahandi,11,sindhiguda,8.65,161.3,10.9,78.25,259.1,5422,nabrangpur,nandahandi,sindhiguda
odisha,nabrangpur,papadahandi,1,chandrapur,21.15,6.3,0,10.7,38.15,5423,nabrangpur,papadahandi,chandrapur
odisha,nabrangpur,papadahandi,2,chercheta,7.45,158.4,1.3,11.5,178.65,5424,nabrangpur,papadahandi,chercheta
odisha,nabrangpur,papadahandi,3,dengaguda,1.55,84,0,25.1,110.65,5425,nabrangpur,papadahandi,dengaguda
odisha,nabrangpur,papadahandi,4,dongra,12.9,97.1,0,22.95,132.95,5426,nabrangpur,papadahandi,dongra
odisha,nabrangpur,papadahandi,5,gadabakotra,37.75,72.2,0,4.45,114.4,5427,nabrangpur,papadahandi,gadabakotra
odisha,nabrangpur,papadahandi,6,ghataguda,1.05,40.05,0,18.9,60,5428,nabrangpur,papadahandi,ghataguda
odisha,nabrangpur,papadahandi,7,hatibeda,14.4,134.5,0,35.5,184.4,5429,nabrangpur,papadahandi,hatibeda
odisha,nabrangpur,papadahandi,8,jatabal,14.05,55.75,0.45,12.3,82.55,5430,nabrangpur,papadahandi,jatabal
odisha,nabrangpur,papadahandi,9,kantamal,17.4,40.4,0,33.8,91.6,5431,nabrangpur,papadahandi,kantamal
odisha,nabrangpur,papadahandi,10,khutubai,9.15,55.65,0,19.15,83.95,5432,nabrangpur,papadahandi,khutubai
odisha,nabrangpur,papadahandi,11,maidalpur,55.25,169.75,0,45.05,270.05,5433,nabrangpur,papadahandi,maidalpur
odisha,nabrangpur,papadahandi,12,majhiguda,22.05,48.65,0,34.8,105.5,5434,nabrangpur,papadahandi,majhiguda
odisha,nabrangpur,papadahandi,13,manigam,5.85,151.7,0,110.45,268,5435,nabrangpur,papadahandi,manigam
odisha,nabrangpur,papadahandi,14,mokia,14.1,76.65,0,22.2,112.95,5436,nabrangpur,papadahandi,mokia
odisha,nabrangpur,papadahandi,15,naktiguda,11,78.7,0.3,18.85,108.85,5437,nabrangpur,papadahandi,naktiguda
odisha,nabrangpur,papadahandi,16,nuakote,6.05,57.9,1.55,58.4,123.9,5438,nabrangpur,papadahandi,nuakote
odisha,nabrangpur,papadahandi,17,papadahandi,5.05,105.45,0,13.9,124.4,5439,nabrangpur,papadahandi,papadahandi
odisha,nabrangpur,papadahandi,18,patri,9.8,178.2,12.15,27.45,227.6,5440,nabrangpur,papadahandi,patri
odisha,nabrangpur,papadahandi,19,pondikote .,43.8,137.7,0,73.65,255.15,5441,nabrangpur,papadahandi,pondikote .
odisha,nabrangpur,papadahandi,20,sanabarli,0,64.6,0,2.1,66.7,5442,nabrangpur,papadahandi,sanabarli
odisha,nabrangpur,papadahandi,21,semala,3.3,38.9,0,35.3,77.5,5443,nabrangpur,papadahandi,semala
odisha,nabrangpur,papadahandi,22,sirisi,0.45,99,0,6.95,106.4,5444,nabrangpur,papadahandi,sirisi
odisha,nabrangpur,papadahandi,23,tumberlla,31.85,120.95,0,14.8,167.6,5445,nabrangpur,papadahandi,tumberlla
odisha,nabrangpur,raighar,1,bobei,39.65,73,0,4.35,117,5446,nabrangpur,raighar,bobei
odisha,nabrangpur,raighar,2,chhelidangari,27.45,239.45,0,33.25,300.15,5447,nabrangpur,raighar,chhelidangari
odisha,nabrangpur,raighar,3,debagam,21.3,47.4,0,26.15,94.85,5448,nabrangpur,raighar,debagam
odisha,nabrangpur,raighar,4,ganjapara,28.8,138.55,0,42,209.35,5449,nabrangpur,raighar,ganjapara
odisha,nabrangpur,raighar,5,gona,49.95,59.2,0,16.9,126.05,5450,nabrangpur,raighar,gona
odisha,nabrangpur,raighar,6,haladi,23.05,198.2,0,45.45,266.7,5451,nabrangpur,raighar,haladi
odisha,nabrangpur,raighar,7,hatabharandi,8.6,59.7,0,18.2,86.5,5452,nabrangpur,raighar,hatabharandi
odisha,nabrangpur,raighar,8,hatigam,1.55,62.8,0,8.75,73.1,5453,nabrangpur,raighar,hatigam
odisha,nabrangpur,raighar,9,jalangapara,42.95,157.2,0,8.9,209.05,5454,nabrangpur,raighar,jalangapara
odisha,nabrangpur,raighar,10,jodenga,7.9,111.05,0,11.15,130.1,5455,nabrangpur,raighar,jodenga
odisha,nabrangpur,raighar,11,kacharapara,51.75,40.7,0,34.8,127.25,5456,nabrangpur,raighar,kacharapara
odisha,nabrangpur,raighar,12,kacharapara-iii,81.85,82.8,0,4.45,169.1,5457,nabrangpur,raighar,kacharapara-iii
odisha,nabrangpur,raighar,13,kaudola,3.85,132.5,0,3.85,140.2,5458,nabrangpur,raighar,kaudola
odisha,nabrangpur,raighar,14,khuduk,27.6,246.95,0,23.25,297.8,5459,nabrangpur,raighar,khuduk
odisha,nabrangpur,raighar,15,kosakonga,5.9,145.75,0,12.2,163.85,5460,nabrangpur,raighar,kosakonga
odisha,nabrangpur,raighar,16,kumuli,60.95,94.25,0,13.55,168.75,5461,nabrangpur,raighar,kumuli
odisha,nabrangpur,raighar,17,kundei,6.85,79.05,0,17.15,103.05,5462,nabrangpur,raighar,kundei
odisha,nabrangpur,raighar,18,kurabeda,16.75,87.2,0,9.35,113.3,5463,nabrangpur,raighar,kurabeda
odisha,nabrangpur,raighar,19,mahond,22.05,68.85,0,7.55,98.45,5464,nabrangpur,raighar,mahond
odisha,nabrangpur,raighar,20,mundibeda,9.85,238.55,0,32.7,281.1,5465,nabrangpur,raighar,mundibeda
odisha,nabrangpur,raighar,21,naktisimda,17.55,207.15,0,12.05,236.75,5466,nabrangpur,raighar,naktisimda
odisha,nabrangpur,raighar,22,parchipara,55.55,141.9,0,18.6,216.05,5467,nabrangpur,raighar,parchipara
odisha,nabrangpur,raighar,23,parua,29.55,102.5,0,43.2,175.25,5468,nabrangpur,raighar,parua
odisha,nabrangpur,raighar,24,raighar,34.45,16.95,0,19.15,70.55,5469,nabrangpur,raighar,raighar
odisha,nabrangpur,raighar,25,timanpur,16.5,228.75,0,41.3,286.55,5470,nabrangpur,raighar,timanpur
odisha,nabrangpur,raighar,26,turudihi,58.1,50.9,0,12.4,121.4,5471,nabrangpur,raighar,turudihi
odisha,nabrangpur,tentulikhunti,1,amalabhatta,5.3,53.1,0,57.4,115.8,5472,nabrangpur,tentulikhunti,amalabhatta
odisha,nabrangpur,tentulikhunti,2,anchalaguma,15.7,128.45,0,37.05,181.2,5473,nabrangpur,tentulikhunti,anchalaguma
odisha,nabrangpur,tentulikhunti,3,digi,14.65,152.25,0,46.6,213.5,5474,nabrangpur,tentulikhunti,digi
odisha,nabrangpur,tentulikhunti,4,goudadeopalli,2.3,38.6,0,4.7,45.6,5475,nabrangpur,tentulikhunti,goudadeopalli
odisha,nabrangpur,tentulikhunti,5,jhariguma,29.45,139.65,0,15.85,184.95,5476,nabrangpur,tentulikhunti,jhariguma
odisha,nabrangpur,tentulikhunti,6,kamta,26.8,14.55,0,38.85,80.2,5477,nabrangpur,tentulikhunti,kamta
odisha,nabrangpur,tentulikhunti,7,kantagam,16.65,252.5,0,15.65,284.8,5478,nabrangpur,tentulikhunti,kantagam
odisha,nabrangpur,tentulikhunti,8,kongra,14.7,111.7,0,83.25,209.65,5479,nabrangpur,tentulikhunti,kongra
odisha,nabrangpur,tentulikhunti,9,kukudabai,44.55,38.35,0,24.4,107.3,5480,nabrangpur,tentulikhunti,kukudabai
odisha,nabrangpur,tentulikhunti,10,lamtaguda,38.2,193.5,0.55,41.7,273.95,5481,nabrangpur,tentulikhunti,lamtaguda
odisha,nabrangpur,tentulikhunti,11,manchagam,33.1,66.65,0,87,186.75,5482,nabrangpur,tentulikhunti,manchagam
odisha,nabrangpur,tentulikhunti,12,paraja barangpadar,25.65,12.3,0,32.55,70.5,5483,nabrangpur,tentulikhunti,paraja barangpadar
odisha,nabrangpur,tentulikhunti,13,patraput,26.5,154.05,0,20.75,201.3,5484,nabrangpur,tentulikhunti,patraput
odisha,nabrangpur,tentulikhunti,14,pujariguda,52.45,194.05,0,24.85,271.35,5485,nabrangpur,tentulikhunti,pujariguda
odisha,nabrangpur,tentulikhunti,15,tentulikhunti,17.8,106.7,0,40.6,165.1,5486,nabrangpur,tentulikhunti,tentulikhunti
odisha,nabrangpur,umerkote,1,anchla,5.5,69.35,0,4.9,79.75,5487,nabrangpur,umerkote,anchla
odisha,nabrangpur,umerkote,2,badabharandi,46.45,96.5,0,19.7,162.65,5488,nabrangpur,umerkote,badabharandi
odisha,nabrangpur,umerkote,3,badakumari,41,78.8,0,32.85,152.65,5489,nabrangpur,umerkote,badakumari
odisha,nabrangpur,umerkote,4,bhamini,33.8,127.35,0,62.15,223.3,5490,nabrangpur,umerkote,bhamini
odisha,nabrangpur,umerkote,5,bakoda,36,112.3,0,16.35,164.65,5491,nabrangpur,umerkote,bakoda
odisha,nabrangpur,umerkote,6,beheda,22.3,87.05,0,9.5,118.85,5492,nabrangpur,umerkote,beheda
odisha,nabrangpur,umerkote,7,benora,17.05,95.95,0,18.1,131.1,5493,nabrangpur,umerkote,benora
odisha,nabrangpur,umerkote,8,bhandariguda,18.4,75.55,0,91.9,185.85,5494,nabrangpur,umerkote,bhandariguda
odisha,nabrangpur,umerkote,9,burja,7.35,81.55,0,12.5,101.4,5495,nabrangpur,umerkote,burja
odisha,nabrangpur,umerkote,10,chikalpadar,42.1,121.1,0,34.4,197.6,5496,nabrangpur,umerkote,chikalpadar
odisha,nabrangpur,umerkote,11,hirapur,17.1,169.05,0,29.95,216.1,5497,nabrangpur,umerkote,hirapur
odisha,nabrangpur,umerkote,12,jamronda,32.55,96.4,0,20.15,149.1,5498,nabrangpur,umerkote,jamronda
odisha,nabrangpur,umerkote,13,karagam,24.4,99.5,0,15.35,139.25,5499,nabrangpur,umerkote,karagam
odisha,nabrangpur,umerkote,14,khanda,12.8,266,0,0.55,279.35,5500,nabrangpur,umerkote,khanda
odisha,nabrangpur,umerkote,15,kopena,19.3,49.25,0,21.95,90.5,5501,nabrangpur,umerkote,kopena
odisha,nabrangpur,umerkote,16,kurshi,11.05,41.1,0,9.6,61.75,5502,nabrangpur,umerkote,kurshi
odisha,nabrangpur,umerkote,17,mundiguda,12.05,101.4,0,3.65,117.1,5503,nabrangpur,umerkote,mundiguda
odisha,nabrangpur,umerkote,18,murtuma,21.65,152.35,0,7.1,181.1,5504,nabrangpur,umerkote,murtuma
odisha,nabrangpur,umerkote,19,neura,4.4,80.1,0,12.5,97,5505,nabrangpur,umerkote,neura
odisha,nabrangpur,umerkote,20,rajpur,7.65,104.95,0,80.95,193.55,5506,nabrangpur,umerkote,rajpur
odisha,nabrangpur,umerkote,21,semala,17.8,80.25,0,24.85,122.9,5507,nabrangpur,umerkote,semala
odisha,nabrangpur,umerkote,22,singisari,3.7,149.55,0,19.25,172.5,5508,nabrangpur,umerkote,singisari
odisha,nabrangpur,umerkote,23,sukhigam,43.55,50.15,0,8.25,101.95,5509,nabrangpur,umerkote,sukhigam
odisha,nabrangpur,umerkote,24,sunabeda,36.95,27.05,0,19.05,83.05,5510,nabrangpur,umerkote,sunabeda
odisha,nabrangpur,umerkote,25,tohara,20,260.3,0,144.1,424.4,5511,nabrangpur,umerkote,tohara
odisha,nabrangpur,umerkote,26,torenga,13.85,219.4,0,13.7,246.95,5512,nabrangpur,umerkote,torenga
odisha,nayagarh,bhapur,1,badasahara,4.8,17.45,0,130,152.25,5513,nayagarh,bhapur,badasahara
odisha,nayagarh,bhapur,2,baghuapalli,4.5,0,0,111.45,115.95,5514,nayagarh,bhapur,baghuapalli
odisha,nayagarh,bhapur,3,baigunia,8,0,0,88.45,96.45,5515,nayagarh,bhapur,baigunia
odisha,nayagarh,bhapur,4,baunsabati,5.5,1,0,56,62.5,5516,nayagarh,bhapur,baunsabati
odisha,nayagarh,bhapur,5,bhagabanpur,2.15,0,0,23.65,25.8,5517,nayagarh,bhapur,bhagabanpur
odisha,nayagarh,bhapur,6,bhapur,10,20.85,0,198.15,229,5518,nayagarh,bhapur,bhapur
odisha,nayagarh,bhapur,7,bijipur,0.75,0,0,244.45,245.2,5519,nayagarh,bhapur,bijipur
odisha,nayagarh,bhapur,8,chakaradharprasad,1.05,1.3,0,57.75,60.1,5520,nayagarh,bhapur,chakaradharprasad
odisha,nayagarh,bhapur,9,dhanchanagada,0,0.35,0,86.05,86.4,5521,nayagarh,bhapur,dhanchanagada
odisha,nayagarh,bhapur,10,fategarh,16.1,14.3,0,237.7,268.1,5522,nayagarh,bhapur,fategarh
odisha,nayagarh,bhapur,11,golapakhari,6.45,0,0,173.9,180.35,5523,nayagarh,bhapur,golapakhari
odisha,nayagarh,bhapur,12,kainfullia,2.55,0,0,48,50.55,5524,nayagarh,bhapur,kainfullia
odisha,nayagarh,bhapur,13,karabara,11.9,0,0,124.35,136.25,5525,nayagarh,bhapur,karabara
odisha,nayagarh,bhapur,14,kendupalli,0,2.6,0,14.6,17.2,5526,nayagarh,bhapur,kendupalli
odisha,nayagarh,bhapur,15,nimani,6.1,0.7,0,67.8,74.6,5527,nayagarh,bhapur,nimani
odisha,nayagarh,bhapur,16,padmabati,0,29.2,0,57.5,86.7,5528,nayagarh,bhapur,padmabati
odisha,nayagarh,bhapur,17,patharachakada,2.3,0,0,45.75,48.05,5529,nayagarh,bhapur,patharachakada
odisha,nayagarh,bhapur,18,rakama,2.1,0,0,45.9,48,5530,nayagarh,bhapur,rakama
odisha,nayagarh,bhapur,19,salapada,0,0.55,0,71.15,71.7,5531,nayagarh,bhapur,salapada
odisha,nayagarh,bhapur,20,sasana,6.5,0,0,17.2,23.7,5532,nayagarh,bhapur,sasana
odisha,nayagarh,daspalla,1,banigochha,8.85,16.65,0,43.35,68.85,5533,nayagarh,daspalla,banigochha
