s_state,s_district,s_block,Sl.No,s_gp,SC,ST,Minority,Others,Total,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,ganjam,bhanjanagar,7,dhiapadhal,2.5,0,0,13.85,16.35,2329,ganjam,bhanjanagar,dhiapadhal
odisha,ganjam,bhanjanagar,8,domuhani,34.8,60.05,0,26.2,121.05,2330,ganjam,bhanjanagar,domuhani
odisha,ganjam,bhanjanagar,9,dumakumpa,55.5,10.35,0,168.65,234.5,2331,ganjam,bhanjanagar,dumakumpa
odisha,ganjam,bhanjanagar,10,gallery,7.15,5.15,0,48.6,60.9,2332,ganjam,bhanjanagar,gallery
odisha,ganjam,bhanjanagar,11,golapada,4.15,0,0,25.35,29.5,2333,ganjam,bhanjanagar,golapada
odisha,ganjam,bhanjanagar,12,gunduribadi,16.4,3.55,0,51.35,71.3,2334,ganjam,bhanjanagar,gunduribadi
odisha,ganjam,bhanjanagar,13,harigada,31.55,8.9,0,72.5,112.95,2335,ganjam,bhanjanagar,harigada
odisha,ganjam,bhanjanagar,14,jillundi,2.5,0,0,76.35,78.85,2336,ganjam,bhanjanagar,jillundi
odisha,ganjam,bhanjanagar,15,kulada,0.3,0.2,0,4.85,5.35,2337,ganjam,bhanjanagar,kulada
odisha,ganjam,bhanjanagar,16,lalsingi,1.35,0,0,10.95,12.3,2338,ganjam,bhanjanagar,lalsingi
odisha,ganjam,bhanjanagar,17,lembhei,13.55,0.3,0,36.45,50.3,2339,ganjam,bhanjanagar,lembhei
odisha,ganjam,bhanjanagar,18,mudulipalli,1,0,0,0.3,1.3,2340,ganjam,bhanjanagar,mudulipalli
odisha,ganjam,bhanjanagar,19,mujagada,17.2,13.55,0,70.4,101.15,2341,ganjam,bhanjanagar,mujagada
odisha,ganjam,bhanjanagar,20,sanakodanda,21.05,22.15,0,178.5,221.7,2342,ganjam,bhanjanagar,sanakodanda
odisha,ganjam,bhanjanagar,21,tilisingi,3.1,1.3,0,26.4,30.8,2343,ganjam,bhanjanagar,tilisingi
odisha,ganjam,bhanjanagar,22,turumu,8.85,11.7,0,125.7,146.25,2344,ganjam,bhanjanagar,turumu
odisha,ganjam,buguda,1,a.karadabadi,1.3,0,0,2.3,3.6,2345,ganjam,buguda,a.karadabadi
odisha,ganjam,buguda,2,antarapada,0.5,0,0,7.1,7.6,2346,ganjam,buguda,antarapada
odisha,ganjam,buguda,3,arakhapur,0,0,0,0.55,0.55,2347,ganjam,buguda,arakhapur
odisha,ganjam,buguda,4,b.karadabadi,0,0,0,22.15,22.15,2348,ganjam,buguda,b.karadabadi
odisha,ganjam,buguda,5,balipadara,0,0,0,1.75,1.75,2349,ganjam,buguda,balipadara
odisha,ganjam,buguda,6,bhagabanpur,2.45,0,0,17.1,19.55,2350,ganjam,buguda,bhagabanpur
odisha,ganjam,buguda,7,bhamasiali,2.8,0,0.3,12.6,15.7,2351,ganjam,buguda,bhamasiali
odisha,ganjam,buguda,8,biranchipur,3.35,0,0,31.6,34.95,2352,ganjam,buguda,biranchipur
odisha,ganjam,buguda,9,golabandha,1,0,0,19.85,20.85,2353,ganjam,buguda,golabandha
odisha,ganjam,buguda,10,golia,2.8,6.65,0,26.05,35.5,2354,ganjam,buguda,golia
odisha,ganjam,buguda,11,goudiabarada,3,0,0,15.7,18.7,2355,ganjam,buguda,goudiabarada
odisha,ganjam,buguda,12,kalamba,0,0,0,22,22,2356,ganjam,buguda,kalamba
odisha,ganjam,buguda,13,karasingi,7.45,2,0,7.3,16.75,2357,ganjam,buguda,karasingi
odisha,ganjam,buguda,14,karchuli,5.3,3.1,0,73.45,81.85,2358,ganjam,buguda,karchuli
odisha,ganjam,buguda,15,kholakhalli,8.95,0,0,8.3,17.25,2359,ganjam,buguda,kholakhalli
odisha,ganjam,buguda,16,manitara,12.25,1,0,31.3,44.55,2360,ganjam,buguda,manitara
odisha,ganjam,buguda,17,motabadi,0.3,0,0,1.3,1.6,2361,ganjam,buguda,motabadi
odisha,ganjam,buguda,18,pangidi,0.3,0,0,8.8,9.1,2362,ganjam,buguda,pangidi
odisha,ganjam,buguda,19,pochalundi,1,0,0,9.3,10.3,2363,ganjam,buguda,pochalundi
odisha,ganjam,buguda,20,sankuru,2,0,0,1.75,3.75,2364,ganjam,buguda,sankuru
odisha,ganjam,buguda,21,takarada,1.65,1.3,0,8.6,11.55,2365,ganjam,buguda,takarada
odisha,ganjam,chhatrapur,1,baulagam,1.4,0,0,0,1.4,2366,ganjam,chhatrapur,baulagam
odisha,ganjam,chhatrapur,2,bhikaripalli,0.6,0,0,0,0.6,2367,ganjam,chhatrapur,bhikaripalli
odisha,ganjam,chhatrapur,3,bipulingi,0,0,0,0.3,0.3,2368,ganjam,chhatrapur,bipulingi
odisha,ganjam,chhatrapur,4,laxmipur,0,0,0,0.75,0.75,2369,ganjam,chhatrapur,laxmipur
odisha,ganjam,chhatrapur,5,narendrapur,1,0,0,1,2,2370,ganjam,chhatrapur,narendrapur
odisha,ganjam,chhatrapur,6,podapadar,0,0,0,1.1,1.1,2371,ganjam,chhatrapur,podapadar
odisha,ganjam,chhatrapur,7,sundarpur,0.6,0,0,1.35,1.95,2372,ganjam,chhatrapur,sundarpur
odisha,ganjam,chhatrapur,8,tanganapalli,0.6,0,0,0.6,1.2,2373,ganjam,chhatrapur,tanganapalli
odisha,ganjam,chhatrapur,9,agastinuagam,NA,NA,NA,NA,NA,2374,ganjam,chhatrapur,agastinuagam
odisha,ganjam,chhatrapur,10,aryapalli,NA,NA,NA,NA,NA,2375,ganjam,chhatrapur,aryapalli
odisha,ganjam,chhatrapur,11,badamadhapur,NA,NA,NA,NA,NA,2376,ganjam,chhatrapur,badamadhapur
odisha,ganjam,chhatrapur,12,chamakhandi,NA,NA,NA,NA,NA,2377,ganjam,chhatrapur,chamakhandi
odisha,ganjam,chhatrapur,13,chikalakhandi,NA,NA,NA,NA,NA,2378,ganjam,chhatrapur,chikalakhandi
odisha,ganjam,chhatrapur,14,kalipalli,NA,NA,NA,NA,NA,2379,ganjam,chhatrapur,kalipalli
odisha,ganjam,chhatrapur,15,konamana,NA,NA,NA,NA,NA,2380,ganjam,chhatrapur,konamana
odisha,ganjam,chhatrapur,16,mahanadapur,NA,NA,NA,NA,NA,2381,ganjam,chhatrapur,mahanadapur
odisha,ganjam,chhatrapur,17,potalampur,NA,NA,NA,NA,NA,2382,ganjam,chhatrapur,potalampur
odisha,ganjam,chhatrapur,18,sriramachandrapur,NA,NA,NA,NA,NA,2383,ganjam,chhatrapur,sriramachandrapur
odisha,ganjam,chikiti,1,chandapur,1,1.65,0,2.6,5.25,2384,ganjam,chikiti,chandapur
odisha,ganjam,chikiti,2,girisola,1,0,0,3.2,4.2,2385,ganjam,chikiti,girisola
odisha,ganjam,chikiti,3,gobindanagar,0,0,0,0.45,0.45,2386,ganjam,chikiti,gobindanagar
odisha,ganjam,chikiti,4,jhatipadar,0,0,0,1.2,1.2,2387,ganjam,chikiti,jhatipadar
odisha,ganjam,chikiti,5,k.nuagam,3.2,3.6,0,3.6,10.4,2388,ganjam,chikiti,k.nuagam
odisha,ganjam,chikiti,6,kalabada,0,0,0,7.9,7.9,2389,ganjam,chikiti,kalabada
odisha,ganjam,chikiti,7,katuru,1.3,0,0,2.3,3.6,2390,ganjam,chikiti,katuru
odisha,ganjam,chikiti,8,kotilingi,1,0,0,6.55,7.55,2391,ganjam,chikiti,kotilingi
odisha,ganjam,chikiti,9,lalamenta,2.55,2.25,0,8,12.8,2392,ganjam,chikiti,lalamenta
odisha,ganjam,chikiti,10,nuapada,1.1,0,0,0.2,1.3,2393,ganjam,chikiti,nuapada
odisha,ganjam,chikiti,11,pitatali,1.55,0,0,7.65,9.2,2394,ganjam,chikiti,pitatali
odisha,ganjam,chikiti,12,r.subani,2,0,0,1.5,3.5,2395,ganjam,chikiti,r.subani
odisha,ganjam,chikiti,13,ramachandrapur,0.8,0,0,1.9,2.7,2396,ganjam,chikiti,ramachandrapur
odisha,ganjam,chikiti,14,rampa,0,2.95,0,8.55,11.5,2397,ganjam,chikiti,rampa
odisha,ganjam,chikiti,15,surala,0,0,0,1,1,2398,ganjam,chikiti,surala
odisha,ganjam,chikiti,16,ekasingi,NA,NA,NA,NA,NA,2399,ganjam,chikiti,ekasingi
odisha,ganjam,chikiti,17,sunapur,NA,NA,NA,NA,NA,2400,ganjam,chikiti,sunapur
odisha,ganjam,dharakote,1,baharapur,1.1,2.5,0,24.2,27.8,2401,ganjam,dharakote,baharapur
odisha,ganjam,dharakote,2,balarampur,5,17,0,96.25,118.25,2402,ganjam,dharakote,balarampur
odisha,ganjam,dharakote,3,baradabili,2.45,0,0,34,36.45,2403,ganjam,dharakote,baradabili
odisha,ganjam,dharakote,4,dharakote,1,0,0,6.6,7.6,2404,ganjam,dharakote,dharakote
odisha,ganjam,dharakote,5,g.damodarapalli,0,0,0,7,7,2405,ganjam,dharakote,g.damodarapalli
odisha,ganjam,dharakote,6,jagamohan,0,0,0,4,4,2406,ganjam,dharakote,jagamohan
odisha,ganjam,dharakote,7,jahada,0,0,0,11.8,11.8,2407,ganjam,dharakote,jahada
odisha,ganjam,dharakote,8,jhadabandha,1.55,7.4,0,83.4,92.35,2408,ganjam,dharakote,jhadabandha
odisha,ganjam,dharakote,9,jharapari,0.6,0,0,13.8,14.4,2409,ganjam,dharakote,jharapari
odisha,ganjam,dharakote,10,machhakote,1.3,0.55,0,30.2,32.05,2410,ganjam,dharakote,machhakote
odisha,ganjam,dharakote,11,manikyapur,27.8,11.5,0,128.5,167.8,2411,ganjam,dharakote,manikyapur
odisha,ganjam,dharakote,12,mundamarai,0.55,0,0,30.4,30.95,2412,ganjam,dharakote,mundamarai
odisha,ganjam,dharakote,13,olamba,0,0,0,0.6,0.6,2413,ganjam,dharakote,olamba
odisha,ganjam,dharakote,14,rugumu,0.95,0,0,22.5,23.45,2414,ganjam,dharakote,rugumu
odisha,ganjam,dharakote,15,saba,4.6,57.9,0,10.7,73.2,2415,ganjam,dharakote,saba
odisha,ganjam,dharakote,16,saradhapur,1.3,0,0,32.5,33.8,2416,ganjam,dharakote,saradhapur
odisha,ganjam,dharakote,17,singipur,1.6,0.75,0,30.1,32.45,2417,ganjam,dharakote,singipur
odisha,ganjam,dharakote,18,dhaugaon,NA,NA,NA,NA,NA,2418,ganjam,dharakote,dhaugaon
odisha,ganjam,digapahandi,1,ankorada,0,0,0,1,1,2419,ganjam,digapahandi,ankorada
odisha,ganjam,digapahandi,2,b.l.narayanpur,1.1,12.7,0,17.45,31.25,2420,ganjam,digapahandi,b.l.narayanpur
odisha,ganjam,digapahandi,3,b.turubudi,0.6,0,0,20.25,20.85,2421,ganjam,digapahandi,b.turubudi
odisha,ganjam,digapahandi,4,badadumula,0,3.4,0,7.8,11.2,2422,ganjam,digapahandi,badadumula
odisha,ganjam,digapahandi,5,bamakei,0,7.4,0,13.45,20.85,2423,ganjam,digapahandi,bamakei
odisha,ganjam,digapahandi,6,basudevpur,0,0.45,0,1.95,2.4,2424,ganjam,digapahandi,basudevpur
odisha,ganjam,digapahandi,7,bhismagiri,0,0,0,1.5,1.5,2425,ganjam,digapahandi,bhismagiri
odisha,ganjam,digapahandi,8,bhramarpur,3.75,2.8,0,12.1,18.65,2426,ganjam,digapahandi,bhramarpur
odisha,ganjam,digapahandi,9,chasanimakhandi,3.45,0.85,0,25.65,29.95,2427,ganjam,digapahandi,chasanimakhandi
odisha,ganjam,digapahandi,10,chaudhury tikarapada,0.3,0,0,2.6,2.9,2428,ganjam,digapahandi,chaudhury tikarapada
odisha,ganjam,digapahandi,11,gaudagam,0,0,0,2.9,2.9,2429,ganjam,digapahandi,gaudagam
odisha,ganjam,digapahandi,12,gokarnapur,0.3,0,0,3.2,3.5,2430,ganjam,digapahandi,gokarnapur
odisha,ganjam,digapahandi,13,jakara,0,0,0,1.3,1.3,2431,ganjam,digapahandi,jakara
odisha,ganjam,digapahandi,14,kaithada,1.2,0,0,15.65,16.85,2432,ganjam,digapahandi,kaithada
odisha,ganjam,digapahandi,15,kaithakhandi,0.6,0,0,12.3,12.9,2433,ganjam,digapahandi,kaithakhandi
odisha,ganjam,digapahandi,16,karapada,1.55,0,0,2.6,4.15,2434,ganjam,digapahandi,karapada
odisha,ganjam,digapahandi,17,khamarigam,2.85,4.4,0,31.9,39.15,2435,ganjam,digapahandi,khamarigam
odisha,ganjam,digapahandi,18,kotinada,0,0,0,9,9,2436,ganjam,digapahandi,kotinada
odisha,ganjam,digapahandi,19,nimakhandipentha,1.75,0,0,29.6,31.35,2437,ganjam,digapahandi,nimakhandipentha
odisha,ganjam,digapahandi,20,padmanavpur,1.35,0,0,9.25,10.6,2438,ganjam,digapahandi,padmanavpur
odisha,ganjam,digapahandi,21,sahadev tikarpada,0.75,1.35,0,22.2,24.3,2439,ganjam,digapahandi,sahadev tikarpada
odisha,ganjam,digapahandi,22,sidheswar,1,0,0,2.3,3.3,2440,ganjam,digapahandi,sidheswar
odisha,ganjam,digapahandi,23,gadagobindapur,NA,NA,NA,NA,NA,2441,ganjam,digapahandi,gadagobindapur
odisha,ganjam,digapahandi,24,kusapada,NA,NA,NA,NA,NA,2442,ganjam,digapahandi,kusapada
odisha,ganjam,digapahandi,25,phasiguda,NA,NA,NA,NA,NA,2443,ganjam,digapahandi,phasiguda
odisha,ganjam,ganjam,1,humma,0,0,0,0.75,0.75,2444,ganjam,ganjam,humma
odisha,ganjam,ganjam,2,jharedi radhagovindapur,0,0,0,1.35,1.35,2445,ganjam,ganjam,jharedi radhagovindapur
odisha,ganjam,ganjam,3,kainchapur,0,0,0,1.3,1.3,2446,ganjam,ganjam,kainchapur
odisha,ganjam,ganjam,4,karapada,0,0,0,0.3,0.3,2447,ganjam,ganjam,karapada
odisha,ganjam,ganjam,5,khandadeuli,0,0,0,1.6,1.6,2448,ganjam,ganjam,khandadeuli
odisha,ganjam,ganjam,6,malada,0,0,0,0.3,0.3,2449,ganjam,ganjam,malada
odisha,ganjam,ganjam,7,palanga,1.35,0,0,1.3,2.65,2450,ganjam,ganjam,palanga
odisha,ganjam,ganjam,8,poirasi,1.2,0,0,0.9,2.1,2451,ganjam,ganjam,poirasi
odisha,ganjam,ganjam,9,ramagada(paluru),0.8,0,0,0.3,1.1,2452,ganjam,ganjam,ramagada(paluru)
odisha,ganjam,ganjam,10,sana ramchandrapur,0,0,0,2.25,2.25,2453,ganjam,ganjam,sana ramchandrapur
odisha,ganjam,ganjam,11,pallibandha,NA,NA,NA,NA,NA,2454,ganjam,ganjam,pallibandha
odisha,ganjam,ganjam,12,rajapur,NA,NA,NA,NA,NA,2455,ganjam,ganjam,rajapur
odisha,ganjam,ganjam,13,santoshpur,NA,NA,NA,NA,NA,2456,ganjam,ganjam,santoshpur
odisha,ganjam,ganjam,14,subalaya,NA,NA,NA,NA,NA,2457,ganjam,ganjam,subalaya
odisha,ganjam,ganjam,15,umuri dharmasaranpur,NA,NA,NA,NA,NA,2458,ganjam,ganjam,umuri dharmasaranpur
odisha,ganjam,hinjilicut,1,dhobadi,0,0,0,1.3,1.3,2459,ganjam,hinjilicut,dhobadi
odisha,ganjam,hinjilicut,2,gandala,0.3,0,0,0,0.3,2460,ganjam,hinjilicut,gandala
odisha,ganjam,hinjilicut,3,kanchuru,1.3,0,0,2.3,3.6,2461,ganjam,hinjilicut,kanchuru
odisha,ganjam,hinjilicut,4,nandika,0,0,0,1.3,1.3,2462,ganjam,hinjilicut,nandika
odisha,ganjam,hinjilicut,5,ralaba,0,0,0,0.9,0.9,2463,ganjam,hinjilicut,ralaba
odisha,ganjam,hinjilicut,6,sasanambagam,1,0,0,0,1,2464,ganjam,hinjilicut,sasanambagam
odisha,ganjam,hinjilicut,7,sikiri,0,0,0,1.3,1.3,2465,ganjam,hinjilicut,sikiri
odisha,ganjam,hinjilicut,8,badakhandi,NA,NA,NA,NA,NA,2466,ganjam,hinjilicut,badakhandi
odisha,ganjam,hinjilicut,9,belgam,NA,NA,NA,NA,NA,2467,ganjam,hinjilicut,belgam
odisha,ganjam,hinjilicut,10,bhabandha,NA,NA,NA,NA,NA,2468,ganjam,hinjilicut,bhabandha
odisha,ganjam,hinjilicut,11,burupada,NA,NA,NA,NA,NA,2469,ganjam,hinjilicut,burupada
odisha,ganjam,hinjilicut,12,chanduli,NA,NA,NA,NA,NA,2470,ganjam,hinjilicut,chanduli
odisha,ganjam,hinjilicut,13,darubhadra,NA,NA,NA,NA,NA,2471,ganjam,hinjilicut,darubhadra
odisha,ganjam,hinjilicut,14,dayapalli,NA,NA,NA,NA,NA,2472,ganjam,hinjilicut,dayapalli
odisha,ganjam,hinjilicut,15,durbandha,NA,NA,NA,NA,NA,2473,ganjam,hinjilicut,durbandha
odisha,ganjam,hinjilicut,16,kharida,NA,NA,NA,NA,NA,2474,ganjam,hinjilicut,kharida
odisha,ganjam,hinjilicut,17,makarajhola,NA,NA,NA,NA,NA,2475,ganjam,hinjilicut,makarajhola
odisha,ganjam,hinjilicut,18,pochilima,NA,NA,NA,NA,NA,2476,ganjam,hinjilicut,pochilima
odisha,ganjam,hinjilicut,19,putiapadar,NA,NA,NA,NA,NA,2477,ganjam,hinjilicut,putiapadar
odisha,ganjam,hinjilicut,20,sahapur,NA,NA,NA,NA,NA,2478,ganjam,hinjilicut,sahapur
odisha,ganjam,hinjilicut,21,saru,NA,NA,NA,NA,NA,2479,ganjam,hinjilicut,saru
odisha,ganjam,jagannathprasad,1,adheigam,0.3,0,0,8.7,9,2480,ganjam,jagannathprasad,adheigam
odisha,ganjam,jagannathprasad,2,aladi,10.1,0,0,19.7,29.8,2481,ganjam,jagannathprasad,aladi
odisha,ganjam,jagannathprasad,3,allasuguma,11.1,0.3,0,97.75,109.15,2482,ganjam,jagannathprasad,allasuguma
odisha,ganjam,jagannathprasad,4,b.d.pur,3.15,0,0,5.8,8.95,2483,ganjam,jagannathprasad,b.d.pur
odisha,ganjam,jagannathprasad,5,baragam,0,0,0,6.9,6.9,2484,ganjam,jagannathprasad,baragam
odisha,ganjam,jagannathprasad,6,budurungu,3.2,0,0,25.7,28.9,2485,ganjam,jagannathprasad,budurungu
odisha,ganjam,jagannathprasad,7,chadheiapalli,6.35,0,0,36.7,43.05,2486,ganjam,jagannathprasad,chadheiapalli
odisha,ganjam,jagannathprasad,8,chamunda,13.55,0,0,62.9,76.45,2487,ganjam,jagannathprasad,chamunda
odisha,ganjam,jagannathprasad,9,gandadhar,1.3,0,0,34.7,36,2488,ganjam,jagannathprasad,gandadhar
odisha,ganjam,jagannathprasad,10,gayaganda,95.7,68,0,250,413.7,2489,ganjam,jagannathprasad,gayaganda
odisha,ganjam,jagannathprasad,11,gerada,11.6,1.3,0,31.5,44.4,2490,ganjam,jagannathprasad,gerada
odisha,ganjam,jagannathprasad,12,jagannathprasad,10.1,22.8,0,22.45,55.35,2491,ganjam,jagannathprasad,jagannathprasad
odisha,ganjam,jagannathprasad,13,jhadabhumi,6.95,0,0,112.15,119.1,2492,ganjam,jagannathprasad,jhadabhumi
odisha,ganjam,jagannathprasad,14,jirabadi,5.7,0,0,9.55,15.25,2493,ganjam,jagannathprasad,jirabadi
odisha,ganjam,jagannathprasad,15,kadua,73.2,0,0,70.15,143.35,2494,ganjam,jagannathprasad,kadua
odisha,ganjam,jagannathprasad,16,khamarapalli,7.45,0,0,84,91.45,2495,ganjam,jagannathprasad,khamarapalli
odisha,ganjam,jagannathprasad,17,khetamundali,15.45,20.45,0,122.45,158.35,2496,ganjam,jagannathprasad,khetamundali
odisha,ganjam,jagannathprasad,18,kokalaba,14.7,13.9,0,103.2,131.8,2497,ganjam,jagannathprasad,kokalaba
odisha,ganjam,jagannathprasad,19,kudutai,6,6.45,0,82.4,94.85,2498,ganjam,jagannathprasad,kudutai
odisha,ganjam,jagannathprasad,20,kumpapada,3.1,0,0,29.7,32.8,2499,ganjam,jagannathprasad,kumpapada
odisha,ganjam,jagannathprasad,21,panchabhuti,2.1,0,0,15.15,17.25,2500,ganjam,jagannathprasad,panchabhuti
odisha,ganjam,jagannathprasad,22,pratapur,11.55,6.8,0,18.5,36.85,2501,ganjam,jagannathprasad,pratapur
odisha,ganjam,jagannathprasad,23,routi,3.4,0.75,0,51.85,56,2502,ganjam,jagannathprasad,routi
odisha,ganjam,jagannathprasad,24,rudhapadar,52.55,125.9,0,66.3,244.75,2503,ganjam,jagannathprasad,rudhapadar
odisha,ganjam,jagannathprasad,25,tarasingi,29.3,4.05,0,89.3,122.65,2504,ganjam,jagannathprasad,tarasingi
odisha,ganjam,kabisuryanagar,1,athagada patana,0,0,0,3.9,3.9,2505,ganjam,kabisuryanagar,athagada patana
odisha,ganjam,kabisuryanagar,2,badamahuri,0.3,0,0,12.2,12.5,2506,ganjam,kabisuryanagar,badamahuri
odisha,ganjam,kabisuryanagar,3,baliasara,1.35,0,0,4.7,6.05,2507,ganjam,kabisuryanagar,baliasara
odisha,ganjam,kabisuryanagar,4,barida,0,0,0,11.4,11.4,2508,ganjam,kabisuryanagar,barida
odisha,ganjam,kabisuryanagar,5,baunsia,3.7,0,0,26.6,30.3,2509,ganjam,kabisuryanagar,baunsia
odisha,ganjam,kabisuryanagar,6,bolasara,0,0,0,1.3,1.3,2510,ganjam,kabisuryanagar,bolasara
odisha,ganjam,kabisuryanagar,7,borasingi,0,0,0,21.45,21.45,2511,ganjam,kabisuryanagar,borasingi
odisha,ganjam,kabisuryanagar,8,budhamba,3.7,0,0,37.65,41.35,2512,ganjam,kabisuryanagar,budhamba
odisha,ganjam,kabisuryanagar,9,gangapur,3.3,0,0,13.05,16.35,2513,ganjam,kabisuryanagar,gangapur
odisha,ganjam,kabisuryanagar,10,gudiali,0,0,0,2.85,2.85,2514,ganjam,kabisuryanagar,gudiali
odisha,ganjam,kabisuryanagar,11,jarada,0.55,0,0,0,0.55,2515,ganjam,kabisuryanagar,jarada
odisha,ganjam,kabisuryanagar,12,kaniari,4.45,0,0,5.2,9.65,2516,ganjam,kabisuryanagar,kaniari
odisha,ganjam,kabisuryanagar,13,khajapalli,0.8,0,0,24.2,25,2517,ganjam,kabisuryanagar,khajapalli
odisha,ganjam,kabisuryanagar,14,paikajamuna,0.3,0,0,8.9,9.2,2518,ganjam,kabisuryanagar,paikajamuna
odisha,ganjam,kabisuryanagar,15,rishipur,0.3,0,0,12.95,13.25,2519,ganjam,kabisuryanagar,rishipur
odisha,ganjam,kabisuryanagar,16,sialia,1,0,0,1,2,2520,ganjam,kabisuryanagar,sialia
odisha,ganjam,kabisuryanagar,17,subalaya,0,0,0,9.9,9.9,2521,ganjam,kabisuryanagar,subalaya
odisha,ganjam,kabisuryanagar,18,sunapalli,0,0,0,51.85,51.85,2522,ganjam,kabisuryanagar,sunapalli
odisha,ganjam,kabisuryanagar,19,sunarijhola,0,0,0,2.6,2.6,2523,ganjam,kabisuryanagar,sunarijhola
odisha,ganjam,kabisuryanagar,20,ambapua,NA,NA,NA,NA,NA,2524,ganjam,kabisuryanagar,ambapua
odisha,ganjam,kabisuryanagar,21,nandiagada,NA,NA,NA,NA,NA,2525,ganjam,kabisuryanagar,nandiagada
odisha,ganjam,khalikote,1,aitipur,0,0,0,5.1,5.1,2526,ganjam,khalikote,aitipur
odisha,ganjam,khalikote,2,badapalli,0,20.5,0,2.2,22.7,2527,ganjam,khalikote,badapalli
odisha,ganjam,khalikote,3,badhi nuapalli,1,0,0,74.4,75.4,2528,ganjam,khalikote,badhi nuapalli
odisha,ganjam,khalikote,4,bania,1.3,0,0,8.95,10.25,2529,ganjam,khalikote,bania
odisha,ganjam,khalikote,5,bedha nalinakhyapur,0.8,0,0,24.45,25.25,2530,ganjam,khalikote,bedha nalinakhyapur
odisha,ganjam,khalikote,6,bhakutagam,0,0,0,1.3,1.3,2531,ganjam,khalikote,bhakutagam
odisha,ganjam,khalikote,7,bhikapada,0,0,0,6.3,6.3,2532,ganjam,khalikote,bhikapada
odisha,ganjam,khalikote,8,bikrampur,1.1,0,0,6.95,8.05,2533,ganjam,khalikote,bikrampur
odisha,ganjam,khalikote,9,chikili,3.3,0,0,64.6,67.9,2534,ganjam,khalikote,chikili
odisha,ganjam,khalikote,10,danapur,2.5,0,0,34.7,37.2,2535,ganjam,khalikote,danapur
odisha,ganjam,khalikote,11,dimiria,0.3,1.2,0,54.55,56.05,2536,ganjam,khalikote,dimiria
odisha,ganjam,khalikote,12,kairasi,1,0,0,18.3,19.3,2537,ganjam,khalikote,kairasi
odisha,ganjam,khalikote,13,kanchana,4.15,0,0,27.5,31.65,2538,ganjam,khalikote,kanchana
odisha,ganjam,khalikote,14,kanheipur,0,0,0,5.65,5.65,2539,ganjam,khalikote,kanheipur
odisha,ganjam,khalikote,15,keshapur,3.35,0,0,0.65,4,2540,ganjam,khalikote,keshapur
odisha,ganjam,khalikote,16,khajapalli,0,0,0,7.7,7.7,2541,ganjam,khalikote,khajapalli
odisha,ganjam,khalikote,17,komonda,3.6,0,0,24.9,28.5,2542,ganjam,khalikote,komonda
odisha,ganjam,khalikote,18,langaleswar,0,0,0,1.3,1.3,2543,ganjam,khalikote,langaleswar
odisha,ganjam,khalikote,19,manikapur,1.3,1.3,0,9.2,11.8,2544,ganjam,khalikote,manikapur
odisha,ganjam,khalikote,20,mathura,0,0,0,32.3,32.3,2545,ganjam,khalikote,mathura
odisha,ganjam,khalikote,21,naikanipalli,0.3,0,0,11.75,12.05,2546,ganjam,khalikote,naikanipalli
odisha,ganjam,khalikote,22,odia alapur,0,0,0,1.2,1.2,2547,ganjam,khalikote,odia alapur
odisha,ganjam,khalikote,23,sabulia,0,0,0,0.3,0.3,2548,ganjam,khalikote,sabulia
odisha,ganjam,khalikote,24,srikrushnasaranpur,0,0,0,18.35,18.35,2549,ganjam,khalikote,srikrushnasaranpur
odisha,ganjam,khalikote,25,talapada,1.3,0,0,12.5,13.8,2550,ganjam,khalikote,talapada
odisha,ganjam,khalikote,26,tentuliapalli,0,0,0,1.9,1.9,2551,ganjam,khalikote,tentuliapalli
odisha,ganjam,khalikote,27,tulasipur,1.2,0,0,7.4,8.6,2552,ganjam,khalikote,tulasipur
odisha,ganjam,khalikote,28,kanaka,NA,NA,NA,NA,NA,2553,ganjam,khalikote,kanaka
odisha,ganjam,khalikote,29,pathara,NA,NA,NA,NA,NA,2554,ganjam,khalikote,pathara
odisha,ganjam,kukudakhandi,1,anantei,1.45,0,0,0.2,1.65,2555,ganjam,kukudakhandi,anantei
odisha,ganjam,kukudakhandi,2,ankusapur,0,0,0,0.55,0.55,2556,ganjam,kukudakhandi,ankusapur
odisha,ganjam,kukudakhandi,3,baghalati,0.4,2.1,0,0.2,2.7,2557,ganjam,kukudakhandi,baghalati
odisha,ganjam,kukudakhandi,4,borigam,0.4,0,0,0,0.4,2558,ganjam,kukudakhandi,borigam
odisha,ganjam,kukudakhandi,5,dengapodar,4.3,0,0,7.6,11.9,2559,ganjam,kukudakhandi,dengapodar
odisha,ganjam,kukudakhandi,6,dhakhinapur,0,0,0,2.6,2.6,2560,ganjam,kukudakhandi,dhakhinapur
odisha,ganjam,kukudakhandi,7,gurunthi,3.5,0,0,3.5,7,2561,ganjam,kukudakhandi,gurunthi
odisha,ganjam,kukudakhandi,8,hugulapatta,0.85,0,0,8.8,9.65,2562,ganjam,kukudakhandi,hugulapatta
odisha,ganjam,kukudakhandi,9,kankia,0,2.6,0,0,2.6,2563,ganjam,kukudakhandi,kankia
odisha,ganjam,kukudakhandi,10,kukudakhandi,0,0,0,0.55,0.55,2564,ganjam,kukudakhandi,kukudakhandi
odisha,ganjam,kukudakhandi,11,lanjia,0,0,0,2.1,2.1,2565,ganjam,kukudakhandi,lanjia
odisha,ganjam,kukudakhandi,12,lathi,1,0,0,0,1,2566,ganjam,kukudakhandi,lathi
