g_match_id,s_id,g_district,district_mapped,g_block,block_mapped,g_gp,gp_mapped,g_ac_id,g_ac,g_pc,s_state,s_district,s_block,Number of Gram Panchayats,s_gp,Openning Balance for FY 2018-19,Total Fund Available for the FY 2018-19,Total Expenditure on Wages for FY 2018-19,Total Expenditure on Materials for FY 2018-19,Total Expenditure on Tax for FY 2018-19,Total Expenditure on Admin Expenses  for FY 2018-19,Grand Total Expenditure for FY 2018-19,Total Unspent Balance for FY 2018-19,Total Payment Due for FY 2018-19,updated_district_name,updated_block_name,updated_gp_name
6172,931,ganjam,yes,chhatrapur,yes,badamadhapur,yes,127,127 chhatrapur (sc),berhampur,odisha,ganjam,chhatrapur,3,badamadhapur,0,26.84,15.01,11.73,0,0,26.73,0.11,0.67,ganjam,chhatrapur,badamadhapur
6173,932,ganjam,yes,chhatrapur,yes,baulagam,yes,127,127 chhatrapur (sc),berhampur,odisha,ganjam,chhatrapur,4,baulagam,0,47.99,23.4,24.5,0,0,47.9,0.08,0.04,ganjam,chhatrapur,baulagam
6174,933,ganjam,yes,chhatrapur,yes,bhikaripalli,yes,127,127 chhatrapur (sc),berhampur,odisha,ganjam,chhatrapur,5,bhikaripalli,0,11.66,11.53,0,0,0,11.53,0.13,0.22,ganjam,chhatrapur,bhikaripalli
6175,934,ganjam,yes,chhatrapur,yes,bipulingi,yes,127,127 chhatrapur (sc),berhampur,odisha,ganjam,chhatrapur,6,bipulingi,0,57.63,39.61,18.01,0,0,57.62,0.01,0.08,ganjam,chhatrapur,bipulingi
6176,935,ganjam,yes,chhatrapur,yes,chamakhandi,yes,127,127 chhatrapur (sc),berhampur,odisha,ganjam,chhatrapur,7,chamakhandi,0,9.49,6.07,3.31,0,0,9.38,0.11,0.07,ganjam,chhatrapur,chamakhandi
6177,936,ganjam,yes,chhatrapur,yes,chikalakhandi,yes,127,127 chhatrapur (sc),berhampur,odisha,ganjam,chhatrapur,8,chikalakhandi,0,19.39,16.66,2.35,0,0,19.01,0.39,0.23,ganjam,chhatrapur,chikalakhandi
6178,937,ganjam,yes,chhatrapur,yes,kalipalli,yes,127,127 chhatrapur (sc),berhampur,odisha,ganjam,chhatrapur,9,kalipalli,0,31.3,15.52,15.76,0,0,31.29,0.01,0,ganjam,chhatrapur,kalipalli
6179,938,ganjam,yes,chhatrapur,yes,konamana,yes,127,127 chhatrapur (sc),berhampur,odisha,ganjam,chhatrapur,10,konamana,0,19.38,11.43,7.93,0,0,19.37,0.01,0.15,ganjam,chhatrapur,konamana
6180,939,ganjam,yes,chhatrapur,yes,laxmipur,yes,127,127 chhatrapur (sc),berhampur,odisha,ganjam,chhatrapur,11,laxmipur,0,6.21,5,1.21,0,0,6.21,0,0.02,ganjam,chhatrapur,laxmipur
6181,940,ganjam,yes,chhatrapur,yes,mahanadapur,yes,127,127 chhatrapur (sc),berhampur,odisha,ganjam,chhatrapur,12,mahanadapur,0,26.08,5.96,20.1,0,0,26.06,0.02,0.05,ganjam,chhatrapur,mahanadapur
6182,941,ganjam,yes,chhatrapur,yes,narendrapur,yes,127,127 chhatrapur (sc),berhampur,odisha,ganjam,chhatrapur,13,narendrapur,0,11.04,9.86,1.15,0,0,11.01,0.03,0,ganjam,chhatrapur,narendrapur
6183,942,ganjam,yes,chhatrapur,yes,podapadar,yes,127,127 chhatrapur (sc),berhampur,odisha,ganjam,chhatrapur,14,podapadar,0,28.03,10.35,17.63,0,0,27.98,0.05,0,ganjam,chhatrapur,podapadar
6184,943,ganjam,yes,chhatrapur,yes,potalampur,yes,127,127 chhatrapur (sc),berhampur,odisha,ganjam,chhatrapur,15,potalampur,0,19.19,7.99,11.2,0,0,19.19,0,0,ganjam,chhatrapur,potalampur
6185,944,ganjam,yes,chhatrapur,yes,sriramachandrapur,yes,127,127 chhatrapur (sc),berhampur,odisha,ganjam,chhatrapur,16,sriramachandrapur,0,16.68,11.97,4.75,0,0,16.72,-0.04,0.04,ganjam,chhatrapur,sriramachandrapur
6186,945,ganjam,yes,chhatrapur,yes,sundarpur,yes,127,127 chhatrapur (sc),berhampur,odisha,ganjam,chhatrapur,17,sundarpur,0,24.76,14,10.59,0,0,24.59,0.17,0,ganjam,chhatrapur,sundarpur
6187,946,ganjam,yes,chhatrapur,yes,tanganapalli,yes,127,127 chhatrapur (sc),berhampur,odisha,ganjam,chhatrapur,18,tanganapalli,0,42.24,27.33,14.72,0,0,42.06,0.18,0.47,ganjam,chhatrapur,tanganapalli
6188,1216,ganjam,yes,rangailunda,yes,badakusastali,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,1,badakusastali,0,12.42,11.2,1.19,0,0,12.4,0.02,0.06,ganjam,rangailunda,badakusastali
6189,1217,ganjam,yes,rangailunda,yes,bakshipalli,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,2,bakshipalli,0,15,6.39,8.59,0,0,14.98,0.02,0.01,ganjam,rangailunda,bakshipalli
6190,1218,ganjam,yes,rangailunda,yes,bhabinipur,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,3,bhabinipur,0,2.55,1.32,1.23,0,0,2.55,0,0,ganjam,rangailunda,bhabinipur
6191,1219,ganjam,yes,rangailunda,yes,biswanathpur,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,4,biswanathpur,0,12.61,9,5.47,0,0,14.47,-1.86,0.21,ganjam,rangailunda,biswanathpur
6192,1220,ganjam,yes,rangailunda,yes,chandapur,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,5,chandapur,0,2.42,1.44,0.98,0,0,2.42,0,0.04,ganjam,rangailunda,chandapur
6193,1221,ganjam,yes,rangailunda,yes,chikarada,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,6,chikarada,0,3.27,1.01,2.25,0,0,3.26,0.01,0.04,ganjam,rangailunda,chikarada
6194,1222,ganjam,yes,rangailunda,yes,dura,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,7,dura,0,1.51,1.23,0.27,0,0,1.5,0.01,0,ganjam,rangailunda,dura
6195,1223,ganjam,yes,rangailunda,yes,ganju,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,8,ganju,0,2.6,0.87,1.71,0,0,2.58,0.02,0.05,ganjam,rangailunda,ganju
6196,1224,ganjam,yes,rangailunda,yes,golabandha,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,9,golabandha,0,6.03,5.16,0.79,0,0,5.95,0.08,0.03,ganjam,rangailunda,golabandha
6197,1225,ganjam,yes,rangailunda,yes,golanthara,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,10,golanthara,0,19.75,8.51,11.24,0,0,19.75,0,0.05,ganjam,rangailunda,golanthara
6198,1226,ganjam,yes,rangailunda,yes,haladiapadar,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,11,haladiapadar,0,1.27,0.36,0.91,0,0,1.27,0,1.13,ganjam,rangailunda,haladiapadar
6199,1227,ganjam,yes,rangailunda,yes,hatipada,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,12,hatipada,0,7.57,7.15,0.42,0,0,7.57,0,0.15,ganjam,rangailunda,hatipada
6200,1228,ganjam,yes,rangailunda,yes,indrakhi,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,13,indrakhi,0,9.34,9.18,0.16,0,0,9.34,0,0,ganjam,rangailunda,indrakhi
6201,1229,ganjam,yes,rangailunda,yes,kamalapur,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,14,kamalapur,0,5.92,4.55,1.37,0,0,5.92,0,0,ganjam,rangailunda,kamalapur
6202,1230,ganjam,yes,rangailunda,yes,kanisi,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,15,kanisi,0,1.69,0.58,1.11,0,0,1.69,0,0.01,ganjam,rangailunda,kanisi
6203,1231,ganjam,yes,rangailunda,yes,karapalli,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,16,karapalli,0,1.93,1.66,0.27,0,0,1.93,0,0,ganjam,rangailunda,karapalli
6204,1232,ganjam,yes,rangailunda,yes,keluapalli,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,17,keluapalli,0,8.78,5.63,3.14,0,0,8.77,0.01,0.15,ganjam,rangailunda,keluapalli
6205,1233,ganjam,yes,rangailunda,yes,kolathigam,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,18,kolathigam,0,5.9,1.21,4.68,0,0,5.89,0.01,0,ganjam,rangailunda,kolathigam
6206,1234,ganjam,yes,rangailunda,yes,kotharasingi,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,19,kotharasingi,0,12.96,6.03,6.87,0,0,12.9,0.06,0,ganjam,rangailunda,kotharasingi
6207,1235,ganjam,yes,rangailunda,yes,laudigam,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,20,laudigam,0,11.28,6.96,4.31,0,0,11.28,0,0,ganjam,rangailunda,laudigam
6208,1236,ganjam,yes,rangailunda,yes,luhajhar,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,21,luhajhar,0,4.19,3.34,0.85,0,0,4.19,0,0.05,ganjam,rangailunda,luhajhar
6209,1237,ganjam,yes,rangailunda,yes,mantridi,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,22,mantridi,0,21.59,19.18,2.39,0,0,21.56,0.03,0.11,ganjam,rangailunda,mantridi
6210,1238,ganjam,yes,rangailunda,yes,markandi,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,23,markandi,0,2.09,1.65,0.45,0,0,2.09,0,0.03,ganjam,rangailunda,markandi
6211,1239,ganjam,yes,rangailunda,yes,mendrajpur,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,24,mendrajpur,0,3.1,2.81,0.28,0,0,3.08,0.01,0,ganjam,rangailunda,mendrajpur
6212,1240,ganjam,yes,rangailunda,yes,narayanpur,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,25,narayanpur,0,0.08,0.08,0,0,0,0.08,0,0,ganjam,rangailunda,narayanpur
6213,1241,ganjam,yes,rangailunda,yes,padmapur,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,26,padmapur,0,3.51,2.95,0.56,0,0,3.51,0,0.08,ganjam,rangailunda,padmapur
6214,1242,ganjam,yes,rangailunda,yes,phulta,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,27,phulta,0,14.39,10.41,3.97,0,0,14.39,0,0.07,ganjam,rangailunda,phulta
6215,1243,ganjam,yes,rangailunda,yes,randha,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,28,randha,0,3.36,1.64,1.71,0,0,3.35,0.01,0,ganjam,rangailunda,randha
6216,1244,ganjam,yes,rangailunda,yes,rangeilunda,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,29,rangeilunda,0,3.58,1.54,2.04,0,0,3.58,0,0,ganjam,rangailunda,rangeilunda
6217,1245,ganjam,yes,rangailunda,yes,rangipur,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,30,rangipur,0,28.39,13.49,14.9,0,0,28.39,0,0.07,ganjam,rangailunda,rangipur
6218,1246,ganjam,yes,rangailunda,yes,sasanapadara,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,31,sasanapadara,0,8.89,6.11,2.78,0,0,8.88,0.01,0.04,ganjam,rangailunda,sasanapadara
6219,1247,ganjam,yes,rangailunda,yes,satakutuni,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,32,satakutuni,0,4.5,3.83,0.67,0,0,4.5,0,0.01,ganjam,rangailunda,satakutuni
6220,1128,ganjam,yes,kukudakhandi,yes,hugulapatta,yes,132,132 gopalpur,berhampur,odisha,ganjam,kukudakhandi,11,hugulapatta,0,13.8,10.18,4.54,0,0,14.72,-0.92,0,ganjam,kukudakhandi,hugulapatta
6221,1127,ganjam,yes,kukudakhandi,yes,gurunthi,yes,132,132 gopalpur,berhampur,odisha,ganjam,kukudakhandi,10,gurunthi,0,10.12,10.53,0.35,0,0,10.88,-0.76,0,ganjam,kukudakhandi,gurunthi
6222,1124,ganjam,yes,kukudakhandi,yes,borigam,yes,132,132 gopalpur,berhampur,odisha,ganjam,kukudakhandi,7,borigam,0,60.63,53.14,7.48,0,0,60.62,0.01,0.03,ganjam,kukudakhandi,borigam
6223,1137,ganjam,yes,kukudakhandi,yes,nimakhandi,yes,132,132 gopalpur,berhampur,odisha,ganjam,kukudakhandi,20,nimakhandi,0,4.35,2.23,2.12,0,0,4.35,0,0.05,ganjam,kukudakhandi,nimakhandi
6224,982,ganjam,yes,digapahandi,yes,ankorada,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,1,ankorada,0,10.02,5.39,4.63,0,0,10.02,0,0,ganjam,digapahandi,ankorada
6225,983,ganjam,yes,digapahandi,yes,b.l.narayanpur,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,2,b.l.narayanpur,0,18.27,15.98,2.11,0,0,18.09,0.19,0.14,ganjam,digapahandi,b.l.narayanpur
6226,984,ganjam,yes,digapahandi,yes,b.turubudi,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,3,b.turubudi,0,37.56,27.39,10.11,0,0,37.5,0.06,0.18,ganjam,digapahandi,b.turubudi
6227,985,ganjam,yes,digapahandi,yes,badadumula,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,4,badadumula,0,13.94,11.43,2.5,0,0,13.94,0,0.35,ganjam,digapahandi,badadumula
6228,986,ganjam,yes,digapahandi,yes,bamakei,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,5,bamakei,0,9.72,6.07,3.5,0,0,9.58,0.15,0,ganjam,digapahandi,bamakei
6229,987,ganjam,yes,digapahandi,yes,basudevpur,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,6,basudevpur,0,15.81,11.3,4.51,0,0,15.81,0,0.28,ganjam,digapahandi,basudevpur
6230,988,ganjam,yes,digapahandi,yes,bhismagiri,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,7,bhismagiri,0,16.69,15.16,1.49,0,0,16.65,0.05,0.06,ganjam,digapahandi,bhismagiri
6231,989,ganjam,yes,digapahandi,yes,bhramarpur,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,8,bhramarpur,0,6.68,4.93,1.75,0,0,6.68,0,0.05,ganjam,digapahandi,bhramarpur
6232,990,ganjam,yes,digapahandi,yes,chasanimakhandi,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,9,chasanimakhandi,0,21.86,13.95,7.9,0,0,21.85,0.01,0.41,ganjam,digapahandi,chasanimakhandi
6233,991,ganjam,yes,digapahandi,yes,chaudhury tikarapada,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,10,chaudhury tikarapada,0,12.33,9.09,3.16,0,0,12.25,0.08,0.31,ganjam,digapahandi,chaudhury tikarapada
6234,992,ganjam,yes,digapahandi,yes,gadagobindapur,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,11,gadagobindapur,0,21.71,18.54,3.02,0,0,21.56,0.15,0.08,ganjam,digapahandi,gadagobindapur
6235,993,ganjam,yes,digapahandi,yes,gaudagam,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,12,gaudagam,0,5.1,4.5,0.6,0,0,5.1,0,0.16,ganjam,digapahandi,gaudagam
6236,994,ganjam,yes,digapahandi,yes,gokarnapur,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,13,gokarnapur,0,12.77,9.98,2.77,0,0,12.76,0.02,0.38,ganjam,digapahandi,gokarnapur
6237,995,ganjam,yes,digapahandi,yes,jakara,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,14,jakara,0,9.04,6.43,2.62,0,0,9.04,0,0.26,ganjam,digapahandi,jakara
6238,996,ganjam,yes,digapahandi,yes,kaithada,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,15,kaithada,0,9.52,8.43,1,0,0,9.43,0.09,0.11,ganjam,digapahandi,kaithada
6239,997,ganjam,yes,digapahandi,yes,kaithakhandi,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,16,kaithakhandi,0,13.12,12.59,0.53,0,0,13.12,0,0.01,ganjam,digapahandi,kaithakhandi
6240,998,ganjam,yes,digapahandi,yes,karapada,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,17,karapada,0,3.14,1.97,0.7,0,0,2.66,0.48,0,ganjam,digapahandi,karapada
6241,999,ganjam,yes,digapahandi,yes,khamarigam,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,18,khamarigam,0,24.52,20.55,3.79,0,0,24.34,0.18,0.35,ganjam,digapahandi,khamarigam
6242,1000,ganjam,yes,digapahandi,yes,kotinada,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,19,kotinada,0,4.01,4.01,0,0,0,4.01,0,0.22,ganjam,digapahandi,kotinada
6243,1001,ganjam,yes,digapahandi,yes,kusapada,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,20,kusapada,0,5.5,1.94,3.57,0,0,5.5,0,0.01,ganjam,digapahandi,kusapada
6244,1002,ganjam,yes,digapahandi,yes,nimakhandipentha,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,21,nimakhandipentha,0,41.97,31.82,10.09,0,0,41.91,0.06,0.1,ganjam,digapahandi,nimakhandipentha
6245,1003,ganjam,yes,digapahandi,yes,padmanavpur,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,22,padmanavpur,0,14.91,11.67,3.2,0,0,14.86,0.05,0.37,ganjam,digapahandi,padmanavpur
6246,1004,ganjam,yes,digapahandi,yes,phasiguda,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,23,phasiguda,0,8.12,4.16,3.96,0,0,8.12,0,0,ganjam,digapahandi,phasiguda
6247,1005,ganjam,yes,digapahandi,yes,sahadev tikarpada,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,24,sahadev tikarpada,0,12.01,11.44,1.36,0,0,12.8,-0.8,0.07,ganjam,digapahandi,sahadev tikarpada
6248,1006,ganjam,yes,digapahandi,yes,sidheswar,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,25,sidheswar,0,13,9.02,3.92,0,0,12.94,0.06,0.34,ganjam,digapahandi,sidheswar
6249,1120,ganjam,yes,kukudakhandi,yes,baghalati,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,3,baghalati,0,16.92,13.16,5.1,0,0,18.26,-1.34,0,ganjam,kukudakhandi,baghalati
6250,1118,ganjam,yes,kukudakhandi,yes,anantei,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,1,anantei,0,9.72,7,7.43,0,0,14.43,-4.71,0.04,ganjam,kukudakhandi,anantei
6251,1119,ganjam,yes,kukudakhandi,yes,ankusapur,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,2,ankusapur,0,16.67,9.75,6.92,0,0,16.67,0,0,ganjam,kukudakhandi,ankusapur
6252,1121,ganjam,yes,kukudakhandi,yes,balipada,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,4,balipada,0,20.09,13.88,6.21,0,0,20.09,0,0,ganjam,kukudakhandi,balipada
6253,1122,ganjam,yes,kukudakhandi,yes,banthapalli,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,5,banthapalli,0,41.62,26.08,15.53,0,0,41.62,0,0.21,ganjam,kukudakhandi,banthapalli
6254,1123,ganjam,yes,kukudakhandi,yes,baulojholi,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,6,baulojholi,0,15.23,12.1,3.13,0,0,15.23,0,0,ganjam,kukudakhandi,baulojholi
6255,1125,ganjam,yes,kukudakhandi,yes,dengapodar,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,8,dengapodar,0,14.76,10.3,4.45,0,0,14.76,0,0.04,ganjam,kukudakhandi,dengapodar
6256,1126,ganjam,yes,kukudakhandi,yes,dhakhinapur,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,9,dhakhinapur,0,11.31,6.83,4.47,0,0,11.31,0,0,ganjam,kukudakhandi,dhakhinapur
6257,1129,ganjam,yes,kukudakhandi,yes,jagadalapur,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,12,jagadalapur,0,1.05,1.39,0,0,0,1.39,-0.33,0,ganjam,kukudakhandi,jagadalapur
6258,1131,ganjam,yes,kukudakhandi,yes,kukudakhandi,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,14,kukudakhandi,0,19.68,11.58,11.64,0,0,23.23,-3.55,0.04,ganjam,kukudakhandi,kukudakhandi
6259,1135,ganjam,yes,kukudakhandi,yes,masiakhali,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,18,masiakhali,0,2.59,2.59,0,0,0,2.59,0,0.07,ganjam,kukudakhandi,masiakhali
6260,1132,ganjam,yes,kukudakhandi,yes,lanjia,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,15,lanjia,0,11.36,9.71,13.5,0,0,23.21,-11.85,0.12,ganjam,kukudakhandi,lanjia
6261,1134,ganjam,yes,kukudakhandi,yes,lochapada,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,17,lochapada,0,2.97,2.48,2.88,0,0,5.37,-2.4,0.03,ganjam,kukudakhandi,lochapada
6262,1138,ganjam,yes,kukudakhandi,yes,rohigam,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,21,rohigam,0,31.82,21.02,16.51,0,0,37.52,-5.71,0.09,ganjam,kukudakhandi,rohigam
6263,1130,ganjam,yes,kukudakhandi,yes,kankia,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,13,kankia,0,1.78,2.02,3.89,0,0,5.92,-4.14,0.02,ganjam,kukudakhandi,kankia
6264,1133,ganjam,yes,kukudakhandi,yes,lathi,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,16,lathi,0,8.99,7.52,1.57,0,0,9.08,-0.09,0,ganjam,kukudakhandi,lathi
6265,1136,ganjam,yes,kukudakhandi,yes,mohada,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,19,mohada,0,26.89,17.37,9.99,0,0,27.36,-0.47,0.36,ganjam,kukudakhandi,mohada
6266,1139,ganjam,yes,kukudakhandi,yes,sihala,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,22,sihala,0,23.29,22.3,1,0,0,23.29,0,0.02,ganjam,kukudakhandi,sihala
6267,1140,ganjam,yes,patrapur,yes,ambapur,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,1,ambapur,0,24.71,17.51,7.03,0,0,24.55,0.16,0.75,ganjam,patrapur,ambapur
6268,1141,ganjam,yes,patrapur,yes,ankuli,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,2,ankuli,1,10.25,3.72,5.4,0,0,9.12,1.12,0.08,ganjam,patrapur,ankuli
6269,1142,ganjam,yes,patrapur,yes,b.nuagam,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,3,b.nuagam,0,5.13,4.72,0.07,0,0,4.79,0.34,0,ganjam,patrapur,b.nuagam
6270,1143,ganjam,yes,patrapur,yes,badapur,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,4,badapur,0,10.78,10.71,0,0,0,10.71,0.07,0.06,ganjam,patrapur,badapur
6271,1144,ganjam,yes,patrapur,yes,baranga,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,5,baranga,0,11.72,11.67,0,0,0,11.67,0.05,0.08,ganjam,patrapur,baranga
6272,1145,ganjam,yes,patrapur,yes,buratala,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,6,buratala,0,10.05,9.76,0,0,0,9.76,0.29,0.07,ganjam,patrapur,buratala
6273,1146,ganjam,yes,patrapur,yes,gudipadara,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,7,gudipadara,0,16.07,15.98,0,0,0,15.98,0.09,0.1,ganjam,patrapur,gudipadara
6274,1147,ganjam,yes,patrapur,yes,gundura,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,8,gundura,0,28.22,21.28,6.87,0,0,28.16,0.06,0.07,ganjam,patrapur,gundura
6275,1148,ganjam,yes,patrapur,yes,jarada,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,9,jarada,0,10.29,8.06,2.08,0,0,10.13,0.16,0.14,ganjam,patrapur,jarada
6276,1149,ganjam,yes,patrapur,yes,jayantipur,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,10,jayantipur,0,1.74,0.88,0.86,0,0,1.74,0,0.05,ganjam,patrapur,jayantipur
6277,1150,ganjam,yes,patrapur,yes,kesaripada,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,11,kesaripada,0,11.71,11.46,0,0,0,11.46,0.25,0.17,ganjam,patrapur,kesaripada
6278,1151,ganjam,yes,patrapur,yes,khamarigam,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,12,khamarigam,0,10.98,10.7,0,0,0,10.7,0.28,0.05,ganjam,patrapur,khamarigam
6279,1152,ganjam,yes,patrapur,yes,kharanipada,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,13,kharanipada,0,19.51,10.37,9.01,0,0,19.38,0.13,0.28,ganjam,patrapur,kharanipada
6280,1153,ganjam,yes,patrapur,yes,khariaguda,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,14,khariaguda,0,44.46,24.89,19.39,0,0,44.28,0.18,0.12,ganjam,patrapur,khariaguda
6281,1154,ganjam,yes,patrapur,yes,mandarada,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,15,mandarada,0,26.61,15.2,11.22,0,0,26.42,0.19,0.4,ganjam,patrapur,mandarada
6282,1155,ganjam,yes,patrapur,yes,padadigi,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,16,padadigi,0,13.9,11.37,2.37,0,0,13.74,0.16,0.2,ganjam,patrapur,padadigi
6283,1156,ganjam,yes,patrapur,yes,patrapur,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,17,patrapur,0,14.68,11.99,2.67,0,0,14.66,0.02,0.05,ganjam,patrapur,patrapur
6284,1157,ganjam,yes,patrapur,yes,samantarapur,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,18,samantarapur,0,0.25,0.3,0.12,0,0,0.42,-0.17,0,ganjam,patrapur,samantarapur
6285,1158,ganjam,yes,patrapur,yes,samantiapalli,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,19,samantiapalli,0,19.13,18.75,0.34,0,0,19.09,0.03,0.32,ganjam,patrapur,samantiapalli
6286,1159,ganjam,yes,patrapur,yes,surangi,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,20,surangi,0,57.01,24.22,32.61,0,0,56.84,0.18,0.26,ganjam,patrapur,surangi
6287,1160,ganjam,yes,patrapur,yes,tandipur,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,21,tandipur,2.85,30.32,21.72,5.67,0,0,27.39,2.92,0.27,ganjam,patrapur,tandipur
6288,1161,ganjam,yes,patrapur,yes,tumbagada,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,22,tumbagada,0,1.27,0.92,0.18,0,0,1.1,0.17,0.01,ganjam,patrapur,tumbagada
6289,1162,ganjam,yes,patrapur,yes,turubudi,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,23,turubudi,0,16.06,10.99,5.07,0,0,16.06,0,0.17,ganjam,patrapur,turubudi
