g_match_id,s_id,g_district,district_mapped,g_block,block_mapped,g_gp,gp_mapped,g_ac_id,g_ac,g_pc,s_state,s_district,s_block,Number of Gram Panchayats,s_gp,Opening Balance For FY 2019-20,Total Fund Available For  FY 2019-20,Total Expenditure on Wages For FY 2019-20,Total Expenditure On Materials For FY 2019-20,Total Tax Paid For FY 2019-20,Total Admin Expenses  For FY 2019-20,Grand Total Expenditure For FY 2019-20,Total Unspent Balance For FY 2019-20,Total Payment Due For FY 2019-20,updated_district_name,updated_block_name,updated_gp_name
108,4629,baragarh,yes,barpali,yes,kainsir,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,8,kainsir,0,14.27,10.63,3.74,0,0,14.37,-0.1,0,baragarh,barpali,kainsir
109,4632,baragarh,yes,barpali,yes,khemasara,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,11,khemasara,0,9.44,8.76,0.73,0,0,9.49,-0.04,0,baragarh,barpali,khemasara
110,4636,baragarh,yes,barpali,yes,mahada,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,15,mahada,0,7.13,7.22,0,0,0,7.22,-0.09,0,baragarh,barpali,mahada
111,4639,baragarh,yes,barpali,yes,raxa,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,18,raxa,0,11.73,11.78,0,0,0,11.78,-0.05,0.02,baragarh,barpali,raxa
112,4640,baragarh,yes,barpali,yes,remta,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,19,remta,0,1.86,1.86,0,0,0,1.86,0,0,baragarh,barpali,remta
113,4641,baragarh,yes,barpali,yes,satalama,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,20,satalama,0,13.81,14.03,1.09,0,0,15.12,-1.3,0.71,baragarh,barpali,satalama
114,4642,baragarh,yes,barpali,yes,tileimal,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,21,tileimal,1.27,19.35,18.73,4.29,0,0,23.02,-3.67,1.22,baragarh,barpali,tileimal
115,4633,baragarh,yes,barpali,yes,kumbhari,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,12,kumbhari,0,26.28,26.67,0,0,0,26.67,-0.39,0.01,baragarh,barpali,kumbhari
116,4643,baragarh,yes,barpali,yes,tinkani,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,22,tinkani,3.06,22.59,12.04,7.49,0,0,19.53,3.06,0.32,baragarh,barpali,tinkani
117,4644,baragarh,yes,barpali,yes,tulandi,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,23,tulandi,0.7,17.34,7.83,9.23,0,0,17.06,0.28,0.17,baragarh,barpali,tulandi
118,4623,baragarh,yes,barpali,yes,bagbadi,yes,3,3 bargarh,bargarh,odisha,baragarh,barpali,2,bagbadi,0,5.76,6.01,0,0,0,6.01,-0.25,0,baragarh,barpali,bagbadi
119,4625,baragarh,yes,barpali,yes,baramkela,yes,3,3 bargarh,bargarh,odisha,baragarh,barpali,4,baramkela,0,10.83,11,0.31,0,0,11.31,-0.49,0.09,baragarh,barpali,baramkela
120,4630,baragarh,yes,barpali,yes,kanbar,yes,3,3 bargarh,bargarh,odisha,baragarh,barpali,9,kanbar,0,12.59,9.01,4.02,0,0,13.03,-0.44,0.24,baragarh,barpali,kanbar
121,4631,baragarh,yes,barpali,yes,katapali,yes,3,3 bargarh,bargarh,odisha,baragarh,barpali,10,katapali,0,24.69,12.55,12.34,0,0,24.89,-0.2,0.41,baragarh,barpali,katapali
122,4634,baragarh,yes,barpali,yes,kusanpuri,yes,3,3 bargarh,bargarh,odisha,baragarh,barpali,13,kusanpuri,0,13.12,13.52,4.27,0,0,17.79,-4.67,0,baragarh,barpali,kusanpuri
123,4635,baragarh,yes,barpali,yes,lemda,yes,3,3 bargarh,bargarh,odisha,baragarh,barpali,14,lemda,0,6,6.04,0,0,0,6.04,-0.03,0.02,baragarh,barpali,lemda
124,4637,baragarh,yes,barpali,yes,mahulpali,yes,3,3 bargarh,bargarh,odisha,baragarh,barpali,16,mahulpali,0,9.23,9.57,0,0,0,9.57,-0.35,0.05,baragarh,barpali,mahulpali
125,4595,baragarh,yes,bargarh,yes,adgaon,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,1,adgaon,0,0,20.73,2.43,0,0,23.16,-23.16,0.02,baragarh,bargarh,adgaon
126,4596,baragarh,yes,bargarh,yes,bardol,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,2,bardol,-0.01,2.76,14.49,17.02,0,0,31.52,-28.76,0.04,baragarh,bargarh,bardol
127,4597,baragarh,yes,bargarh,yes,bargaon,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,3,bargaon,0,0.08,13.72,0,0,0,13.72,-13.65,0,baragarh,bargarh,bargaon
128,4598,baragarh,yes,bargarh,yes,barhagoda,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,4,barhagoda,0,0.21,10.52,1,0.03,0,11.55,-11.33,0,baragarh,bargarh,barhagoda
129,4599,baragarh,yes,bargarh,yes,birmal,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,5,birmal,-0.02,-0.02,14.06,3.49,0,0,17.56,-17.58,0.02,baragarh,bargarh,birmal
130,4600,baragarh,yes,bargarh,yes,bonda,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,6,bonda,0,0,21.81,6.61,0,0,28.42,-28.42,0.12,baragarh,bargarh,bonda
131,4601,baragarh,yes,bargarh,yes,chakarkend,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,7,chakarkend,0,0.39,27.95,2.55,0,0,30.49,-30.1,0.22,baragarh,bargarh,chakarkend
132,4602,baragarh,yes,bargarh,yes,deogaon,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,8,deogaon,0,0,5.78,0,0,0,5.78,-5.78,0.18,baragarh,bargarh,deogaon
133,4603,baragarh,yes,bargarh,yes,dhanger,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,9,dhanger,0,0.54,30.21,5.23,0,0,35.44,-34.9,0.07,baragarh,bargarh,dhanger
134,4604,baragarh,yes,bargarh,yes,gaisama,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,10,gaisama,-0.02,0.02,5.64,0.42,0,0,6.05,-6.03,0,baragarh,bargarh,gaisama
135,4605,baragarh,yes,bargarh,yes,gobindapur,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,11,gobindapur,0,0,18.13,6.24,0,0,24.36,-24.36,0,baragarh,bargarh,gobindapur
136,4606,baragarh,yes,bargarh,yes,gudesira,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,12,gudesira,0,0,14.85,2.65,0,0,17.5,-17.5,0.19,baragarh,bargarh,gudesira
137,4607,baragarh,yes,bargarh,yes,jumurda,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,13,jumurda,0,0,7.54,0,0,0,7.54,-7.54,0.06,baragarh,bargarh,jumurda
138,4608,baragarh,yes,bargarh,yes,kalapani,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,14,kalapani,0,2.96,8.25,0,0,0,8.25,-5.3,0.08,baragarh,bargarh,kalapani
139,4609,baragarh,yes,bargarh,yes,katapali,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,15,katapali,0,0,18.17,0.81,0,0,18.98,-18.98,0.2,baragarh,bargarh,katapali
140,4610,baragarh,yes,bargarh,yes,khaliapali,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,16,khaliapali,0,0,17.03,0,0,0,17.03,-17.03,0.07,baragarh,bargarh,khaliapali
141,4611,baragarh,yes,bargarh,yes,khandtha,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,17,khandtha,0,0.44,13.18,1,0,0,14.18,-13.74,0.07,baragarh,bargarh,khandtha
142,4612,baragarh,yes,bargarh,yes,khuntpali,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,18,khuntpali,0,0,9.29,11.98,0,0,21.27,-21.27,0.12,baragarh,bargarh,khuntpali
143,4613,baragarh,yes,bargarh,yes,kuruan,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,19,kuruan,0,0,11.5,3.98,0,0,15.48,-15.48,0.04,baragarh,bargarh,kuruan
144,4614,baragarh,yes,bargarh,yes,n.jampali,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,20,n.jampali,0,0.12,21.66,1.39,0,0,23.06,-22.93,0.15,baragarh,bargarh,n.jampali
145,4615,baragarh,yes,bargarh,yes,nileswar,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,21,nileswar,0,0,17.21,0,0,0,17.21,-17.21,0.33,baragarh,bargarh,nileswar
146,4616,baragarh,yes,bargarh,yes,patharla,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,22,patharla,0,0,14.34,4.01,0,0,18.34,-18.34,0.27,baragarh,bargarh,patharla
147,4617,baragarh,yes,bargarh,yes,s.dumerpali,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,23,s.dumerpali,-0.01,7.03,18.5,5.33,0,0,23.83,-16.8,0,baragarh,bargarh,s.dumerpali
148,4618,baragarh,yes,bargarh,yes,sarsara,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,24,sarsara,0,0,15.29,9.64,0,0,24.93,-24.93,0,baragarh,bargarh,sarsara
149,4619,baragarh,yes,bargarh,yes,talsirgida,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,25,talsirgida,0,0,8.77,0,0,0,8.77,-8.77,0.3,baragarh,bargarh,talsirgida
150,4620,baragarh,yes,bargarh,yes,tora,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,26,tora,0,0,45.31,4.24,0,0,49.55,-49.55,0.16,baragarh,bargarh,tora
151,4621,baragarh,yes,bargarh,yes,tumgaon,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,27,tumgaon,0,0,15.57,6.05,0,0,21.62,-21.62,0.02,baragarh,bargarh,tumgaon
152,4571,baragarh,yes,attabira,yes,amlipali,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,1,amlipali,0,20.22,20.42,0,0,0,20.42,-0.2,0.08,baragarh,attabira,amlipali
153,4572,baragarh,yes,attabira,yes,bugbuga,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,2,bugbuga,0,14.46,17.25,8.26,0,0,25.5,-11.04,0.19,baragarh,attabira,bugbuga
154,4573,baragarh,yes,attabira,yes,chakuli,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,3,chakuli,0,18.55,20.01,1.87,0.14,0,22.02,-3.47,0.11,baragarh,attabira,chakuli
155,4574,baragarh,yes,attabira,yes,dulampur,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,4,dulampur,0,6.24,6.55,0.52,0,0,7.07,-0.83,0.07,baragarh,attabira,dulampur
156,4575,baragarh,yes,attabira,yes,godbhaga,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,5,godbhaga,0,10.86,10.83,0,0,0,10.83,0.03,0.06,baragarh,attabira,godbhaga
157,4576,baragarh,yes,attabira,yes,hirlipali,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,6,hirlipali,0,11.31,10.86,0,0,0,10.86,0.45,0.22,baragarh,attabira,hirlipali
158,4577,baragarh,yes,attabira,yes,janged,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,7,janged,0,11.63,13.9,8.01,0.23,0,22.14,-10.51,0,baragarh,attabira,janged
159,4578,baragarh,yes,attabira,yes,janhapada,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,8,janhapada,0,7.82,8.32,3.65,0,0,11.97,-4.15,0,baragarh,attabira,janhapada
160,4579,baragarh,yes,attabira,yes,jhiliminda,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,9,jhiliminda,0,12.15,13.1,2.3,0,0,15.4,-3.25,0.05,baragarh,attabira,jhiliminda
161,4580,baragarh,yes,attabira,yes,kadobahal,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,10,kadobahal,0,6.87,7.51,1.33,0.2,0,9.04,-2.17,0,baragarh,attabira,kadobahal
162,4581,baragarh,yes,attabira,yes,kharamunda,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,11,kharamunda,0,23.49,24.16,0.94,0.15,0,25.25,-1.76,0.04,baragarh,attabira,kharamunda
163,4582,baragarh,yes,attabira,yes,kulitatukura,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,12,kulitatukura,0,13.95,10.74,2.87,0.31,0,13.93,0.02,0.01,baragarh,attabira,kulitatukura
164,4583,baragarh,yes,attabira,yes,kulunda,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,13,kulunda,0,11.71,10.85,0.86,0,0,11.71,0,0.01,baragarh,attabira,kulunda
165,4584,baragarh,yes,attabira,yes,kumelsingha,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,14,kumelsingha,0,4.9,7.07,6.82,0.38,0,14.28,-9.38,0.02,baragarh,attabira,kumelsingha
166,4585,baragarh,yes,attabira,yes,lachida,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,15,lachida,0,19.02,19.41,2.96,0.26,0,22.63,-3.61,0.16,baragarh,attabira,lachida
167,4586,baragarh,yes,attabira,yes,lahanda,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,16,lahanda,0,20.01,22.43,7.63,0.24,0,30.31,-10.29,0.3,baragarh,attabira,lahanda
168,4587,baragarh,yes,attabira,yes,larambha,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,17,larambha,0,3.95,4.68,2.3,0,0,6.98,-3.04,0.03,baragarh,attabira,larambha
169,4588,baragarh,yes,attabira,yes,larasara,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,18,larasara,0,5.79,5.68,0.33,0,0,6.01,-0.22,0.14,baragarh,attabira,larasara
170,4589,baragarh,yes,attabira,yes,manapara,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,19,manapara,0,18.12,16.8,10.31,0.41,0,27.52,-9.39,0,baragarh,attabira,manapara
171,4590,baragarh,yes,attabira,yes,paharsrigida,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,20,paharsrigida,0,34.49,35.16,5.72,0.37,0,41.25,-6.76,0.15,baragarh,attabira,paharsrigida
172,4591,baragarh,yes,attabira,yes,silat,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,21,silat,0,12.29,13.38,6.59,0,0,19.97,-7.68,0,baragarh,attabira,silat
173,4592,baragarh,yes,attabira,yes,tamparsara,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,22,tamparsara,0,25.47,27.89,11.11,0.26,0,39.26,-13.79,0.25,baragarh,attabira,tamparsara
174,4593,baragarh,yes,attabira,yes,tangarpali,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,23,tangarpali,0,18.53,18.77,0,0,0,18.77,-0.24,0.08,baragarh,attabira,tangarpali
175,4594,baragarh,yes,attabira,yes,tope,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,24,tope,0,18.09,18.28,3.29,0.05,0,21.61,-3.52,0.33,baragarh,attabira,tope
176,4661,baragarh,yes,bheden,yes,ainlapali,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,1,ainlapali,0,10.19,40.96,5.28,0,0,46.24,-36.05,0,baragarh,bheden,ainlapali
177,4662,baragarh,yes,bheden,yes,areigudi,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,2,areigudi,0.32,8.19,13.43,5.63,0,0,19.06,-10.87,0.04,baragarh,bheden,areigudi
178,4663,baragarh,yes,bheden,yes,arjunda,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,3,arjunda,0.71,3.77,13.61,2.06,0,0,15.66,-11.89,0,baragarh,bheden,arjunda
179,4664,baragarh,yes,bheden,yes,bakti,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,4,bakti,2.23,7.95,17.28,5.67,0,0,22.94,-14.99,0,baragarh,bheden,bakti
180,4665,baragarh,yes,bheden,yes,bheden,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,5,bheden,1.55,5.39,16.27,0.96,0.03,0,17.26,-11.86,0.03,baragarh,bheden,bheden
181,4666,baragarh,yes,bheden,yes,chichinda,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,6,chichinda,0.93,2.87,14.89,4.39,0,0,19.29,-16.42,0.01,baragarh,bheden,chichinda
182,4667,baragarh,yes,bheden,yes,dalab,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,7,dalab,2.43,2.58,14.88,3.81,0,0,18.69,-16.11,0,baragarh,bheden,dalab
183,4668,baragarh,yes,bheden,yes,deshbhatli,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,8,deshbhatli,0.11,3.13,27.5,5.48,0,0,32.98,-29.85,0,baragarh,bheden,deshbhatli
184,4669,baragarh,yes,bheden,yes,kubedega,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,9,kubedega,0.01,1.73,10.51,16.78,0,0,27.29,-25.55,0,baragarh,bheden,kubedega
185,4670,baragarh,yes,bheden,yes,luhakhandi,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,10,luhakhandi,0.25,3.57,16.93,0.44,0,0,17.37,-13.81,0,baragarh,bheden,luhakhandi
186,4671,baragarh,yes,bheden,yes,lupursingha,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,11,lupursingha,0.82,1.16,4.82,0.21,0,0,5.04,-3.87,0.02,baragarh,bheden,lupursingha
187,4672,baragarh,yes,bheden,yes,mahulpali,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,12,mahulpali,0,5.66,32.95,1.72,0,0,34.66,-29,0.1,baragarh,bheden,mahulpali
188,4673,baragarh,yes,bheden,yes,manpur,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,13,manpur,0,13.01,31.64,2.24,0,0,33.88,-20.87,0,baragarh,bheden,manpur
189,4674,baragarh,yes,bheden,yes,papanga,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,14,papanga,0.01,1.8,17.89,0.36,0,0,18.25,-16.44,0,baragarh,bheden,papanga
190,4675,baragarh,yes,bheden,yes,remunda,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,15,remunda,0.35,0.38,22.54,2.33,0,0,24.87,-24.49,0,baragarh,bheden,remunda
191,4676,baragarh,yes,bheden,yes,reshma,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,16,reshma,0.46,2.65,21.1,2.83,0.2,0,24.13,-21.49,0,baragarh,bheden,reshma
192,4677,baragarh,yes,bheden,yes,rusuda,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,17,rusuda,0,1.34,18.26,0.32,0,0,18.58,-17.24,0,baragarh,bheden,rusuda
193,4678,baragarh,yes,bheden,yes,sankirda,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,18,sankirda,1.56,6.12,29.32,1.82,0,0,31.15,-25.03,0,baragarh,bheden,sankirda
194,4679,baragarh,yes,bheden,yes,sialkhandtha,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,19,sialkhandtha,0,0.49,13.38,3.94,0.09,0,17.41,-16.92,0.01,baragarh,bheden,sialkhandtha
195,4680,baragarh,yes,bheden,yes,sunalarambha,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,20,sunalarambha,1.43,5.84,25.47,0.54,0,0,26,-20.16,0,baragarh,bheden,sunalarambha
196,4681,baragarh,yes,bheden,yes,talmenda,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,21,talmenda,0,4.08,24.92,5.11,0,0,30.03,-25.95,0,baragarh,bheden,talmenda
197,4783,baragarh,yes,sohella,yes,bausenmura,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,1,bausenmura,0,25.58,21.88,3.76,0,0,25.64,-0.06,0,baragarh,sohella,bausenmura
198,4784,baragarh,yes,sohella,yes,beherapali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,2,beherapali,2.37,15.18,12.88,0,0,0,12.88,2.29,0.05,baragarh,sohella,beherapali
199,4785,baragarh,yes,sohella,yes,bijapali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,3,bijapali,0,14.19,12.95,1.24,0,0,14.19,0,0.03,baragarh,sohella,bijapali
200,4786,baragarh,yes,sohella,yes,birjam,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,4,birjam,0,23.02,21.57,1.45,0,0,23.02,0,0.15,baragarh,sohella,birjam
201,4787,baragarh,yes,sohella,yes,chhuriapali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,5,chhuriapali,0,26.81,22.43,4.38,0,0,26.81,0,0.01,baragarh,sohella,chhuriapali
202,4788,baragarh,yes,sohella,yes,dumberpali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,6,dumberpali,0.28,33.73,30.14,3.31,0,0,33.45,0.28,0.06,baragarh,sohella,dumberpali
203,4789,baragarh,yes,sohella,yes,garvana,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,7,garvana,0,10.46,6.12,4.34,0,0,10.46,0,0,baragarh,sohella,garvana
204,4790,baragarh,yes,sohella,yes,ghess,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,8,ghess,0.08,18.3,15.87,2.34,0,0,18.22,0.08,0.01,baragarh,sohella,ghess
205,4791,baragarh,yes,sohella,yes,jatla,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,9,jatla,0,19.97,12,7.99,0,0,19.99,-0.02,0.18,baragarh,sohella,jatla
206,4792,baragarh,yes,sohella,yes,jhar,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,10,jhar,0,15.42,13.17,2.25,0,0,15.42,0,0,baragarh,sohella,jhar
207,4793,baragarh,yes,sohella,yes,kalangapali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,11,kalangapali,1.52,9.69,6.78,1.39,0,0,8.17,1.52,0,baragarh,sohella,kalangapali
208,4794,baragarh,yes,sohella,yes,kanapali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,12,kanapali,0.41,26.23,23.84,1.98,0,0,25.82,0.41,0,baragarh,sohella,kanapali
209,4795,baragarh,yes,sohella,yes,kangoan,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,13,kangoan,0.18,46.14,34.22,11.74,0,0,45.95,0.18,0.25,baragarh,sohella,kangoan
210,4796,baragarh,yes,sohella,yes,karandols,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,14,karandols,0.27,11.02,10.76,0,0,0,10.76,0.27,0.07,baragarh,sohella,karandols
211,4797,baragarh,yes,sohella,yes,kuchipali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,15,kuchipali,0.66,20.19,8.34,11.2,0,0,19.53,0.66,0,baragarh,sohella,kuchipali
212,4798,baragarh,yes,sohella,yes,lebidi,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,16,lebidi,0.38,23.37,11.47,11.52,0,0,22.99,0.38,0.01,baragarh,sohella,lebidi
213,4799,baragarh,yes,sohella,yes,pandkipali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,17,pandkipali,3.58,41.26,38.04,0.95,0,0,38.99,2.27,0.11,baragarh,sohella,pandkipali
214,4800,baragarh,yes,sohella,yes,panimura,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,18,panimura,0.11,28.4,22.08,6.21,0,0,28.29,0.11,0.19,baragarh,sohella,panimura
215,4801,baragarh,yes,sohella,yes,petupali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,19,petupali,0.47,8.01,7.54,0,0,0,7.54,0.47,0.07,baragarh,sohella,petupali
216,4802,baragarh,yes,sohella,yes,rengali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,20,rengali,0.29,29.49,25.34,3.86,0,0,29.2,0.29,0.1,baragarh,sohella,rengali
217,4803,baragarh,yes,sohella,yes,salepali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,21,salepali,0,14.93,14.93,0,0,0,14.93,0,0.01,baragarh,sohella,salepali
218,4804,baragarh,yes,sohella,yes,sanimal,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,22,sanimal,0.6,25.14,21.79,2.75,0,0,24.54,0.6,0,baragarh,sohella,sanimal
219,4805,baragarh,yes,sohella,yes,sarkanda,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,23,sarkanda,0,11.15,11.15,0,0,0,11.15,0,0.07,baragarh,sohella,sarkanda
220,4806,baragarh,yes,sohella,yes,sohella.,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,24,sohella.,0,49.84,28.12,21.73,0,0,49.84,0,0.38,baragarh,sohella,sohella.
221,4807,baragarh,yes,sohella,yes,srigida,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,25,srigida,0.18,19.46,11.94,7.34,0,0,19.28,0.18,0.05,baragarh,sohella,srigida
222,4808,baragarh,yes,sohella,yes,tabda,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,26,tabda,0.78,33.32,21.87,10.68,0,0,32.55,0.78,0.11,baragarh,sohella,tabda
223,4809,baragarh,yes,sohella,yes,tungibandhali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,27,tungibandhali,0,29.64,29.64,0,0,0,29.64,0,0.2,baragarh,sohella,tungibandhali
224,4645,baragarh,yes,bhatli,yes,bhadigaon,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,1,bhadigaon,0.58,12.97,14.04,4.04,0.05,0,18.12,-5.15,0.06,baragarh,bhatli,bhadigaon
225,4646,baragarh,yes,bhatli,yes,bhatli,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,2,bhatli,-0.01,24.04,24.97,3.83,0.07,0,28.86,-4.82,0.05,baragarh,bhatli,bhatli
226,4647,baragarh,yes,bhatli,yes,chadeigaon,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,3,chadeigaon,0.78,19.45,15.47,5.15,0.01,0,20.63,-1.18,0.12,baragarh,bhatli,chadeigaon
227,4648,baragarh,yes,bhatli,yes,damalpali,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,4,damalpali,0,17.67,17.07,1.65,0.03,0,18.75,-1.08,0,baragarh,bhatli,damalpali
228,4649,baragarh,yes,bhatli,yes,halupali,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,5,halupali,0.36,15.6,17.89,3.46,0.08,0,21.43,-5.82,0,baragarh,bhatli,halupali
229,4650,baragarh,yes,bhatli,yes,hatisar,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,6,hatisar,0.53,13.87,11.59,1.86,0.02,0,13.47,0.4,0,baragarh,bhatli,hatisar
230,4651,baragarh,yes,bhatli,yes,kamgaon,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,7,kamgaon,0,44.19,24.61,25.34,0.19,0,50.15,-5.96,0,baragarh,bhatli,kamgaon
231,4652,baragarh,yes,bhatli,yes,kashaipali,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,8,kashaipali,0,20.91,19.87,2.17,0.02,0,22.06,-1.15,0.11,baragarh,bhatli,kashaipali
232,4653,baragarh,yes,bhatli,yes,kelendupali,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,9,kelendupali,0,32.61,34.58,5.89,0.07,0,40.54,-7.93,0.08,baragarh,bhatli,kelendupali
233,4654,baragarh,yes,bhatli,yes,kharmunda,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,10,kharmunda,1.7,22.63,21.5,0,0,0,21.5,1.13,0,baragarh,bhatli,kharmunda
