g_match_id,s_id,g_district,district_mapped,g_block,block_mapped,g_gp,gp_mapped,g_ac_id,g_ac,g_pc,s_state,s_district,s_block,Number of Gram Panchayats,s_gp,Opening Balance For FY 2019-20,Total Fund Available For  FY 2019-20,Total Expenditure on Wages For FY 2019-20,Total Expenditure On Materials For FY 2019-20,Total Tax Paid For FY 2019-20,Total Admin Expenses  For FY 2019-20,Grand Total Expenditure For FY 2019-20,Total Unspent Balance For FY 2019-20,Total Payment Due For FY 2019-20,updated_district_name,updated_block_name,updated_gp_name
6185,944,ganjam,yes,chhatrapur,yes,sriramachandrapur,yes,127,127 chhatrapur (sc),berhampur,odisha,ganjam,chhatrapur,16,sriramachandrapur,0,57.11,30.01,26.83,0,0,56.84,0.28,0.47,ganjam,chhatrapur,sriramachandrapur
6186,945,ganjam,yes,chhatrapur,yes,sundarpur,yes,127,127 chhatrapur (sc),berhampur,odisha,ganjam,chhatrapur,17,sundarpur,0,10.99,8.09,2.9,0,0,10.99,0,0.21,ganjam,chhatrapur,sundarpur
6187,946,ganjam,yes,chhatrapur,yes,tanganapalli,yes,127,127 chhatrapur (sc),berhampur,odisha,ganjam,chhatrapur,18,tanganapalli,0,88.18,70.22,17.07,0,0,87.28,0.9,0.49,ganjam,chhatrapur,tanganapalli
6188,1216,ganjam,yes,rangailunda,yes,badakusastali,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,1,badakusastali,0,15.19,14.53,0.68,0,0,15.21,-0.02,0.12,ganjam,rangailunda,badakusastali
6189,1217,ganjam,yes,rangailunda,yes,bakshipalli,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,2,bakshipalli,0,17.4,14.28,3.08,0,0,17.36,0.03,0.27,ganjam,rangailunda,bakshipalli
6190,1218,ganjam,yes,rangailunda,yes,bhabinipur,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,3,bhabinipur,0,4.35,1.99,2.34,0,0,4.33,0.02,0.02,ganjam,rangailunda,bhabinipur
6191,1219,ganjam,yes,rangailunda,yes,biswanathpur,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,4,biswanathpur,0,65.38,50.23,15.05,0,0,65.27,0.11,0.63,ganjam,rangailunda,biswanathpur
6192,1220,ganjam,yes,rangailunda,yes,chandapur,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,5,chandapur,0,9.6,7.87,1.82,0,0,9.69,-0.09,0.11,ganjam,rangailunda,chandapur
6193,1221,ganjam,yes,rangailunda,yes,chikarada,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,6,chikarada,0,9.86,9.65,0.15,0,0,9.79,0.07,0.11,ganjam,rangailunda,chikarada
6194,1222,ganjam,yes,rangailunda,yes,dura,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,7,dura,0,22.2,20.96,1.21,0,0,22.18,0.02,0.08,ganjam,rangailunda,dura
6195,1223,ganjam,yes,rangailunda,yes,ganju,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,8,ganju,0,13.64,7.3,6.79,0,0,14.08,-0.45,0.01,ganjam,rangailunda,ganju
6196,1224,ganjam,yes,rangailunda,yes,golabandha,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,9,golabandha,0,11.03,7.2,3.8,0,0,11,0.03,0.08,ganjam,rangailunda,golabandha
6197,1225,ganjam,yes,rangailunda,yes,golanthara,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,10,golanthara,0,34.41,24.08,10.33,0,0,34.41,0,0.16,ganjam,rangailunda,golanthara
6198,1226,ganjam,yes,rangailunda,yes,haladiapadar,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,11,haladiapadar,0,15.47,6.64,8.79,0,0,15.42,0.05,0.07,ganjam,rangailunda,haladiapadar
6199,1227,ganjam,yes,rangailunda,yes,hatipada,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,12,hatipada,0,5.26,4.97,0.29,0,0,5.26,0,0,ganjam,rangailunda,hatipada
6200,1228,ganjam,yes,rangailunda,yes,indrakhi,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,13,indrakhi,0,29.79,21.81,7.99,0,0,29.79,0,0.1,ganjam,rangailunda,indrakhi
6201,1229,ganjam,yes,rangailunda,yes,kamalapur,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,14,kamalapur,0,24.78,21,4.2,0,0,25.21,-0.43,0.02,ganjam,rangailunda,kamalapur
6202,1230,ganjam,yes,rangailunda,yes,kanisi,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,15,kanisi,0,15.39,15.09,0.3,0,0,15.39,0,0,ganjam,rangailunda,kanisi
6203,1231,ganjam,yes,rangailunda,yes,karapalli,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,16,karapalli,0,15.29,14.42,0.88,0,0,15.3,-0.01,0.9,ganjam,rangailunda,karapalli
6204,1232,ganjam,yes,rangailunda,yes,keluapalli,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,17,keluapalli,0,29.78,24.36,5.45,0,0,29.82,-0.04,0.82,ganjam,rangailunda,keluapalli
6205,1233,ganjam,yes,rangailunda,yes,kolathigam,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,18,kolathigam,0,12.58,12.08,0.43,0,0,12.5,0.07,0.09,ganjam,rangailunda,kolathigam
6206,1234,ganjam,yes,rangailunda,yes,kotharasingi,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,19,kotharasingi,0,24.2,15.26,8.94,0,0,24.2,0,0,ganjam,rangailunda,kotharasingi
6207,1235,ganjam,yes,rangailunda,yes,laudigam,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,20,laudigam,0,26.38,17.94,8.44,0,0,26.38,0,0.04,ganjam,rangailunda,laudigam
6208,1236,ganjam,yes,rangailunda,yes,luhajhar,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,21,luhajhar,0,20.99,17.96,3.04,0,0,21,-0.01,0.23,ganjam,rangailunda,luhajhar
6209,1237,ganjam,yes,rangailunda,yes,mantridi,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,22,mantridi,0,44.33,32.19,12.55,0,0,44.73,-0.4,0,ganjam,rangailunda,mantridi
6210,1238,ganjam,yes,rangailunda,yes,markandi,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,23,markandi,0,36.69,36.27,0.52,0,0,36.79,-0.11,0.18,ganjam,rangailunda,markandi
6211,1239,ganjam,yes,rangailunda,yes,mendrajpur,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,24,mendrajpur,0,27.11,26.03,1.1,0,0,27.13,-0.02,0.25,ganjam,rangailunda,mendrajpur
6212,1240,ganjam,yes,rangailunda,yes,narayanpur,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,25,narayanpur,0,4.38,4.03,0.35,0,0,4.38,0,0.18,ganjam,rangailunda,narayanpur
6213,1241,ganjam,yes,rangailunda,yes,padmapur,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,26,padmapur,0,16.21,15.35,0.76,0,0,16.11,0.1,0.7,ganjam,rangailunda,padmapur
6214,1242,ganjam,yes,rangailunda,yes,phulta,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,27,phulta,0,24.85,16.84,8.02,0,0,24.87,-0.02,0.01,ganjam,rangailunda,phulta
6215,1243,ganjam,yes,rangailunda,yes,randha,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,28,randha,0,16.23,14.06,2.19,0,0,16.25,-0.03,0.02,ganjam,rangailunda,randha
6216,1244,ganjam,yes,rangailunda,yes,rangeilunda,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,29,rangeilunda,0,17.34,17.07,0.27,0,0,17.34,0,0.19,ganjam,rangailunda,rangeilunda
6217,1245,ganjam,yes,rangailunda,yes,rangipur,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,30,rangipur,0,12.53,10.34,2.27,0,0,12.61,-0.09,0.06,ganjam,rangailunda,rangipur
6218,1246,ganjam,yes,rangailunda,yes,sasanapadara,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,31,sasanapadara,0,10.51,10.35,0.23,0,0,10.58,-0.07,0.28,ganjam,rangailunda,sasanapadara
6219,1247,ganjam,yes,rangailunda,yes,satakutuni,yes,132,132 gopalpur,berhampur,odisha,ganjam,rangailunda,32,satakutuni,0,8.48,8.35,0.04,0,0,8.39,0.09,0.01,ganjam,rangailunda,satakutuni
6220,1128,ganjam,yes,kukudakhandi,yes,hugulapatta,yes,132,132 gopalpur,berhampur,odisha,ganjam,kukudakhandi,11,hugulapatta,0,17.87,17.07,0.8,0,0,17.87,0,0.04,ganjam,kukudakhandi,hugulapatta
6221,1127,ganjam,yes,kukudakhandi,yes,gurunthi,yes,132,132 gopalpur,berhampur,odisha,ganjam,kukudakhandi,10,gurunthi,0,28.18,23.42,5.36,0,0,28.79,-0.61,0.01,ganjam,kukudakhandi,gurunthi
6222,1124,ganjam,yes,kukudakhandi,yes,borigam,yes,132,132 gopalpur,berhampur,odisha,ganjam,kukudakhandi,7,borigam,0,92.58,81.02,11.14,0,0,92.16,0.42,0.47,ganjam,kukudakhandi,borigam
6223,1137,ganjam,yes,kukudakhandi,yes,nimakhandi,yes,132,132 gopalpur,berhampur,odisha,ganjam,kukudakhandi,20,nimakhandi,0,5.32,3.76,1.56,0,0,5.32,0,0.01,ganjam,kukudakhandi,nimakhandi
6224,982,ganjam,yes,digapahandi,yes,ankorada,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,1,ankorada,0,6.45,5.44,1.01,0,0,6.45,0,0.03,ganjam,digapahandi,ankorada
6225,983,ganjam,yes,digapahandi,yes,b.l.narayanpur,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,2,b.l.narayanpur,0,25.51,23.56,1.93,0,0,25.49,0.02,0.24,ganjam,digapahandi,b.l.narayanpur
6226,984,ganjam,yes,digapahandi,yes,b.turubudi,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,3,b.turubudi,0,19.85,17.88,1.97,0,0,19.85,0,0.06,ganjam,digapahandi,b.turubudi
6227,985,ganjam,yes,digapahandi,yes,badadumula,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,4,badadumula,0,11.86,11.77,0.09,0,0,11.86,0,0.11,ganjam,digapahandi,badadumula
6228,986,ganjam,yes,digapahandi,yes,bamakei,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,5,bamakei,0,8.5,5.59,2.81,0,0,8.4,0.1,0.52,ganjam,digapahandi,bamakei
6229,987,ganjam,yes,digapahandi,yes,basudevpur,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,6,basudevpur,0,13.74,11.89,1.79,0,0,13.68,0.06,0.33,ganjam,digapahandi,basudevpur
6230,988,ganjam,yes,digapahandi,yes,bhismagiri,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,7,bhismagiri,0,19.36,16.86,2.49,0,0,19.36,0,0.92,ganjam,digapahandi,bhismagiri
6231,989,ganjam,yes,digapahandi,yes,bhramarpur,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,8,bhramarpur,0,13.97,10.38,3.57,0,0,13.96,0.01,1.29,ganjam,digapahandi,bhramarpur
6232,990,ganjam,yes,digapahandi,yes,chasanimakhandi,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,9,chasanimakhandi,0,10.73,7.55,3.2,0,0,10.75,-0.02,0.45,ganjam,digapahandi,chasanimakhandi
6233,991,ganjam,yes,digapahandi,yes,chaudhury tikarapada,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,10,chaudhury tikarapada,0,26.67,23.35,3.19,0.04,0,26.58,0.09,1.67,ganjam,digapahandi,chaudhury tikarapada
6234,992,ganjam,yes,digapahandi,yes,gadagobindapur,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,11,gadagobindapur,0,30.5,25.18,5.09,0,0,30.28,0.22,0.45,ganjam,digapahandi,gadagobindapur
6235,993,ganjam,yes,digapahandi,yes,gaudagam,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,12,gaudagam,0,13.21,12.83,0.38,0,0,13.2,0.01,0.12,ganjam,digapahandi,gaudagam
6236,994,ganjam,yes,digapahandi,yes,gokarnapur,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,13,gokarnapur,0,25.74,18.64,7.01,0.03,0,25.67,0.06,0.15,ganjam,digapahandi,gokarnapur
6237,995,ganjam,yes,digapahandi,yes,jakara,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,14,jakara,0,36.91,35.31,1.57,0.01,0,36.89,0.03,0.72,ganjam,digapahandi,jakara
6238,996,ganjam,yes,digapahandi,yes,kaithada,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,15,kaithada,0,13.56,10.2,3.3,0,0,13.5,0.06,0.12,ganjam,digapahandi,kaithada
6239,997,ganjam,yes,digapahandi,yes,kaithakhandi,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,16,kaithakhandi,0,33.81,23.47,10.02,0,0,33.49,0.32,0.04,ganjam,digapahandi,kaithakhandi
6240,998,ganjam,yes,digapahandi,yes,karapada,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,17,karapada,0,9.8,9.34,0.46,0,0,9.8,0,0.35,ganjam,digapahandi,karapada
6241,999,ganjam,yes,digapahandi,yes,khamarigam,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,18,khamarigam,0,24.47,20.97,3.46,0.01,0,24.44,0.02,0.34,ganjam,digapahandi,khamarigam
6242,1000,ganjam,yes,digapahandi,yes,kotinada,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,19,kotinada,0,13.98,13.72,0.3,0,0,14.01,-0.04,0.42,ganjam,digapahandi,kotinada
6243,1001,ganjam,yes,digapahandi,yes,kusapada,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,20,kusapada,0,6.56,5.47,1.1,0,0,6.57,-0.01,0.08,ganjam,digapahandi,kusapada
6244,1002,ganjam,yes,digapahandi,yes,nimakhandipentha,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,21,nimakhandipentha,0,59.49,49.02,10.33,0.13,0,59.48,0.01,0.82,ganjam,digapahandi,nimakhandipentha
6245,1003,ganjam,yes,digapahandi,yes,padmanavpur,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,22,padmanavpur,0,21.59,19.36,2.24,0,0,21.6,-0.01,0.33,ganjam,digapahandi,padmanavpur
6246,1004,ganjam,yes,digapahandi,yes,phasiguda,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,23,phasiguda,0,16.13,14.47,1.66,0,0,16.13,0,0.11,ganjam,digapahandi,phasiguda
6247,1005,ganjam,yes,digapahandi,yes,sahadev tikarpada,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,24,sahadev tikarpada,0,26.84,22.26,4.59,0,0,26.84,0,0.22,ganjam,digapahandi,sahadev tikarpada
6248,1006,ganjam,yes,digapahandi,yes,sidheswar,yes,134,134 digapahandi,berhampur,odisha,ganjam,digapahandi,25,sidheswar,0,10.75,10.6,0.14,0,0,10.75,0,0.36,ganjam,digapahandi,sidheswar
6249,1120,ganjam,yes,kukudakhandi,yes,baghalati,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,3,baghalati,0,40.11,35.67,4.52,0,0,40.19,-0.08,0.26,ganjam,kukudakhandi,baghalati
6250,1118,ganjam,yes,kukudakhandi,yes,anantei,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,1,anantei,0,25.3,19.7,5.58,0,0,25.28,0.02,0,ganjam,kukudakhandi,anantei
6251,1119,ganjam,yes,kukudakhandi,yes,ankusapur,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,2,ankusapur,0,29.42,24.47,6.89,0,0,31.36,-1.94,0.12,ganjam,kukudakhandi,ankusapur
6252,1121,ganjam,yes,kukudakhandi,yes,balipada,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,4,balipada,0,41.76,30.5,11.27,0,0,41.76,0,0.04,ganjam,kukudakhandi,balipada
6253,1122,ganjam,yes,kukudakhandi,yes,banthapalli,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,5,banthapalli,0,26.26,20.39,5.88,0,0,26.26,0,0.15,ganjam,kukudakhandi,banthapalli
6254,1123,ganjam,yes,kukudakhandi,yes,baulojholi,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,6,baulojholi,0,33.85,26.02,7.83,0,0,33.85,0,0.36,ganjam,kukudakhandi,baulojholi
6255,1125,ganjam,yes,kukudakhandi,yes,dengapodar,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,8,dengapodar,0,33.54,30.61,2.93,0,0,33.54,0,0.41,ganjam,kukudakhandi,dengapodar
6256,1126,ganjam,yes,kukudakhandi,yes,dhakhinapur,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,9,dhakhinapur,0,16.96,11.79,5.17,0,0,16.96,0,0.05,ganjam,kukudakhandi,dhakhinapur
6257,1129,ganjam,yes,kukudakhandi,yes,jagadalapur,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,12,jagadalapur,0,6.01,4.54,1.49,0,0,6.02,-0.01,0,ganjam,kukudakhandi,jagadalapur
6258,1131,ganjam,yes,kukudakhandi,yes,kukudakhandi,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,14,kukudakhandi,0,20.08,13.02,7.06,0,0,20.08,0,0.06,ganjam,kukudakhandi,kukudakhandi
6259,1135,ganjam,yes,kukudakhandi,yes,masiakhali,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,18,masiakhali,0,10.24,7.98,2.26,0,0,10.24,0,0.3,ganjam,kukudakhandi,masiakhali
6260,1132,ganjam,yes,kukudakhandi,yes,lanjia,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,15,lanjia,0,18.33,15.23,5.64,0,0,20.87,-2.54,0.08,ganjam,kukudakhandi,lanjia
6261,1134,ganjam,yes,kukudakhandi,yes,lochapada,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,17,lochapada,0,9.64,5.94,3.65,0,0,9.6,0.04,0.13,ganjam,kukudakhandi,lochapada
6262,1138,ganjam,yes,kukudakhandi,yes,rohigam,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,21,rohigam,0,27.89,23.58,4.93,0,0,28.5,-0.61,0.13,ganjam,kukudakhandi,rohigam
6263,1130,ganjam,yes,kukudakhandi,yes,kankia,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,13,kankia,0,3.75,3.9,0.89,0,0,4.79,-1.04,0.09,ganjam,kukudakhandi,kankia
6264,1133,ganjam,yes,kukudakhandi,yes,lathi,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,16,lathi,0,12.48,8.92,3.56,0,0,12.48,0,0.05,ganjam,kukudakhandi,lathi
6265,1136,ganjam,yes,kukudakhandi,yes,mohada,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,19,mohada,0,19.49,15.29,6.28,0,0,21.57,-2.09,0,ganjam,kukudakhandi,mohada
6266,1139,ganjam,yes,kukudakhandi,yes,sihala,yes,134,134 digapahandi,berhampur,odisha,ganjam,kukudakhandi,22,sihala,0,31.92,26.87,5.05,0,0,31.92,0,0.35,ganjam,kukudakhandi,sihala
6267,1140,ganjam,yes,patrapur,yes,ambapur,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,1,ambapur,0,45.07,44.96,0,0,0,44.96,0.11,1.98,ganjam,patrapur,ambapur
6268,1141,ganjam,yes,patrapur,yes,ankuli,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,2,ankuli,1,24.29,15.77,7.57,0,0,23.34,0.96,0.37,ganjam,patrapur,ankuli
6269,1142,ganjam,yes,patrapur,yes,b.nuagam,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,3,b.nuagam,0,20.39,20.07,0.32,0,0,20.39,0,0.21,ganjam,patrapur,b.nuagam
6270,1143,ganjam,yes,patrapur,yes,badapur,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,4,badapur,0,22.28,19.14,3.14,0,0,22.28,0,0.16,ganjam,patrapur,badapur
6271,1144,ganjam,yes,patrapur,yes,baranga,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,5,baranga,0,61.86,61.86,0,0,0,61.86,0,1.22,ganjam,patrapur,baranga
6272,1145,ganjam,yes,patrapur,yes,buratala,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,6,buratala,0,26.98,24.88,2.11,0,0,26.98,0,0.36,ganjam,patrapur,buratala
6273,1146,ganjam,yes,patrapur,yes,gudipadara,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,7,gudipadara,0,9.06,9.05,0,0,0,9.05,0.02,0.05,ganjam,patrapur,gudipadara
6274,1147,ganjam,yes,patrapur,yes,gundura,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,8,gundura,0,26.92,21.64,5.27,0,0,26.92,0,0.33,ganjam,patrapur,gundura
6275,1148,ganjam,yes,patrapur,yes,jarada,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,9,jarada,0,16.62,16.62,0,0,0,16.62,0,0.21,ganjam,patrapur,jarada
6276,1149,ganjam,yes,patrapur,yes,jayantipur,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,10,jayantipur,0,6.41,5.68,0.63,0,0,6.31,0.1,0.58,ganjam,patrapur,jayantipur
6277,1150,ganjam,yes,patrapur,yes,kesaripada,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,11,kesaripada,0,41.84,36.77,4.98,0,0,41.75,0.09,2.85,ganjam,patrapur,kesaripada
6278,1151,ganjam,yes,patrapur,yes,khamarigam,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,12,khamarigam,0,36.45,35.06,1.39,0,0,36.45,0,0.23,ganjam,patrapur,khamarigam
6279,1152,ganjam,yes,patrapur,yes,kharanipada,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,13,kharanipada,0,15.67,12.03,3.64,0,0,15.67,0,0.07,ganjam,patrapur,kharanipada
6280,1153,ganjam,yes,patrapur,yes,khariaguda,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,14,khariaguda,0,51.17,43.2,7.96,0,0,51.17,0,0.31,ganjam,patrapur,khariaguda
6281,1154,ganjam,yes,patrapur,yes,mandarada,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,15,mandarada,0,48.87,45.08,3.64,0,0,48.71,0.16,1.84,ganjam,patrapur,mandarada
6282,1155,ganjam,yes,patrapur,yes,padadigi,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,16,padadigi,0,18.36,18.36,0,0,0,18.36,0,0.3,ganjam,patrapur,padadigi
6283,1156,ganjam,yes,patrapur,yes,patrapur,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,17,patrapur,0,47.06,41.26,5.76,0,0,47.02,0.04,0.3,ganjam,patrapur,patrapur
6284,1157,ganjam,yes,patrapur,yes,samantarapur,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,18,samantarapur,0,12.77,12.77,0,0,0,12.77,0,0.15,ganjam,patrapur,samantarapur
6285,1158,ganjam,yes,patrapur,yes,samantiapalli,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,19,samantiapalli,0,60.13,52.5,7.59,0,0,60.09,0.04,0.97,ganjam,patrapur,samantiapalli
6286,1159,ganjam,yes,patrapur,yes,surangi,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,20,surangi,0,127.39,83.9,43.49,0,0,127.39,0,1.02,ganjam,patrapur,surangi
6287,1160,ganjam,yes,patrapur,yes,tandipur,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,21,tandipur,2.85,39.54,28.64,8.05,0,0,36.69,2.85,0.65,ganjam,patrapur,tandipur
6288,1161,ganjam,yes,patrapur,yes,tumbagada,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,22,tumbagada,0,19.22,19.22,0,0,0,19.22,0,0.08,ganjam,patrapur,tumbagada
6289,1162,ganjam,yes,patrapur,yes,turubudi,yes,135,135 chikiti,berhampur,odisha,ganjam,patrapur,23,turubudi,0,63.96,37.51,26.15,0.12,0,63.78,0.18,0.99,ganjam,patrapur,turubudi
6290,947,ganjam,yes,chikiti,yes,chandapur,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,1,chandapur,0,47.73,33.67,14.07,0,0,47.74,-0.01,0.22,ganjam,chikiti,chandapur
6291,948,ganjam,yes,chikiti,yes,ekasingi,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,2,ekasingi,0,33.25,32.15,1.1,0,0,33.25,0,0,ganjam,chikiti,ekasingi
6292,949,ganjam,yes,chikiti,yes,girisola,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,3,girisola,0,84.48,78.52,6.04,0,0,84.56,-0.08,0.07,ganjam,chikiti,girisola
6293,950,ganjam,yes,chikiti,yes,gobindanagar,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,4,gobindanagar,0,43.1,41.2,1.9,0,0,43.1,0,0.41,ganjam,chikiti,gobindanagar
6294,951,ganjam,yes,chikiti,yes,jhatipadar,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,5,jhatipadar,0,99.53,79.24,20.34,0,0,99.58,-0.05,0.22,ganjam,chikiti,jhatipadar
6295,952,ganjam,yes,chikiti,yes,k.nuagam,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,6,k.nuagam,0,92.72,68.9,23.82,0,0,92.72,0,0.1,ganjam,chikiti,k.nuagam
6296,953,ganjam,yes,chikiti,yes,kalabada,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,7,kalabada,0,55.87,51.04,4.53,0,0,55.57,0.3,0.06,ganjam,chikiti,kalabada
6297,954,ganjam,yes,chikiti,yes,katuru,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,8,katuru,0,81.28,73.05,8.24,0,0,81.29,-0.01,0.03,ganjam,chikiti,katuru
6298,955,ganjam,yes,chikiti,yes,kotilingi,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,9,kotilingi,0,62.02,58.23,3.85,0,0,62.07,-0.06,0.32,ganjam,chikiti,kotilingi
6299,956,ganjam,yes,chikiti,yes,lalamenta,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,10,lalamenta,0,66.15,58.3,7.86,0,0,66.16,-0.01,0.31,ganjam,chikiti,lalamenta
6300,957,ganjam,yes,chikiti,yes,nuapada,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,11,nuapada,0,22.42,17.5,4.93,0,0,22.42,0,0.02,ganjam,chikiti,nuapada
6301,958,ganjam,yes,chikiti,yes,pitatali,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,12,pitatali,0,109.87,99.19,10.65,0,0,109.85,0.02,0.68,ganjam,chikiti,pitatali
6302,959,ganjam,yes,chikiti,yes,r.subani,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,13,r.subani,0,49.43,49.12,0.44,0,0,49.56,-0.12,0,ganjam,chikiti,r.subani
