g_match_id,s_id,g_district,district_mapped,g_block,block_mapped,g_gp,gp_mapped,g_ac_id,g_ac,g_pc,s_state,s_district,s_block,Sl. No,s_gp,SC,ST,Minority,Others,Total,updated_district_name,updated_block_name,updated_gp_name
4927,4031,kendrapara,yes,rajkanika,yes,jagulai pada,yes,98,98 aul,kendrapara,odisha,kendrapara,rajkanika,12,jagulai pada,34.3,0,0,60.1,94.4,kendrapara,rajkanika,jagulai pada
4928,4032,kendrapara,yes,rajkanika,yes,jayanagar,yes,98,98 aul,kendrapara,odisha,kendrapara,rajkanika,13,jayanagar,20.3,0,0,92.9,113.2,kendrapara,rajkanika,jayanagar
4929,4033,kendrapara,yes,rajkanika,yes,kanta pada,yes,98,98 aul,kendrapara,odisha,kendrapara,rajkanika,14,kanta pada,10.9,0,0,48,58.9,kendrapara,rajkanika,kanta pada
4930,4034,kendrapara,yes,rajkanika,yes,katana bania,yes,98,98 aul,kendrapara,odisha,kendrapara,rajkanika,15,katana bania,12.4,0,0,121.3,133.7,kendrapara,rajkanika,katana bania
4931,4035,kendrapara,yes,rajkanika,yes,koilipur,yes,98,98 aul,kendrapara,odisha,kendrapara,rajkanika,16,koilipur,15,0,2.4,88.8,106.2,kendrapara,rajkanika,koilipur
4932,4036,kendrapara,yes,rajkanika,yes,koranda,yes,98,98 aul,kendrapara,odisha,kendrapara,rajkanika,17,koranda,17.7,0,0,60.2,77.9,kendrapara,rajkanika,koranda
4933,4037,kendrapara,yes,rajkanika,yes,nahuni,yes,98,98 aul,kendrapara,odisha,kendrapara,rajkanika,18,nahuni,50.1,0,0,90,140.1,kendrapara,rajkanika,nahuni
4934,4038,kendrapara,yes,rajkanika,yes,namatara,yes,98,98 aul,kendrapara,odisha,kendrapara,rajkanika,19,namatara,10.2,0,0,19.2,29.4,kendrapara,rajkanika,namatara
4935,4039,kendrapara,yes,rajkanika,yes,olaver,yes,98,98 aul,kendrapara,odisha,kendrapara,rajkanika,20,olaver,4.6,0,4.7,31.4,40.7,kendrapara,rajkanika,olaver
4936,4040,kendrapara,yes,rajkanika,yes,padhanapada,yes,98,98 aul,kendrapara,odisha,kendrapara,rajkanika,21,padhanapada,42.7,0,0,25.4,68.1,kendrapara,rajkanika,padhanapada
4937,4041,kendrapara,yes,rajkanika,yes,panasa ganda,yes,98,98 aul,kendrapara,odisha,kendrapara,rajkanika,22,panasa ganda,26.8,0,0,29,55.8,kendrapara,rajkanika,panasa ganda
4938,4042,kendrapara,yes,rajkanika,yes,parinuapada habalganda,yes,98,98 aul,kendrapara,odisha,kendrapara,rajkanika,23,parinuapada habalganda,8.9,0,0,39.2,48.1,kendrapara,rajkanika,parinuapada habalganda
4939,4043,kendrapara,yes,rajkanika,yes,pegarapada,yes,98,98 aul,kendrapara,odisha,kendrapara,rajkanika,24,pegarapada,20,0,0,18.1,38.1,kendrapara,rajkanika,pegarapada
4940,4044,kendrapara,yes,rajkanika,yes,sihopada,yes,98,98 aul,kendrapara,odisha,kendrapara,rajkanika,25,sihopada,15,0,0,26.3,41.3,kendrapara,rajkanika,sihopada
4941,4045,kendrapara,yes,rajkanika,yes,siko,yes,98,98 aul,kendrapara,odisha,kendrapara,rajkanika,26,siko,42.8,0,0,69.9,112.7,kendrapara,rajkanika,siko
4942,4046,kendrapara,yes,rajkanika,yes,taras,yes,98,98 aul,kendrapara,odisha,kendrapara,rajkanika,27,taras,8,0,0,34.1,42.1,kendrapara,rajkanika,taras
4943,4047,kendrapara,yes,rajkanika,yes,trilokyapur,yes,98,98 aul,kendrapara,odisha,kendrapara,rajkanika,28,trilokyapur,29.2,0,0,110.1,139.3,kendrapara,rajkanika,trilokyapur
4944,4048,kendrapara,yes,rajkanika,yes,varigada,yes,98,98 aul,kendrapara,odisha,kendrapara,rajkanika,29,varigada,8.4,0,0,53.9,62.3,kendrapara,rajkanika,varigada
4945,4049,kendrapara,yes,rajanagar,yes,baghamari,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,1,baghamari,2.6,0,0,77.8,80.4,kendrapara,rajanagar,baghamari
4946,4050,kendrapara,yes,rajanagar,yes,balisahipatana,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,2,balisahipatana,2.1,0,0,62.3,64.4,kendrapara,rajanagar,balisahipatana
4947,4051,kendrapara,yes,rajanagar,yes,bandhapada,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,3,bandhapada,22.6,0,0,56.5,79.1,kendrapara,rajanagar,bandhapada
4948,4052,kendrapara,yes,rajanagar,yes,belpal,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,4,belpal,1.7,0,0,31.3,33,kendrapara,rajanagar,belpal
4949,4053,kendrapara,yes,rajanagar,yes,bhitargarh,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,5,bhitargarh,6.1,0.3,0,79,85.4,kendrapara,rajanagar,bhitargarh
4950,4054,kendrapara,yes,rajanagar,yes,brahmana sahi,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,6,brahmana sahi,7.5,0,0,82,89.5,kendrapara,rajanagar,brahmana sahi
4951,4055,kendrapara,yes,rajanagar,yes,chandi baunsamula,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,7,chandi baunsamula,3.4,0,0,83.6,87,kendrapara,rajanagar,chandi baunsamula
4952,4056,kendrapara,yes,rajanagar,yes,dangamala,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,8,dangamala,8,9.6,0.7,48.7,67,kendrapara,rajanagar,dangamala
4953,4057,kendrapara,yes,rajanagar,yes,dera,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,9,dera,0,0,0,45.3,45.3,kendrapara,rajanagar,dera
4954,4058,kendrapara,yes,rajanagar,yes,ghadiamal,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,10,ghadiamal,2.3,0,0,69,71.3,kendrapara,rajanagar,ghadiamal
4955,4059,kendrapara,yes,rajanagar,yes,gupti,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,11,gupti,20,0,0,114.4,134.4,kendrapara,rajanagar,gupti
4956,4060,kendrapara,yes,rajanagar,yes,hatina,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,12,hatina,4.4,0,0,58,62.4,kendrapara,rajanagar,hatina
4957,4061,kendrapara,yes,rajanagar,yes,iswarpur,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,13,iswarpur,26.3,0,0,80.2,106.5,kendrapara,rajanagar,iswarpur
4958,4062,kendrapara,yes,rajanagar,yes,kandira,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,14,kandira,6.1,0,0,90.8,96.9,kendrapara,rajanagar,kandira
4959,4063,kendrapara,yes,rajanagar,yes,keradagarh,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,15,keradagarh,0,0,10,33.8,43.8,kendrapara,rajanagar,keradagarh
4960,4064,kendrapara,yes,rajanagar,yes,keruapal,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,16,keruapal,2.9,0,0,62.2,65.1,kendrapara,rajanagar,keruapal
4961,4065,kendrapara,yes,rajanagar,yes,khamarsahi,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,17,khamarsahi,4.8,0,0,39.4,44.2,kendrapara,rajanagar,khamarsahi
4962,4066,kendrapara,yes,rajanagar,yes,koili pur,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,18,koili pur,24.7,0,0,93,117.7,kendrapara,rajanagar,koili pur
4963,4067,kendrapara,yes,rajanagar,yes,krushannagar,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,19,krushannagar,4.2,3.8,5.4,46.5,59.9,kendrapara,rajanagar,krushannagar
4964,4068,kendrapara,yes,rajanagar,yes,kurunti,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,20,kurunti,8.6,0,0,103.6,112.2,kendrapara,rajanagar,kurunti
4965,4069,kendrapara,yes,rajanagar,yes,mahisasura,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,21,mahisasura,1,0,0,48.2,49.2,kendrapara,rajanagar,mahisasura
4966,4070,kendrapara,yes,rajanagar,yes,mahulia,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,22,mahulia,8.1,0,0,74.7,82.8,kendrapara,rajanagar,mahulia
4967,4071,kendrapara,yes,rajanagar,yes,ostia,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,23,ostia,9.7,0,0,76.8,86.5,kendrapara,rajanagar,ostia
4968,4072,kendrapara,yes,rajanagar,yes,rajnagar,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,24,rajnagar,29.4,0,0,23.9,53.3,kendrapara,rajanagar,rajnagar
4969,4073,kendrapara,yes,rajanagar,yes,rajpur,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,25,rajpur,13.7,0,0,47.7,61.4,kendrapara,rajanagar,rajpur
4970,4074,kendrapara,yes,rajanagar,yes,rangani,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,26,rangani,8.8,8.2,5.8,66.5,89.3,kendrapara,rajanagar,rangani
4971,4075,kendrapara,yes,rajanagar,yes,sanbada gopalpur,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,27,sanbada gopalpur,2.3,0,0,56.3,58.6,kendrapara,rajanagar,sanbada gopalpur
4972,4077,kendrapara,yes,rajanagar,yes,satabhaya (bagapatia),yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,29,satabhaya (bagapatia),NA,NA,NA,NA,NA,kendrapara,rajanagar,satabhaya (bagapatia)
4973,4076,kendrapara,yes,rajanagar,yes,talachua,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,rajanagar,28,talachua,3.1,0.2,3.8,51.1,58.2,kendrapara,rajanagar,talachua
4974,3993,kendrapara,yes,pattamundai,yes,bachhara,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,pattamundai,5,bachhara,2,0,0,4.5,6.5,kendrapara,pattamundai,bachhara
4975,4018,kendrapara,yes,pattamundai,yes,srirampur,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,pattamundai,30,srirampur,9.1,0,0,31.9,41,kendrapara,pattamundai,srirampur
4976,4002,kendrapara,yes,pattamundai,yes,damarpur,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,pattamundai,14,damarpur,2.3,0,1.9,10.6,14.8,kendrapara,pattamundai,damarpur
4977,4015,kendrapara,yes,pattamundai,yes,sansarfal,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,pattamundai,27,sansarfal,1.8,0,0,24.9,26.7,kendrapara,pattamundai,sansarfal
4978,4009,kendrapara,yes,pattamundai,yes,khanata,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,pattamundai,21,khanata,13,0,0,43.4,56.4,kendrapara,pattamundai,khanata
4979,4012,kendrapara,yes,pattamundai,yes,oupada,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,pattamundai,24,oupada,13.6,0,0,54.4,68,kendrapara,pattamundai,oupada
4980,4001,kendrapara,yes,pattamundai,yes,chandan nagar,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,pattamundai,13,chandan nagar,28,0,0,87.5,115.5,kendrapara,pattamundai,chandan nagar
4981,4016,kendrapara,yes,pattamundai,yes,sasana,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,pattamundai,28,sasana,43.7,0,0,29.7,73.4,kendrapara,pattamundai,sasana
4982,4005,kendrapara,yes,pattamundai,yes,dosia,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,pattamundai,17,dosia,18.9,0,0,43.7,62.6,kendrapara,pattamundai,dosia
4983,4008,kendrapara,yes,pattamundai,yes,khadianta,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,pattamundai,20,khadianta,9.3,0,0,19.5,28.8,kendrapara,pattamundai,khadianta
4984,4006,kendrapara,yes,pattamundai,yes,gangarampur,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,pattamundai,18,gangarampur,43.4,0,0,21.3,64.7,kendrapara,pattamundai,gangarampur
4985,3992,kendrapara,yes,pattamundai,yes,aradapali,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,pattamundai,4,aradapali,20.1,0,0,18.5,38.6,kendrapara,pattamundai,aradapali
4986,4007,kendrapara,yes,pattamundai,yes,kakharuni,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,pattamundai,19,kakharuni,15.1,0,0,8,23.1,kendrapara,pattamundai,kakharuni
4987,4014,kendrapara,yes,pattamundai,yes,sanajaria,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,pattamundai,26,sanajaria,26.9,0,3.2,98.7,128.8,kendrapara,pattamundai,sanajaria
4988,3996,kendrapara,yes,pattamundai,yes,badapada,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,pattamundai,8,badapada,17.2,0,0,32.2,49.4,kendrapara,pattamundai,badapada
4989,4000,kendrapara,yes,pattamundai,yes,bilikana,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,pattamundai,12,bilikana,22.8,0,0,83.6,106.4,kendrapara,pattamundai,bilikana
4990,3994,kendrapara,yes,pattamundai,yes,badamohanpur,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,pattamundai,6,badamohanpur,25.4,0,0,57.6,83,kendrapara,pattamundai,badamohanpur
4991,4004,kendrapara,yes,pattamundai,yes,dihudipur,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,pattamundai,16,dihudipur,7,0,0,20.9,27.9,kendrapara,pattamundai,dihudipur
4992,3997,kendrapara,yes,pattamundai,yes,balabhadrapur,yes,99,99 rajanagar,kendrapara,odisha,kendrapara,pattamundai,9,balabhadrapur,15.6,0,0,19.9,35.5,kendrapara,pattamundai,balabhadrapur
4993,3933,kendrapara,yes,mahakalapada,yes,alailo,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,1,alailo,18.7,0,0,15.1,33.8,kendrapara,mahakalapada,alailo
4994,3934,kendrapara,yes,mahakalapada,yes,ameipal,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,2,ameipal,11,0,0,21.5,32.5,kendrapara,mahakalapada,ameipal
4995,3935,kendrapara,yes,mahakalapada,yes,badakula,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,3,badakula,7.6,0,0,32.1,39.7,kendrapara,mahakalapada,badakula
4996,3936,kendrapara,yes,mahakalapada,yes,badihi,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,4,badihi,6.1,0,0,25.1,31.2,kendrapara,mahakalapada,badihi
4997,3937,kendrapara,yes,mahakalapada,yes,balipal,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,5,balipal,19.1,0,0,34.3,53.4,kendrapara,mahakalapada,balipal
4998,3938,kendrapara,yes,mahakalapada,yes,baradanga,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,6,baradanga,18.6,0,0.5,77.3,96.4,kendrapara,mahakalapada,baradanga
4999,3939,kendrapara,yes,mahakalapada,yes,barakandha,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,7,barakandha,10.7,0,0,46,56.7,kendrapara,mahakalapada,barakandha
5000,3940,kendrapara,yes,mahakalapada,yes,batighar,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,8,batighar,0,0,0,49.4,49.4,kendrapara,mahakalapada,batighar
5001,3941,kendrapara,yes,mahakalapada,yes,baulakani,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,9,baulakani,14,12.6,14,38.2,78.8,kendrapara,mahakalapada,baulakani
5002,3942,kendrapara,yes,mahakalapada,yes,bijayanagar,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,10,bijayanagar,23.8,0,0,37,60.8,kendrapara,mahakalapada,bijayanagar
5003,3943,kendrapara,yes,mahakalapada,yes,deulapada,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,11,deulapada,52.8,0,2.9,97.9,153.6,kendrapara,mahakalapada,deulapada
5004,3944,kendrapara,yes,mahakalapada,yes,gadaromit,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,12,gadaromit,6.4,0,0,13.9,20.3,kendrapara,mahakalapada,gadaromit
5005,3945,kendrapara,yes,mahakalapada,yes,gagua,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,13,gagua,12.8,0,0,80.6,93.4,kendrapara,mahakalapada,gagua
5006,3946,kendrapara,yes,mahakalapada,yes,jadupur,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,14,jadupur,15.4,0,0,24.1,39.5,kendrapara,mahakalapada,jadupur
5007,3947,kendrapara,yes,mahakalapada,yes,jamboo,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,15,jamboo,30.4,0.7,0,75.3,106.4,kendrapara,mahakalapada,jamboo
5008,3948,kendrapara,yes,mahakalapada,yes,jayachandrapur,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,16,jayachandrapur,20.6,0,0,25.2,45.8,kendrapara,mahakalapada,jayachandrapur
5009,3949,kendrapara,yes,mahakalapada,yes,kansar and kansar bada dandua,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,17,kansar and kansar bada dandua,6.7,0.2,0,53.1,60,kendrapara,mahakalapada,kansar and kansar bada dandua
5010,3950,kendrapara,yes,mahakalapada,yes,karnja,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,18,karnja,17,0,0,35.2,52.2,kendrapara,mahakalapada,karnja
5011,3951,kendrapara,yes,mahakalapada,yes,kharinasi,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,19,kharinasi,21.5,5.8,0,55.3,82.6,kendrapara,mahakalapada,kharinasi
5012,3952,kendrapara,yes,mahakalapada,yes,khurusia,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,20,khurusia,3.1,0,0,10.8,13.9,kendrapara,mahakalapada,khurusia
5013,3953,kendrapara,yes,mahakalapada,yes,mahakalapada,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,21,mahakalapada,12.9,0,0,39.9,52.8,kendrapara,mahakalapada,mahakalapada
5014,3954,kendrapara,yes,mahakalapada,yes,mangalpur,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,22,mangalpur,17.9,0,0,21.1,39,kendrapara,mahakalapada,mangalpur
5015,3955,kendrapara,yes,mahakalapada,yes,nanjura,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,23,nanjura,5.2,6.2,0,65.1,76.5,kendrapara,mahakalapada,nanjura
5016,3956,kendrapara,yes,mahakalapada,yes,patalipanka,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,24,patalipanka,13.5,0,0,17.9,31.4,kendrapara,mahakalapada,patalipanka
5017,3957,kendrapara,yes,mahakalapada,yes,petachhela,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,25,petachhela,8.1,7,0,29.7,44.8,kendrapara,mahakalapada,petachhela
5018,3958,kendrapara,yes,mahakalapada,yes,rajagada,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,26,rajagada,14.8,0,2.1,36.5,53.4,kendrapara,mahakalapada,rajagada
5019,3959,kendrapara,yes,mahakalapada,yes,ramanagar,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,27,ramanagar,24.9,2.9,1.8,37.4,67,kendrapara,mahakalapada,ramanagar
5020,3960,kendrapara,yes,mahakalapada,yes,suniti,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,28,suniti,22.3,0,0,75.7,98,kendrapara,mahakalapada,suniti
5021,3961,kendrapara,yes,mahakalapada,yes,teragan,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,29,teragan,12.7,0,0,40.8,53.5,kendrapara,mahakalapada,teragan
5022,3964,kendrapara,yes,mahakalapada,yes,lanjura,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,32,lanjura,NA,NA,NA,NA,NA,kendrapara,mahakalapada,lanjura
5023,3962,kendrapara,yes,mahakalapada,yes,tikarapanga,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,30,tikarapanga,6.5,0,0,12.9,19.4,kendrapara,mahakalapada,tikarapanga
5024,3963,kendrapara,yes,mahakalapada,yes,tikhiri,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,mahakalapada,31,tikhiri,18.1,0,0,41.2,59.3,kendrapara,mahakalapada,tikhiri
5025,3987,kendrapara,yes,marsaghai,yes,silipur,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,marsaghai,23,silipur,10.1,0,0,46.4,56.5,kendrapara,marsaghai,silipur
5026,3973,kendrapara,yes,marsaghai,yes,dasipur,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,marsaghai,9,dasipur,0,0,0,24.3,24.3,kendrapara,marsaghai,dasipur
5027,3974,kendrapara,yes,marsaghai,yes,dumuka,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,marsaghai,10,dumuka,16,0,0,16.3,32.3,kendrapara,marsaghai,dumuka
5028,3983,kendrapara,yes,marsaghai,yes,marshaghai,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,marsaghai,19,marshaghai,36.7,0,0,21.2,57.9,kendrapara,marsaghai,marshaghai
5029,3975,kendrapara,yes,marsaghai,yes,garajanga,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,marsaghai,11,garajanga,15.5,0,0,55.9,71.4,kendrapara,marsaghai,garajanga
5030,3988,kendrapara,yes,marsaghai,yes,talasanga,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,marsaghai,24,talasanga,11.1,0,0,45.2,56.3,kendrapara,marsaghai,talasanga
5031,3985,kendrapara,yes,marsaghai,yes,parakula,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,marsaghai,21,parakula,15.7,0,0,71.6,87.3,kendrapara,marsaghai,parakula
5032,3966,kendrapara,yes,marsaghai,yes,akhuadakhin,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,marsaghai,2,akhuadakhin,9.9,0,0,39.3,49.2,kendrapara,marsaghai,akhuadakhin
5033,3986,kendrapara,yes,marsaghai,yes,raghabapur,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,marsaghai,22,raghabapur,0,0,0,0.6,0.6,kendrapara,marsaghai,raghabapur
5034,3968,kendrapara,yes,marsaghai,yes,antei,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,marsaghai,4,antei,0.9,0,0,4.5,5.4,kendrapara,marsaghai,antei
5035,3971,kendrapara,yes,marsaghai,yes,batira,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,marsaghai,7,batira,2,0,0,2.4,4.4,kendrapara,marsaghai,batira
5036,3972,kendrapara,yes,marsaghai,yes,beruhan,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,marsaghai,8,beruhan,12.9,0,0,39.8,52.7,kendrapara,marsaghai,beruhan
5037,3976,kendrapara,yes,marsaghai,yes,hindulia,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,marsaghai,12,hindulia,7.5,0,0,16.9,24.4,kendrapara,marsaghai,hindulia
5038,3982,kendrapara,yes,marsaghai,yes,manikunda,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,marsaghai,18,manikunda,2.4,0,0,20.3,22.7,kendrapara,marsaghai,manikunda
5039,3967,kendrapara,yes,marsaghai,yes,angulai,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,marsaghai,3,angulai,0.7,0,0,26.9,27.6,kendrapara,marsaghai,angulai
5040,3980,kendrapara,yes,marsaghai,yes,kuhudi,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,marsaghai,16,kuhudi,20.9,0,0,32.2,53.1,kendrapara,marsaghai,kuhudi
5041,3981,kendrapara,yes,marsaghai,yes,mangarajpur,yes,100,100 mahakalapada,kendrapara,odisha,kendrapara,marsaghai,17,mangarajpur,4,0,0,80.5,84.5,kendrapara,marsaghai,mangarajpur
5042,1569,cuttack,yes,barang,yes,nagari,yes,92,92 niali (sc),jagatsinghpur (sc),odisha,cuttack,barang,11,nagari,9.9,0,0,8.9,18.8,cuttack,barang,nagari
5043,1574,cuttack,yes,barang,yes,usuma,yes,92,92 niali (sc),jagatsinghpur (sc),odisha,cuttack,barang,16,usuma,0.6,0,0,4,4.6,cuttack,barang,usuma
5044,1562,cuttack,yes,barang,yes,khalarda,yes,92,92 niali (sc),jagatsinghpur (sc),odisha,cuttack,barang,4,khalarda,0.7,0,1.8,9.2,11.7,cuttack,barang,khalarda
5045,1563,cuttack,yes,barang,yes,korkora,yes,92,92 niali (sc),jagatsinghpur (sc),odisha,cuttack,barang,5,korkora,1,0,0,2,3,cuttack,barang,korkora
5046,1572,cuttack,yes,barang,yes,sainso,yes,92,92 niali (sc),jagatsinghpur (sc),odisha,cuttack,barang,14,sainso,29.2,0,16,12.4,57.6,cuttack,barang,sainso
5047,1565,cuttack,yes,barang,yes,kurangpradhan,yes,92,92 niali (sc),jagatsinghpur (sc),odisha,cuttack,barang,7,kurangpradhan,16.9,2.9,9.3,5.5,34.6,cuttack,barang,kurangpradhan
5048,1566,cuttack,yes,barang,yes,kurangsasan,yes,92,92 niali (sc),jagatsinghpur (sc),odisha,cuttack,barang,8,kurangsasan,26.8,4.7,6.1,14,51.6,cuttack,barang,kurangsasan
5049,1561,cuttack,yes,barang,yes,harianta,yes,92,92 niali (sc),jagatsinghpur (sc),odisha,cuttack,barang,3,harianta,32.1,0,0,41.5,73.6,cuttack,barang,harianta
5050,1598,cuttack,yes,kantapada,yes,adaspur,yes,92,92 niali (sc),jagatsinghpur (sc),odisha,cuttack,kantapada,1,adaspur,4.3,0,0,6.2,10.5,cuttack,kantapada,adaspur
5051,1599,cuttack,yes,kantapada,yes,bada patasundarpur,yes,92,92 niali (sc),jagatsinghpur (sc),odisha,cuttack,kantapada,2,bada patasundarpur,0.9,0,0,4.6,5.5,cuttack,kantapada,bada patasundarpur
5052,1600,cuttack,yes,kantapada,yes,bagalpur,yes,92,92 niali (sc),jagatsinghpur (sc),odisha,cuttack,kantapada,3,bagalpur,1.2,0,0,0.7,1.9,cuttack,kantapada,bagalpur
5053,1601,cuttack,yes,kantapada,yes,brahamanabati,yes,92,92 niali (sc),jagatsinghpur (sc),odisha,cuttack,kantapada,4,brahamanabati,0.7,0,0,3,3.7,cuttack,kantapada,brahamanabati
5054,1602,cuttack,yes,kantapada,yes,brahmansailo,yes,92,92 niali (sc),jagatsinghpur (sc),odisha,cuttack,kantapada,5,brahmansailo,3.7,0,0,2.2,5.9,cuttack,kantapada,brahmansailo
5055,1603,cuttack,yes,kantapada,yes,dimiri,yes,92,92 niali (sc),jagatsinghpur (sc),odisha,cuttack,kantapada,6,dimiri,7,0,0,4.6,11.6,cuttack,kantapada,dimiri
5056,1604,cuttack,yes,kantapada,yes,govindpur,yes,92,92 niali (sc),jagatsinghpur (sc),odisha,cuttack,kantapada,7,govindpur,8.2,0,1.2,4.8,14.2,cuttack,kantapada,govindpur
5057,1605,cuttack,yes,kantapada,yes,jharpada,yes,92,92 niali (sc),jagatsinghpur (sc),odisha,cuttack,kantapada,8,jharpada,1.3,0,0,1.6,2.9,cuttack,kantapada,jharpada
