s_state,s_district,s_ulb,s_block,s_gp,Total_IGNOAPS,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,cuttack,choudwar urban,choudwar urban,ward-19,0.85,308,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-2,9.14,309,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-3,4.94,310,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-4,5.82,311,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-5,3.8,312,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-6,2.77,313,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-7,3.84,314,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-8,4.95,315,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-9,1.7,316,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 1,21.48,317,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 10,23.02,318,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 11,14.28,319,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 12,25.2,320,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 13,68.69,321,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 14,33.97,322,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 15,12.23,323,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 16,19.19,324,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 17,40.91,325,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 18,17.09,326,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 19,12.89,327,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 2,0.45,328,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 20,27.42,329,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 21,44.31,330,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 22,10.6,331,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 23,40.46,332,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 24,61.3,333,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 25,22.56,334,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 26,42.36,335,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 27,44.2,336,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 28,3.68,337,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 29,44.64,338,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 3,91.46,339,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 30,7.94,340,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 31,30,341,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 32,7.38,342,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 33,26.99,343,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 34,44.22,344,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 35,2.96,345,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 36,17.54,346,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 37,24.37,347,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 38,21.36,348,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 39,34.56,349,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 4,1.86,350,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 40,41.09,351,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 41,36.41,352,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 42,59.41,353,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 43,70.08,354,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 44,10.78,355,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 45,68.12,356,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 46,61.21,357,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 47,10.68,358,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 48,70.85,359,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 49,89.43,360,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 5,0.45,361,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 50,2.94,362,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 51,98.54,363,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 52,25.63,364,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 53,15.67,365,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 54,363.49,366,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 55,77.54,367,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 56,113.59,368,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 57,35.42,369,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 58,119.59,370,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 59,43.19,371,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 6,11.18,372,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 7,19.64,373,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 8,28.65,374,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 9,7.82,375,cuttack,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 1,8.02,376,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 10,1.56,377,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 11,0.62,378,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 2,0.55,379,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 3,0.77,380,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 4,2.38,381,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 5,1.09,382,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 6,1.48,383,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 7,2.56,384,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 8,1.93,385,deogarh,NA,NA
odisha,deogarh,deogarh urban,deogarh urban,ward 9,9.23,386,deogarh,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-1,8.92,387,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-10,9.21,388,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-11,1.13,389,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-12,11.82,390,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-13,2.89,391,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-14,7.19,392,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-15,9.36,393,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-16,2.27,394,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-2,8.26,395,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-3,7.04,396,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-4,3.24,397,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-5,6.93,398,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-6,11.86,399,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-7,3.46,400,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-8,8.92,401,dhenkanal,NA,NA
odisha,dhenkanal,hindol urban,hindol urban,ward-9,4.99,402,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 1,11.2,403,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 10,3.83,404,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 11,11.11,405,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 12,5.32,406,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 13,8.25,407,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 14,11.84,408,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 15,6.58,409,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 2,3.89,410,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 3,3.49,411,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 4,3.75,412,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 5,3.28,413,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 6,1.76,414,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 7,0.44,415,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 8,0.67,416,dhenkanal,NA,NA
odisha,dhenkanal,kamakhyanagar urban,kamakhyanagar urban,ward 9,3.9,417,dhenkanal,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 1,1.1,418,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 10,1.74,419,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 11,1.27,420,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 12,4.02,421,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 13,5.34,422,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 2,2.81,423,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 3,1.92,424,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 4,4.44,425,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 5,4.03,426,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 6,4.96,427,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 7,1.56,428,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 8,4.03,429,gajapati,NA,NA
odisha,gajapati,kashinagar nac,kashinagar nac,ward 9,0.95,430,gajapati,NA,NA
odisha,gajapati,paralakhemundi urban,paralakhemundi urban,ward 1,57.22,431,gajapati,NA,NA
odisha,gajapati,paralakhemundi urban,paralakhemundi urban,ward 10,1.29,432,gajapati,NA,NA
odisha,gajapati,paralakhemundi urban,paralakhemundi urban,ward 8,0.29,433,gajapati,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-1,3.34,434,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-10,1.97,435,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-11,0.23,436,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-12,3.72,437,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-13,4.62,438,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-2,4.56,439,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-3,4.24,440,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-4,3.82,441,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-5,3.13,442,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-6,2.64,443,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-7,2.97,444,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-8,4.18,445,ganjam,NA,NA
odisha,ganjam,bellaguntha nac,bellaguntha nac,ward-9,2.78,446,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-1,61.23,447,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-10,45.23,448,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-11,63.13,449,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-12,6.52,450,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-13,42.72,451,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-14,13.84,452,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-15,12.93,453,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-16,58.36,454,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-17,35.38,455,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-18,40.58,456,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-19,20.05,457,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-2,24.75,458,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-20,27.24,459,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-21,0.56,460,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-22,11.19,461,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-23,7,462,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-24,24.16,463,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-25,19.79,464,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-26,19.54,465,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-27,14.67,466,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-28,10.53,467,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-29,20.23,468,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-3,32.1,469,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-30,3.72,470,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-31,14,471,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-32,6.29,472,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-33,4.2,473,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-34,2.46,474,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-35,11.56,475,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-36,31.65,476,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-37,14.31,477,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-38,31.97,478,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-39,16.66,479,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-4,56.56,480,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-40,2.84,481,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-5,28.86,482,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-6,33.42,483,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-7,32.9,484,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-8,27.56,485,ganjam,NA,NA
odisha,ganjam,berhampur municipal corporation,berhampur municipal corporation,ward-9,65.98,486,ganjam,NA,NA
odisha,ganjam,buguda nac,buguda nac,ward-1,39.38,487,ganjam,NA,NA
odisha,ganjam,buguda nac,buguda nac,ward-10,37.54,488,ganjam,NA,NA
odisha,ganjam,buguda nac,buguda nac,ward-11,23.82,489,ganjam,NA,NA
odisha,ganjam,buguda nac,buguda nac,ward-12,16.96,490,ganjam,NA,NA
odisha,ganjam,buguda nac,buguda nac,ward-13,16.83,491,ganjam,NA,NA
odisha,ganjam,buguda nac,buguda nac,ward-2,16.24,492,ganjam,NA,NA
odisha,ganjam,buguda nac,buguda nac,ward-3,11.22,493,ganjam,NA,NA
odisha,ganjam,buguda nac,buguda nac,ward-4,13.72,494,ganjam,NA,NA
odisha,ganjam,buguda nac,buguda nac,ward-5,16.16,495,ganjam,NA,NA
odisha,ganjam,buguda nac,buguda nac,ward-6,34.16,496,ganjam,NA,NA
odisha,ganjam,buguda nac,buguda nac,ward-7,10.1,497,ganjam,NA,NA
odisha,ganjam,buguda nac,buguda nac,ward-8,37.93,498,ganjam,NA,NA
odisha,ganjam,buguda nac,buguda nac,ward-9,20.06,499,ganjam,NA,NA
odisha,ganjam,chatrapur nac,chatrapur nac,ward-1,2.22,500,ganjam,NA,NA
odisha,ganjam,chatrapur nac,chatrapur nac,ward-10,0.56,501,ganjam,NA,NA
odisha,ganjam,chatrapur nac,chatrapur nac,ward-11,2.17,502,ganjam,NA,NA
odisha,ganjam,chatrapur nac,chatrapur nac,ward-12,1.67,503,ganjam,NA,NA
odisha,ganjam,chatrapur nac,chatrapur nac,ward-13,0.61,504,ganjam,NA,NA
odisha,ganjam,chatrapur nac,chatrapur nac,ward-14,1.59,505,ganjam,NA,NA
odisha,ganjam,chatrapur nac,chatrapur nac,ward-2,2.55,506,ganjam,NA,NA
odisha,ganjam,chatrapur nac,chatrapur nac,ward-3,2.22,507,ganjam,NA,NA
odisha,ganjam,chatrapur nac,chatrapur nac,ward-4,4.28,508,ganjam,NA,NA
odisha,ganjam,chatrapur nac,chatrapur nac,ward-5,2.86,509,ganjam,NA,NA
odisha,ganjam,chatrapur nac,chatrapur nac,ward-6,1.55,510,ganjam,NA,NA
odisha,ganjam,chatrapur nac,chatrapur nac,ward-7,1.11,511,ganjam,NA,NA
odisha,ganjam,chatrapur nac,chatrapur nac,ward-8,1.55,512,ganjam,NA,NA
odisha,ganjam,chatrapur nac,chatrapur nac,ward-9,0.56,513,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward-1,7.86,514,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward-10,4.96,515,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward-11,9.31,516,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward-12,5.87,517,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward-13,7.3,518,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward-14,6,519,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward-15,6.19,520,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward-16,5.44,521,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward-17,2.04,522,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward-18,2.63,523,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward-2,11.02,524,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward-3,7.3,525,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward-4,6.57,526,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward-5,3.53,527,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward-6,5.37,528,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward-7,6.72,529,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward-8,5.3,530,ganjam,NA,NA
odisha,ganjam,kabisuryanagar nac,kabisuryanagar nac,ward-9,16.34,531,ganjam,NA,NA
odisha,ganjam,khallikote nac,khallikote nac,ward-1,0.43,532,ganjam,NA,NA
odisha,ganjam,khallikote nac,khallikote nac,ward-10,2.92,533,ganjam,NA,NA
odisha,ganjam,khallikote nac,khallikote nac,ward-11,4.45,534,ganjam,NA,NA
odisha,ganjam,khallikote nac,khallikote nac,ward-12,4.56,535,ganjam,NA,NA
odisha,ganjam,khallikote nac,khallikote nac,ward-2,1.95,536,ganjam,NA,NA
odisha,ganjam,khallikote nac,khallikote nac,ward-3,0.44,537,ganjam,NA,NA
odisha,ganjam,khallikote nac,khallikote nac,ward-4,1.06,538,ganjam,NA,NA
odisha,ganjam,khallikote nac,khallikote nac,ward-5,1.67,539,ganjam,NA,NA
odisha,ganjam,khallikote nac,khallikote nac,ward-6,1.89,540,ganjam,NA,NA
odisha,ganjam,khallikote nac,khallikote nac,ward-7,3.16,541,ganjam,NA,NA
odisha,ganjam,khallikote nac,khallikote nac,ward-8,1.17,542,ganjam,NA,NA
odisha,ganjam,khallikote nac,khallikote nac,ward-9,4.5,543,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward-1,3.01,544,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward-10,2.53,545,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward-11,1.68,546,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward-12,2.5,547,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward-13,3.03,548,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward-2,1.5,549,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward-3,1.17,550,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward-4,2.43,551,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward-5,0.67,552,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward-6,0.8,553,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward-7,1.18,554,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward-8,3.8,555,ganjam,NA,NA
odisha,ganjam,kodala nac,kodala nac,ward-9,1.48,556,ganjam,NA,NA
odisha,ganjam,rambha nac,rambha nac,ward-1,4.03,557,ganjam,NA,NA
odisha,ganjam,rambha nac,rambha nac,ward-10,2.84,558,ganjam,NA,NA
odisha,ganjam,rambha nac,rambha nac,ward-11,3.2,559,ganjam,NA,NA
odisha,ganjam,rambha nac,rambha nac,ward-12,0.98,560,ganjam,NA,NA
odisha,ganjam,rambha nac,rambha nac,ward-13,3.7,561,ganjam,NA,NA
odisha,ganjam,rambha nac,rambha nac,ward-2,4.44,562,ganjam,NA,NA
odisha,ganjam,rambha nac,rambha nac,ward-3,2.99,563,ganjam,NA,NA
odisha,ganjam,rambha nac,rambha nac,ward-4,4.74,564,ganjam,NA,NA
odisha,ganjam,rambha nac,rambha nac,ward-5,6.01,565,ganjam,NA,NA
odisha,ganjam,rambha nac,rambha nac,ward-6,0.46,566,ganjam,NA,NA
odisha,ganjam,rambha nac,rambha nac,ward-7,3.83,567,ganjam,NA,NA
odisha,ganjam,rambha nac,rambha nac,ward-8,2.53,568,ganjam,NA,NA
odisha,ganjam,rambha nac,rambha nac,ward-9,3.65,569,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward-1,13.48,570,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward-10,9.95,571,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward-11,6.09,572,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward-2,8.89,573,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward-3,5.67,574,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward-4,7.27,575,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward-5,8.86,576,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward-6,16.64,577,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward-7,3.92,578,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward-8,2.73,579,ganjam,NA,NA
odisha,ganjam,surada nac,surada nac,ward-9,4.9,580,ganjam,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward 8,11.44,581,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward 9,3.83,582,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-1,12.99,583,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-10,10.36,584,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-11,22.86,585,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-12,25.76,586,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-13,27.38,587,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-14,19.66,588,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-15,9.1,589,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-16,8.39,590,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-17,15.14,591,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-18,22.97,592,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-19,20.32,593,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-2,21.65,594,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-20,13.74,595,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-21,6.93,596,jagatsinghapur,NA,NA
