s_state,s_district,s_ulb,s_block,s_gp,Total_IGNWPS,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-10,2.24,588,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-12,15.79,589,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-13,16.34,590,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-14,18.12,591,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-15,28.42,592,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-16,10.36,593,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-17,12.53,594,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-18,2.23,595,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-19,5.03,596,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-2,11.19,597,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-20,11.03,598,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-21,7.13,599,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-22,8.59,600,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-23,1.12,601,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-3,0.14,602,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-4,6.85,603,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-5,3.91,604,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-6,11.27,605,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-7,18.18,606,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-8,17.89,607,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-9,13.15,608,jharsuguda,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-1,5.73,609,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-10,0.48,610,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-11,5,611,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-12,2.73,612,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-2,3.48,613,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-3,1.04,614,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-4,0.7,615,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-5,5.13,616,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-6,2.72,617,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-7,1.39,618,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-8,2.11,619,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-9,1.74,620,kalahandi,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward 1,5.87,621,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward 10,2.29,622,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward 11,4.58,623,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward 12,2.82,624,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward 13,3.17,625,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward 2,7.85,626,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward 3,8.07,627,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward 4,14.13,628,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward 5,9.61,629,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward 6,14.9,630,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward 7,6.73,631,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward 8,1.42,632,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward 9,1.03,633,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward 1,3.1,634,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward 10,1.16,635,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward 11,1.74,636,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward 12,2.87,637,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward 13,1.35,638,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward 2,1.07,639,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward 3,0.92,640,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward 4,1.4,641,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward 5,1.47,642,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward 6,0.61,643,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward 7,1.73,644,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward 8,1.05,645,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward 9,1.03,646,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-1,3.24,647,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-10,1.88,648,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-11,3.03,649,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-12,1.02,650,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-13,0.91,651,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-2,3.09,652,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-3,2.02,653,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-4,3.79,654,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-5,1.2,655,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-6,0.88,656,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-7,0.77,657,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-8,6.61,658,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-9,2.78,659,kandhamal,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 1,1.48,660,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 10,0.44,661,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 11,0.68,662,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 12,0.68,663,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 13,0.44,664,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 14,1.04,665,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 15,0.32,666,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 16,1.48,667,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 17,0.72,668,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 18,0.44,669,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 19,0.76,670,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 2,0.63,671,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 20,1.04,672,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 21,0.24,673,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 3,1.44,674,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 4,0.32,675,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 5,0.04,676,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 6,0.16,677,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 7,0.72,678,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 8,0.52,679,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 9,0.08,680,kendrapara,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-1,20.7,681,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-10,35.1,682,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-11,21.14,683,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-12,7.2,684,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-13,18.9,685,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-14,8.32,686,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-15,6.3,687,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-16,20.02,688,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-2,24.31,689,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-3,14.4,690,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-4,21.14,691,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-5,20.7,692,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-6,15.3,693,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-7,14.4,694,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-8,31.52,695,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-9,36,696,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no-1,61.82,697,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no-10,58.91,698,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no-11,6.79,699,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no-12,13.36,700,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no-13,25.92,701,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no-14,7.75,702,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no-15,33.76,703,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no-2,44.54,704,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no-3,77.25,705,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no-4,23.94,706,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no-5,2.88,707,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no-6,10.56,708,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no-7,23.43,709,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no-8,64.21,710,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no-9,41.43,711,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no-1,34.03,712,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no-10,15.14,713,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no-11,9.39,714,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no-12,9.26,715,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no-13,15.6,716,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no-2,20.16,717,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no-3,1.06,718,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no-4,4.98,719,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no-5,8.4,720,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no-6,9.41,721,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no-7,1.73,722,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no-8,5.61,723,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no-9,18.72,724,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no--2,26.8,725,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no-1,34.29,726,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no-10,8.98,727,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no-11,59.54,728,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no-12,12.29,729,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no-13,34.86,730,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no-14,31.58,731,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no-3,38.2,732,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no-4,54.98,733,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no-5,81.64,734,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no-6,55.06,735,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no-7,76.3,736,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no-8,42.49,737,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no-9,36.68,738,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no-1,9.82,739,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no-10,24.33,740,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no-11,1.91,741,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no-14,9.7,742,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no-15,12.07,743,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no-16,2.9,744,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no-18,33.3,745,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no-19,9.06,746,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no-2,4.02,747,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no-20,4.93,748,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no-21,12.11,749,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no-3,3.02,750,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no-4,9.26,751,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no-5,6.98,752,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no-6,6.86,753,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no-7,0.01,754,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no-8,3.02,755,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no-9,1.25,756,keonjhar,NA,NA
odisha,khordha,balugaon nac,balugaon nac,ward 1,1.98,757,khurda,NA,NA
odisha,khordha,balugaon nac,balugaon nac,ward 10,1.61,758,khurda,NA,NA
odisha,khordha,balugaon nac,balugaon nac,ward 11,1.24,759,khurda,NA,NA
odisha,khordha,balugaon nac,balugaon nac,ward 2,2.75,760,khurda,NA,NA
odisha,khordha,balugaon nac,balugaon nac,ward 3,1.31,761,khurda,NA,NA
odisha,khordha,balugaon nac,balugaon nac,ward 4,1.47,762,khurda,NA,NA
odisha,khordha,balugaon nac,balugaon nac,ward 5,2.05,763,khurda,NA,NA
odisha,khordha,balugaon nac,balugaon nac,ward 6,4.19,764,khurda,NA,NA
odisha,khordha,balugaon nac,balugaon nac,ward 7,1.11,765,khurda,NA,NA
odisha,khordha,balugaon nac,balugaon nac,ward 8,1.57,766,khurda,NA,NA
odisha,khordha,balugaon nac,balugaon nac,ward 9,1.82,767,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-1,5.33,768,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-10,1.83,769,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-11,3.7,770,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-12,1.95,771,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-13,4.12,772,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-14,1.64,773,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-15,2.1,774,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-16,2.69,775,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-17,3.25,776,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-18,1.58,777,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-19,1.82,778,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-2,3.69,779,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-20,2.17,780,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-21,4.83,781,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-22,2.14,782,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-3,1.81,783,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-4,4.93,784,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-5,4.28,785,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-6,7.52,786,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-7,2.85,787,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-8,6.68,788,khurda,NA,NA
odisha,khordha,khordha municipality,khordha municipality,ward-9,4.41,789,khurda,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 1,12.91,790,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 10,3.75,791,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 11,4.04,792,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 12,2.8,793,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 13,1.13,794,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 14,2.57,795,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 15,4.88,796,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 16,1.37,797,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 17,5.35,798,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 18,2.42,799,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 19,1.96,800,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 2,1.8,801,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 20,5.45,802,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 21,1.48,803,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 22,4.51,804,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 23,0.88,805,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 24,4.02,806,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 25,0.68,807,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 26,3.95,808,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 27,2.99,809,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 28,2.26,810,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 3,3.47,811,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 4,2.6,812,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 5,2.85,813,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 6,2.29,814,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 7,2.9,815,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 8,5.14,816,koraput,NA,NA
odisha,koraput,jeypore urban,jeypore urban,ward 9,1.88,817,koraput,NA,NA
odisha,koraput,koraput urban,koraput urban,ward 1,3.66,818,koraput,NA,NA
odisha,koraput,koraput urban,koraput urban,ward 10,2.57,819,koraput,NA,NA
odisha,koraput,koraput urban,koraput urban,ward 11,5.3,820,koraput,NA,NA
odisha,koraput,koraput urban,koraput urban,ward 12,2.07,821,koraput,NA,NA
odisha,koraput,koraput urban,koraput urban,ward 13,3.79,822,koraput,NA,NA
odisha,koraput,koraput urban,koraput urban,ward 14,0.48,823,koraput,NA,NA
odisha,koraput,koraput urban,koraput urban,ward 15,2.42,824,koraput,NA,NA
odisha,koraput,koraput urban,koraput urban,ward 16,0.99,825,koraput,NA,NA
odisha,koraput,koraput urban,koraput urban,ward 17,0.9,826,koraput,NA,NA
odisha,koraput,koraput urban,koraput urban,ward 18,0.96,827,koraput,NA,NA
odisha,koraput,koraput urban,koraput urban,ward 19,2.88,828,koraput,NA,NA
odisha,koraput,koraput urban,koraput urban,ward 2,1.51,829,koraput,NA,NA
odisha,koraput,koraput urban,koraput urban,ward 20,0.04,830,koraput,NA,NA
odisha,koraput,koraput urban,koraput urban,ward 3,0.97,831,koraput,NA,NA
odisha,koraput,koraput urban,koraput urban,ward 4,1.86,832,koraput,NA,NA
odisha,koraput,koraput urban,koraput urban,ward 5,1.51,833,koraput,NA,NA
odisha,koraput,koraput urban,koraput urban,ward 6,0.97,834,koraput,NA,NA
odisha,koraput,koraput urban,koraput urban,ward 7,2.88,835,koraput,NA,NA
odisha,koraput,koraput urban,koraput urban,ward 8,1.9,836,koraput,NA,NA
odisha,koraput,koraput urban,koraput urban,ward 9,2.54,837,koraput,NA,NA
odisha,koraput,kotpad urban,kotpad urban,ward 1,9.23,838,koraput,NA,NA
odisha,koraput,kotpad urban,kotpad urban,ward 10,3.03,839,koraput,NA,NA
odisha,koraput,kotpad urban,kotpad urban,ward 11,7.66,840,koraput,NA,NA
odisha,koraput,kotpad urban,kotpad urban,ward 12,10.61,841,koraput,NA,NA
odisha,koraput,kotpad urban,kotpad urban,ward 13,3.22,842,koraput,NA,NA
odisha,koraput,kotpad urban,kotpad urban,ward 2,7.29,843,koraput,NA,NA
odisha,koraput,kotpad urban,kotpad urban,ward 3,4.18,844,koraput,NA,NA
odisha,koraput,kotpad urban,kotpad urban,ward 4,5.37,845,koraput,NA,NA
odisha,koraput,kotpad urban,kotpad urban,ward 5,11.13,846,koraput,NA,NA
odisha,koraput,kotpad urban,kotpad urban,ward 6,2.8,847,koraput,NA,NA
odisha,koraput,kotpad urban,kotpad urban,ward 7,1.76,848,koraput,NA,NA
odisha,koraput,kotpad urban,kotpad urban,ward 8,7.67,849,koraput,NA,NA
odisha,koraput,kotpad urban,kotpad urban,ward 9,8,850,koraput,NA,NA
odisha,malkangiri,balimela urban,balimela urban,ward 1,7.91,851,malkangiri,NA,NA
odisha,malkangiri,balimela urban,balimela urban,ward 10,6.89,852,malkangiri,NA,NA
odisha,malkangiri,balimela urban,balimela urban,ward 11,2.31,853,malkangiri,NA,NA
odisha,malkangiri,balimela urban,balimela urban,ward 12,12.15,854,malkangiri,NA,NA
odisha,malkangiri,balimela urban,balimela urban,ward 2,5.91,855,malkangiri,NA,NA
odisha,malkangiri,balimela urban,balimela urban,ward 3,1.76,856,malkangiri,NA,NA
odisha,malkangiri,balimela urban,balimela urban,ward 4,3.23,857,malkangiri,NA,NA
odisha,malkangiri,balimela urban,balimela urban,ward 5,4.23,858,malkangiri,NA,NA
odisha,malkangiri,balimela urban,balimela urban,ward 6,5.51,859,malkangiri,NA,NA
odisha,malkangiri,balimela urban,balimela urban,ward 7,4.99,860,malkangiri,NA,NA
odisha,malkangiri,balimela urban,balimela urban,ward 8,8.21,861,malkangiri,NA,NA
odisha,malkangiri,balimela urban,balimela urban,ward 9,12.55,862,malkangiri,NA,NA
odisha,malkangiri,malkangiri urban,malkangiri urban,ward 1,3.55,863,malkangiri,NA,NA
odisha,malkangiri,malkangiri urban,malkangiri urban,ward 10,3.06,864,malkangiri,NA,NA
odisha,malkangiri,malkangiri urban,malkangiri urban,ward 11,3.32,865,malkangiri,NA,NA
odisha,malkangiri,malkangiri urban,malkangiri urban,ward 12,1.8,866,malkangiri,NA,NA
odisha,malkangiri,malkangiri urban,malkangiri urban,ward 13,1.86,867,malkangiri,NA,NA
odisha,malkangiri,malkangiri urban,malkangiri urban,ward 14,1.3,868,malkangiri,NA,NA
odisha,malkangiri,malkangiri urban,malkangiri urban,ward 15,1.4,869,malkangiri,NA,NA
odisha,malkangiri,malkangiri urban,malkangiri urban,ward 16,3.53,870,malkangiri,NA,NA
odisha,malkangiri,malkangiri urban,malkangiri urban,ward 17,2.67,871,malkangiri,NA,NA
odisha,malkangiri,malkangiri urban,malkangiri urban,ward 18,4.23,872,malkangiri,NA,NA
odisha,malkangiri,malkangiri urban,malkangiri urban,ward 19,4.23,873,malkangiri,NA,NA
odisha,malkangiri,malkangiri urban,malkangiri urban,ward 2,3.13,874,malkangiri,NA,NA
odisha,malkangiri,malkangiri urban,malkangiri urban,ward 3,0.6,875,malkangiri,NA,NA
odisha,malkangiri,malkangiri urban,malkangiri urban,ward 4,1.97,876,malkangiri,NA,NA
odisha,malkangiri,malkangiri urban,malkangiri urban,ward 5,2.77,877,malkangiri,NA,NA
odisha,malkangiri,malkangiri urban,malkangiri urban,ward 6,1.79,878,malkangiri,NA,NA
odisha,malkangiri,malkangiri urban,malkangiri urban,ward 7,1.65,879,malkangiri,NA,NA
odisha,malkangiri,malkangiri urban,malkangiri urban,ward 8,2.08,880,malkangiri,NA,NA
odisha,malkangiri,malkangiri urban,malkangiri urban,ward 9,1.7,881,malkangiri,NA,NA
odisha,mayurbhanj,baripada urban,baripada urban,ward-1,3.45,882,mayurbhanj,NA,NA
odisha,mayurbhanj,baripada urban,baripada urban,ward-10,8.28,883,mayurbhanj,NA,NA
odisha,mayurbhanj,baripada urban,baripada urban,ward-11,7.59,884,mayurbhanj,NA,NA
odisha,mayurbhanj,baripada urban,baripada urban,ward-12,16.32,885,mayurbhanj,NA,NA
odisha,mayurbhanj,baripada urban,baripada urban,ward-13,16.82,886,mayurbhanj,NA,NA
odisha,mayurbhanj,baripada urban,baripada urban,ward-14,8.71,887,mayurbhanj,NA,NA
