s_state,s_district,Urban Local Bodies (Municipality/Munipal Corparation/Nac,s_block,s_gp,Total_IGNWPS,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,baleshwar,NA,khaira,kaithagadia,10.79,329,balasore,khaira,kaithagadia
odisha,baleshwar,NA,khaira,badajaypur,4.62,330,balasore,khaira,badajaypur
odisha,baleshwar,NA,khaira,baunsagadia,32.09,331,balasore,khaira,baunsagadia
odisha,baleshwar,NA,khaira,rapeya,16.09,332,balasore,khaira,rapeya
odisha,baleshwar,NA,khaira,badnuagaon,8.11,333,balasore,khaira,NA
odisha,baleshwar,NA,khaira,amaria agnipur,2.87,334,balasore,khaira,amaria- agnipur
odisha,baleshwar,NA,khaira,goliha,12.53,335,balasore,khaira,goliha
odisha,baleshwar,NA,khaira,dalangaii,12.56,336,balasore,khaira,dalanga-ii
odisha,baleshwar,NA,khaira,sundiragandibed,8.96,337,balasore,khaira,sundhiragandibed
odisha,baleshwar,NA,khaira,sarkona,3.42,338,balasore,khaira,sarkona
odisha,baleshwar,NA,khaira,nahanga,11.42,339,balasore,khaira,nahanga
odisha,baleshwar,NA,nilgiri,ajodhya,10.96,340,balasore,nilgiri,ajodhya
odisha,baleshwar,NA,nilgiri,arabandha,1.77,341,balasore,nilgiri,arabandha
odisha,baleshwar,NA,nilgiri,berhampur,0.92,342,balasore,nilgiri,berhampur
odisha,baleshwar,NA,nilgiri,bhaunriabad,2.93,343,balasore,nilgiri,bhaunriabad
odisha,baleshwar,NA,nilgiri,chhatrapur,3.98,344,balasore,nilgiri,chhatrapur
odisha,baleshwar,NA,nilgiri,dhobsila,6.67,345,balasore,nilgiri,dhobsila
odisha,baleshwar,NA,nilgiri,garadihi,6.85,346,balasore,nilgiri,garadihi
odisha,baleshwar,NA,nilgiri,jadida,4.29,347,balasore,nilgiri,jadida
odisha,baleshwar,NA,nilgiri,jamudiha,5.44,348,balasore,nilgiri,jamudiha
odisha,baleshwar,NA,nilgiri,k.c.pur,5.94,349,balasore,nilgiri,k.c.pur
odisha,baleshwar,NA,nilgiri,k.p.lakharaj,3.16,350,balasore,nilgiri,k.p.lakharaj
odisha,baleshwar,NA,nilgiri,kansa,4.28,351,balasore,nilgiri,kansa
odisha,baleshwar,NA,nilgiri,mahisapata,1,352,balasore,nilgiri,mahisapata
odisha,baleshwar,NA,nilgiri,matiali,5.88,353,balasore,nilgiri,matiali
odisha,baleshwar,NA,nilgiri,naranpur,4.49,354,balasore,nilgiri,naranpur
odisha,baleshwar,NA,nilgiri,narasinghpur,5.07,355,balasore,nilgiri,narasinghpur
odisha,baleshwar,NA,nilgiri,machhua,1.26,356,balasore,nilgiri,machhua
odisha,baleshwar,NA,nilgiri,pithahata,5.92,357,balasore,nilgiri,pithahata
odisha,baleshwar,NA,nilgiri,sajanagarh,4.84,358,balasore,nilgiri,sajanagarh
odisha,baleshwar,NA,nilgiri,siadimal,5.21,359,balasore,nilgiri,siadimal
odisha,baleshwar,NA,nilgiri,telipal,6.96,360,balasore,nilgiri,telipal
odisha,baleshwar,NA,nilgiri,tentulia,1.58,361,balasore,nilgiri,tentulia
odisha,baleshwar,NA,nilgiri,r.k.pur,3.37,362,balasore,nilgiri,r.k.pur
odisha,baleshwar,NA,nilgiri,dharampur,0.85,363,balasore,nilgiri,dharampur
odisha,baleshwar,NA,nilgiri,begunia,4.11,364,balasore,nilgiri,begunia
odisha,baleshwar,NA,oupada,dakhina narasingpur,2.88,365,balasore,oupada,dakhina narasingpur
odisha,baleshwar,NA,oupada,baunsabania,7.54,366,balasore,oupada,baunsabania
odisha,baleshwar,NA,oupada,shyamsundarpur,9.11,367,balasore,oupada,shyamsundarpur
odisha,baleshwar,NA,oupada,kandagaradi,6.15,368,balasore,oupada,kandagaradi
odisha,baleshwar,NA,oupada,iswarpur,7.91,369,balasore,oupada,iswarpur
odisha,baleshwar,NA,oupada,talakia,5.45,370,balasore,oupada,talakia
odisha,baleshwar,NA,oupada,rairamchandrapur,3.44,371,balasore,oupada,rairamchandrapur
odisha,baleshwar,NA,oupada,gadasahi,6.14,372,balasore,oupada,gadasahi
odisha,baleshwar,NA,oupada,fatepur,5.49,373,balasore,oupada,fatepur
odisha,baleshwar,NA,oupada,badapokhari,4.98,374,balasore,oupada,badapokhari
odisha,baleshwar,NA,oupada,aghirapada,4.56,375,balasore,oupada,aghirapada
odisha,baleshwar,NA,remuna,nijampur,3.81,376,balasore,remuna,nijampur
odisha,baleshwar,NA,remuna,badapal,20.11,377,balasore,remuna,badapal
odisha,baleshwar,NA,remuna,tentulida,10.7,378,balasore,remuna,tentulida
odisha,baleshwar,NA,remuna,remuna,17.52,379,balasore,remuna,remuna
odisha,baleshwar,NA,remuna,ganipur,29.45,380,balasore,remuna,ganipur
odisha,baleshwar,NA,remuna,nuagan,7.51,381,balasore,remuna,nuagan
odisha,baleshwar,NA,remuna,tundura,13.08,382,balasore,remuna,tundura
odisha,baleshwar,NA,remuna,sergarh,11.46,383,balasore,remuna,sergarh
odisha,baleshwar,NA,remuna,biruan,14.62,384,balasore,remuna,biruan
odisha,baleshwar,NA,remuna,talapada,10.55,385,balasore,remuna,talapada
odisha,baleshwar,NA,remuna,patripal,16.63,386,balasore,remuna,patripal
odisha,baleshwar,NA,remuna,kharidmukhura,13.94,387,balasore,remuna,kharidmukhura
odisha,baleshwar,NA,remuna,srijang,16.46,388,balasore,remuna,srijang
odisha,baleshwar,NA,remuna,haripur,7.26,389,balasore,remuna,haripur
odisha,baleshwar,NA,remuna,chasakhanda,12.68,390,balasore,remuna,chasakhanda
odisha,baleshwar,NA,remuna,durgadevi,12.01,391,balasore,remuna,durgadevi
odisha,baleshwar,NA,remuna,mandarpur,13.7,392,balasore,remuna,mandarpur
odisha,baleshwar,NA,remuna,sarswatipur,7.02,393,balasore,remuna,sarswatipur
odisha,baleshwar,NA,remuna,nuapadhi,10.79,394,balasore,remuna,nuapadhi
odisha,baleshwar,NA,remuna,naraharipur,11.62,395,balasore,remuna,naraharipur
odisha,baleshwar,NA,remuna,inchudi,6.08,396,balasore,remuna,inchudi
odisha,baleshwar,NA,remuna,gududa,9.15,397,balasore,remuna,gududa
odisha,baleshwar,NA,remuna,kalyanpur,18.07,398,balasore,remuna,kalyanpur
odisha,baleshwar,NA,remuna,maharajpur,21.81,399,balasore,remuna,maharajpur
odisha,baleshwar,NA,remuna,mangalpur,7.16,400,balasore,remuna,mangalpur
odisha,baleshwar,NA,remuna,barunsing,7.37,401,balasore,remuna,barunsing
odisha,baleshwar,NA,remuna,kuruda,9.48,402,balasore,remuna,kuruda
odisha,baleshwar,NA,remuna,kuligan,13.56,403,balasore,remuna,kuligan
odisha,baleshwar,NA,remuna,srikrushnapur,7.21,404,balasore,remuna,srikrushnapur
odisha,baleshwar,NA,remuna,sutai,4.37,405,balasore,remuna,sutei
odisha,baleshwar,NA,remuna,bhimpura,4.96,406,balasore,remuna,bhimpura
odisha,baleshwar,NA,remuna,balia,4.24,407,balasore,remuna,balia
odisha,baleshwar,NA,remuna,dahapada,11.17,408,balasore,remuna,dahapada
odisha,baleshwar,NA,remuna,karanjia,4.39,409,balasore,remuna,karanjia
odisha,baleshwar,NA,remuna,gandarda,4.21,410,balasore,remuna,gandarda
odisha,baleshwar,NA,remuna,ganeswarpur,4.82,411,balasore,remuna,ganeswarpur
odisha,baleshwar,NA,simulia,maitapur,49.99,412,balasore,simulia,maitapur
odisha,baleshwar,NA,simulia,markona,13.13,413,balasore,simulia,markona
odisha,baleshwar,NA,simulia,bauripada,9.57,414,balasore,simulia,bauripada
odisha,baleshwar,NA,simulia,muruna,13.3,415,balasore,simulia,muruna
odisha,baleshwar,NA,simulia,jamujhadi,23.42,416,balasore,simulia,jamujhadi
odisha,baleshwar,NA,simulia,bati,21.23,417,balasore,simulia,bati
odisha,baleshwar,NA,simulia,chalunigaon,28.19,418,balasore,simulia,chalunigaon
odisha,baleshwar,NA,simulia,khirkona,30.18,419,balasore,simulia,khirkona
odisha,baleshwar,NA,simulia,bari,13.11,420,balasore,simulia,bari
odisha,baleshwar,NA,simulia,kanheibindha,25.6,421,balasore,simulia,kanheibindha
odisha,baleshwar,NA,simulia,kanchpada,21.54,422,balasore,simulia,kanchpada
odisha,baleshwar,NA,simulia,purusottampur,34.28,423,balasore,simulia,purusottampur
odisha,baleshwar,NA,simulia,abjuna,9.29,424,balasore,simulia,abjuna
odisha,baleshwar,NA,simulia,ada,32.66,425,balasore,simulia,ada
odisha,baleshwar,NA,simulia,iswarpur,21.93,426,balasore,simulia,iswarpur
odisha,baleshwar,NA,simulia,andarai,17.54,427,balasore,simulia,andarai
odisha,baleshwar,NA,simulia,sabanga,16.45,428,balasore,simulia,sabanga
odisha,baleshwar,NA,soro,manipur,13.28,429,balasore,soro,manipur
odisha,baleshwar,NA,soro,attapur,7.75,430,balasore,soro,attapur
odisha,baleshwar,NA,soro,gud,9.36,431,balasore,soro,gud
odisha,baleshwar,NA,soro,kedarpur,15.13,432,balasore,soro,kedarpur
odisha,baleshwar,NA,soro,sajanpur,9.62,433,balasore,soro,sajanpur
odisha,baleshwar,NA,soro,singakhunta,9.82,434,balasore,soro,singakhunta
odisha,baleshwar,NA,soro,manatri,14.05,435,balasore,soro,manatri
odisha,baleshwar,NA,soro,mahumuhan,22.5,436,balasore,soro,mahumuhan
odisha,baleshwar,NA,soro,natapada,11.3,437,balasore,soro,natapada
odisha,baleshwar,NA,soro,tentei,7.68,438,balasore,soro,tentei
odisha,baleshwar,NA,soro,talanagar,11.71,439,balasore,soro,talanagar
odisha,baleshwar,NA,soro,dahisada,9.48,440,balasore,soro,dahisada
odisha,baleshwar,NA,soro,anantapur,26.19,441,balasore,soro,anantapur
odisha,baleshwar,NA,soro,gopinathpur,4.42,442,balasore,soro,gopinathpur
odisha,baleshwar,NA,soro,nadigan,6.82,443,balasore,soro,nadigan
odisha,baleshwar,NA,soro,mulising,9.46,444,balasore,soro,mulising
odisha,baleshwar,NA,soro,pakhar,15.71,445,balasore,soro,pakhar
odisha,baleshwar,NA,soro,madhusudanpur,11.37,446,balasore,soro,madhusudanpur
odisha,baleshwar,NA,soro,jadida,3.45,447,balasore,soro,jadida
odisha,baleshwar,NA,soro,sabira,4.93,448,balasore,soro,sabira
odisha,baleshwar,NA,soro,sarasankha,6.97,449,balasore,soro,sarasankha
odisha,baleshwar,NA,soro,nischintapur,1.57,450,balasore,soro,nischintapur
odisha,baleshwar,NA,soro,balanga,9.91,451,balasore,soro,balanga
odisha,bargarh,NA,attabira,amlipali,3.47,452,baragarh,attabira,amlipali
odisha,bargarh,NA,attabira,attabira,0.22,453,baragarh,attabira,NA
odisha,bargarh,NA,attabira,bugbuga,9.15,454,baragarh,attabira,bugbuga
odisha,bargarh,NA,attabira,chakuli,2.84,455,baragarh,attabira,chakuli
odisha,bargarh,NA,attabira,dulampur,1.55,456,baragarh,attabira,dulampur
odisha,bargarh,NA,attabira,godbhaga,2.5,457,baragarh,attabira,godbhaga
odisha,bargarh,NA,attabira,hirlipali,4.22,458,baragarh,attabira,hirlipali
odisha,bargarh,NA,attabira,janged,7.29,459,baragarh,attabira,janged
odisha,bargarh,NA,attabira,janhapada,5.96,460,baragarh,attabira,janhapada
odisha,bargarh,NA,attabira,jhiliminda,7.78,461,baragarh,attabira,jhiliminda
odisha,bargarh,NA,attabira,kadobahal,10.45,462,baragarh,attabira,kadobahal
odisha,bargarh,NA,attabira,kharamunda,6.68,463,baragarh,attabira,kharamunda
odisha,bargarh,NA,attabira,kulitatukura,3.44,464,baragarh,attabira,kulitatukura
odisha,bargarh,NA,attabira,kulunda,5.66,465,baragarh,attabira,kulunda
odisha,bargarh,NA,attabira,kumelsingha,7.64,466,baragarh,attabira,kumelsingha
odisha,bargarh,NA,attabira,lachida,5.42,467,baragarh,attabira,lachida
odisha,bargarh,NA,attabira,ladarpali,0.44,468,baragarh,attabira,NA
odisha,bargarh,NA,attabira,lahanda,4.84,469,baragarh,attabira,lahanda
odisha,bargarh,NA,attabira,larambha,4.11,470,baragarh,attabira,larambha
odisha,bargarh,NA,attabira,larasara,2.96,471,baragarh,attabira,larasara
odisha,bargarh,NA,attabira,manapara,7.16,472,baragarh,attabira,manapara
odisha,bargarh,NA,attabira,paharsrigida,9.41,473,baragarh,attabira,paharsrigida
odisha,bargarh,NA,attabira,silat,6.12,474,baragarh,attabira,silat
odisha,bargarh,NA,attabira,tamparsara,5.32,475,baragarh,attabira,tamparsara
odisha,bargarh,NA,attabira,tope,5.85,476,baragarh,attabira,tope
odisha,bargarh,NA,bheden,ainlapali,3.33,477,baragarh,bheden,ainlapali
odisha,bargarh,NA,jharbandh,bhainsadarha,9.62,478,baragarh,jharbandh,bhainsadarha
odisha,bargarh,NA,jharbandh,bhandarpuri,6.97,479,baragarh,jharbandh,bhandarpuri
odisha,bargarh,NA,jharbandh,bilaspur,17.71,480,baragarh,jharbandh,bilaspur
odisha,bargarh,NA,jharbandh,chandivata,13.37,481,baragarh,jharbandh,chandivata
odisha,bargarh,NA,jharbandh,chotanki,3.29,482,baragarh,jharbandh,chotanki
odisha,bargarh,NA,jharbandh,dava,1.25,483,baragarh,jharbandh,dava
odisha,bargarh,NA,jharbandh,gothuguda,16.12,484,baragarh,jharbandh,gothuguda
odisha,bargarh,NA,jharbandh,jagdalpur,11.69,485,baragarh,jharbandh,jagdalpur
odisha,bargarh,NA,jharbandh,jharbandh,15.84,486,baragarh,jharbandh,jharbandh
odisha,bargarh,NA,jharbandh,kandadangar,4,487,baragarh,jharbandh,kandadangar
odisha,bargarh,NA,jharbandh,kumir,5.5,488,baragarh,jharbandh,kumir
odisha,bargarh,NA,jharbandh,kurlupali,4.05,489,baragarh,jharbandh,kurlupali
odisha,bargarh,NA,jharbandh,laudidhara,13.4,490,baragarh,jharbandh,laudidhara
odisha,bargarh,NA,padampur,barihapali,2.59,491,baragarh,padampur,barihapali
odisha,bargarh,NA,padampur,barikel,3.92,492,baragarh,padampur,barikel
odisha,bargarh,NA,padampur,bheunria,3.51,493,baragarh,padampur,bheunria
odisha,bargarh,NA,padampur,budamal,2.07,494,baragarh,padampur,budamal
odisha,bargarh,NA,padampur,buden,2.01,495,baragarh,padampur,buden
odisha,bargarh,NA,padampur,charpali,4.32,496,baragarh,padampur,charpali
odisha,bargarh,NA,padampur,dahigaon,2.8,497,baragarh,padampur,dahigaon
odisha,bargarh,NA,padampur,dahita,5.51,498,baragarh,padampur,dahita
odisha,bargarh,NA,padampur,dangaghat,3.26,499,baragarh,padampur,dangaghat
odisha,bargarh,NA,padampur,gyan,2.73,500,baragarh,padampur,gyan
odisha,bargarh,NA,padampur,jamala,2.23,501,baragarh,padampur,jamala
odisha,bargarh,NA,padampur,jamartala,1.92,502,baragarh,padampur,jamartala
odisha,bargarh,NA,padampur,kansar,2.68,503,baragarh,padampur,kansar
odisha,bargarh,NA,padampur,kansingha,3.61,504,baragarh,padampur,kansingha
odisha,bargarh,NA,padampur,khaliapali,3.55,505,baragarh,padampur,khaliapali
odisha,bargarh,NA,padampur,loharapali,3.38,506,baragarh,padampur,loharpali
odisha,bargarh,NA,padampur,mahulpali,2.08,507,baragarh,padampur,mahulpali
odisha,bargarh,NA,padampur,melchhamunda,3.45,508,baragarh,padampur,melchhamunda
odisha,bargarh,NA,padampur,palsapali,4.05,509,baragarh,padampur,palsapali
odisha,bargarh,NA,padampur,purena,4.25,510,baragarh,padampur,purena
odisha,bargarh,NA,padampur,sargibahal,3.7,511,baragarh,padampur,sargibahal
odisha,bargarh,NA,padampur,tal,0.67,512,baragarh,padampur,tal
odisha,bargarh,NA,sohella,bausenmura,20.06,513,baragarh,sohella,bausenmura
odisha,bargarh,NA,sohella,beherapali,9.06,514,baragarh,sohella,beherapali
odisha,bargarh,NA,sohella,bijapali,6.01,515,baragarh,sohella,bijapali
odisha,bargarh,NA,sohella,birjam,3.04,516,baragarh,sohella,birjam
odisha,bargarh,NA,sohella,chhuriapali,7.73,517,baragarh,sohella,chhuriapali
odisha,bargarh,NA,sohella,dumberpali,17.45,518,baragarh,sohella,dumberpali
odisha,bargarh,NA,sohella,garvana,10.51,519,baragarh,sohella,garvana
odisha,bargarh,NA,sohella,ghess,6.45,520,baragarh,sohella,ghess
odisha,bargarh,NA,sohella,jhar,5.84,521,baragarh,sohella,jhar
odisha,bargarh,NA,sohella,kalangapali,3.35,522,baragarh,sohella,kalangapali
odisha,bargarh,NA,sohella,kanapali,1.56,523,baragarh,sohella,kanapali
odisha,bargarh,NA,sohella,kangoan,2.59,524,baragarh,sohella,kangoan
odisha,bargarh,NA,sohella,karandols,2.06,525,baragarh,sohella,karandols
odisha,bargarh,NA,sohella,kuchipali,1.33,526,baragarh,sohella,kuchipali
odisha,bargarh,NA,sohella,lebidi,15.21,527,baragarh,sohella,lebidi
odisha,bargarh,NA,sohella,pandkipali,8.68,528,baragarh,sohella,pandkipali
odisha,bargarh,NA,sohella,panimura,3.11,529,baragarh,sohella,panimura
odisha,bargarh,NA,sohella,petupali,10.64,530,baragarh,sohella,petupali
odisha,bargarh,NA,sohella,rengali,7.56,531,baragarh,sohella,rengali
odisha,bargarh,NA,sohella,salepali,4.21,532,baragarh,sohella,salepali
odisha,bargarh,NA,sohella,sanimal,3.28,533,baragarh,sohella,sanimal
odisha,bargarh,NA,sohella,sarkanda,16.7,534,baragarh,sohella,sarkanda
odisha,bargarh,NA,sohella,sohella.,13.59,535,baragarh,sohella,sohella.
odisha,bargarh,NA,sohella,srigida,18.61,536,baragarh,sohella,srigida
odisha,bargarh,NA,sohella,tabda,11.85,537,baragarh,sohella,tabda
odisha,bargarh,NA,sohella,tungibandhali,4.21,538,baragarh,sohella,tungibandhali
odisha,bargarh,NA,sohella,jatala,3.2,539,baragarh,sohella,jatla
odisha,bhadrak,NA,basudevpur,balimunda,38.37,540,bhadrak,basudevpur,balimunda
odisha,bhadrak,NA,basudevpur,naikanidihi,31.74,541,bhadrak,basudevpur,naikanidihi
odisha,bhadrak,NA,basudevpur,artung,12.74,542,bhadrak,basudevpur,artung
odisha,bhadrak,NA,basudevpur,kumarpur,14.17,543,bhadrak,basudevpur,kumarpur
odisha,bhadrak,NA,basudevpur,bideipur,21.37,544,bhadrak,basudevpur,bideipur
odisha,bhadrak,NA,basudevpur,biras,21.8,545,bhadrak,basudevpur,biras
odisha,bhadrak,NA,basudevpur,rajgharpokhari,50.86,546,bhadrak,basudevpur,rajgharpokhari
odisha,bhadrak,NA,basudevpur,gobindapur,14.8,547,bhadrak,basudevpur,gobindapur
odisha,bhadrak,NA,basudevpur,kismatkrushnapur,9.36,548,bhadrak,basudevpur,kismatkrushnapur
odisha,bhadrak,NA,basudevpur,sanakrushnapur,2.29,549,bhadrak,basudevpur,sanakrushnapur
odisha,bhadrak,NA,basudevpur,adhuan,15.82,550,bhadrak,basudevpur,adhuan
odisha,bhadrak,NA,basudevpur,andola,2.56,551,bhadrak,basudevpur,andola
odisha,bhadrak,NA,basudevpur,arandua,46.9,552,bhadrak,basudevpur,arandua
odisha,bhadrak,NA,basudevpur,aruhan,19.81,553,bhadrak,basudevpur,aruhan
odisha,bhadrak,NA,basudevpur,balimeda,21.37,554,bhadrak,basudevpur,balimeda
odisha,bhadrak,NA,basudevpur,barandua,24.35,555,bhadrak,basudevpur,barandua
odisha,bhadrak,NA,basudevpur,brahmangaon,31.47,556,bhadrak,basudevpur,brahmangaon
odisha,bhadrak,NA,basudevpur,chudamani,19.78,557,bhadrak,basudevpur,chudamani
odisha,bhadrak,NA,basudevpur,ertal,12.1,558,bhadrak,basudevpur,ertal
odisha,bhadrak,NA,basudevpur,eram,8.78,559,bhadrak,basudevpur,eram
odisha,bhadrak,NA,basudevpur,guagadhia,23.02,560,bhadrak,basudevpur,guagadhia
odisha,bhadrak,NA,basudevpur,jagannathprasad,14.33,561,bhadrak,basudevpur,jagannathprasad
odisha,bhadrak,NA,basudevpur,jagannathpur,40.78,562,bhadrak,basudevpur,jagannathpur
odisha,bhadrak,NA,basudevpur,kharidabinayakpur,25.37,563,bhadrak,basudevpur,kharidabinayakpur
odisha,bhadrak,NA,basudevpur,laxmidaspur,18.77,564,bhadrak,basudevpur,laxmidaspur
odisha,bhadrak,NA,basudevpur,lunga,32.97,565,bhadrak,basudevpur,lunga
odisha,bhadrak,NA,basudevpur,narsingpur,22.31,566,bhadrak,basudevpur,narsingpur
odisha,bhadrak,NA,basudevpur,nuagaon,41.17,567,bhadrak,basudevpur,nuagaon
odisha,bhadrak,NA,basudevpur,padhuan,55.77,568,bhadrak,basudevpur,padhuan
odisha,bhadrak,NA,basudevpur,padmapur,24,569,bhadrak,basudevpur,padmapur
odisha,bhadrak,NA,basudevpur,sugo,12.81,570,bhadrak,basudevpur,sugo
odisha,bhadrak,NA,basudevpur,sudarsanpur,68.01,571,bhadrak,basudevpur,sudarsanpur
odisha,bhadrak,NA,basudevpur,karanjadia,37.02,572,bhadrak,basudevpur,karanjadia
odisha,bhadrak,NA,basudevpur,sashubhuasuni,6.51,573,bhadrak,basudevpur,sasubhuasuni
odisha,bhadrak,NA,basudevpur,gopabandhu nagar,6.91,574,bhadrak,basudevpur,gopabandhunagar
odisha,bhadrak,NA,basudevpur,binobabhabe nagar,9.82,575,bhadrak,basudevpur,binobabhabenagar
odisha,bhadrak,NA,bhandaripokhari,tesinga,5.14,576,bhadrak,bhandaripokhari,tesinga
odisha,bhadrak,NA,bhandaripokhari,nerada,3.58,577,bhadrak,bhandaripokhari,nerada
odisha,bhadrak,NA,bhandaripokhari,dakhinabad,5.17,578,bhadrak,bhandaripokhari,dakhinabad
odisha,bhadrak,NA,bhandaripokhari,patuli,7.35,579,bhadrak,bhandaripokhari,patuli
odisha,bhadrak,NA,bhandaripokhari,balipokhari,12.31,580,bhadrak,bhandaripokhari,balipokhari
odisha,bhadrak,NA,bhandaripokhari,ranjit,6,581,bhadrak,bhandaripokhari,ranjit
odisha,bhadrak,NA,bhandaripokhari,napanga,4.26,582,bhadrak,bhandaripokhari,napanga
odisha,bhadrak,NA,bhandaripokhari,ramachandrapur,4.71,583,bhadrak,bhandaripokhari,ramachandrapur
odisha,bhadrak,NA,bhandaripokhari,naguan,3.76,584,bhadrak,bhandaripokhari,naguan
odisha,bhadrak,NA,bhandaripokhari,nirgundi,4.4,585,bhadrak,bhandaripokhari,nirgundi
odisha,bhadrak,NA,bhandaripokhari,sarsada,7.95,586,bhadrak,bhandaripokhari,sarsada
odisha,bhadrak,NA,bhandaripokhari,solampur,3.76,587,bhadrak,bhandaripokhari,solampur
odisha,bhadrak,NA,bhandaripokhari,malada,6.01,588,bhadrak,bhandaripokhari,malada
odisha,bhadrak,NA,bhandaripokhari,rahania,9.68,589,bhadrak,bhandaripokhari,rahania
odisha,bhadrak,NA,bhandaripokhari,kurigaon,8.29,590,bhadrak,bhandaripokhari,kurigaon
odisha,bhadrak,NA,bhandaripokhari,jalamandua,10.06,591,bhadrak,bhandaripokhari,jalamandua
odisha,bhadrak,NA,bhandaripokhari,bishnupur,5.1,592,bhadrak,bhandaripokhari,bishnupur
odisha,bhadrak,NA,bhandaripokhari,rajendrapur,3.46,593,bhadrak,bhandaripokhari,rajendrapur
odisha,bhadrak,NA,bhandaripokhari,naami,1.62,594,bhadrak,bhandaripokhari,naami
odisha,bhadrak,NA,bhandaripokhari,bayabanpur,2.99,595,bhadrak,bhandaripokhari,bayanbanpur
odisha,bhadrak,NA,bhandaripokhari,sanasashan,7.64,596,bhadrak,bhandaripokhari,sanasasan
odisha,bhadrak,NA,bhandaripokhari,jhutuna,1.13,597,bhadrak,bhandaripokhari,jhutana
odisha,bhadrak,NA,bhandaripokhari,bandalo madhiali,9.27,598,bhadrak,bhandaripokhari,NA
odisha,bhadrak,NA,bonth,bonth,7.72,599,bhadrak,bonth,bonth
odisha,bhadrak,NA,bonth,chhayalsing,40.2,600,bhadrak,bonth,chhayalsing
odisha,bhadrak,NA,bonth,basantia,44.36,601,bhadrak,bonth,basantia
odisha,bhadrak,NA,bonth,ganijang,26.79,602,bhadrak,bonth,ganijang
odisha,bhadrak,NA,bonth,kenduapada,20.37,603,bhadrak,bonth,kenduapada
odisha,bhadrak,NA,bonth,kadabarang,20.27,604,bhadrak,bonth,kadabarang
odisha,bhadrak,NA,bonth,mohantypada,7.72,605,bhadrak,bonth,mohantypada
odisha,bhadrak,NA,bonth,odanga,22.2,606,bhadrak,bonth,odanga
odisha,bhadrak,NA,bonth,purusandha,18.9,607,bhadrak,bonth,purusandha
odisha,bhadrak,NA,bonth,badamahisagotha,9.99,608,bhadrak,bonth,badamahisagotha
odisha,bhadrak,NA,bonth,ramakrushnapur,20.86,609,bhadrak,bonth,ramakrushnapur
odisha,bhadrak,NA,bonth,padhanpada,22.13,610,bhadrak,bonth,padhanpada
odisha,bhadrak,NA,bonth,tillo,23.58,611,bhadrak,bonth,tillo
odisha,bhadrak,NA,bonth,nilak,53.39,612,bhadrak,bonth,nilak
odisha,bhadrak,NA,bonth,ramachandrapur,18.09,613,bhadrak,bonth,ramachandrapur
odisha,bhadrak,NA,bonth,sendhatira,11.25,614,bhadrak,bonth,sendhatira
odisha,bhadrak,NA,bonth,todagaon,19.98,615,bhadrak,bonth,todagaon
odisha,bhadrak,NA,bonth,anijo,10.42,616,bhadrak,bonth,anijo
odisha,bhadrak,NA,bonth,adia,15.11,617,bhadrak,bonth,adia
odisha,bhadrak,NA,bonth,gopinathpur,13.19,618,bhadrak,bonth,gopinathpur
odisha,bhadrak,NA,bonth,govindapur,53.57,619,bhadrak,bonth,govindapur
odisha,bhadrak,NA,bonth,badahata trilochanpur,14.46,620,bhadrak,bonth,badahata trilochanpur
