s_state,s_district,s_block,Number of Gram Panchayats,s_gp,Opening Balance For FY 2019-20,Total Fund Available For  FY 2019-20,Total Expenditure on Wages For FY 2019-20,Total Expenditure On Materials For FY 2019-20,Total Tax Paid For FY 2019-20,Total Admin Expenses  For FY 2019-20,Grand Total Expenditure For FY 2019-20,Total Unspent Balance For FY 2019-20,Total Payment Due For FY 2019-20,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,khurda,khurda,10,kaipadar,0.31,11.22,7.41,3.51,0,0,10.91,0.31,0,6320,khurda,khurda,kaipadar
odisha,khurda,khurda,11,kanpur,0.67,13.15,8.76,4.12,0.02,0,12.9,0.25,1.43,6321,khurda,khurda,kanpur
odisha,khurda,khurda,12,keranga,0.72,3.69,2.19,5.66,0.04,0,7.89,-4.19,0,6322,khurda,khurda,keranga
odisha,khurda,khurda,13,kuradhamal,0.53,4.48,3.74,0.21,0,0,3.95,0.53,0,6323,khurda,khurda,kuradhamal
odisha,khurda,khurda,14,malipur,0.26,8,7.76,0,0,0,7.76,0.25,0.07,6324,khurda,khurda,malipur
odisha,khurda,khurda,15,nalipada arjunpur,-2.62,10.57,10.83,2.39,0,0,13.23,-2.66,0,6325,khurda,khurda,nalipada arjunpur
odisha,khurda,khurda,16,nandapur,0,4.55,3.29,1.23,0.01,0,4.53,0.02,0,6326,khurda,khurda,nandapur
odisha,khurda,khurda,17,narangarh,1.2,3.36,0.87,1.29,0,0,2.16,1.2,0,6327,khurda,khurda,narangarh
odisha,khurda,khurda,18,nijigarh tapanga,0.16,2.54,2.83,0.09,0,0,2.92,-0.38,0.01,6328,khurda,khurda,nijigarh tapanga
odisha,khurda,khurda,19,orabarsingh,0.18,4.28,3.67,0.43,0,0,4.1,0.18,0,6329,khurda,khurda,orabarsingh
odisha,khurda,khurda,20,pallatotapada,0.91,4.53,3.34,0.29,0,0,3.62,0.91,0,6330,khurda,khurda,pallatotapada
odisha,khurda,khurda,21,pubusahi,0.01,8.47,5.98,2.82,0.03,0,8.84,-0.37,0,6331,khurda,khurda,pubusahi
odisha,khurda,khurda,22,tangiapada,-4.52,3.91,7.23,1.59,0.01,0,8.82,-4.91,0,6332,khurda,khurda,tangiapada
odisha,khurda,tangi,1,achyutpur,0.28,11.98,11.51,0,0,0,11.51,0.47,0.14,6333,khurda,tangi,achyutpur
odisha,khurda,tangi,2,badapari,0.16,5.94,5.49,0.28,0,0,5.77,0.16,0.03,6334,khurda,tangi,badapari
odisha,khurda,tangi,3,badapokharia,0.01,4.53,4.47,0,0,0,4.47,0.06,0.03,6335,khurda,tangi,badapokharia
odisha,khurda,tangi,4,balipatpur,0.41,3.21,2.8,1.35,0.02,0,4.17,-0.96,0,6336,khurda,tangi,balipatpur
odisha,khurda,tangi,5,bhusundipur,0.01,0.18,0.17,0,0,0,0.17,0.01,0,6337,khurda,tangi,bhusundipur
odisha,khurda,tangi,6,chhanagiri,0.21,11.07,10.86,0,0,0,10.86,0.21,0.28,6338,khurda,tangi,chhanagiri
odisha,khurda,tangi,7,dia,0,5.02,5.02,0,0,0,5.02,0,0.04,6339,khurda,tangi,dia
odisha,khurda,tangi,8,kamaguru,0.01,2.33,2.3,0,0,0,2.3,0.03,0.03,6340,khurda,tangi,kamaguru
odisha,khurda,tangi,9,kantalbai,0.01,18.79,18.78,0,0,0,18.78,0.01,0,6341,khurda,tangi,kantalbai
odisha,khurda,tangi,10,kuhudi,0.19,2.11,0.96,0.96,0,0,1.92,0.19,0,6342,khurda,tangi,kuhudi
odisha,khurda,tangi,11,kunjuri,0.17,7.85,6.88,0.77,0,0,7.65,0.2,0,6343,khurda,tangi,kunjuri
odisha,khurda,tangi,12,lendo,-0.02,11.1,11.12,0.86,0,0,11.98,-0.89,0.05,6344,khurda,tangi,lendo
odisha,khurda,tangi,13,mangalajodi,0,4.78,4.51,0.3,0,0,4.81,-0.03,0,6345,khurda,tangi,mangalajodi
odisha,khurda,tangi,14,nirakarpur,0.38,4.28,3.9,0.48,0.01,0,4.38,-0.11,0,6346,khurda,tangi,nirakarpur
odisha,khurda,tangi,15,nuagarh,0.25,15.81,15.5,0,0,0,15.5,0.3,0.05,6347,khurda,tangi,nuagarh
odisha,khurda,tangi,16,olasingh,0.18,8.07,8.04,0,0,0,8.04,0.02,0,6348,khurda,tangi,olasingh
odisha,khurda,tangi,17,pariorada,0.73,0.9,0.17,0,0,0,0.17,0.73,0,6349,khurda,tangi,pariorada
odisha,khurda,tangi,18,ramachandrapur,0,12.4,12.32,0,0,0,12.32,0.09,0.11,6350,khurda,tangi,ramachandrapur
odisha,khurda,tangi,19,rameswar,0.21,5.12,4.91,0,0,0,4.91,0.21,0.02,6351,khurda,tangi,rameswar
odisha,khurda,tangi,20,ratanpur,0.09,2.2,0.84,1.26,0.01,0,2.1,0.09,0,6352,khurda,tangi,ratanpur
odisha,khurda,tangi,21,sanarautapada,0,18.46,6.7,11.62,0.13,0,18.46,0,0,6353,khurda,tangi,sanarautapada
odisha,khurda,tangi,22,sarapari,-0.01,4.74,4.75,0,0,0,4.75,-0.01,0,6354,khurda,tangi,sarapari
odisha,khurda,tangi,23,sundarpur,-0.08,2.81,2.42,0.46,0.01,0,2.89,-0.08,0,6355,khurda,tangi,sundarpur
odisha,khurda,tangi,24,tangi,0.06,7.9,7.85,0,0,0,7.85,0.06,0.02,6356,khurda,tangi,tangi
odisha,khurda,tangi,25,tankol,0,21.35,20.48,0.86,0.02,0,21.35,0,0.15,6357,khurda,tangi,tankol
odisha,khurda,tangi,26,ujalagopinathpur,0,8.59,9.05,1.7,0.02,0,10.77,-2.17,0,6358,khurda,tangi,ujalagopinathpur
odisha,nayagarh,bhapur,1,badasahara,0,37.56,31.28,6.19,0,0,37.48,0.08,2.09,6359,nayagarh,bhapur,badasahara
odisha,nayagarh,bhapur,2,baghuapalli,0,13.05,13.05,0,0,0,13.05,0,2.32,6360,nayagarh,bhapur,baghuapalli
odisha,nayagarh,bhapur,3,baigunia,0,14.33,12.8,1.54,0,0,14.33,0,0.3,6361,nayagarh,bhapur,baigunia
odisha,nayagarh,bhapur,4,baunsabati,0,40.4,15.35,25.04,0,0,40.4,0,1.12,6362,nayagarh,bhapur,baunsabati
odisha,nayagarh,bhapur,5,bhagabanpur,0,26.75,14.16,12.46,0,0,26.62,0.13,0.53,6363,nayagarh,bhapur,bhagabanpur
odisha,nayagarh,bhapur,6,bhapur,0,32.5,32.55,0,0,0,32.55,-0.06,0.58,6364,nayagarh,bhapur,bhapur
odisha,nayagarh,bhapur,7,bijipur,0,95.61,51.39,44.75,0,0,96.15,-0.54,0.03,6365,nayagarh,bhapur,bijipur
odisha,nayagarh,bhapur,8,chakaradharprasad,0,22.42,21.65,0.6,0,0,22.25,0.18,1.6,6366,nayagarh,bhapur,chakaradharprasad
odisha,nayagarh,bhapur,9,dhanchanagada,0,36.01,26.17,9.78,0,0,35.96,0.05,0.45,6367,nayagarh,bhapur,dhanchanagada
odisha,nayagarh,bhapur,10,fategarh,0,88.58,68.83,19.74,0,0,88.57,0.01,1.68,6368,nayagarh,bhapur,fategarh
odisha,nayagarh,bhapur,11,golapakhari,0,33.01,31.03,3.18,0,0,34.21,-1.19,0.57,6369,nayagarh,bhapur,golapakhari
odisha,nayagarh,bhapur,12,kainfullia,0,6.33,6.07,0.27,0,0,6.35,-0.01,0.02,6370,nayagarh,bhapur,kainfullia
odisha,nayagarh,bhapur,13,karabara,0,58.99,46.31,13.65,0,0,59.96,-0.97,1.32,6371,nayagarh,bhapur,karabara
odisha,nayagarh,bhapur,14,kendupalli,0,25.43,10.82,14.61,0,0,25.43,0,0.17,6372,nayagarh,bhapur,kendupalli
odisha,nayagarh,bhapur,15,nimani,0,39.21,24.01,15.19,0,0,39.21,0,0.95,6373,nayagarh,bhapur,nimani
odisha,nayagarh,bhapur,16,padmabati,0,33.83,17.85,20.89,0,0,38.74,-4.91,0.56,6374,nayagarh,bhapur,padmabati
odisha,nayagarh,bhapur,17,patharachakada,0,23.61,6.81,16.8,0,0,23.61,0,0.2,6375,nayagarh,bhapur,patharachakada
odisha,nayagarh,bhapur,18,rakama,0,19.46,12.73,6.73,0,0,19.46,0,0.17,6376,nayagarh,bhapur,rakama
odisha,nayagarh,bhapur,19,salapada,0,11.94,10.43,1.51,0,0,11.94,0,0.29,6377,nayagarh,bhapur,salapada
odisha,nayagarh,bhapur,20,sasana,0,73.66,40.57,33.08,0,0,73.66,0,0.35,6378,nayagarh,bhapur,sasana
odisha,nayagarh,daspalla,1,banigochha,0,9.3,8.58,0.51,0.01,0,9.1,0.2,0.21,6379,nayagarh,daspalla,banigochha
odisha,nayagarh,daspalla,2,bhogabadi,0,0.59,0.17,0.4,0.03,0,0.59,0,0,6380,nayagarh,daspalla,bhogabadi
odisha,nayagarh,daspalla,3,chadeyapalli,0,6.58,6.58,0,0,0,6.58,0,0.15,6381,nayagarh,daspalla,chadeyapalli
odisha,nayagarh,daspalla,4,dihagaon,0,5.71,5.05,0.75,0,0,5.81,-0.1,0.04,6382,nayagarh,daspalla,dihagaon
odisha,nayagarh,daspalla,5,duda,0,0.06,0.12,0,0,0,0.12,-0.07,0,6383,nayagarh,daspalla,duda
odisha,nayagarh,daspalla,6,gholahandi,0,8.05,8.05,0,0,0,8.05,0,0,6384,nayagarh,daspalla,gholahandi
odisha,nayagarh,daspalla,7,ghugudipada,0,7.42,3.04,3.97,0.4,0,7.42,0,0.03,6385,nayagarh,daspalla,ghugudipada
odisha,nayagarh,daspalla,8,kalasakhaman,0,2.63,2.26,0.35,0.01,0,2.63,0,0,6386,nayagarh,daspalla,kalasakhaman
odisha,nayagarh,daspalla,9,khamarasahi,0,6.56,4.35,2.09,0.12,0,6.56,0,0.01,6387,nayagarh,daspalla,khamarasahi
odisha,nayagarh,daspalla,10,kujamendhi,0,2.72,2.09,0.54,0.09,0,2.72,0,0,6388,nayagarh,daspalla,kujamendhi
odisha,nayagarh,daspalla,11,kulurukumpa,0,2.59,2.45,0.14,0,0,2.59,0,0.1,6389,nayagarh,daspalla,kulurukumpa
odisha,nayagarh,daspalla,12,madhyakhanda,0,10.95,7.24,3.5,0.28,0,11.02,-0.07,0.04,6390,nayagarh,daspalla,madhyakhanda
odisha,nayagarh,daspalla,13,nachhipur,0,2.03,2.03,0,0,0,2.03,0,0.06,6391,nayagarh,daspalla,nachhipur
odisha,nayagarh,daspalla,14,nuagaon,0,5.26,5.19,0,0,0,5.19,0.07,0.07,6392,nayagarh,daspalla,nuagaon
odisha,nayagarh,daspalla,15,pokharigochha,0,0.27,0.12,0.14,0,0,0.27,0,0,6393,nayagarh,daspalla,pokharigochha
odisha,nayagarh,daspalla,16,sariganda,0,4.78,3.04,1.64,0.1,0,4.78,0,0.04,6394,nayagarh,daspalla,sariganda
odisha,nayagarh,daspalla,17,simlisahi,0,2.75,2.07,0.74,0.03,0,2.84,-0.09,0,6395,nayagarh,daspalla,simlisahi
odisha,nayagarh,daspalla,18,takara,0,1.83,1.83,0,0,0,1.83,0,0.05,6396,nayagarh,daspalla,takara
odisha,nayagarh,daspalla,19,tendabadi,0,1.34,1.34,0,0,0,1.34,0,0.01,6397,nayagarh,daspalla,tendabadi
odisha,nayagarh,daspalla,20,tumandi,0,4.32,4.29,0,0,0,4.29,0.03,0.03,6398,nayagarh,daspalla,tumandi
odisha,nayagarh,gania,1,adakata,0,11.57,9.5,2.03,0,0,11.52,0.05,0.19,6399,nayagarh,gania,adakata
odisha,nayagarh,gania,2,badasilinga,0,5.62,5.38,0,0,0,5.38,0.24,0.06,6400,nayagarh,gania,badasilinga
odisha,nayagarh,gania,3,belpada patna,0,6.39,5.97,0.42,0,0,6.39,0,0,6401,nayagarh,gania,belpada patna
odisha,nayagarh,gania,4,chhamundia,0,21.28,19.63,1.86,0,0,21.49,-0.21,0.12,6402,nayagarh,gania,chhamundia
odisha,nayagarh,gania,5,gania,0,2.35,2.35,0,0,0,2.35,0,0,6403,nayagarh,gania,gania
odisha,nayagarh,gania,6,karadapada,0,5.56,5.17,0,0,0,5.17,0.4,0.14,6404,nayagarh,gania,karadapada
odisha,nayagarh,gania,7,kishore prasad,0,3.87,2.96,0.93,0,0,3.89,-0.02,0.06,6405,nayagarh,gania,kishore prasad
odisha,nayagarh,gania,8,rasang,0,8.18,7.89,0.06,0,0,7.94,0.24,0.23,6406,nayagarh,gania,rasang
odisha,nayagarh,khandapada,1,bada banapur,0,0.01,0.01,0,0,0,0.01,0,0,6407,nayagarh,khandapada,bada banapur
odisha,nayagarh,khandapada,2,balabhadraprasad,0,80.46,51.3,29.58,0,0,80.88,-0.42,0.02,6408,nayagarh,khandapada,balabhadraprasad
odisha,nayagarh,khandapada,3,banamalipur,0,7.15,7.03,0.12,0,0,7.15,0,0.13,6409,nayagarh,khandapada,banamalipur
odisha,nayagarh,khandapada,4,benagadia,0,34.4,18.1,16.31,0,0,34.4,0,0.21,6410,nayagarh,khandapada,benagadia
odisha,nayagarh,khandapada,5,bodasa,0,10.91,7.79,3.39,0,0,11.18,-0.27,0.02,6411,nayagarh,khandapada,bodasa
odisha,nayagarh,khandapada,6,gadia sahi,0,7.36,5.68,1.68,0,0,7.36,0,0.35,6412,nayagarh,khandapada,gadia sahi
odisha,nayagarh,khandapada,7,gunthuni,0,2.62,2.62,0,0,0,2.62,0,0,6413,nayagarh,khandapada,gunthuni
odisha,nayagarh,khandapada,8,jagannath prasad,0,16,11.14,4.86,0,0,16,0,0.11,6414,nayagarh,khandapada,jagannath prasad
odisha,nayagarh,khandapada,9,jogiapalli,0,11.48,9.21,2.28,0,0,11.48,0,0.06,6415,nayagarh,khandapada,jogiapalli
odisha,nayagarh,khandapada,10,kantilo,0,4.59,1.68,2.92,0,0,4.59,0,0.01,6416,nayagarh,khandapada,kantilo
odisha,nayagarh,khandapada,11,khalisahi,0,3.74,3.74,0,0,0,3.74,0,0.08,6417,nayagarh,khandapada,khalisahi
odisha,nayagarh,khandapada,12,kiajhar,0,18.64,12.26,6.39,0,0,18.64,0,0.46,6418,nayagarh,khandapada,kiajhar
odisha,nayagarh,khandapada,13,koska,0,23.27,20.08,2.56,0,0,22.63,0.63,0.94,6419,nayagarh,khandapada,koska
odisha,nayagarh,khandapada,14,kumbharpada,0,0.88,0.88,0,0,0,0.88,0,0.09,6420,nayagarh,khandapada,kumbharpada
odisha,nayagarh,khandapada,15,mardarajpur,0,9.73,6.44,3.29,0,0,9.73,0,0,6421,nayagarh,khandapada,mardarajpur
odisha,nayagarh,khandapada,16,ranichheli,0,14.01,12.39,1.58,0,0,13.97,0.05,0.91,6422,nayagarh,khandapada,ranichheli
odisha,nayagarh,khandapada,17,ranipada,0,19.54,12.39,7.2,0,0,19.58,-0.05,0.29,6423,nayagarh,khandapada,ranipada
odisha,nayagarh,khandapada,18,rath. dholamara,0,13.56,12.38,1.2,0,0,13.58,-0.02,0.26,6424,nayagarh,khandapada,rath. dholamara
odisha,nayagarh,khandapada,19,salajharia,0,0.02,0.02,0,0,0,0.02,0,0,6425,nayagarh,khandapada,salajharia
odisha,nayagarh,khandapada,20,sidhamula,0,8.17,8.17,0,0,0,8.17,0,0.05,6426,nayagarh,khandapada,sidhamula
odisha,nayagarh,khandapada,21,sikharpur,0,0.24,0.24,0,0,0,0.24,0,0,6427,nayagarh,khandapada,sikharpur
odisha,nayagarh,khandapada,22,singhapada,0,0.38,0.38,0,0,0,0.38,0,0.14,6428,nayagarh,khandapada,singhapada
odisha,nayagarh,nayagarh,1,badapandusar,0,7.16,7.16,0,0,0,7.16,0,0.4,6429,nayagarh,nayagarh,badapandusar
odisha,nayagarh,nayagarh,2,balugaon,0,13.1,12.92,0,0,0,12.92,0.18,0.2,6430,nayagarh,nayagarh,balugaon
odisha,nayagarh,nayagarh,3,baunsia pada,0,3.04,2.01,1.03,0,0,3.04,0,0,6431,nayagarh,nayagarh,baunsia pada
odisha,nayagarh,nayagarh,4,bhatasahi,0,8.9,7.96,0.93,0,0,8.9,0,0.07,6432,nayagarh,nayagarh,bhatasahi
odisha,nayagarh,nayagarh,5,biruda,0,52.16,35.29,16.64,0.23,0,52.16,0,0.11,6433,nayagarh,nayagarh,biruda
odisha,nayagarh,nayagarh,6,champatipur,0,3.12,3.12,0,0,0,3.12,0,0,6434,nayagarh,nayagarh,champatipur
odisha,nayagarh,nayagarh,7,chandibasta,0,10.64,10.43,0.21,0,0,10.64,0,0.18,6435,nayagarh,nayagarh,chandibasta
odisha,nayagarh,nayagarh,8,gadadhar prasad,0,18.46,17.58,0.83,0,0,18.4,0.06,0.07,6436,nayagarh,nayagarh,gadadhar prasad
odisha,nayagarh,nayagarh,9,gambharidihi,0,8.8,8.8,0,0,0,8.8,0,0.17,6437,nayagarh,nayagarh,gambharidihi
odisha,nayagarh,nayagarh,10,ghadual,0,2.94,2.94,0,0,0,2.94,0,0.65,6438,nayagarh,nayagarh,ghadual
odisha,nayagarh,nayagarh,11,ikiri,0,18.63,15.43,3.19,0,0,18.63,0,0.78,6439,nayagarh,nayagarh,ikiri
odisha,nayagarh,nayagarh,12,itamati,0,19.78,19.16,0.62,0,0,19.78,0,0.2,6440,nayagarh,nayagarh,itamati
odisha,nayagarh,nayagarh,13,jemadeipur patna,0,7.89,7.89,0,0,0,7.89,0,0.1,6441,nayagarh,nayagarh,jemadeipur patna
odisha,nayagarh,nayagarh,14,kalikaprasad,0,6.81,6.39,0.41,0,0,6.8,0.01,0.1,6442,nayagarh,nayagarh,kalikaprasad
odisha,nayagarh,nayagarh,15,kendudhipi,0,14.04,13.63,0.41,0,0,14.04,0,0.07,6443,nayagarh,nayagarh,kendudhipi
odisha,nayagarh,nayagarh,16,khuntubandha,0,15.86,15.76,0.1,0,0,15.86,0,0.17,6444,nayagarh,nayagarh,khuntubandha
odisha,nayagarh,nayagarh,17,kirdas pur,0,25.55,25.22,0.03,0.01,0,25.26,0.28,0.21,6445,nayagarh,nayagarh,kirdas pur
odisha,nayagarh,nayagarh,18,lathipada,0,21.12,20.58,0.41,0,0,20.99,0.12,0.42,6446,nayagarh,nayagarh,lathipada
odisha,nayagarh,nayagarh,19,laxmiprasad,0,8.93,8.62,0.31,0,0,8.93,0,0.41,6447,nayagarh,nayagarh,laxmiprasad
odisha,nayagarh,nayagarh,20,lenkudi pada,0,9.11,8.49,0.62,0,0,9.11,0,0.05,6448,nayagarh,nayagarh,lenkudi pada
odisha,nayagarh,nayagarh,21,machhipada,0,2.39,2.39,0,0,0,2.39,0,0.08,6449,nayagarh,nayagarh,machhipada
odisha,nayagarh,nayagarh,22,muthagadia,0,15.98,15.88,0.1,0,0,15.98,0,0.09,6450,nayagarh,nayagarh,muthagadia
odisha,nayagarh,nayagarh,23,nabaghanapur,0,5.58,4.96,0.62,0,0,5.58,0,0,6451,nayagarh,nayagarh,nabaghanapur
odisha,nayagarh,nayagarh,24,nadiali,0,20.43,20.16,0.27,0,0,20.43,0,0.09,6452,nayagarh,nayagarh,nadiali
odisha,nayagarh,nayagarh,25,natugaon,0,14.84,14.23,0.62,0,0,14.84,0,0.15,6453,nayagarh,nayagarh,natugaon
odisha,nayagarh,nayagarh,26,notar,0,23.08,20.76,2.3,0.02,0,23.08,0,0.26,6454,nayagarh,nayagarh,notar
odisha,nayagarh,nayagarh,27,sarankul,0,5.52,5.32,0.21,0,0,5.52,0,0.03,6455,nayagarh,nayagarh,sarankul
odisha,nayagarh,nayagarh,28,sharadha pur,0,11.44,8.89,2.58,0,0,11.46,-0.02,0.11,6456,nayagarh,nayagarh,sharadha pur
odisha,nayagarh,nayagarh,29,sinduria,0,6.92,5.68,1.24,0,0,6.92,0,0.08,6457,nayagarh,nayagarh,sinduria
odisha,nayagarh,nuagaon,1,badagotha,0,2.95,1.8,1.15,0,0,2.95,0,0,6458,nayagarh,nuagaon,badagotha
odisha,nayagarh,nuagaon,2,bahadajhola,0,14.19,12.74,1.49,0,0,14.23,-0.04,0.05,6459,nayagarh,nuagaon,bahadajhola
odisha,nayagarh,nuagaon,3,beruan bari,0,20.11,13.11,6.84,0.04,0,19.99,0.12,0.03,6460,nayagarh,nuagaon,beruan bari
odisha,nayagarh,nuagaon,4,chahali,0,0.2,0,0.2,0,0,0.2,0,0,6461,nayagarh,nuagaon,chahali
odisha,nayagarh,nuagaon,5,dhenkena,0,0.5,0.2,0.3,0,0,0.5,0,0,6462,nayagarh,nuagaon,dhenkena
odisha,nayagarh,nuagaon,6,durdura,0,9.28,9.01,0.26,0,0,9.27,0.01,0,6463,nayagarh,nuagaon,durdura
odisha,nayagarh,nuagaon,7,gateri,0,7.98,7.27,0.73,0,0,8,-0.03,0,6464,nayagarh,nuagaon,gateri
odisha,nayagarh,nuagaon,8,gumi,0,9.21,9.32,0,0,0,9.32,-0.11,0.03,6465,nayagarh,nuagaon,gumi
odisha,nayagarh,nuagaon,9,haripura,0,8.44,5.63,2.81,0,0,8.44,0,0.12,6466,nayagarh,nuagaon,haripura
odisha,nayagarh,nuagaon,10,jakeda,0,9.9,9.9,0,0,0,9.9,0,0.31,6467,nayagarh,nuagaon,jakeda
odisha,nayagarh,nuagaon,11,kaptapalli,0,16.76,15.66,0.82,0,0,16.47,0.29,0.16,6468,nayagarh,nuagaon,kaptapalli
odisha,nayagarh,nuagaon,12,khandugaon,0,0.27,0.17,0.1,0,0,0.27,0,0,6469,nayagarh,nuagaon,khandugaon
odisha,nayagarh,nuagaon,13,korada,0,0.8,0.77,0,0,0,0.77,0.03,0.05,6470,nayagarh,nuagaon,korada
odisha,nayagarh,nuagaon,14,mahipura,0,6.46,4.98,1.34,0.02,0,6.34,0.12,0,6471,nayagarh,nuagaon,mahipura
odisha,nayagarh,nuagaon,15,maichheli,0,3.29,2.87,0.25,0,0,3.12,0.17,0.08,6472,nayagarh,nuagaon,maichheli
odisha,nayagarh,nuagaon,16,malisahi,0,0.03,0.03,0,0,0,0.03,0,0,6473,nayagarh,nuagaon,malisahi
odisha,nayagarh,nuagaon,17,nuagaon,0,15.63,13.51,2.09,0.03,0,15.63,0,0.08,6474,nayagarh,nuagaon,nuagaon
odisha,nayagarh,nuagaon,18,paradhipi,0,5.86,4.98,0.86,0,0,5.83,0.03,0.09,6475,nayagarh,nuagaon,paradhipi
odisha,nayagarh,nuagaon,19,sikrida,0,3.11,1.58,1.51,0,0,3.09,0.01,0,6476,nayagarh,nuagaon,sikrida
odisha,nayagarh,nuagaon,20,singarapalli,0,7.96,8.11,0,0,0,8.1,-0.14,0.02,6477,nayagarh,nuagaon,singarapalli
odisha,nayagarh,nuagaon,21,sorada,0,27.4,26.33,1.06,0.01,0,27.4,0,0.26,6478,nayagarh,nuagaon,sorada
odisha,nayagarh,nuagaon,22,udaypur,0,3.39,3.35,0,0,0,3.35,0.04,0.03,6479,nayagarh,nuagaon,udaypur
odisha,nayagarh,odagaon,1,angisingi,0,10.88,10.28,0.6,0,0,10.88,0,0.06,6480,nayagarh,odagaon,angisingi
odisha,nayagarh,odagaon,2,arada,0,12.89,8.54,4.32,0.03,0,12.89,0,0.03,6481,nayagarh,odagaon,arada
odisha,nayagarh,odagaon,3,badagorada,0,7.65,7.36,0.3,0,0,7.66,0,0.07,6482,nayagarh,odagaon,badagorada
odisha,nayagarh,odagaon,4,banthapur,0,36.57,34.48,2.07,0.02,0,36.57,0,0.36,6483,nayagarh,odagaon,banthapur
odisha,nayagarh,odagaon,5,barasahi,0,8.66,8.48,0.05,0,0,8.53,0.14,0.19,6484,nayagarh,odagaon,barasahi
odisha,nayagarh,odagaon,6,bhadikila,0,8.94,6.93,1.85,0.16,0,8.94,0,0.09,6485,nayagarh,odagaon,bhadikila
odisha,nayagarh,odagaon,7,bhaliadihi,0,3.9,2.99,0.91,0,0,3.9,0,2.01,6486,nayagarh,odagaon,bhaliadihi
odisha,nayagarh,odagaon,8,dalak,0,0,0,0,0,0,0,0,0,6487,nayagarh,odagaon,dalak
odisha,nayagarh,odagaon,9,dimisara,0,3.84,3.74,0.1,0,0,3.84,0,0.1,6488,nayagarh,odagaon,dimisara
odisha,nayagarh,odagaon,10,giridipali,0,23.61,22.75,0.86,0,0,23.61,0,0.38,6489,nayagarh,odagaon,giridipali
odisha,nayagarh,odagaon,11,godipada,0,8.99,8.07,0.95,0.01,0,9.03,-0.04,0.07,6490,nayagarh,odagaon,godipada
odisha,nayagarh,odagaon,12,godipalli,0,4.01,3.99,0,0,0,3.99,0.01,0.05,6491,nayagarh,odagaon,godipalli
odisha,nayagarh,odagaon,13,golagaon,0,5.85,5.34,0.5,0,0,5.84,0.01,0.02,6492,nayagarh,odagaon,golagaon
odisha,nayagarh,odagaon,14,gotisahi,0,3.84,3.84,0,0,0,3.84,0,0,6493,nayagarh,odagaon,gotisahi
odisha,nayagarh,odagaon,15,goudaput,0,6.87,5.31,1.56,0,0,6.87,0,0.17,6494,nayagarh,odagaon,goudaput
odisha,nayagarh,odagaon,16,haridabandh,0,12.33,12.28,0.05,0,0,12.33,0,0.16,6495,nayagarh,odagaon,haridabandh
odisha,nayagarh,odagaon,17,hariharpur,0,4.76,4.76,0,0,0,4.76,0,1,6496,nayagarh,odagaon,hariharpur
odisha,nayagarh,odagaon,18,kajalaipalli,0,2.91,2.86,0,0,0,2.86,0.06,0.06,6497,nayagarh,odagaon,kajalaipalli
odisha,nayagarh,odagaon,19,komanda,0,7.52,6.55,0.97,0.01,0,7.54,-0.02,0.13,6498,nayagarh,odagaon,komanda
odisha,nayagarh,odagaon,20,korapitha,0,4.26,4.23,0.1,0,0,4.33,-0.07,0.06,6499,nayagarh,odagaon,korapitha
odisha,nayagarh,odagaon,21,kurala,0,17.12,13.58,3.18,0.4,0,17.17,-0.05,0.35,6500,nayagarh,odagaon,kurala
odisha,nayagarh,odagaon,22,magarabandha,0,20.09,19.19,0.9,0,0,20.09,0,0.11,6501,nayagarh,odagaon,magarabandha
odisha,nayagarh,odagaon,23,nandighora,0,22.84,22.55,0.29,0.01,0,22.84,0,0.42,6502,nayagarh,odagaon,nandighora
odisha,nayagarh,odagaon,24,odagaon,0,0,0,0,0,0,0,0,0,6503,nayagarh,odagaon,odagaon
odisha,nayagarh,odagaon,25,p manpur,0,2.39,2.39,0,0,0,2.39,0,0.88,6504,nayagarh,odagaon,p manpur
odisha,nayagarh,odagaon,26,panchumu,0,4.1,3.3,0.8,0,0,4.1,0,0.06,6505,nayagarh,odagaon,panchumu
odisha,nayagarh,odagaon,27,panderipada,0,7.21,5.75,1.47,0,0,7.21,0,0.15,6506,nayagarh,odagaon,panderipada
odisha,nayagarh,odagaon,28,pantikhari,0,4.17,4.12,0.03,0,0,4.15,0.02,0.02,6507,nayagarh,odagaon,pantikhari
odisha,nayagarh,odagaon,29,rabera,0,8.74,8.64,0.1,0,0,8.74,0,0.07,6508,nayagarh,odagaon,rabera
odisha,nayagarh,odagaon,30,rabigadia,0,5.85,4.61,1.07,0.19,0,5.87,-0.02,0,6509,nayagarh,odagaon,rabigadia
odisha,nayagarh,odagaon,31,ranganipatna,0,3.05,3.07,0,0,0,3.07,-0.02,0.11,6510,nayagarh,odagaon,ranganipatna
odisha,nayagarh,odagaon,32,rohibanka,0,1.25,0.97,0.3,0,0,1.28,-0.02,0,6511,nayagarh,odagaon,rohibanka
odisha,nayagarh,odagaon,33,sakeri,0,12.32,10.7,1.56,0.09,0,12.35,-0.03,0,6512,nayagarh,odagaon,sakeri
odisha,nayagarh,odagaon,34,sardhapur,0,10.57,10.42,0.15,0,0,10.57,0,0.14,6513,nayagarh,odagaon,sardhapur
odisha,nayagarh,odagaon,35,saranakul,0,4.51,4.51,0,0,0,4.51,0,0.13,6514,nayagarh,odagaon,saranakul
odisha,nayagarh,odagaon,36,sikharpur,0,4.1,4.1,0,0,0,4.1,0,0.34,6515,nayagarh,odagaon,sikharpur
