s_state,s_district,s_block,Number of Gram Panchayats,s_gp,Opening Balance For FY 2019-20,Total Fund Available For  FY 2019-20,Total Expenditure on Wages For FY 2019-20,Total Expenditure On Materials For FY 2019-20,Total Tax Paid For FY 2019-20,Total Admin Expenses  For FY 2019-20,Grand Total Expenditure For FY 2019-20,Total Unspent Balance For FY 2019-20,Total Payment Due For FY 2019-20,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,kendrapara,rajkanika,16,koilipur,0,5.62,23.03,3.21,0,0,26.24,-20.62,0.44,6124,kendrapara,rajkanika,koilipur
odisha,kendrapara,rajkanika,17,koranda,0,0,30.21,0,0,0,30.21,-30.21,0.29,6125,kendrapara,rajkanika,koranda
odisha,kendrapara,rajkanika,18,nahuni,0,0,21.6,0,0,0,21.6,-21.6,0.84,6126,kendrapara,rajkanika,nahuni
odisha,kendrapara,rajkanika,19,namatara,0,0,7.84,0,0,0,7.84,-7.84,0.19,6127,kendrapara,rajkanika,namatara
odisha,kendrapara,rajkanika,20,olaver,0,5.9,10.4,7.96,0,0,18.35,-12.45,0.36,6128,kendrapara,rajkanika,olaver
odisha,kendrapara,rajkanika,21,padhanapada,0,0,21.51,4.79,0,0,26.3,-26.3,0.08,6129,kendrapara,rajkanika,padhanapada
odisha,kendrapara,rajkanika,22,panasa ganda,0,0,14.11,4.56,0,0,18.66,-18.66,0.14,6130,kendrapara,rajkanika,panasa ganda
odisha,kendrapara,rajkanika,23,parinuapada habalganda,0,1.52,12.98,0.17,0,0,13.15,-11.63,0.15,6131,kendrapara,rajkanika,parinuapada habalganda
odisha,kendrapara,rajkanika,24,pegarapada,0,0.68,13.1,0,0,0,13.1,-12.42,0,6132,kendrapara,rajkanika,pegarapada
odisha,kendrapara,rajkanika,25,sihopada,0,0.07,14.61,0,0,0,14.61,-14.55,0.38,6133,kendrapara,rajkanika,sihopada
odisha,kendrapara,rajkanika,26,siko,0,2.7,47.4,0,0,0,47.4,-44.7,0.2,6134,kendrapara,rajkanika,siko
odisha,kendrapara,rajkanika,27,taras,0,0.58,15.92,0.17,0,0,16.09,-15.51,0.42,6135,kendrapara,rajkanika,taras
odisha,kendrapara,rajkanika,28,trilokyapur,0,0.38,30.61,0,0,0,30.61,-30.22,0.24,6136,kendrapara,rajkanika,trilokyapur
odisha,kendrapara,rajkanika,29,varigada,0,13.27,34.33,7.9,0,0,42.24,-28.97,0.06,6137,kendrapara,rajkanika,varigada
odisha,kendrapara,rajanagar,1,baghamari,0,9.32,32.24,7.1,0.04,0,39.39,-30.07,0.04,6138,kendrapara,rajanagar,baghamari
odisha,kendrapara,rajanagar,2,balisahipatana,0,7.96,15.34,11.53,0.08,0,26.95,-19,0.28,6139,kendrapara,rajanagar,balisahipatana
odisha,kendrapara,rajanagar,3,bandhapada,0,0.43,21.67,0.42,0,0,22.09,-21.66,1.26,6140,kendrapara,rajanagar,bandhapada
odisha,kendrapara,rajanagar,4,belpal,0,0,8.87,8.28,0.09,0,17.24,-17.24,0.01,6141,kendrapara,rajanagar,belpal
odisha,kendrapara,rajanagar,5,bhitargarh,0,3.4,26.34,25.3,0.1,0,51.73,-48.33,0.08,6142,kendrapara,rajanagar,bhitargarh
odisha,kendrapara,rajanagar,6,brahmana sahi,0,5.33,20.73,2.48,0,0,23.21,-17.88,0,6143,kendrapara,rajanagar,brahmana sahi
odisha,kendrapara,rajanagar,7,chandi baunsamula,0,7.68,33.31,6.4,0.05,0,39.76,-32.08,0.18,6144,kendrapara,rajanagar,chandi baunsamula
odisha,kendrapara,rajanagar,8,dangamala,0,24.2,31.32,11.72,0.18,0,43.22,-19.02,0.14,6145,kendrapara,rajanagar,dangamala
odisha,kendrapara,rajanagar,9,dera,0,3.76,21.06,3.01,0,0,24.07,-20.3,0.11,6146,kendrapara,rajanagar,dera
odisha,kendrapara,rajanagar,10,ghadiamal,0,4.11,23.98,18.93,0.22,0,43.13,-39.02,0,6147,kendrapara,rajanagar,ghadiamal
odisha,kendrapara,rajanagar,11,gupti,0,0.56,32.32,0.34,0,0,32.66,-32.11,0.58,6148,kendrapara,rajanagar,gupti
odisha,kendrapara,rajanagar,12,hatina,0,10.6,22.55,22.76,0.15,0,45.46,-34.86,0.37,6149,kendrapara,rajanagar,hatina
odisha,kendrapara,rajanagar,13,iswarpur,0,0,34.75,0,0,0,34.75,-34.75,0.05,6150,kendrapara,rajanagar,iswarpur
odisha,kendrapara,rajanagar,14,kandira,0,0,21.11,2.64,0.03,0,23.77,-23.77,0.17,6151,kendrapara,rajanagar,kandira
odisha,kendrapara,rajanagar,15,keradagarh,0,3.2,15.26,8.4,0.06,0,23.72,-20.52,0,6152,kendrapara,rajanagar,keradagarh
odisha,kendrapara,rajanagar,16,keruapal,0,16.4,35.77,4.53,0.02,0,40.32,-23.93,0.56,6153,kendrapara,rajanagar,keruapal
odisha,kendrapara,rajanagar,17,khamarsahi,0,2.14,17.65,2.72,0.03,0,20.41,-18.26,0.28,6154,kendrapara,rajanagar,khamarsahi
odisha,kendrapara,rajanagar,18,koili pur,0,17.18,26.21,16.27,0.12,0,42.6,-25.42,0.17,6155,kendrapara,rajanagar,koili pur
odisha,kendrapara,rajanagar,19,krushannagar,0,5.12,21.24,7.71,0.08,0,29.03,-23.91,0.05,6156,kendrapara,rajanagar,krushannagar
odisha,kendrapara,rajanagar,20,kurunti,0,16.72,38.35,12.63,0.04,0,51.01,-34.29,0.39,6157,kendrapara,rajanagar,kurunti
odisha,kendrapara,rajanagar,21,mahisasura,0,4.39,18.43,14.61,0.16,0,33.21,-28.82,0.03,6158,kendrapara,rajanagar,mahisasura
odisha,kendrapara,rajanagar,22,mahulia,0,20.18,25.74,14.73,0,0,40.48,-20.3,0.03,6159,kendrapara,rajanagar,mahulia
odisha,kendrapara,rajanagar,23,ostia,0,8.93,29.9,7.23,0,0,37.13,-28.2,1.31,6160,kendrapara,rajanagar,ostia
odisha,kendrapara,rajanagar,24,rajnagar,0,0.27,12.2,7.63,0.05,0,19.87,-19.61,0.27,6161,kendrapara,rajanagar,rajnagar
odisha,kendrapara,rajanagar,25,rajpur,0,4.49,18.3,4.91,0,0,23.21,-18.72,0,6162,kendrapara,rajanagar,rajpur
odisha,kendrapara,rajanagar,26,rangani,0,9.07,32.79,4.38,0.05,0,37.23,-28.15,0.82,6163,kendrapara,rajanagar,rangani
odisha,kendrapara,rajanagar,27,sanbada gopalpur,0,17.65,19.97,14.04,0,0,34,-16.35,0.37,6164,kendrapara,rajanagar,sanbada gopalpur
odisha,kendrapara,rajanagar,28,satabhaya (bagapatia),0,5.05,17,4.44,0.06,0,21.49,-16.45,0.39,6165,kendrapara,rajanagar,satabhaya (bagapatia)
odisha,kendrapara,rajanagar,29,talachua,0,2.28,23.88,1.93,0.02,0,25.83,-23.55,0.81,6166,kendrapara,rajanagar,talachua
odisha,khurda,balianta,1,bainchua,0.17,3.31,3.06,0.44,0,0,3.5,-0.2,0,6167,khurda,balianta,bainchua
odisha,khurda,balianta,2,balianta,0.04,3.15,2.24,4.2,0.05,0,6.49,-3.34,0,6168,khurda,balianta,balianta
odisha,khurda,balianta,3,bentapur,0.02,1.87,1.75,0.11,0,0,1.85,0.02,0.02,6169,khurda,balianta,bentapur
odisha,khurda,balianta,4,benupur,0.24,3.72,2.86,0.6,0.01,0,3.47,0.24,0,6170,khurda,balianta,benupur
odisha,khurda,balianta,5,bhingarpur,0.47,0.74,0.31,0.86,0,0,1.17,-0.43,0,6171,khurda,balianta,bhingarpur
odisha,khurda,balianta,6,jagannathpur,0.38,3.69,2.03,2.39,0.03,0,4.45,-0.76,0.01,6172,khurda,balianta,jagannathpur
odisha,khurda,balianta,7,jayadeb,-1.6,1.52,2.96,0.13,0,0,3.09,-1.57,0.05,6173,khurda,balianta,jayadeb
odisha,khurda,balianta,8,jhintisasan,0.26,1.81,1.57,0.11,0,0,1.68,0.14,0.15,6174,khurda,balianta,jhintisasan
odisha,khurda,balianta,9,kakarudrapur,0.13,1.89,1.44,0.41,0.01,0,1.85,0.03,0.11,6175,khurda,balianta,kakarudrapur
odisha,khurda,balianta,10,prataprudrapur,0.25,2.64,2.03,0.47,0,0,2.51,0.13,0,6176,khurda,balianta,prataprudrapur
odisha,khurda,balianta,11,pratapsasan,0.07,4.03,4.11,0.11,0,0,4.22,-0.19,0.02,6177,khurda,balianta,pratapsasan
odisha,khurda,balianta,12,puranpradhan,-0.39,4.89,3.77,2.92,0,0,6.69,-1.8,0,6178,khurda,balianta,puranpradhan
odisha,khurda,balianta,13,purohitpur,0,0.8,0.67,0.29,0,0,0.96,-0.15,0.04,6179,khurda,balianta,purohitpur
odisha,khurda,balianta,14,sarakana,0.33,2.28,2.51,1.67,0.02,0,4.2,-1.91,0.01,6180,khurda,balianta,sarakana
odisha,khurda,balianta,15,satyabhamapur,0.23,1.78,1.69,0,0,0,1.69,0.09,0,6181,khurda,balianta,satyabhamapur
odisha,khurda,balianta,16,umadeibrahmapur,-0.1,1.79,1.55,0.31,0.03,0,1.89,-0.1,0,6182,khurda,balianta,umadeibrahmapur
odisha,khurda,balipatna,1,alisisasan,0,1.81,2.13,0,0,0,2.13,-0.32,0.05,6183,khurda,balipatna,alisisasan
odisha,khurda,balipatna,2,amanakuda,-0.52,6.85,7.42,0.58,0.01,0,8.01,-1.15,0.14,6184,khurda,balipatna,amanakuda
odisha,khurda,balipatna,3,athantara,0,1,0.92,0.11,0,0,1.03,-0.03,0,6185,khurda,balipatna,athantara
odisha,khurda,balipatna,4,bhakarsahi,0.53,5.67,5.04,1.22,0.01,0,6.27,-0.6,0.08,6186,khurda,balipatna,bhakarsahi
odisha,khurda,balipatna,5,bhapur,0.02,0.97,0.95,0,0,0,0.95,0.02,0,6187,khurda,balipatna,bhapur
odisha,khurda,balipatna,6,dhaulidharpur,-3.5,-0.67,2.86,2.13,0,0,4.99,-5.66,0.05,6188,khurda,balipatna,dhaulidharpur
odisha,khurda,balipatna,7,garedipanchan,0.03,2.5,2.41,3,0.01,0,5.41,-2.91,0,6189,khurda,balipatna,garedipanchan
odisha,khurda,balipatna,8,guapur,-0.36,2.17,2.09,0.99,0.01,0,3.08,-0.91,0.02,6190,khurda,balipatna,guapur
odisha,khurda,balipatna,9,kuranjipur,-0.25,5.22,5.19,1.08,0.01,0,6.28,-1.06,0.03,6191,khurda,balipatna,kuranjipur
odisha,khurda,balipatna,10,majhihara,0,4.76,4.92,0,0,0,4.92,-0.17,0.02,6192,khurda,balipatna,majhihara
odisha,khurda,balipatna,11,marthapur,-0.04,3.61,4.15,0.1,0,0,4.26,-0.65,0.09,6193,khurda,balipatna,marthapur
odisha,khurda,balipatna,12,mukundadaspur,0,1.54,1.4,0.18,0,0,1.58,-0.04,0,6194,khurda,balipatna,mukundadaspur
odisha,khurda,balipatna,13,nariso,-0.15,1.21,1.91,2.01,0.02,0,3.95,-2.74,0.02,6195,khurda,balipatna,nariso
odisha,khurda,balipatna,14,pampalo,0.17,2.57,2.68,3.44,0.03,0,6.15,-3.58,0.01,6196,khurda,balipatna,pampalo
odisha,khurda,balipatna,15,rajas,-1.48,2.59,3.99,3.05,0.02,0,7.07,-4.47,0,6197,khurda,balipatna,rajas
odisha,khurda,balipatna,16,sumanasasan,-2.17,-0.36,1.72,0.19,0,0,1.91,-2.27,0,6198,khurda,balipatna,sumanasasan
odisha,khurda,balipatna,17,turintira,-3.82,1.52,4.55,3.82,0,0,8.37,-6.84,0.06,6199,khurda,balipatna,turintira
odisha,khurda,banapur,1,ayatpur,0,9.03,5.69,3.3,0.04,0,9.03,0,0.27,6200,khurda,banapur,ayatpur
odisha,khurda,banapur,2,bhabanipur,0,6.07,5.97,0.09,0,0,6.06,0.01,0.01,6201,khurda,banapur,bhabanipur
odisha,khurda,banapur,3,bheteswar,0.21,4.01,3.44,0.35,0,0,3.8,0.21,0.01,6202,khurda,banapur,bheteswar
odisha,khurda,banapur,4,bishnudiha,0.79,5.89,3.22,2.29,0,0,5.51,0.38,0.04,6203,khurda,banapur,bishnudiha
odisha,khurda,banapur,5,damiabarbara,1.87,17.92,13.93,2.09,0.02,0,16.05,1.87,0.18,6204,khurda,banapur,damiabarbara
odisha,khurda,banapur,6,deogaon,-0.16,3.64,3.8,0,0,0,3.8,-0.16,0.02,6205,khurda,banapur,deogaon
odisha,khurda,banapur,7,galua,-0.92,5.64,6.47,0.06,0,0,6.53,-0.89,0,6206,khurda,banapur,galua
odisha,khurda,banapur,8,gambharimunda,-2.02,1.53,3.43,0,0,0,3.43,-1.9,0.05,6207,khurda,banapur,gambharimunda
odisha,khurda,banapur,9,kulei,-2.44,2.26,4.73,0,0,0,4.73,-2.47,0.08,6208,khurda,banapur,kulei
odisha,khurda,banapur,10,kumaranga sasan,0.1,3.72,3.19,0.51,0,0,3.7,0.03,0.07,6209,khurda,banapur,kumaranga sasan
odisha,khurda,banapur,11,moramori,0,12.72,12.49,0.11,0,0,12.59,0.12,0.14,6210,khurda,banapur,moramori
odisha,khurda,banapur,12,nachuni,-1.25,11.6,12.46,0.16,0,0,12.62,-1.01,0.14,6211,khurda,banapur,nachuni
odisha,khurda,banapur,13,nandapur,1.97,5.44,3.62,2.06,0.01,0,5.7,-0.26,0,6212,khurda,banapur,nandapur
odisha,khurda,banapur,14,narendrapur,0.03,4.45,4.03,0.3,0,0,4.33,0.12,0.01,6213,khurda,banapur,narendrapur
odisha,khurda,banapur,15,niladriprasad,0.41,11.78,11.37,0,0,0,11.37,0.41,0.27,6214,khurda,banapur,niladriprasad
odisha,khurda,banapur,16,torasingh,0,1.28,1.27,0,0,0,1.27,0.01,0,6215,khurda,banapur,torasingh
odisha,khurda,banapur,17,tumuraput sasan,-0.39,7.32,5.67,2.01,0.02,0,7.7,-0.38,0.03,6216,khurda,banapur,tumuraput sasan
odisha,khurda,begunia,1,badaberana,0,8.63,8.19,0.44,0,0,8.63,0,0.02,6217,khurda,begunia,badaberana
odisha,khurda,begunia,2,baghamari,0,22.43,22.43,0,0,0,22.43,0,0.25,6218,khurda,begunia,baghamari
odisha,khurda,begunia,3,begunia,0,8,8,0,0,0,8,0,0.04,6219,khurda,begunia,begunia
odisha,khurda,begunia,4,botalama,0,17.06,16.96,0,0,0,16.96,0.1,0.29,6220,khurda,begunia,botalama
odisha,khurda,begunia,5,deuli,0,17.13,17.09,0,0,0,17.09,0.04,0.09,6221,khurda,begunia,deuli
odisha,khurda,begunia,6,dingar,0,8.38,8.41,0,0,0,8.41,-0.03,0.01,6222,khurda,begunia,dingar
odisha,khurda,begunia,7,durgapur,0,18.86,18.75,0.26,0,0,19.02,-0.16,0.01,6223,khurda,begunia,durgapur
odisha,khurda,begunia,8,gadamanitri,0,18.04,17.52,0,0,0,17.52,0.52,0.04,6224,khurda,begunia,gadamanitri
odisha,khurda,begunia,9,govindpur,0,4.65,4.65,0,0,0,4.65,0,0,6225,khurda,begunia,govindpur
odisha,khurda,begunia,10,haja,0,20.55,20.24,0.28,0,0,20.52,0.03,0.07,6226,khurda,begunia,haja
odisha,khurda,begunia,11,hirapur,0,16.09,15.77,0,0,0,15.77,0.33,0.4,6227,khurda,begunia,hirapur
odisha,khurda,begunia,12,kantabad,0,18.95,18.86,0.09,0,0,18.95,0,0.04,6228,khurda,begunia,kantabad
odisha,khurda,begunia,13,kunjuri,-0.95,11.67,12.12,0.5,0,0,12.62,-0.95,0,6229,khurda,begunia,kunjuri
odisha,khurda,begunia,14,pangarsingh,0,14.79,14.75,0,0,0,14.75,0.04,0.05,6230,khurda,begunia,pangarsingh
odisha,khurda,begunia,15,podadiha,0,32.56,32.62,0,0,0,32.62,-0.07,0.14,6231,khurda,begunia,podadiha
odisha,khurda,begunia,16,radhakantapur,0,5.17,5.07,0.09,0,0,5.17,0,0.02,6232,khurda,begunia,radhakantapur
odisha,khurda,begunia,17,routapada,0,9.6,9.43,0.17,0,0,9.6,0,0.06,6233,khurda,begunia,routapada
odisha,khurda,begunia,18,sagadabhanga,0,30.7,11.81,18.94,0,0,30.75,-0.05,0.05,6234,khurda,begunia,sagadabhanga
odisha,khurda,begunia,19,sarua,0,14.13,14.2,0.26,0,0,14.45,-0.33,0.1,6235,khurda,begunia,sarua
odisha,khurda,begunia,20,siko,0,26.68,13.98,12.59,0,0,26.57,0.11,0.04,6236,khurda,begunia,siko
odisha,khurda,begunia,21,simore,0,18.41,19.25,0,0,0,19.25,-0.84,0.03,6237,khurda,begunia,simore
odisha,khurda,bhubaneswar,1,andharua,0,0.17,0.4,0,0,0,0.4,-0.24,0,6238,khurda,bhubaneswar,andharua
odisha,khurda,bhubaneswar,2,barimunda,0.97,3.95,1.57,1.24,0,0,2.82,1.13,0.07,6239,khurda,bhubaneswar,barimunda
odisha,khurda,bhubaneswar,3,basuaghai,0.06,0.43,0.15,0.27,0,0,0.43,0.01,0,6240,khurda,bhubaneswar,basuaghai
odisha,khurda,bhubaneswar,4,chandaka,0.03,0.03,0.13,1.33,0.01,0,1.48,-1.44,0,6241,khurda,bhubaneswar,chandaka
odisha,khurda,bhubaneswar,5,dadha,-0.01,0.42,2.85,0,0,0,2.85,-2.43,0,6242,khurda,bhubaneswar,dadha
odisha,khurda,bhubaneswar,6,darutheng,0.33,0.43,0.41,0.1,0,0,0.51,-0.07,0,6243,khurda,bhubaneswar,darutheng
odisha,khurda,bhubaneswar,7,dhauli,0.03,0.13,0.15,0.1,0,0,0.26,-0.12,0,6244,khurda,bhubaneswar,dhauli
odisha,khurda,bhubaneswar,8,itipur,0.05,0.1,0.08,0,0,0,0.08,0.02,0,6245,khurda,bhubaneswar,itipur
odisha,khurda,bhubaneswar,9,kalarahanga,0,0.03,0.67,1.07,0.01,0,1.75,-1.72,0,6246,khurda,bhubaneswar,kalarahanga
odisha,khurda,bhubaneswar,10,kalyanpur,0.22,2.62,2.63,4.24,0.05,0,6.92,-4.3,0.01,6247,khurda,bhubaneswar,kalyanpur
odisha,khurda,bhubaneswar,11,kantabad,0.02,0.2,0.38,0,0,0,0.38,-0.17,0,6248,khurda,bhubaneswar,kantabad
odisha,khurda,bhubaneswar,12,lingipur,0,0,0.44,0,0,0,0.44,-0.44,0,6249,khurda,bhubaneswar,lingipur
odisha,khurda,bhubaneswar,13,mendhasal,0.41,1.29,0.24,0.81,0,0,1.05,0.24,0,6250,khurda,bhubaneswar,mendhasal
odisha,khurda,bhubaneswar,14,nanput,0.04,0.55,0.14,0.36,0,0,0.51,0.04,0,6251,khurda,bhubaneswar,nanput
odisha,khurda,bhubaneswar,15,paikarapur,0.05,4.14,0.65,3.4,0.03,0,4.08,0.05,0,6252,khurda,bhubaneswar,paikarapur
odisha,khurda,bhubaneswar,16,patrapada,0.07,0.57,0.09,0.73,0,0,0.82,-0.25,0,6253,khurda,bhubaneswar,patrapada
odisha,khurda,bhubaneswar,17,raghunathpur,0.04,0.04,0.21,0,0,0,0.21,-0.16,0,6254,khurda,bhubaneswar,raghunathpur
odisha,khurda,bhubaneswar,18,sisupal,1.08,1.1,0.11,0,0,0,0.11,0.99,0,6255,khurda,bhubaneswar,sisupal
odisha,khurda,bhubaneswar,19,tamando,0.75,0.77,0.02,0,0,0,0.02,0.75,0.01,6256,khurda,bhubaneswar,tamando
odisha,khurda,bhubaneswar,20,tikarapada,0.42,0.49,0.1,1.75,0,0,1.85,-1.35,0,6257,khurda,bhubaneswar,tikarapada
odisha,khurda,bhubaneswar,21,malipada,NA,NA,NA,NA,NA,NA,NA,NA,NA,6258,khurda,bhubaneswar,malipada
odisha,khurda,bhubaneswar,22,ranasinghpur,NA,NA,NA,NA,NA,NA,NA,NA,NA,6259,khurda,bhubaneswar,ranasinghpur
odisha,khurda,bologarh,1,arikma,0,12.24,10.34,1.88,0.02,0,12.24,-0.01,0,6260,khurda,bologarh,arikma
odisha,khurda,bologarh,2,asaraladal,0,2.45,2.34,0.11,0,0,2.45,0,0,6261,khurda,bologarh,asaraladal
odisha,khurda,bologarh,3,badakumari,-0.03,12.85,9.78,2.96,0,0,12.75,0.1,0.19,6262,khurda,bologarh,badakumari
odisha,khurda,bologarh,4,bankoi desh,-0.11,7.83,7.73,0.21,0,0,7.94,-0.11,0,6263,khurda,bologarh,bankoi desh
odisha,khurda,bologarh,5,bolagarh,5,7.82,2.28,0.49,0,0,2.78,5.04,0.05,6264,khurda,bologarh,bolagarh
odisha,khurda,bologarh,6,dabardhuapatana,0,18.08,17.56,0.56,0,0,18.12,-0.04,0.02,6265,khurda,bologarh,dabardhuapatana
odisha,khurda,bologarh,7,daleisahi,-0.14,14.47,14.06,0.53,0.01,0,14.61,-0.14,0,6266,khurda,bologarh,daleisahi
odisha,khurda,bologarh,8,dhalapathar,1,6.22,5.02,0.2,0,0,5.22,1,0.03,6267,khurda,bologarh,dhalapathar
odisha,khurda,bologarh,9,fasioda,0.9,21.11,19.99,1.01,0.01,0,21.01,0.1,0.1,6268,khurda,bologarh,fasioda
odisha,khurda,bologarh,10,gediapali,0.97,2.24,0.92,0.35,0,0,1.27,0.97,0,6269,khurda,bologarh,gediapali
odisha,khurda,bologarh,11,gopalpur,-0.09,15.11,13.34,1.77,0.04,0,15.14,-0.02,0.03,6270,khurda,bologarh,gopalpur
odisha,khurda,bologarh,12,kadaba,-0.04,14.38,11.44,3.32,0.01,0,14.76,-0.38,0,6271,khurda,bologarh,kadaba
odisha,khurda,bologarh,13,kalanga,-0.08,21.82,17.07,4.86,0,0,21.93,-0.11,0.05,6272,khurda,bologarh,kalanga
odisha,khurda,bologarh,14,khanguria,-4.03,26.46,30.06,0.42,0,0,30.49,-4.03,0.06,6273,khurda,bologarh,khanguria
odisha,khurda,bologarh,15,manibandha,-0.05,13.81,9.73,4.12,0,0,13.85,-0.04,0.01,6274,khurda,bologarh,manibandha
odisha,khurda,bologarh,16,patapursasan,0,10.35,9.05,1.22,0.02,0,10.29,0.06,0.06,6275,khurda,bologarh,patapursasan
odisha,khurda,bologarh,17,pichukuli,-0.09,5.72,3.55,2.25,0,0,5.81,-0.09,0,6276,khurda,bologarh,pichukuli
odisha,khurda,bologarh,18,sagar gaon,0,19.15,18.45,0.7,0,0,19.14,0.01,0.05,6277,khurda,bologarh,sagar gaon
odisha,khurda,bologarh,19,sanapadar,-1,11.74,10.7,2.04,0,0,12.74,-1,0,6278,khurda,bologarh,sanapadar
odisha,khurda,chilika,1,ankula,-0.25,14.69,10.74,4.15,0,0,14.9,-0.21,0.18,6279,khurda,chilika,ankula
odisha,khurda,chilika,2,atharabatia,0,9.87,6.68,3.19,0,0,9.87,0,0.09,6280,khurda,chilika,atharabatia
odisha,khurda,chilika,3,badakul,0.85,14.58,11.11,2.61,0,0,13.73,0.86,0,6281,khurda,chilika,badakul
odisha,khurda,chilika,4,baulabandha,0.98,5.22,3.28,0.96,0,0,4.24,0.98,0.01,6282,khurda,chilika,baulabandha
odisha,khurda,chilika,5,biribadi,0.08,5.21,4.15,0.98,0.01,0,5.14,0.08,0,6283,khurda,chilika,biribadi
odisha,khurda,chilika,6,chandeswar,-0.18,8.87,6.12,2.94,0.03,0,9.1,-0.23,0.06,6284,khurda,chilika,chandeswar
odisha,khurda,chilika,7,dungamal(ct),0,10.42,7.51,2.96,0,0,10.48,-0.06,0.25,6285,khurda,chilika,dungamal(ct)
odisha,khurda,chilika,8,haripur,0.26,18.5,9.77,8.53,0,0,18.3,0.2,0.05,6286,khurda,chilika,haripur
odisha,khurda,chilika,9,hatabardiha,-0.66,3.94,4.4,0.21,0,0,4.6,-0.66,0.02,6287,khurda,chilika,hatabardiha
odisha,khurda,chilika,10,jaripada,0.53,9.42,8.9,0.06,0,0,8.96,0.46,0.03,6288,khurda,chilika,jaripada
odisha,khurda,chilika,11,kalakaleswar,0.39,10.43,8.66,1.38,0,0,10.04,0.39,0.04,6289,khurda,chilika,kalakaleswar
odisha,khurda,chilika,12,kumandalpatna,2.07,7.12,5.05,0,0,0,5.05,2.07,0.2,6290,khurda,chilika,kumandalpatna
odisha,khurda,chilika,13,mansinghpur,0,7.79,7.24,0.57,0,0,7.81,-0.03,0,6291,khurda,chilika,mansinghpur
odisha,khurda,chilika,14,nimikheta,-0.38,5.84,5.31,2.46,0.01,0,7.78,-1.94,0.15,6292,khurda,chilika,nimikheta
odisha,khurda,chilika,15,sana nairi,0.03,6.44,3.78,2.63,0,0,6.4,0.03,0.07,6293,khurda,chilika,sana nairi
odisha,khurda,chilika,16,singheswar,1.97,18.6,13.33,3.3,0,0,16.63,1.97,0.05,6294,khurda,chilika,singheswar
odisha,khurda,chilika,17,soran,0.23,14.05,13.52,0.77,0,0,14.29,-0.24,0.27,6295,khurda,chilika,soran
odisha,khurda,jatani,1,angarpada,0.52,2,1.41,0,0,0,1.41,0.59,0,6296,khurda,jatani,angarpada
odisha,khurda,jatani,2,benapanjari,-3.47,-1.36,0.96,0.6,0,0,1.56,-2.92,0,6297,khurda,jatani,benapanjari
odisha,khurda,jatani,3,chanaghara,-3.33,-3.05,0.08,0.2,0,0,0.28,-3.33,0,6298,khurda,jatani,chanaghara
odisha,khurda,jatani,4,chhatabar,-2.13,0.58,1.41,0.7,0,0,2.11,-1.53,0.01,6299,khurda,jatani,chhatabar
odisha,khurda,jatani,5,gangapada,1.48,2.29,0.81,0,0,0,0.81,1.48,0,6300,khurda,jatani,gangapada
odisha,khurda,jatani,6,haripur,-0.99,1.83,1.42,1.11,0,0,2.53,-0.69,0,6301,khurda,jatani,haripur
odisha,khurda,jatani,7,jamukoli,0.25,0.76,0.03,0.2,0,0,0.23,0.54,0,6302,khurda,jatani,jamukoli
odisha,khurda,jatani,8,janla,1.55,2.79,1.13,0.1,0,0,1.23,1.55,0,6303,khurda,jatani,janla
odisha,khurda,jatani,9,kantia,0.46,1.8,1.34,0,0,0,1.34,0.46,0,6304,khurda,jatani,kantia
odisha,khurda,jatani,10,madanpur,-0.34,0.51,0.72,0.08,0,0,0.79,-0.28,0,6305,khurda,jatani,madanpur
odisha,khurda,jatani,11,padanpur,-3.66,-2.8,0.65,0.31,0,0,0.96,-3.76,0,6306,khurda,jatani,padanpur
odisha,khurda,jatani,12,padhansahi,-0.18,0.08,0.17,0.1,0,0,0.27,-0.18,0,6307,khurda,jatani,padhansahi
odisha,khurda,jatani,13,panchapalli,-5.61,-4.34,0.87,0.1,0,0,0.97,-5.31,0.05,6308,khurda,jatani,panchapalli
odisha,khurda,jatani,14,taraboi,0,1.77,1.14,0.81,0,0,1.96,-0.19,0,6309,khurda,jatani,taraboi
odisha,khurda,jatani,15,tirimal,0,1.33,2.22,5.49,0.06,0,7.77,-6.44,0,6310,khurda,jatani,tirimal
odisha,khurda,khurda,1,bajapur,1.78,8,4.82,1.39,0,0,6.22,1.78,0,6311,khurda,khurda,bajapur
odisha,khurda,khurda,2,bangida,0.08,2.34,2.26,1.26,0.02,0,3.54,-1.2,0,6312,khurda,khurda,bangida
odisha,khurda,khurda,3,barasahi,0,4.02,3.61,0.41,0,0,4.02,0,0,6313,khurda,khurda,barasahi
odisha,khurda,khurda,4,brajamohanpur,0.1,5.94,4.54,1.31,0,0,5.85,0.1,0,6314,khurda,khurda,brajamohanpur
odisha,khurda,khurda,5,dhauli muhan,6.08,10.07,2.11,1.87,0,0,3.98,6.08,0,6315,khurda,khurda,dhauli muhan
odisha,khurda,khurda,6,garh haladia,0.28,16.88,14.07,2.53,0,0,16.6,0.28,0,6316,khurda,khurda,garh haladia
odisha,khurda,khurda,7,godipada,0.18,5.61,5.5,0,0,0,5.5,0.11,0.05,6317,khurda,khurda,godipada
odisha,khurda,khurda,8,golabai sasan,-2.7,4.34,5.12,1.96,0,0,7.08,-2.74,0,6318,khurda,khurda,golabai sasan
odisha,khurda,khurda,9,jankia,1.51,5.6,3.89,0.81,0,0,4.7,0.9,0.01,6319,khurda,khurda,jankia
