State ,District,Block,Sl.No,Name of Gram Panchayat ,SC,ST,Minority,Others,Total
Odisha,Mayurbhanj,Thakurmunda,11,Mahuldiha,2.6,42.15,0,23.05,67.8
Odisha,Mayurbhanj,Thakurmunda,12,Padiabeda,9.1,184,0,35.5,228.6
Odisha,Mayurbhanj,Thakurmunda,13,Salchua,15.65,150.8,0,5.3,171.75
Odisha,Mayurbhanj,Thakurmunda,14,Saleibeda,0.3,193.8,0,3.2,197.3
Odisha,Mayurbhanj,Thakurmunda,15,Satkosia,49.35,157.8,0,18.75,225.9
Odisha,Mayurbhanj,Thakurmunda,16,Talapada,1.85,234.9,0,7.2,243.95
Odisha,Mayurbhanj,Thakurmunda,17,Taramara,1.95,133.3,0,9.1,144.35
Odisha,Mayurbhanj,Thakurmunda,18,Thakurmunda,17.3,212,0,23.25,252.55
Odisha,Mayurbhanj,Thakurmunda,,Total,151.4,3075.75,0,427.75,3654.9
Odisha,Mayurbhanj,Tiring,1,Bad Dalima,1.75,236,0,69.55,307.3
Odisha,Mayurbhanj,Tiring,2,Bad Narini,2,101.45,0,22,125.45
Odisha,Mayurbhanj,Tiring,3,Gitilata,8.65,126.8,0,0.3,135.75
Odisha,Mayurbhanj,Tiring,4,Kulughutu,0,83.45,0,0,83.45
Odisha,Mayurbhanj,Tiring,5,Lupung,1.05,131.4,0,6.9,139.35
Odisha,Mayurbhanj,Tiring,6,Naranpur,0,83.4,0,13.85,97.25
Odisha,Mayurbhanj,Tiring,7,Pandupani,9.1,153.05,0,15.35,177.5
Odisha,Mayurbhanj,Tiring,8,Rengalbeda,0,59.45,0,50.2,109.65
Odisha,Mayurbhanj,Tiring,9,Sanbhundu,5.8,187.4,0,4.9,198.1
Odisha,Mayurbhanj,Tiring,10,Tiring,1.1,20.7,0,103.3,125.1
Odisha,Mayurbhanj,Tiring,,Total,29.45,1183.1,0,286.35,1498.9
Odisha,Mayurbhanj,Udala,1,Badkhaman,0.55,218.8,0,0,219.35
Odisha,Mayurbhanj,Udala,2,Bad-Singaria,7.2,183,0,3.65,193.85
Odisha,Mayurbhanj,Udala,3,Bahubandh,0.9,199.4,0,12.8,213.1
Odisha,Mayurbhanj,Udala,4,Bhimtali,0,51.7,0,29,80.7
Odisha,Mayurbhanj,Udala,5,Dugudha,0,123.05,0,18.55,141.6
Odisha,Mayurbhanj,Udala,6,Khaladi,79.5,212.35,0,28.7,320.55
Odisha,Mayurbhanj,Udala,7,Kochiladiha,14.45,166.95,0,9.6,191
Odisha,Mayurbhanj,Udala,8,Kundabai,0,146.45,0,9.75,156.2
Odisha,Mayurbhanj,Udala,9,Nuagaon,0.3,70.9,0,1.15,72.35
Odisha,Mayurbhanj,Udala,10,Patsanipur,0.3,174.45,0,5.8,180.55
Odisha,Mayurbhanj,Udala,11,Radho,6.05,104,0,55.8,165.85
Odisha,Mayurbhanj,Udala,12,Sridamchandrapur,0,153.95,0,13.4,167.35
Odisha,Mayurbhanj,Udala,,Total,109.25,1805,0,188.2,2102.45
Odisha,Nabrangpur,Chandahandi,1,Anakabeda,29.85,27.5,0,164.95,222.3
Odisha,Nabrangpur,Chandahandi,2,Beheramunda,9.8,36.7,12.7,41.7,100.9
Odisha,Nabrangpur,Chandahandi,3,Chandahandi,34.4,33.95,0,95.4,163.75
Odisha,Nabrangpur,Chandahandi,4,Dalabeda,1.55,86.1,0,48.3,135.95
Odisha,Nabrangpur,Chandahandi,5,Dhodipani,25.25,28.1,0,190.1,243.45
Odisha,Nabrangpur,Chandahandi,6,Fataki,5.1,64.5,0,92.35,161.95
Odisha,Nabrangpur,Chandahandi,7,Gambariguda,39.2,4.9,0,77.2,121.3
Odisha,Nabrangpur,Chandahandi,8,Jamadarpada,30,44.85,0,118.55,193.4
Odisha,Nabrangpur,Chandahandi,9,Koilimunda,16.55,125.9,0,45.35,187.8
Odisha,Nabrangpur,Chandahandi,10,Kuhudi,0.4,65.5,0,5.4,71.3
Odisha,Nabrangpur,Chandahandi,11,Malgam,8.6,14.55,0,81,104.15
Odisha,Nabrangpur,Chandahandi,12,Mohara,4.3,7.85,4.1,50.25,66.5
Odisha,Nabrangpur,Chandahandi,13,Patkhalia,8.05,139.75,0,42.75,190.55
Odisha,Nabrangpur,Chandahandi,14,Sardhapur,1.35,4.55,0,28.85,34.75
Odisha,Nabrangpur,Chandahandi,,Total,214.4,684.7,16.8,1082.15,1998.05
Odisha,Nabrangpur,Dabugam,1,Anchala,5.05,114,0,38.2,157.25
Odisha,Nabrangpur,Dabugam,2,Bada Olama,14.65,86.2,0,7.4,108.25
Odisha,Nabrangpur,Dabugam,3,Borigam,0.3,92.25,0,31.9,124.45
Odisha,Nabrangpur,Dabugam,4,Chacharaguda,25.4,144.4,0,46.15,215.95
Odisha,Nabrangpur,Dabugam,5,Dabugam,20.8,114.95,0,39.15,174.9
Odisha,Nabrangpur,Dabugam,6,Dangriguda,31.15,34.35,0,3.5,69
Odisha,Nabrangpur,Dabugam,7,Ghodakhunta,11,238.15,0,26.2,275.35
Odisha,Nabrangpur,Dabugam,8,Jabaguda,9.8,8.7,0,11.4,29.9
Odisha,Nabrangpur,Dabugam,9,Junapani,3.8,85.6,0,31.6,121
Odisha,Nabrangpur,Dabugam,10,Koilari,2.3,69.3,0,37.1,108.7
Odisha,Nabrangpur,Dabugam,11,Medena,11.4,88.7,0,38.8,138.9
Odisha,Nabrangpur,Dabugam,12,Nandapura,62.95,158.85,0,8.75,230.55
Odisha,Nabrangpur,Dabugam,,Total,198.6,1235.45,0,320.15,1754.2
Odisha,Nabrangpur,Jharigam,1,Badatemra,1.75,159.15,0,3.75,164.65
Odisha,Nabrangpur,Jharigam,2,Bakadabeda,7.55,31.95,0,16,55.5
Odisha,Nabrangpur,Jharigam,3,Banuaguda,20.75,136.7,0,69.6,227.05
Odisha,Nabrangpur,Jharigam,4,Belgam,20.7,161.95,0,28.05,210.7
Odisha,Nabrangpur,Jharigam,5,Bhalukanadi,14.6,107.2,0,22.05,143.85
Odisha,Nabrangpur,Jharigam,6,Bhikya,4.85,25.8,0,63.3,93.95
Odisha,Nabrangpur,Jharigam,7,Chacha,12.05,24.25,0,94.2,130.5
Odisha,Nabrangpur,Jharigam,8,Chakalapadar,3.8,163.9,0,15.7,183.4
Odisha,Nabrangpur,Jharigam,9,Chatiguda,64.5,126,0,28,218.5
Odisha,Nabrangpur,Jharigam,10,Chitabeda,35.95,153.8,0,70.65,260.4
Odisha,Nabrangpur,Jharigam,11,Dhamanaguda,35.95,275,0,51.7,362.65
Odisha,Nabrangpur,Jharigam,12,Dhodra,110.65,152.85,0,60.95,324.45
Odisha,Nabrangpur,Jharigam,13,Dongariguda,15.05,228.8,0,12.1,255.95
Odisha,Nabrangpur,Jharigam,14,Ekamba,13.85,113.2,0,25.9,152.95
Odisha,Nabrangpur,Jharigam,15,Gursingha,10.05,148.95,0,46.6,205.6
Odisha,Nabrangpur,Jharigam,16,Ichhapur,8.4,341.95,0,53.5,403.85
Odisha,Nabrangpur,Jharigam,17,Jhorigam,18.45,279.9,0,127.2,425.55
Odisha,Nabrangpur,Jharigam,18,Kanakota,58.15,130.55,0,26,214.7
Odisha,Nabrangpur,Jharigam,19,Kutrichhapar,0.6,113.95,0,35.4,149.95
Odisha,Nabrangpur,Jharigam,20,Palia,50.45,201.9,0,62.6,314.95
Odisha,Nabrangpur,Jharigam,21,Phupugam,12.1,323.7,0,23.6,359.4
Odisha,Nabrangpur,Jharigam,22,Ratakhandiguda,122.45,201.35,0,15.6,339.4
Odisha,Nabrangpur,Jharigam,23,Telonadigam,2.3,200.6,0,14.25,217.15
Odisha,Nabrangpur,Jharigam,,Total,644.95,3803.4,0,966.7,5415.05
Odisha,Nabrangpur,Kosagumuda,1,Atigam,22.55,178.65,0,13.6,214.8
Odisha,Nabrangpur,Kosagumuda,2,B.M.Semla,22.75,74.75,2.2,53.1,152.8
Odisha,Nabrangpur,Kosagumuda,3,Badaamda,87.9,106.9,3,18.6,216.4
Odisha,Nabrangpur,Kosagumuda,4,Badagumuda,1.65,12.65,0,4.2,18.5
Odisha,Nabrangpur,Kosagumuda,5,Balenga,53.5,262.85,2.65,43.25,362.25
Odisha,Nabrangpur,Kosagumuda,6,Bamuni,27.7,118.75,4.35,33.3,184.1
Odisha,Nabrangpur,Kosagumuda,7,Bankuli,16.05,153.4,0,34.95,204.4
Odisha,Nabrangpur,Kosagumuda,8,Binjili,19.95,102.85,0,2.5,125.3
Odisha,Nabrangpur,Kosagumuda,9,Chirma,10.5,116,0,12.7,139.2
Odisha,Nabrangpur,Kosagumuda,10,Ekori,10.7,55.05,0,5.9,71.65
Odisha,Nabrangpur,Kosagumuda,11,K.Semla,21.85,102.75,0,3.05,127.65
Odisha,Nabrangpur,Kosagumuda,12,Karchamal,13.6,104.45,0,24.55,142.6
Odisha,Nabrangpur,Kosagumuda,13,Kodinga,24.75,70.7,0.75,47.6,143.8
Odisha,Nabrangpur,Kosagumuda,14,Kosagumuda,39.35,144.8,1.55,44.4,230.1
Odisha,Nabrangpur,Kosagumuda,15,M.Keragam,22,74.15,0,15.5,111.65
Odisha,Nabrangpur,Kosagumuda,16,Majhidhanua,9.8,48.15,0,15.3,73.25
Odisha,Nabrangpur,Kosagumuda,17,Madeigam,41.2,70.45,3.7,28.05,143.4
Odisha,Nabrangpur,Kosagumuda,18,Motigam,12.55,154.45,0,10.85,177.85
Odisha,Nabrangpur,Kosagumuda,19,Pharsaguda,14.3,88.35,0.75,10.8,114.2
Odisha,Nabrangpur,Kosagumuda,20,Ponduguda,36.95,96.3,0,43.95,177.2
Odisha,Nabrangpur,Kosagumuda,21,Rajoda,21.65,99.85,1.55,18.2,141.25
Odisha,Nabrangpur,Kosagumuda,22,Sanamda,14.2,89.15,0,6.75,110.1
Odisha,Nabrangpur,Kosagumuda,23,Sontoshpur,15.95,113.9,0,24.25,154.1
Odisha,Nabrangpur,Kosagumuda,24,Taragam,33.8,53.9,0,30.2,117.9
Odisha,Nabrangpur,Kosagumuda,25,Temera,31.3,97.4,0,20.9,149.6
Odisha,Nabrangpur,Kosagumuda,26,Ukiapalli,16.05,68.95,0,3.45,88.45
Odisha,Nabrangpur,Kosagumuda,,Total,642.55,2659.55,20.5,569.9,3892.5
Odisha,Nabrangpur,Nabarangpur,1,Agnipur,37.15,141.5,2.5,6.4,187.55
Odisha,Nabrangpur,Nabarangpur,2,Baghsiuni,7.55,62.25,0,70.45,140.25
Odisha,Nabrangpur,Nabarangpur,3,Basini,27.3,60.75,7.6,40.65,136.3
Odisha,Nabrangpur,Nabarangpur,4,Bhatrasiuni,7.5,41.2,0,31.55,80.25
Odisha,Nabrangpur,Nabarangpur,5,Bikrampur,38.85,61.5,0,25.3,125.65
Odisha,Nabrangpur,Nabarangpur,6,Bodokumuli,63.4,86.5,0,79.6,229.5
Odisha,Nabrangpur,Nabarangpur,7,Bodomosigam,43.3,147.3,0,22.7,213.3
Odisha,Nabrangpur,Nabarangpur,8,Chotahandi,18.75,225.8,0,64.35,308.9
Odisha,Nabrangpur,Nabarangpur,9,Mantriguda,24.75,120.25,0,19.2,164.2
Odisha,Nabrangpur,Nabarangpur,10,Pujariguda,63.05,265.3,1.85,9.7,339.9
Odisha,Nabrangpur,Nabarangpur,11,Sanamosigam,12.55,75.5,0,3.55,91.6
Odisha,Nabrangpur,Nabarangpur,12,Sindhigam,12.3,92.3,0,44.25,148.85
Odisha,Nabrangpur,Nabarangpur,13,Taragam,31.9,61.35,1.3,1.45,96
Odisha,Nabrangpur,Nabarangpur,,Total,388.35,1441.5,13.25,419.15,2262.25
Odisha,Nabrangpur,Nandahandi,1,B.Maliguda,0.85,33.85,0,0,34.7
Odisha,Nabrangpur,Nandahandi,2,Dangarbheja,22.85,40.1,7.35,80.45,150.75
Odisha,Nabrangpur,Nandahandi,3,Dhondra,37.3,179.6,2.95,61.9,281.75
Odisha,Nabrangpur,Nandahandi,4,Dohona,48.45,147.35,3.4,40.4,239.6
Odisha,Nabrangpur,Nandahandi,5,Jagannathpur,33.2,211.5,4.3,0,249
Odisha,Nabrangpur,Nandahandi,6,Jhadbandhguda,3.2,101.15,3.55,53.8,161.7
Odisha,Nabrangpur,Nandahandi,7,Mentry,27.6,89.2,10.9,69.9,197.6
Odisha,Nabrangpur,Nandahandi,8,Nandahandi,8,122.6,0,65.35,195.95
Odisha,Nabrangpur,Nandahandi,9,Nishnahandi,54.85,180.5,0,10.1,245.45
Odisha,Nabrangpur,Nandahandi,10,Podalguda,1.8,3.8,0,0,5.6
Odisha,Nabrangpur,Nandahandi,11,Sindhiguda,8.65,161.3,10.9,78.25,259.1
Odisha,Nabrangpur,Nandahandi,,Total,246.75,1270.95,43.35,460.15,2021.2
Odisha,Nabrangpur,Papadahandi,1,Chandrapur,21.15,6.3,0,10.7,38.15
Odisha,Nabrangpur,Papadahandi,2,Chercheta,7.45,158.4,1.3,11.5,178.65
Odisha,Nabrangpur,Papadahandi,3,Dengaguda,1.55,84,0,25.1,110.65
Odisha,Nabrangpur,Papadahandi,4,Dongra,12.9,97.1,0,22.95,132.95
Odisha,Nabrangpur,Papadahandi,5,Gadabakotra,37.75,72.2,0,4.45,114.4
Odisha,Nabrangpur,Papadahandi,6,Ghataguda,1.05,40.05,0,18.9,60
Odisha,Nabrangpur,Papadahandi,7,Hatibeda,14.4,134.5,0,35.5,184.4
Odisha,Nabrangpur,Papadahandi,8,Jatabal,14.05,55.75,0.45,12.3,82.55
Odisha,Nabrangpur,Papadahandi,9,Kantamal,17.4,40.4,0,33.8,91.6
Odisha,Nabrangpur,Papadahandi,10,Khutubai,9.15,55.65,0,19.15,83.95
Odisha,Nabrangpur,Papadahandi,11,Maidalpur,55.25,169.75,0,45.05,270.05
Odisha,Nabrangpur,Papadahandi,12,Majhiguda,22.05,48.65,0,34.8,105.5
Odisha,Nabrangpur,Papadahandi,13,Manigam,5.85,151.7,0,110.45,268
Odisha,Nabrangpur,Papadahandi,14,Mokia,14.1,76.65,0,22.2,112.95
Odisha,Nabrangpur,Papadahandi,15,Naktiguda,11,78.7,0.3,18.85,108.85
Odisha,Nabrangpur,Papadahandi,16,Nuakote,6.05,57.9,1.55,58.4,123.9
Odisha,Nabrangpur,Papadahandi,17,Papadahandi,5.05,105.45,0,13.9,124.4
Odisha,Nabrangpur,Papadahandi,18,Patri,9.8,178.2,12.15,27.45,227.6
Odisha,Nabrangpur,Papadahandi,19,Pondikote .,43.8,137.7,0,73.65,255.15
Odisha,Nabrangpur,Papadahandi,20,Sanabarli,0,64.6,0,2.1,66.7
Odisha,Nabrangpur,Papadahandi,21,Semala,3.3,38.9,0,35.3,77.5
Odisha,Nabrangpur,Papadahandi,22,Sirisi,0.45,99,0,6.95,106.4
Odisha,Nabrangpur,Papadahandi,23,Tumberlla,31.85,120.95,0,14.8,167.6
Odisha,Nabrangpur,Papadahandi,,Total,345.4,2072.5,15.75,658.25,3091.9
Odisha,Nabrangpur,Raighar,1,Bobei,39.65,73,0,4.35,117
Odisha,Nabrangpur,Raighar,2,Chhelidangari,27.45,239.45,0,33.25,300.15
Odisha,Nabrangpur,Raighar,3,Debagam,21.3,47.4,0,26.15,94.85
Odisha,Nabrangpur,Raighar,4,Ganjapara,28.8,138.55,0,42,209.35
Odisha,Nabrangpur,Raighar,5,Gona,49.95,59.2,0,16.9,126.05
Odisha,Nabrangpur,Raighar,6,Haladi,23.05,198.2,0,45.45,266.7
Odisha,Nabrangpur,Raighar,7,Hatabharandi,8.6,59.7,0,18.2,86.5
Odisha,Nabrangpur,Raighar,8,Hatigam,1.55,62.8,0,8.75,73.1
Odisha,Nabrangpur,Raighar,9,Jalangapara,42.95,157.2,0,8.9,209.05
Odisha,Nabrangpur,Raighar,10,Jodenga,7.9,111.05,0,11.15,130.1
Odisha,Nabrangpur,Raighar,11,Kacharapara,51.75,40.7,0,34.8,127.25
Odisha,Nabrangpur,Raighar,12,Kacharapara-Iii,81.85,82.8,0,4.45,169.1
Odisha,Nabrangpur,Raighar,13,Kaudola,3.85,132.5,0,3.85,140.2
Odisha,Nabrangpur,Raighar,14,Khuduk,27.6,246.95,0,23.25,297.8
Odisha,Nabrangpur,Raighar,15,Kosakonga,5.9,145.75,0,12.2,163.85
Odisha,Nabrangpur,Raighar,16,Kumuli,60.95,94.25,0,13.55,168.75
Odisha,Nabrangpur,Raighar,17,Kundei,6.85,79.05,0,17.15,103.05
Odisha,Nabrangpur,Raighar,18,Kurabeda,16.75,87.2,0,9.35,113.3
Odisha,Nabrangpur,Raighar,19,Mahond,22.05,68.85,0,7.55,98.45
Odisha,Nabrangpur,Raighar,20,Mundibeda,9.85,238.55,0,32.7,281.1
Odisha,Nabrangpur,Raighar,21,Naktisimda,17.55,207.15,0,12.05,236.75
Odisha,Nabrangpur,Raighar,22,Parchipara,55.55,141.9,0,18.6,216.05
Odisha,Nabrangpur,Raighar,23,Parua,29.55,102.5,0,43.2,175.25
Odisha,Nabrangpur,Raighar,24,Raighar,34.45,16.95,0,19.15,70.55
Odisha,Nabrangpur,Raighar,25,Timanpur,16.5,228.75,0,41.3,286.55
Odisha,Nabrangpur,Raighar,26,Turudihi,58.1,50.9,0,12.4,121.4
Odisha,Nabrangpur,Raighar,,Total,750.3,3111.3,0,520.65,4382.25
Odisha,Nabrangpur,Tentulikhunti,1,Amalabhatta,5.3,53.1,0,57.4,115.8
Odisha,Nabrangpur,Tentulikhunti,2,Anchalaguma,15.7,128.45,0,37.05,181.2
Odisha,Nabrangpur,Tentulikhunti,3,Digi,14.65,152.25,0,46.6,213.5
Odisha,Nabrangpur,Tentulikhunti,4,Goudadeopalli,2.3,38.6,0,4.7,45.6
Odisha,Nabrangpur,Tentulikhunti,5,Jhariguma,29.45,139.65,0,15.85,184.95
Odisha,Nabrangpur,Tentulikhunti,6,Kamta,26.8,14.55,0,38.85,80.2
Odisha,Nabrangpur,Tentulikhunti,7,Kantagam,16.65,252.5,0,15.65,284.8
Odisha,Nabrangpur,Tentulikhunti,8,Kongra,14.7,111.7,0,83.25,209.65
Odisha,Nabrangpur,Tentulikhunti,9,Kukudabai,44.55,38.35,0,24.4,107.3
Odisha,Nabrangpur,Tentulikhunti,10,Lamtaguda,38.2,193.5,0.55,41.7,273.95
Odisha,Nabrangpur,Tentulikhunti,11,Manchagam,33.1,66.65,0,87,186.75
Odisha,Nabrangpur,Tentulikhunti,12,Paraja Barangpadar,25.65,12.3,0,32.55,70.5
Odisha,Nabrangpur,Tentulikhunti,13,Patraput,26.5,154.05,0,20.75,201.3
Odisha,Nabrangpur,Tentulikhunti,14,Pujariguda,52.45,194.05,0,24.85,271.35
Odisha,Nabrangpur,Tentulikhunti,15,Tentulikhunti,17.8,106.7,0,40.6,165.1
Odisha,Nabrangpur,Tentulikhunti,,Total,363.8,1656.4,0.55,571.2,2591.95
Odisha,Nabrangpur,Umerkote,1,Anchla,5.5,69.35,0,4.9,79.75
Odisha,Nabrangpur,Umerkote,2,Badabharandi,46.45,96.5,0,19.7,162.65
Odisha,Nabrangpur,Umerkote,3,Badakumari,41,78.8,0,32.85,152.65
Odisha,Nabrangpur,Umerkote,4,Bhamini,33.8,127.35,0,62.15,223.3
Odisha,Nabrangpur,Umerkote,5,Bakoda,36,112.3,0,16.35,164.65
Odisha,Nabrangpur,Umerkote,6,Beheda,22.3,87.05,0,9.5,118.85
Odisha,Nabrangpur,Umerkote,7,Benora,17.05,95.95,0,18.1,131.1
Odisha,Nabrangpur,Umerkote,8,Bhandariguda,18.4,75.55,0,91.9,185.85
Odisha,Nabrangpur,Umerkote,9,Burja,7.35,81.55,0,12.5,101.4
Odisha,Nabrangpur,Umerkote,10,Chikalpadar,42.1,121.1,0,34.4,197.6
Odisha,Nabrangpur,Umerkote,11,Hirapur,17.1,169.05,0,29.95,216.1
Odisha,Nabrangpur,Umerkote,12,Jamronda,32.55,96.4,0,20.15,149.1
Odisha,Nabrangpur,Umerkote,13,Karagam,24.4,99.5,0,15.35,139.25
Odisha,Nabrangpur,Umerkote,14,Khanda,12.8,266,0,0.55,279.35
Odisha,Nabrangpur,Umerkote,15,Kopena,19.3,49.25,0,21.95,90.5
Odisha,Nabrangpur,Umerkote,16,Kurshi,11.05,41.1,0,9.6,61.75
Odisha,Nabrangpur,Umerkote,17,Mundiguda,12.05,101.4,0,3.65,117.1
Odisha,Nabrangpur,Umerkote,18,Murtuma,21.65,152.35,0,7.1,181.1
Odisha,Nabrangpur,Umerkote,19,Neura,4.4,80.1,0,12.5,97
Odisha,Nabrangpur,Umerkote,20,Rajpur,7.65,104.95,0,80.95,193.55
Odisha,Nabrangpur,Umerkote,21,Semala,17.8,80.25,0,24.85,122.9
Odisha,Nabrangpur,Umerkote,22,Singisari,3.7,149.55,0,19.25,172.5
Odisha,Nabrangpur,Umerkote,23,Sukhigam,43.55,50.15,0,8.25,101.95
Odisha,Nabrangpur,Umerkote,24,Sunabeda,36.95,27.05,0,19.05,83.05
Odisha,Nabrangpur,Umerkote,25,Tohara,20,260.3,0,144.1,424.4
Odisha,Nabrangpur,Umerkote,26,Torenga,13.85,219.4,0,13.7,246.95
Odisha,Nabrangpur,Umerkote,,Total,568.75,2892.3,0,733.3,4194.35
Odisha,Nayagarh,Bhapur,1,Badasahara,4.8,17.45,0,130,152.25
Odisha,Nayagarh,Bhapur,2,Baghuapalli,4.5,0,0,111.45,115.95
Odisha,Nayagarh,Bhapur,3,Baigunia,8,0,0,88.45,96.45
Odisha,Nayagarh,Bhapur,4,Baunsabati,5.5,1,0,56,62.5
Odisha,Nayagarh,Bhapur,5,Bhagabanpur,2.15,0,0,23.65,25.8
Odisha,Nayagarh,Bhapur,6,Bhapur,10,20.85,0,198.15,229
Odisha,Nayagarh,Bhapur,7,Bijipur,0.75,0,0,244.45,245.2
Odisha,Nayagarh,Bhapur,8,Chakaradharprasad,1.05,1.3,0,57.75,60.1
Odisha,Nayagarh,Bhapur,9,Dhanchanagada,0,0.35,0,86.05,86.4
Odisha,Nayagarh,Bhapur,10,Fategarh,16.1,14.3,0,237.7,268.1
Odisha,Nayagarh,Bhapur,11,Golapakhari,6.45,0,0,173.9,180.35
Odisha,Nayagarh,Bhapur,12,Kainfullia,2.55,0,0,48,50.55
Odisha,Nayagarh,Bhapur,13,Karabara,11.9,0,0,124.35,136.25
Odisha,Nayagarh,Bhapur,14,Kendupalli,0,2.6,0,14.6,17.2
Odisha,Nayagarh,Bhapur,15,Nimani,6.1,0.7,0,67.8,74.6
Odisha,Nayagarh,Bhapur,16,Padmabati,0,29.2,0,57.5,86.7
Odisha,Nayagarh,Bhapur,17,Patharachakada,2.3,0,0,45.75,48.05
Odisha,Nayagarh,Bhapur,18,Rakama,2.1,0,0,45.9,48
Odisha,Nayagarh,Bhapur,19,Salapada,0,0.55,0,71.15,71.7
Odisha,Nayagarh,Bhapur,20,Sasana,6.5,0,0,17.2,23.7
Odisha,Nayagarh,Bhapur,,Total,90.75,88.3,0,1899.8,2078.85
Odisha,Nayagarh,Daspalla,1,Banigochha,8.85,16.65,0,43.35,68.85
Odisha,Nayagarh,Daspalla,2,Bhogabadi,19.8,41.65,0,48.75,110.2
Odisha,Nayagarh,Daspalla,3,Chadeyapalli,9.7,46.75,0,32.8,89.25
Odisha,Nayagarh,Daspalla,4,Dihagaon,5.3,0,0,102.05,107.35
Odisha,Nayagarh,Daspalla,5,Duda,19.15,47.5,0,5.35,72
Odisha,Nayagarh,Daspalla,6,Gholahandi,0.7,11.85,0,54.5,67.05
Odisha,Nayagarh,Daspalla,7,Ghugudipada,11,52.65,0,35.7,99.35
Odisha,Nayagarh,Daspalla,8,Kalasakhaman,12.5,16.05,0,50.1,78.65
Odisha,Nayagarh,Daspalla,9,Khamarasahi,7.45,2.95,0,50.8,61.2
Odisha,Nayagarh,Daspalla,10,Kujamendhi,15.4,29.25,0,42.3,86.95
Odisha,Nayagarh,Daspalla,11,Kulurukumpa,19.05,25.3,0,14.35,58.7
Odisha,Nayagarh,Daspalla,12,Madhyakhanda,3.35,0,0,59.05,62.4
Odisha,Nayagarh,Daspalla,13,Nachhipur,4.8,0.45,0,60.5,65.75
Odisha,Nayagarh,Daspalla,14,Nuagaon,3,25.05,0,65.5,93.55
Odisha,Nayagarh,Daspalla,15,Pokharigochha,9.55,49.45,0,13.05,72.05
Odisha,Nayagarh,Daspalla,16,Sariganda,6.7,24.55,0,52,83.25
Odisha,Nayagarh,Daspalla,17,Simlisahi,2,4.4,0,31.9,38.3
Odisha,Nayagarh,Daspalla,18,Takara,13.65,12.3,0,33.55,59.5
Odisha,Nayagarh,Daspalla,19,Tendabadi,19.25,21.5,0,69.6,110.35
Odisha,Nayagarh,Daspalla,20,Tumandi,5.9,33.6,0,30.65,70.15
Odisha,Nayagarh,Daspalla,,Total,197.1,461.9,0,895.85,1554.85
Odisha,Nayagarh,Gania,1,Adakata,0.75,0,0,29,29.75
Odisha,Nayagarh,Gania,2,Badasilinga,8.75,31.2,0,1.1,41.05
Odisha,Nayagarh,Gania,3,Belpada Patna,0.3,0,0,1.3,1.6
Odisha,Nayagarh,Gania,4,Chhamundia,4.25,11.4,0,36.55,52.2
Odisha,Nayagarh,Gania,5,Gania,0,0,0,0.75,0.75
Odisha,Nayagarh,Gania,6,Karadapada,1.2,0,0,18.85,20.05
Odisha,Nayagarh,Gania,7,Kishore Prasad,1.4,0,0,6.9,8.3
Odisha,Nayagarh,Gania,8,Rasang,0,0.6,0,7.5,8.1
Odisha,Nayagarh,Gania,,Total,16.65,43.2,0,101.95,161.8
Odisha,Nayagarh,Khandapada,1,Bada Banapur,0,0,0,10.95,10.95
Odisha,Nayagarh,Khandapada,2,Balabhadraprasad,3.45,0.6,0,44.65,48.7
Odisha,Nayagarh,Khandapada,3,Banamalipur,2.3,0,0,23.85,26.15
Odisha,Nayagarh,Khandapada,4,Benagadia,0.3,0,0,2,2.3
Odisha,Nayagarh,Khandapada,5,Bodasa,5.9,0,0,35.05,40.95
Odisha,Nayagarh,Khandapada,6,Gadia Sahi,2.7,0,0,2.65,5.35
Odisha,Nayagarh,Khandapada,7,Gunthuni,0,0,0,15.3,15.3
Odisha,Nayagarh,Khandapada,8,Jagannath Prasad,0,0,0,24.55,24.55
Odisha,Nayagarh,Khandapada,9,Jogiapalli,0,0,0,0.3,0.3
Odisha,Nayagarh,Khandapada,10,Kantilo,0,0,0,1,1
Odisha,Nayagarh,Khandapada,11,Khalisahi,1.6,0,0,25.5,27.1
Odisha,Nayagarh,Khandapada,12,Kiajhar,9.05,3.65,0,35.75,48.45
Odisha,Nayagarh,Khandapada,13,Koska,6.85,14.8,0,33.4,55.05
Odisha,Nayagarh,Khandapada,14,Kumbharpada,2.4,0,0,26.25,28.65
Odisha,Nayagarh,Khandapada,15,Mardarajpur,0.45,0,0,0,0.45
Odisha,Nayagarh,Khandapada,16,Ranichheli,3.1,1.05,0,61.05,65.2
Odisha,Nayagarh,Khandapada,17,Ranipada,0,0,0,1.8,1.8
Odisha,Nayagarh,Khandapada,18,Rath. Dholamara,1,0,0,29.55,30.55
Odisha,Nayagarh,Khandapada,19,Salajharia,0,0,0,2.3,2.3
Odisha,Nayagarh,Khandapada,20,Sidhamula,0.3,0,0,0,0.3
Odisha,Nayagarh,Khandapada,21,Sikharpur,1.55,0,0,0,1.55
Odisha,Nayagarh,Khandapada,22,Singhapada,1.2,12.1,0,41.5,54.8
Odisha,Nayagarh,Khandapada,,Total,42.15,32.2,0,417.4,491.75
Odisha,Nayagarh,Nayagarh,1,Badapandusar,0.75,0,0,80.4,81.15
Odisha,Nayagarh,Nayagarh,2,Balugaon,4.85,0,0,78.35,83.2
Odisha,Nayagarh,Nayagarh,3,Baunsia Pada,0,0,0,19.25,19.25
