Name of the State,Name of the District,Name of the Block,Number of Gram Panchayats,Name of the Gram Panchayat,Openning Balance for FY 2018-19,Total Fund Available for the FY 2018-19,Total Expenditure on Wages for FY 2018-19,Total Expenditure on Materials for FY 2018-19,Total Expenditure on Tax for FY 2018-19,Total Expenditure on Admin Expenses  for FY 2018-19,Grand Total Expenditure for FY 2018-19,Total Unspent Balance for FY 2018-19,Total Payment Due for FY 2018-19
Odisha,Cuttack,Narasinghpur,30,Paikapadapatana,0.000,1.440,1.000,1.220,0.000,0.000,2.230,-0.790,0.010
Odisha,Cuttack,Narasinghpur,31,Phulapada,0.000,9.010,10.240,0.000,0.000,0.000,10.240,-1.230,0.380
Odisha,Cuttack,Narasinghpur,32,Ranasinghpur,0.000,21.180,26.180,1.400,0.000,0.000,27.590,-6.410,0.250
Odisha,Cuttack,Narasinghpur,33,Regeda,0.000,24.140,33.300,2.220,0.000,0.000,35.520,-11.380,0.420
Odisha,Cuttack,Narasinghpur,34,Rusipada,0.000,0.630,5.470,2.630,0.000,0.000,8.110,-7.470,0.020
Odisha,Cuttack,Narasinghpur,35,Sagar,0.000,28.460,32.300,0.730,0.000,0.000,33.030,-4.570,1.060
Odisha,Cuttack,Narasinghpur,36,Saradhapur,0.000,32.080,39.000,7.400,0.000,0.000,46.390,-14.310,0.360
Odisha,Cuttack,Narasinghpur,37,Siaria,0.000,1.810,4.840,1.620,0.000,0.000,6.460,-4.650,0.050
Odisha,Cuttack,Narasinghpur,,Total,0.000,436.940,552.290,121.960,0.000,0.000,674.250,-237.310,6.460
Odisha,Cuttack,Narasinghpur,,Block Level Line Deptt.,1.110,1.110,58.480,212.670,0.000,0.000,271.150,-270.040,2.900
Odisha,Cuttack,Narasinghpur,,Po,0.000,524.300,0.000,NA,NA,27.530,27.530,496.770,NA
Odisha,Cuttack,Narasinghpur,,Grand Total,1.110,962.350,610.770,334.630,0.000,27.530,972.930,-10.580,9.360
Odisha,Cuttack,Niali,1,Alana,0.000,5.450,8.970,2.950,0.000,0.000,11.920,-6.470,0.190
Odisha,Cuttack,Niali,2,Anlo,0.000,0.310,2.450,0.550,0.000,0.000,2.990,-2.690,0.000
Odisha,Cuttack,Niali,3,Baharana,0.000,6.850,6.850,0.000,0.000,0.000,6.850,0.000,0.100
Odisha,Cuttack,Niali,4,Bilasuni,0.000,2.380,2.570,0.550,0.000,0.000,3.110,-0.730,0.090
Odisha,Cuttack,Niali,5,Binisipur,0.000,2.610,8.220,1.090,0.000,0.000,9.310,-6.700,0.160
Odisha,Cuttack,Niali,6,Ekaberuan,0.000,2.310,2.320,0.110,0.000,0.000,2.430,-0.120,0.010
Odisha,Cuttack,Niali,7,Erancha,0.000,0.580,4.400,0.000,0.000,0.000,4.400,-3.820,0.020
Odisha,Cuttack,Niali,8,Jallarpur,0.000,2.010,7.160,1.640,0.000,0.000,8.800,-6.780,0.120
Odisha,Cuttack,Niali,9,Kapasi,0.000,1.510,3.370,0.000,0.000,0.000,3.370,-1.860,0.030
Odisha,Cuttack,Niali,10,Kasarada,0.000,1.020,2.010,0.220,0.000,0.000,2.230,-1.200,0.010
Odisha,Cuttack,Niali,11,Krushnaprasad,0.000,3.500,4.040,0.110,0.000,0.000,4.140,-0.640,0.090
Odisha,Cuttack,Niali,12,Madhab,0.000,2.200,2.480,0.110,0.000,0.000,2.590,-0.390,0.060
Odisha,Cuttack,Niali,13,Niali,0.000,3.490,3.420,0.210,0.000,0.000,3.630,-0.140,0.020
Odisha,Cuttack,Niali,14,Nivarana,0.000,2.300,4.070,0.000,0.000,0.000,4.070,-1.770,0.310
Odisha,Cuttack,Niali,15,Nuagoan,0.000,2.840,3.330,1.750,0.000,0.000,5.070,-2.230,0.030
Odisha,Cuttack,Niali,16,Pahanga,0.000,0.230,3.160,1.090,0.000,0.000,4.250,-4.020,0.000
Odisha,Cuttack,Niali,17,Pokharigoan,0.000,8.420,6.220,3.080,0.000,0.000,9.300,-0.890,0.090
Odisha,Cuttack,Niali,18,Raniola,0.000,0.040,0.280,0.330,0.000,0.000,0.610,-0.570,0.010
Odisha,Cuttack,Niali,19,Ratnapur,0.000,0.060,0.060,0.000,0.000,0.000,0.060,0.000,0.000
Odisha,Cuttack,Niali,20,Sadhansa,0.000,0.760,3.550,1.960,0.000,0.000,5.510,-4.750,0.030
Odisha,Cuttack,Niali,21,Sagadailo,0.000,1.230,1.820,0.360,0.000,0.000,2.180,-0.950,0.010
Odisha,Cuttack,Niali,22,Sithalo,0.000,2.700,3.880,0.000,0.000,0.000,3.880,-1.180,0.130
Odisha,Cuttack,Niali,23,Tihuda,0.000,0.070,1.080,0.000,0.000,0.000,1.080,-1.010,0.060
Odisha,Cuttack,Niali,,Total,0.000,52.870,85.700,16.080,0.000,0.000,101.780,-48.910,1.560
Odisha,Cuttack,Niali,,Block Level Line Deptt.,2.000,2.000,43.730,48.420,0.000,0.000,92.150,-90.150,0.390
Odisha,Cuttack,Niali,,Po,-2.370,155.100,0.000,NA,NA,12.070,12.070,143.030,NA
Odisha,Cuttack,Niali,,Grand Total,-0.370,209.970,129.430,64.500,0.000,12.070,206.000,3.970,1.950
Odisha,Cuttack,Nischintakoili,1,Asureswar,0.000,3.830,7.680,1.000,0.000,0.000,8.680,-4.850,0.150
Odisha,Cuttack,Nischintakoili,2,Babujanga,0.000,0.070,2.120,0.000,0.000,0.000,2.120,-2.050,0.050
Odisha,Cuttack,Nischintakoili,3,Badakhira,0.000,0.410,3.570,0.000,0.000,0.000,3.570,-3.160,0.040
Odisha,Cuttack,Nischintakoili,4,baliapada,0.000,3.200,6.690,5.000,0.000,0.000,11.690,-8.500,0.060
Odisha,Cuttack,Nischintakoili,5,Bandhakatia,0.000,4.540,10.570,0.000,0.000,0.000,10.570,-6.030,0.020
Odisha,Cuttack,Nischintakoili,6,Bandhupur,0.000,0.760,1.660,0.000,0.000,0.000,1.660,-0.900,0.020
Odisha,Cuttack,Nischintakoili,7,Barado,0.000,0.120,0.820,0.090,0.000,0.000,0.920,-0.800,0.000
Odisha,Cuttack,Nischintakoili,8,Buhalo,0.000,1.230,2.990,0.000,0.000,0.000,2.990,-1.760,0.020
Odisha,Cuttack,Nischintakoili,9,Daudpur,0.000,54.030,58.590,25.220,0.000,0.000,83.810,-29.780,0.650
Odisha,Cuttack,Nischintakoili,10,Fagola,0.000,1.180,2.750,1.940,0.000,0.000,4.700,-3.510,0.000
Odisha,Cuttack,Nischintakoili,11,isaniberhampur,0.000,0.000,2.740,8.650,0.000,0.000,11.400,-11.400,0.070
Odisha,Cuttack,Nischintakoili,12,Jairampur,0.000,3.000,5.330,0.320,0.000,0.000,5.640,-2.650,0.080
Odisha,Cuttack,Nischintakoili,13,Jamara,0.000,5.440,9.480,0.000,0.000,0.000,9.480,-4.040,0.080
Odisha,Cuttack,Nischintakoili,14,Janardanpur,0.000,1.840,2.960,0.000,0.000,0.000,2.960,-1.120,0.000
Odisha,Cuttack,Nischintakoili,15,jhadeswarpur,0.000,0.000,1.740,5.290,0.000,0.000,7.030,-7.030,0.020
Odisha,Cuttack,Nischintakoili,16,Jignipur,0.000,5.120,4.810,6.900,0.000,0.000,11.710,-6.590,0.020
Odisha,Cuttack,Nischintakoili,17,Kalamishri,0.000,0.780,3.790,2.220,0.000,0.000,6.000,-5.230,0.070
Odisha,Cuttack,Nischintakoili,18,Katarpara,0.000,0.440,1.510,1.590,0.000,0.000,3.100,-2.660,0.040
Odisha,Cuttack,Nischintakoili,19,Katikata,0.000,1.450,8.420,0.210,0.000,0.000,8.630,-7.190,0.010
Odisha,Cuttack,Nischintakoili,20,Kendupatana,0.000,6.000,5.950,9.230,0.000,0.000,15.180,-9.180,0.030
Odisha,Cuttack,Nischintakoili,21,Kentalo,0.000,4.460,4.640,3.040,0.000,0.000,7.680,-3.220,0.130
Odisha,Cuttack,Nischintakoili,22,Kerilo,0.000,9.380,10.540,0.640,0.000,0.000,11.180,-1.810,0.030
Odisha,Cuttack,Nischintakoili,23,Kolanpur,0.000,0.980,1.200,0.460,0.000,0.000,1.660,-0.680,0.000
Odisha,Cuttack,Nischintakoili,24,Mahammadpur,0.000,0.700,1.770,0.000,0.000,0.000,1.770,-1.060,0.000
Odisha,Cuttack,Nischintakoili,25,Manijanga,0.000,0.080,1.450,0.000,0.000,0.000,1.450,-1.380,0.030
Odisha,Cuttack,Nischintakoili,26,Manpur,0.000,1.930,2.500,0.000,0.000,0.000,2.500,-0.570,0.000
Odisha,Cuttack,Nischintakoili,27,Nagaspur,0.000,3.140,5.830,5.590,0.000,0.000,11.410,-8.270,0.040
Odisha,Cuttack,Nischintakoili,28,Narendrapur,0.000,3.450,7.520,0.000,0.000,0.000,7.520,-4.070,0.020
Odisha,Cuttack,Nischintakoili,29,Natakai,0.000,2.180,2.560,0.110,0.000,0.000,2.660,-0.480,0.040
Odisha,Cuttack,Nischintakoili,30,Nemalo,0.000,0.180,3.060,0.000,0.000,0.000,3.060,-2.870,0.000
Odisha,Cuttack,Nischintakoili,31,Nischintakoili,0.000,1.880,1.910,1.350,0.000,0.000,3.260,-1.380,0.000
Odisha,Cuttack,Nischintakoili,32,Orti,0.000,2.990,9.030,8.310,0.000,0.000,17.340,-14.350,0.090
Odisha,Cuttack,Nischintakoili,33,Palada,0.000,0.680,1.400,0.000,0.000,0.000,1.400,-0.720,0.070
Odisha,Cuttack,Nischintakoili,34,ramakrushnpur,0.000,5.630,6.990,1.140,0.000,0.000,8.130,-2.500,0.000
Odisha,Cuttack,Nischintakoili,35,Santapur,0.000,0.360,4.650,2.620,0.000,0.000,7.270,-6.910,0.020
Odisha,Cuttack,Nischintakoili,36,Sarapada,0.000,1.400,5.840,0.000,0.000,0.000,5.840,-4.440,0.070
Odisha,Cuttack,Nischintakoili,37,Sirlo,0.000,2.000,3.640,0.000,0.000,0.000,3.640,-1.640,0.070
Odisha,Cuttack,Nischintakoili,38,Sukarpada,0.000,2.800,5.650,4.630,0.000,0.000,10.280,-7.490,0.020
Odisha,Cuttack,Nischintakoili,39,Tarota,0.000,3.950,9.260,0.000,0.000,0.000,9.260,-5.300,0.070
Odisha,Cuttack,Nischintakoili,40,Tilakana,0.000,0.390,3.810,4.490,0.000,0.000,8.310,-7.920,0.000
Odisha,Cuttack,Nischintakoili,41,Uttarkul,0.000,0.830,1.590,0.000,0.000,0.000,1.590,-0.750,0.010
Odisha,Cuttack,Nischintakoili,42,taratasasan,,,,,,,,,
Odisha,Cuttack,Nischintakoili,,Total,0.000,142.820,239.000,100.050,0.000,0.000,339.050,-196.230,2.140
Odisha,Cuttack,Nischintakoili,,Block Level Line Deptt.,4.120,4.120,0.870,0.000,0.000,0.000,0.870,3.250,0.000
Odisha,Cuttack,Nischintakoili,,Po,0.000,225.920,0.000,NA,NA,23.440,23.440,202.480,NA
Odisha,Cuttack,Nischintakoili,,Grand Total,4.120,372.860,239.870,100.050,0.000,23.440,363.360,9.500,2.140
Odisha,Cuttack,Salipur,1,Bahugram,0.000,3.580,4.050,0.000,0.000,0.000,4.050,-0.470,0.040
Odisha,Cuttack,Salipur,2,Balisahi,0.000,0.000,3.090,1.470,0.200,0.000,4.770,-4.770,0.000
Odisha,Cuttack,Salipur,3,Barigol,0.000,4.770,5.130,0.000,0.000,0.000,5.130,-0.350,0.000
Odisha,Cuttack,Salipur,4,Bhimdaspur,0.000,5.590,7.470,0.000,0.000,0.000,7.470,-1.880,0.010
Odisha,Cuttack,Salipur,5,Champati,0.000,0.000,0.740,0.000,0.000,0.000,0.740,-0.740,0.000
Odisha,Cuttack,Salipur,6,Chandradeipur,0.000,2.790,3.140,0.410,0.000,0.000,3.550,-0.760,0.000
Odisha,Cuttack,Salipur,7,Chhanipur,0.000,1.360,2.180,0.000,0.000,0.000,2.180,-0.820,0.010
Odisha,Cuttack,Salipur,8,Gopinathpur,0.000,0.520,0.860,1.360,0.160,0.000,2.390,-1.870,0.000
Odisha,Cuttack,Salipur,9,Gujarpur,0.000,0.920,1.010,0.000,0.000,0.000,1.010,-0.090,0.000
Odisha,Cuttack,Salipur,10,Katarapa,0.000,5.960,5.960,0.000,0.000,0.000,5.960,0.000,0.000
Odisha,Cuttack,Salipur,11,Madhyakachha,0.000,7.270,7.310,0.000,0.000,0.000,7.310,-0.040,0.110
Odisha,Cuttack,Salipur,12,Mahajanpur,0.000,0.090,2.160,0.000,0.000,0.000,2.160,-2.070,0.020
Odisha,Cuttack,Salipur,13,Malasasna,0.000,18.220,13.530,2.530,0.000,0.000,16.060,2.160,0.030
Odisha,Cuttack,Salipur,14,Mirzapur,0.000,0.000,3.690,0.000,0.000,0.000,3.690,-3.690,0.050
Odisha,Cuttack,Salipur,15,Mohan,0.000,2.480,3.390,4.000,0.430,0.000,7.820,-5.330,0.000
Odisha,Cuttack,Salipur,16,Mutarifa,0.000,0.980,1.220,0.000,0.000,0.000,1.220,-0.240,0.000
Odisha,Cuttack,Salipur,17,Naiguan,0.000,0.440,1.550,0.000,0.000,0.000,1.550,-1.110,0.010
Odisha,Cuttack,Salipur,18,Nandola,0.000,5.580,6.370,2.680,0.080,0.000,9.120,-3.540,0.130
Odisha,Cuttack,Salipur,19,Naranda,0.000,2.330,4.580,0.000,0.000,0.000,4.580,-2.250,0.030
Odisha,Cuttack,Salipur,20,Odasingh,0.000,0.000,6.710,1.200,0.170,0.000,8.090,-8.090,0.000
Odisha,Cuttack,Salipur,21,Paschimakacha,0.000,0.000,3.640,5.600,0.020,0.000,9.250,-9.250,0.000
Odisha,Cuttack,Salipur,22,Pikol,0.000,1.000,4.500,0.000,0.000,0.000,4.500,-3.490,0.010
Odisha,Cuttack,Salipur,23,Purunahat,0.000,9.040,9.780,1.300,0.090,0.000,11.170,-2.130,0.040
Odisha,Cuttack,Salipur,24,Raisunguda,0.000,3.620,3.620,0.000,0.000,0.000,3.620,0.000,0.000
Odisha,Cuttack,Salipur,25,Ramakrushnapur,0.000,5.690,5.940,2.250,0.190,0.000,8.380,-2.690,0.050
Odisha,Cuttack,Salipur,26,Rameswar,0.000,4.110,5.040,1.260,0.170,0.000,6.470,-2.350,0.010
Odisha,Cuttack,Salipur,27,Ratilo,0.000,0.000,1.220,0.000,0.000,0.000,1.220,-1.220,0.000
Odisha,Cuttack,Salipur,28,Satyabhamapur,0.000,0.740,1.770,1.600,0.180,0.000,3.540,-2.800,0.070
Odisha,Cuttack,Salipur,29,Sidho,0.000,0.270,1.200,0.000,0.000,0.000,1.200,-0.930,0.000
Odisha,Cuttack,Salipur,30,Sisua,0.000,5.140,5.170,3.280,0.160,0.000,8.610,-3.470,0.130
Odisha,Cuttack,Salipur,31,Souri,0.000,1.960,1.960,0.000,0.000,0.000,1.960,0.000,0.030
Odisha,Cuttack,Salipur,32,Sudhakhanda,0.000,0.200,2.610,0.000,0.000,0.000,2.610,-2.410,0.010
Odisha,Cuttack,Salipur,33,Tarito,0.000,0.040,1.070,0.000,0.000,0.000,1.070,-1.030,0.000
Odisha,Cuttack,Salipur,34,Tentola,0.000,7.410,7.450,0.070,0.000,0.000,7.520,-0.110,0.130
Odisha,Cuttack,Salipur,35,Trilochanpur,0.000,0.030,2.470,0.000,0.000,0.000,2.470,-2.430,0.000
Odisha,Cuttack,Salipur,,Total,0.000,102.150,141.560,29.010,1.850,0.000,172.420,-70.270,0.940
Odisha,Cuttack,Salipur,,Block Level Line Deptt.,4.050,4.050,2.130,0.050,0.000,0.000,2.180,1.870,0.010
Odisha,Cuttack,Salipur,,Po,0.000,108.790,0.000,NA,NA,22.420,22.420,86.370,NA
Odisha,Cuttack,Salipur,,Grand Total,4.050,214.990,143.690,29.060,1.850,22.420,197.020,17.970,0.950
Odisha,Cuttack,tangi- choudwar,1,Agrahat,0.000,0.000,4.200,1.370,0.000,0.000,5.570,-5.570,0.000
Odisha,Cuttack,tangi- choudwar,2,Badasamantarapur,0.000,0.000,2.710,0.000,0.000,0.000,2.710,-2.710,0.000
Odisha,Cuttack,tangi- choudwar,3,Banipada,0.000,0.000,5.820,1.660,0.000,0.000,7.480,-7.480,0.010
Odisha,Cuttack,tangi- choudwar,4,Berhampur,0.000,0.000,5.310,0.000,0.000,0.000,5.310,-5.310,0.000
Odisha,Cuttack,tangi- choudwar,5,Bhatimunda,0.000,0.000,1.220,0.000,0.000,0.000,1.220,-1.220,0.000
Odisha,Cuttack,tangi- choudwar,6,Garudagaon,0.000,0.000,5.340,0.570,0.000,0.000,5.910,-5.910,0.000
Odisha,Cuttack,tangi- choudwar,7,Govindpur,0.000,0.000,4.140,7.060,0.000,0.000,11.200,-11.200,0.010
Odisha,Cuttack,tangi- choudwar,8,Harianta,0.000,0.550,3.890,3.840,0.000,0.000,7.730,-7.180,0.000
Odisha,Cuttack,tangi- choudwar,9,Indranipatna,0.000,0.000,2.400,0.000,0.000,0.000,2.400,-2.400,0.000
Odisha,Cuttack,tangi- choudwar,10,Jaripada,0.000,0.000,5.030,4.840,0.000,0.000,9.870,-9.870,0.040
Odisha,Cuttack,tangi- choudwar,11,Kakhadi,0.000,0.000,2.610,0.000,0.000,0.000,2.610,-2.610,0.000
Odisha,Cuttack,tangi- choudwar,12,Kanheipur,0.000,0.000,5.130,3.950,0.000,0.000,9.080,-9.080,3.960
Odisha,Cuttack,tangi- choudwar,13,Karanji,0.000,0.510,9.920,1.990,0.000,0.000,11.910,-11.400,0.040
Odisha,Cuttack,tangi- choudwar,14,Kayalpada,0.000,0.000,5.050,1.810,0.000,0.000,6.860,-6.860,0.020
Odisha,Cuttack,tangi- choudwar,15,Kotsahi,0.000,0.000,3.300,0.000,0.000,0.000,3.300,-3.300,0.030
Odisha,Cuttack,tangi- choudwar,16,Magura Dhanamandala,0.000,0.000,11.660,0.000,0.000,0.000,11.660,-11.660,0.230
Odisha,Cuttack,tangi- choudwar,17,Mahisalanda,0.000,0.000,8.240,16.730,0.000,0.000,24.970,-24.970,0.010
Odisha,Cuttack,tangi- choudwar,18,Mangarajpur,0.000,0.000,6.250,3.510,0.000,0.000,9.750,-9.750,0.010
Odisha,Cuttack,tangi- choudwar,19,Nakhara,0.000,0.000,5.220,3.490,0.000,0.000,8.720,-8.720,0.000
Odisha,Cuttack,tangi- choudwar,20,Napanga,0.000,0.000,6.000,0.000,0.000,0.000,6.000,-6.000,0.020
Odisha,Cuttack,tangi- choudwar,21,Salagaon,0.000,0.000,10.960,1.170,0.000,0.000,12.130,-12.130,0.070
Odisha,Cuttack,tangi- choudwar,22,Sankarpur,0.000,7.590,8.090,7.020,0.000,0.000,15.110,-7.520,0.000
Odisha,Cuttack,tangi- choudwar,23,Sofo,0.000,0.000,3.930,0.000,0.000,0.000,3.930,-3.930,0.000
Odisha,Cuttack,tangi- choudwar,24,Uchapada,0.000,0.000,1.820,2.560,0.000,0.000,4.380,-4.380,0.000
Odisha,Cuttack,tangi- choudwar,,Total,0.000,8.660,128.270,61.570,0.000,0.000,189.840,-181.180,4.460
Odisha,Cuttack,tangi- choudwar,,Block Level Line Deptt.,-14.080,-14.080,9.120,0.000,0.000,0.000,9.120,-23.200,0.090
Odisha,Cuttack,tangi- choudwar,,Po,0.000,214.550,0.000,NA,NA,20.850,20.850,193.700,NA
Odisha,Cuttack,tangi- choudwar,,Grand Total,-14.080,209.130,137.390,61.570,0.000,20.850,219.810,-10.680,4.550
Odisha,Cuttack,Tigiria,1,Achalkota,0.000,5.220,7.010,0.000,0.000,0.000,7.010,-1.790,0.090
Odisha,Cuttack,Tigiria,2,Badanauput,0.000,0.000,0.530,0.000,0.000,0.000,0.530,-0.530,0.000
Odisha,Cuttack,Tigiria,3,Baliput,0.000,0.000,0.630,0.000,0.000,0.000,0.630,-0.630,0.000
Odisha,Cuttack,Tigiria,4,Bhiruda,0.000,0.000,0.700,0.000,0.000,0.000,0.700,-0.700,0.030
Odisha,Cuttack,Tigiria,5,Bhogada,0.000,0.000,0.370,0.000,0.000,0.000,0.370,-0.370,0.000
Odisha,Cuttack,Tigiria,6,Bindhanima,0.000,0.000,0.580,0.000,0.000,0.000,0.580,-0.580,0.000
Odisha,Cuttack,Tigiria,7,Gadadharpur,0.000,0.000,0.260,0.000,0.000,0.000,0.260,-0.260,0.000
Odisha,Cuttack,Tigiria,8,Hatanala,0.000,0.000,0.460,0.000,0.000,0.000,0.460,-0.460,0.000
Odisha,Cuttack,Tigiria,9,Jemadeipur,0.000,0.000,0.990,1.080,0.000,0.000,2.070,-2.070,0.000
Odisha,Cuttack,Tigiria,10,Nizigargh,0.000,1.310,1.140,0.960,0.000,0.000,2.100,-0.790,0.010
Odisha,Cuttack,Tigiria,11,Nuapatna,0.000,0.000,0.780,0.030,0.000,0.000,0.800,-0.800,0.030
Odisha,Cuttack,Tigiria,12,Panchagaon,0.000,0.130,0.750,0.000,0.000,0.000,0.750,-0.610,0.000
Odisha,Cuttack,Tigiria,13,Puruna Tigiria,0.000,0.000,0.660,0.000,0.000,0.000,0.660,-0.660,0.000
Odisha,Cuttack,Tigiria,14,Sompada,0.000,0.000,1.380,5.580,0.000,0.000,6.970,-6.970,0.020
Odisha,Cuttack,Tigiria,,Total,0.000,6.660,16.240,7.650,0.000,0.000,23.890,-17.220,0.180
Odisha,Cuttack,Tigiria,,Block Level Line Deptt.,1.290,1.290,98.420,24.630,0.000,0.000,123.040,-121.750,8.330
Odisha,Cuttack,Tigiria,,Po,5.860,103.290,0.000,NA,NA,4.880,4.880,98.410,NA
Odisha,Cuttack,Tigiria,,Grand Total,7.150,111.240,114.650,32.290,0.000,4.880,151.810,-40.570,8.510
Odisha,jagatsinghapur,Balikuda,1,Adhanga,-0.360,-0.090,1.520,1.670,0.020,0.000,3.210,-3.300,0.000
Odisha,jagatsinghapur,Balikuda,2,Alabol,-2.140,-2.140,0.980,0.000,0.000,0.000,0.980,-3.120,0.000
Odisha,jagatsinghapur,Balikuda,3,Alaver,-4.440,-3.400,1.160,0.270,0.000,0.000,1.430,-4.830,0.000
Odisha,jagatsinghapur,Balikuda,4,Ambasal,0.000,5.730,4.890,2.440,0.000,0.000,7.330,-1.600,0.020
Odisha,jagatsinghapur,Balikuda,5,Anantapur,0.000,6.030,6.570,3.340,0.000,0.000,9.910,-3.880,0.270
Odisha,jagatsinghapur,Balikuda,6,Apandara,1.990,6.230,4.250,0.280,0.000,0.000,4.530,1.690,0.180
Odisha,jagatsinghapur,Balikuda,7,Arilo,0.000,0.000,0.380,0.000,0.000,0.000,0.380,-0.380,0.000
Odisha,jagatsinghapur,Balikuda,8,Badagaon,3.320,3.320,0.240,0.000,0.000,0.000,0.240,3.070,0.000
Odisha,jagatsinghapur,Balikuda,9,Baharana,-0.830,-0.830,0.310,0.000,0.000,0.000,0.310,-1.140,0.000
Odisha,jagatsinghapur,Balikuda,10,Balikuda,-0.600,-0.170,0.700,0.000,0.000,0.000,0.700,-0.870,0.010
Odisha,jagatsinghapur,Balikuda,11,Baramundali,-0.360,1.770,2.240,4.640,0.010,0.000,6.890,-5.120,0.830
Odisha,jagatsinghapur,Balikuda,12,Borikina,0.000,0.990,1.930,0.000,0.000,0.000,1.930,-0.940,0.000
Odisha,jagatsinghapur,Balikuda,13,Garama,-2.370,-1.010,1.360,0.000,0.000,0.000,1.360,-2.370,0.110
Odisha,jagatsinghapur,Balikuda,14,Ichhapur,0.040,0.040,0.220,0.000,0.000,0.000,0.220,-0.180,0.000
Odisha,jagatsinghapur,Balikuda,15,Kalio,1.220,2.950,1.820,0.150,0.000,0.000,1.970,0.980,0.050
Odisha,jagatsinghapur,Balikuda,16,Khalagaon,0.000,0.000,0.660,0.000,0.000,0.000,0.660,-0.660,0.000
Odisha,jagatsinghapur,Balikuda,17,Krushnadaspur,-0.040,-0.040,0.510,0.000,0.000,0.000,0.510,-0.550,0.010
Odisha,jagatsinghapur,Balikuda,18,Kusupur,-4.360,-2.050,2.280,5.070,0.020,0.000,7.370,-9.420,0.140
Odisha,jagatsinghapur,Balikuda,19,Machhagaon,0.000,0.680,1.480,0.000,0.000,0.000,1.480,-0.800,0.010
Odisha,jagatsinghapur,Balikuda,20,Marichpur,0.000,0.000,0.160,0.000,0.000,0.000,0.160,-0.160,0.000
Odisha,jagatsinghapur,Balikuda,21,Mulugaon,5.430,5.430,0.560,0.000,0.000,0.000,0.560,4.880,0.000
Odisha,jagatsinghapur,Balikuda,22,Nagapur,1.500,1.500,0.590,0.000,0.000,0.000,0.590,0.910,0.000
Odisha,jagatsinghapur,Balikuda,23,Naharana,-0.180,-0.180,0.650,0.000,0.000,0.000,0.650,-0.830,0.010
Odisha,jagatsinghapur,Balikuda,24,Osakana,9.680,11.980,2.880,0.000,0.000,0.000,2.880,9.100,0.070
Odisha,jagatsinghapur,Balikuda,25,Rahan,1.660,7.840,2.900,3.890,0.190,0.000,6.990,0.840,0.110
Odisha,jagatsinghapur,Balikuda,26,Sangrampur,-2.790,-2.390,0.890,0.000,0.000,0.000,0.890,-3.280,0.050
Odisha,jagatsinghapur,Balikuda,27,Tandikula,2.490,2.490,0.330,0.000,0.000,0.000,0.330,2.160,0.000
Odisha,jagatsinghapur,Balikuda,28,Tarasahi,0.120,0.120,0.230,0.000,0.000,0.000,0.230,-0.120,0.020
Odisha,jagatsinghapur,Balikuda,29,Thailo,-3.130,-1.580,1.690,0.000,0.000,0.000,1.690,-3.270,0.020
Odisha,jagatsinghapur,Balikuda,30,Titira,0.220,1.050,0.340,0.000,0.000,0.000,0.340,0.710,0.000
Odisha,jagatsinghapur,Balikuda,,Total,6.070,44.270,44.720,21.750,0.240,0.000,66.720,-22.480,1.910
Odisha,jagatsinghapur,Balikuda,,Block Level Line Deptt.,-26.570,-26.570,132.830,16.970,0.090,0.000,149.890,-176.460,2.370
Odisha,jagatsinghapur,Balikuda,,Po,-1.850,173.610,0.000,NA,NA,9.970,9.970,163.640,NA
Odisha,jagatsinghapur,Balikuda,,Grand Total,-22.350,191.290,177.560,38.710,0.330,9.970,226.570,-35.280,4.290
Odisha,jagatsinghapur,Biridi,1,Adhang Majurai,0.060,13.940,14.440,1.080,0.150,0.000,15.670,-1.730,0.070
Odisha,jagatsinghapur,Biridi,2,Adhanga-Garh,-0.030,12.530,12.770,0.660,0.000,0.000,13.430,-0.900,0.040
Odisha,jagatsinghapur,Biridi,3,Alando,0.000,5.300,5.130,0.400,0.000,0.000,5.520,-0.220,0.000
Odisha,jagatsinghapur,Biridi,4,Arana,-0.010,4.630,3.810,1.660,0.010,0.000,5.480,-0.860,0.000
Odisha,jagatsinghapur,Biridi,5,Bada-Khandeita,-0.360,0.420,1.000,0.840,0.120,0.000,1.970,-1.550,0.000
Odisha,jagatsinghapur,Biridi,6,Bagalpur,0.440,4.570,4.090,0.070,0.000,0.000,4.160,0.410,0.000
Odisha,jagatsinghapur,Biridi,7,Baredia,0.200,2.450,2.140,0.080,0.000,0.000,2.220,0.220,0.040
Odisha,jagatsinghapur,Biridi,8,Basandara,-0.080,5.400,5.180,0.220,0.000,0.000,5.390,0.010,0.010
Odisha,jagatsinghapur,Biridi,9,Batimira,-0.020,0.880,1.170,0.790,0.060,0.000,2.020,-1.140,0.000
Odisha,jagatsinghapur,Biridi,10,Budhapada,-0.100,1.780,1.400,0.550,0.000,0.000,1.950,-0.170,0.000
Odisha,jagatsinghapur,Biridi,11,Daradagram,0.510,3.530,4.590,0.750,0.170,0.000,5.500,-1.970,0.020
Odisha,jagatsinghapur,Biridi,12,Gopinathpur,-0.010,1.920,0.620,1.560,0.000,0.000,2.180,-0.250,0.000
Odisha,jagatsinghapur,Biridi,13,Hajipur,0.590,9.600,8.900,0.440,0.000,0.000,9.340,0.260,0.000
Odisha,jagatsinghapur,Biridi,14,Kulakaijanga,-0.010,2.560,2.440,0.510,0.040,0.000,2.990,-0.430,0.000
