SL NO. for AC,AC,ULB,Wards of ULBs,District,PCs,Sl. No. of PCs,Notified Area Council (NAC),Municipality (M),Municipal Corporation (MC),Outgrowth (OG)
112,112 Bhubaneswar Central,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.20,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
112,112 Bhubaneswar Central,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.21,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
112,112 Bhubaneswar Central,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.22,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
112,112 Bhubaneswar Central,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.23,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
112,112 Bhubaneswar Central,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.24,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
112,112 Bhubaneswar Central,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.25,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
112,112 Bhubaneswar Central,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.26,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
112,112 Bhubaneswar Central,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.27,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
112,112 Bhubaneswar Central,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.28,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
112,112 Bhubaneswar Central,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.29,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
112,112 Bhubaneswar Central,Bhubaneswar (MC),Industrial and Colony Area (OG) E.Block No. 1089-1102 - Ward No.35,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
112,112 Bhubaneswar Central,Bhubaneswar (MC),Industrial and Colony Area (OG) E.Block No. 1089-1102 - Ward No.36,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
112,112 Bhubaneswar Central,Bhubaneswar (MC),Industrial and Colony Area (OG) E.Block No. 1089-1102 - Ward No.37,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
113,113 Bhubaneswar North,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.1,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
113,113 Bhubaneswar North,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.2,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
113,113 Bhubaneswar North,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.3,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
113,113 Bhubaneswar North,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.4,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
113,113 Bhubaneswar North,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.5,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
113,113 Bhubaneswar North,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.6,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
113,113 Bhubaneswar North,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.7,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
113,113 Bhubaneswar North,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.8,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
113,113 Bhubaneswar North,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.9,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
113,113 Bhubaneswar North,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.10,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
113,113 Bhubaneswar North,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.11,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
113,113 Bhubaneswar North,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.13,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
114,114 Ekamra?Bhubaneswar,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.12,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
114,114 Ekamra?Bhubaneswar,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.14,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
114,114 Ekamra?Bhubaneswar,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.15,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
114,114 Ekamra?Bhubaneswar,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.30,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
114,114 Ekamra?Bhubaneswar,Bhubaneswar (MC),Bhubaneswar (M Corp.) - Ward No.31,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
114,114 Ekamra?Bhubaneswar,Bhubaneswar (MC),Industrial and Colony Area (OG) E.Block No. 1088 - Ward No.32,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
114,114 Ekamra?Bhubaneswar,Bhubaneswar (MC),Industrial and Colony Area (OG) E.Block No. 1089-1102 - Ward No.33,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
114,114 Ekamra?Bhubaneswar,Bhubaneswar (MC),Industrial and Colony Area (OG) E.Block No. 1089-1102 - Ward No.34,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
114,114 Ekamra?Bhubaneswar,Bhubaneswar (MC),Industrial and Colony Area (OG) E.Block No. 1089-1102 - Ward No.38,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
114,114 Ekamra?Bhubaneswar,Bhubaneswar (MC),Industrial and Colony Area (OG) E.Block No. 1032-1105 - Ward No.39,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
114,114 Ekamra?Bhubaneswar,Bhubaneswar (MC),Bhubaneswar (M Corp.) -Ward No.40,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
114,114 Ekamra?Bhubaneswar,Bhubaneswar (MC),Bhubaneswar (M Corp.) -Ward No.41,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
114,114 Ekamra?Bhubaneswar,Bhubaneswar (MC),Bhubaneswar (M Corp.) -Ward No.42,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
114,114 Ekamra?Bhubaneswar,Bhubaneswar (MC),Bhubaneswar (M Corp.) -Ward No.43,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
114,114 Ekamra?Bhubaneswar,Bhubaneswar (MC),Bhubaneswar (M Corp.) -Ward No.44,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
114,114 Ekamra?Bhubaneswar,Bhubaneswar (MC),Bhubaneswar (M Corp.) -Ward No.45,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
114,114 Ekamra?Bhubaneswar,Bhubaneswar (MC),Bhubaneswar (M Corp.) -Ward No.46,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
114,114 Ekamra?Bhubaneswar,Bhubaneswar (MC),Bhubaneswar (M Corp.) -Ward No.47,Khurda,Bhubaneswar,18,,,Bhubaneswar (MC),
115,115 Jatani,Jatani (M),Industrial and Colony Area (OG) E.Block No. 92-99 - Ward No.22,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Industrial and Colony Area (OG) E.Block No. 92-99 - Ward No.23,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Industrial and Colony Area (OG) E.Block No. 92-99 - Ward No.24,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.1,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.10,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.11,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.12,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.13,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.14,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.15,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.16,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.17,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.18,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.19,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.2,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.20,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.21,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.3,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.4,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.5,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.6,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.7,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.8,Khurda,Bhubaneswar,18,,Jatani (M),,
115,115 Jatani,Jatani (M),Jatani (M) - Ward No.9,Khurda,Bhubaneswar,18,,Jatani (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.1,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.10,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.11,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.12,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.13,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.14,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.15,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.16,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.17,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.18,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.19,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.2,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.20,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.21,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.22,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.3,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.4,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.5,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.6,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.7,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.8,Khurda,Bhubaneswar,18,,Khurda (M),,
117,117 Khurda,Khurda (M),Khordha (M) - Ward No.9,Khurda,Bhubaneswar,18,,Khurda (M),,
124,124 Polasara,Buguda (NAC),Buguda (NAC) - Ward No.1,Ganjam,Aska,19,Buguda (NAC),,,
124,124 Polasara,Buguda (NAC),Buguda (NAC) - Ward No.10,Ganjam,Aska,19,Buguda (NAC),,,
124,124 Polasara,Buguda (NAC),Buguda (NAC) - Ward No.11,Ganjam,Aska,19,Buguda (NAC),,,
124,124 Polasara,Buguda (NAC),Buguda (NAC) - Ward No. 12,Ganjam,Aska,19,Buguda (NAC),,,
124,124 Polasara,Buguda (NAC),Buguda (NAC) - Ward No. 13,Ganjam,Aska,19,Buguda (NAC),,,
124,124 Polasara,Buguda (NAC),Buguda (NAC) - Ward No.2,Ganjam,Aska,19,Buguda (NAC),,,
124,124 Polasara,Buguda (NAC),Buguda (NAC) - Ward No.3,Ganjam,Aska,19,Buguda (NAC),,,
124,124 Polasara,Buguda (NAC),Buguda (NAC) - Ward No.4,Ganjam,Aska,19,Buguda (NAC),,,
124,124 Polasara,Buguda (NAC),Buguda (NAC) - Ward No.5,Ganjam,Aska,19,Buguda (NAC),,,
124,124 Polasara,Buguda (NAC),Buguda (NAC) - Ward No.6,Ganjam,Aska,19,Buguda (NAC),,,
124,124 Polasara,Buguda (NAC),Buguda (NAC) - Ward No.7,Ganjam,Aska,19,Buguda (NAC),,,
124,124 Polasara,Buguda (NAC),Buguda (NAC) - Ward No.8,Ganjam,Aska,19,Buguda (NAC),,,
124,124 Polasara,Buguda (NAC),Buguda (NAC) - Ward No.9,Ganjam,Aska,19,Buguda (NAC),,,
124,124 Polasara,Polasara (NAC),Polasara (NAC) - Ward No.1,Ganjam,Aska,19,Polasara (NAC),,,
124,124 Polasara,Polasara (NAC),Polasara (NAC) - Ward No.10,Ganjam,Aska,19,Polasara (NAC),,,
124,124 Polasara,Polasara (NAC),Polasara (NAC) - Ward No.11,Ganjam,Aska,19,Polasara (NAC),,,
124,124 Polasara,Polasara (NAC),Polasara (NAC) - Ward No.12,Ganjam,Aska,19,Polasara (NAC),,,
124,124 Polasara,Polasara (NAC),Polasara (NAC) - Ward No.13,Ganjam,Aska,19,Polasara (NAC),,,
124,124 Polasara,Polasara (NAC),Polasara (NAC) - Ward No. 14,Ganjam,Aska,19,Polasara (NAC),,,
124,124 Polasara,Polasara (NAC),Polasara (NAC) - Ward No. 15,Ganjam,Aska,19,Polasara (NAC),,,
124,124 Polasara,Polasara (NAC),Polasara (NAC) - Ward No. 16,Ganjam,Aska,19,Polasara (NAC),,,
124,124 Polasara,Polasara (NAC),Polasara (NAC) - Ward No. 17,Ganjam,Aska,19,Polasara (NAC),,,
124,124 Polasara,Polasara (NAC),Polasara (NAC) - Ward No. 18,Ganjam,Aska,19,Polasara (NAC),,,
124,124 Polasara,Polasara (NAC),Polasara (NAC) - Ward No. 19,Ganjam,Aska,19,Polasara (NAC),,,
124,124 Polasara,Polasara (NAC),Polasara (NAC) - Ward No.2,Ganjam,Aska,19,Polasara (NAC),,,
124,124 Polasara,Polasara (NAC),Polasara (NAC) - Ward No.3,Ganjam,Aska,19,Polasara (NAC),,,
124,124 Polasara,Polasara (NAC),Polasara (NAC) - Ward No.4,Ganjam,Aska,19,Polasara (NAC),,,
124,124 Polasara,Polasara (NAC),Polasara (NAC) - Ward No.5,Ganjam,Aska,19,Polasara (NAC),,,
124,124 Polasara,Polasara (NAC),Polasara (NAC) - Ward No.6,Ganjam,Aska,19,Polasara (NAC),,,
124,124 Polasara,Polasara (NAC),Polasara (NAC) - Ward No.7,Ganjam,Aska,19,Polasara (NAC),,,
124,124 Polasara,Polasara (NAC),Polasara (NAC) - Ward No.8,Ganjam,Aska,19,Polasara (NAC),,,
124,124 Polasara,Polasara (NAC),Polasara (NAC) - Ward No.9,Ganjam,Aska,19,Polasara (NAC),,,
125,125 Kabisuryanagar,Kodala (NAC),Kodala (NAC) - Ward No.1,Ganjam,Aska,19,Kodala (NAC),,,
125,125 Kabisuryanagar,Kodala (NAC),Kodala (NAC) - Ward No.10,Ganjam,Aska,19,Kodala (NAC),,,
125,125 Kabisuryanagar,Kodala (NAC),Kodala (NAC) - Ward No.11,Ganjam,Aska,19,Kodala (NAC),,,
125,125 Kabisuryanagar,Kodala (NAC),Kodala (NAC) - Ward No.12,Ganjam,Aska,19,Kodala (NAC),,,
125,125 Kabisuryanagar,Kodala (NAC),Kodala (NAC) - Ward No.13,Ganjam,Aska,19,Kodala (NAC),,,
125,125 Kabisuryanagar,Kodala (NAC),Kodala (NAC) - Ward No.2,Ganjam,Aska,19,Kodala (NAC),,,
125,125 Kabisuryanagar,Kodala (NAC),Kodala (NAC) - Ward No.3,Ganjam,Aska,19,Kodala (NAC),,,
125,125 Kabisuryanagar,Kodala (NAC),Kodala (NAC) - Ward No.4,Ganjam,Aska,19,Kodala (NAC),,,
125,125 Kabisuryanagar,Kodala (NAC),Kodala (NAC) - Ward No.5,Ganjam,Aska,19,Kodala (NAC),,,
125,125 Kabisuryanagar,Kodala (NAC),Kodala (NAC) - Ward No.6,Ganjam,Aska,19,Kodala (NAC),,,
125,125 Kabisuryanagar,Kodala (NAC),Kodala (NAC) - Ward No.7,Ganjam,Aska,19,Kodala (NAC),,,
125,125 Kabisuryanagar,Kodala (NAC),Kodala (NAC) - Ward No.8,Ganjam,Aska,19,Kodala (NAC),,,
125,125 Kabisuryanagar,Kodala (NAC),Kodala (NAC) - Ward No.9,Ganjam,Aska,19,Kodala (NAC),,,
125,125 Kabisuryanagar,Kabisuryanagar (NAC),Kavisurjyanagar (NAC) - Ward No.1,Ganjam,Aska,19,Kabisuryanagar (NAC),,,
125,125 Kabisuryanagar,Kabisuryanagar (NAC),Kavisurjyanagar (NAC) - Ward No.10,Ganjam,Aska,19,Kabisuryanagar (NAC),,,
125,125 Kabisuryanagar,Kabisuryanagar (NAC),Kavisurjyanagar (NAC) - Ward No.11,Ganjam,Aska,19,Kabisuryanagar (NAC),,,
125,125 Kabisuryanagar,Kabisuryanagar (NAC),Kavisurjyanagar (NAC) - Ward No.12,Ganjam,Aska,19,Kabisuryanagar (NAC),,,
125,125 Kabisuryanagar,Kabisuryanagar (NAC),Kavisurjyanagar (NAC) - Ward No.13,Ganjam,Aska,19,Kabisuryanagar (NAC),,,
125,125 Kabisuryanagar,Kabisuryanagar (NAC),Kavisurjyanagar (NAC) - Ward No.14,Ganjam,Aska,19,Kabisuryanagar (NAC),,,
125,125 Kabisuryanagar,Kabisuryanagar (NAC),Kavisurjyanagar (NAC) - Ward No.15,Ganjam,Aska,19,Kabisuryanagar (NAC),,,
125,125 Kabisuryanagar,Kabisuryanagar (NAC),Kavisurjyanagar (NAC) - Ward No.16,Ganjam,Aska,19,Kabisuryanagar (NAC),,,
125,125 Kabisuryanagar,Kabisuryanagar (NAC),Kavisurjyanagar (NAC) - Ward No.17,Ganjam,Aska,19,Kabisuryanagar (NAC),,,
125,125 Kabisuryanagar,Kabisuryanagar (NAC),Kavisurjyanagar (NAC) - Ward No.18,Ganjam,Aska,19,Kabisuryanagar (NAC),,,
125,125 Kabisuryanagar,Kabisuryanagar (NAC),Kavisurjyanagar (NAC) - Ward No.2,Ganjam,Aska,19,Kabisuryanagar (NAC),,,
125,125 Kabisuryanagar,Kabisuryanagar (NAC),Kavisurjyanagar (NAC) - Ward No.3,Ganjam,Aska,19,Kabisuryanagar (NAC),,,
125,125 Kabisuryanagar,Kabisuryanagar (NAC),Kavisurjyanagar (NAC) - Ward No.4,Ganjam,Aska,19,Kabisuryanagar (NAC),,,
125,125 Kabisuryanagar,Kabisuryanagar (NAC),Kavisurjyanagar (NAC) - Ward No.5,Ganjam,Aska,19,Kabisuryanagar (NAC),,,
125,125 Kabisuryanagar,Kabisuryanagar (NAC),Kavisurjyanagar (NAC) - Ward No.6,Ganjam,Aska,19,Kabisuryanagar (NAC),,,
125,125 Kabisuryanagar,Kabisuryanagar (NAC),Kavisurjyanagar (NAC) - Ward No.7,Ganjam,Aska,19,Kabisuryanagar (NAC),,,
125,125 Kabisuryanagar,Kabisuryanagar (NAC),Kavisurjyanagar (NAC) - Ward No.8,Ganjam,Aska,19,Kabisuryanagar (NAC),,,
125,125 Kabisuryanagar,Kabisuryanagar (NAC),Kavisurjyanagar (NAC) - Ward No.9,Ganjam,Aska,19,Kabisuryanagar (NAC),,,
126,126 Khalikote (SC),Khalikote (NAC),Khalikote (NAC) - Ward No.1,Ganjam,Aska,19,Khalikote (NAC),,,
126,126 Khalikote (SC),Khalikote (NAC),Khalikote (NAC) - Ward No.10,Ganjam,Aska,19,Khalikote (NAC),,,
126,126 Khalikote (SC),Khalikote (NAC),Khalikote (NAC) - Ward No.11,Ganjam,Aska,19,Khalikote (NAC),,,
126,126 Khalikote (SC),Khalikote (NAC),Khalikote (NAC) - Ward No.12,Ganjam,Aska,19,Khalikote (NAC),,,
126,126 Khalikote (SC),Khalikote (NAC),Khalikote (NAC) - Ward No.2,Ganjam,Aska,19,Khalikote (NAC),,,
126,126 Khalikote (SC),Khalikote (NAC),Khalikote (NAC) - Ward No.3,Ganjam,Aska,19,Khalikote (NAC),,,
126,126 Khalikote (SC),Khalikote (NAC),Khalikote (NAC) - Ward No.4,Ganjam,Aska,19,Khalikote (NAC),,,
126,126 Khalikote (SC),Khalikote (NAC),Khalikote (NAC) - Ward No.5,Ganjam,Aska,19,Khalikote (NAC),,,
126,126 Khalikote (SC),Khalikote (NAC),Khalikote (NAC) - Ward No.6,Ganjam,Aska,19,Khalikote (NAC),,,
126,126 Khalikote (SC),Khalikote (NAC),Khalikote (NAC) - Ward No.7,Ganjam,Aska,19,Khalikote (NAC),,,
126,126 Khalikote (SC),Khalikote (NAC),Khalikote (NAC) - Ward No.8,Ganjam,Aska,19,Khalikote (NAC),,,
126,126 Khalikote (SC),Khalikote (NAC),Khalikote (NAC) - Ward No.9,Ganjam,Aska,19,Khalikote (NAC),,,
126,126 Khalikote (SC),Purusottampur (NAC),Purusottampur (NAC) - Ward No.1,Ganjam,Aska,19,Purusottampur (NAC),,,
126,126 Khalikote (SC),Purusottampur (NAC),Purusottampur (NAC) - Ward No.10,Ganjam,Aska,19,Purusottampur (NAC),,,
126,126 Khalikote (SC),Purusottampur (NAC),Purusottampur (NAC) - Ward No.11,Ganjam,Aska,19,Purusottampur (NAC),,,
126,126 Khalikote (SC),Purusottampur (NAC),Purusottampur (NAC) - Ward No.12,Ganjam,Aska,19,Purusottampur (NAC),,,
126,126 Khalikote (SC),Purusottampur (NAC),Purusottampur (NAC) - Ward No.13,Ganjam,Aska,19,Purusottampur (NAC),,,
126,126 Khalikote (SC),Purusottampur (NAC),Purusottampur (NAC) - Ward No.14,Ganjam,Aska,19,Purusottampur (NAC),,,
126,126 Khalikote (SC),Purusottampur (NAC),Purusottampur (NAC) - Ward No.2,Ganjam,Aska,19,Purusottampur (NAC),,,
126,126 Khalikote (SC),Purusottampur (NAC),Purusottampur (NAC) - Ward No.3,Ganjam,Aska,19,Purusottampur (NAC),,,
126,126 Khalikote (SC),Purusottampur (NAC),Purusottampur (NAC) - Ward No.4,Ganjam,Aska,19,Purusottampur (NAC),,,
126,126 Khalikote (SC),Purusottampur (NAC),Purusottampur (NAC) - Ward No.5,Ganjam,Aska,19,Purusottampur (NAC),,,
126,126 Khalikote (SC),Purusottampur (NAC),Purusottampur (NAC) - Ward No.6,Ganjam,Aska,19,Purusottampur (NAC),,,
126,126 Khalikote (SC),Purusottampur (NAC),Purusottampur (NAC) - Ward No.7,Ganjam,Aska,19,Purusottampur (NAC),,,
126,126 Khalikote (SC),Purusottampur (NAC),Purusottampur (NAC) - Ward No.8,Ganjam,Aska,19,Purusottampur (NAC),,,
126,126 Khalikote (SC),Purusottampur (NAC),Purusottampur (NAC) - Ward No.9,Ganjam,Aska,19,Purusottampur (NAC),,,
128,128 Aska,Aska (NAC),Asika (NAC) - Ward No.1,Ganjam,Aska,19,Aska (NAC),,,
128,128 Aska,Aska (NAC),Asika (NAC) - Ward No.10,Ganjam,Aska,19,Aska (NAC),,,
128,128 Aska,Aska (NAC),Asika (NAC) - Ward No.11,Ganjam,Aska,19,Aska (NAC),,,
128,128 Aska,Aska (NAC),Asika (NAC) - Ward No.12,Ganjam,Aska,19,Aska (NAC),,,
128,128 Aska,Aska (NAC),Asika (NAC) - Ward No.13,Ganjam,Aska,19,Aska (NAC),,,
128,128 Aska,Aska (NAC),Asika (NAC) - Ward No.14,Ganjam,Aska,19,Aska (NAC),,,
128,128 Aska,Aska (NAC),Asika (NAC) - Ward No.15,Ganjam,Aska,19,Aska (NAC),,,
128,128 Aska,Aska (NAC),Asika (NAC) - Ward No.16,Ganjam,Aska,19,Aska (NAC),,,
128,128 Aska,Aska (NAC),Asika (NAC) - Ward No.17,Ganjam,Aska,19,Aska (NAC),,,
128,128 Aska,Aska (NAC),Asika (NAC) - Ward No. 18,Ganjam,Aska,19,Aska (NAC),,,
128,128 Aska,Aska (NAC),Asika (NAC) - Ward No.2,Ganjam,Aska,19,Aska (NAC),,,
128,128 Aska,Aska (NAC),Asika (NAC) - Ward No.3,Ganjam,Aska,19,Aska (NAC),,,
128,128 Aska,Aska (NAC),Asika (NAC) - Ward No.4,Ganjam,Aska,19,Aska (NAC),,,
128,128 Aska,Aska (NAC),Asika (NAC) - Ward No.5,Ganjam,Aska,19,Aska (NAC),,,
128,128 Aska,Aska (NAC),Asika (NAC) - Ward No.6,Ganjam,Aska,19,Aska (NAC),,,
128,128 Aska,Aska (NAC),Asika (NAC) - Ward No.7,Ganjam,Aska,19,Aska (NAC),,,
128,128 Aska,Aska (NAC),Asika (NAC) - Ward No.8,Ganjam,Aska,19,Aska (NAC),,,
128,128 Aska,Aska (NAC),Asika (NAC) - Ward No.9,Ganjam,Aska,19,Aska (NAC),,,
129,129 Surada,Surada (NAC),Surada (NAC) - Ward No.1,Ganjam,Aska,19,Surada (NAC),,,
129,129 Surada,Surada (NAC),Surada (NAC) - Ward No.10,Ganjam,Aska,19,Surada (NAC),,,
129,129 Surada,Surada (NAC),Surada (NAC) - Ward No.11,Ganjam,Aska,19,Surada (NAC),,,
129,129 Surada,Surada (NAC),Surada (NAC) - Ward No.2,Ganjam,Aska,19,Surada (NAC),,,
129,129 Surada,Surada (NAC),Surada (NAC) - Ward No.3,Ganjam,Aska,19,Surada (NAC),,,
129,129 Surada,Surada (NAC),Surada (NAC) - Ward No.4,Ganjam,Aska,19,Surada (NAC),,,
129,129 Surada,Surada (NAC),Surada (NAC) - Ward No.5,Ganjam,Aska,19,Surada (NAC),,,
129,129 Surada,Surada (NAC),Surada (NAC) - Ward No.6,Ganjam,Aska,19,Surada (NAC),,,
129,129 Surada,Surada (NAC),Surada (NAC) - Ward No.7,Ganjam,Aska,19,Surada (NAC),,,
129,129 Surada,Surada (NAC),Surada (NAC) - Ward No.8,Ganjam,Aska,19,Surada (NAC),,,
129,129 Surada,Surada (NAC),Surada (NAC) - Ward No.9,Ganjam,Aska,19,Surada (NAC),,,
129,129 Surada,Bellaguntha (NAC),Bellaguntha (NAC) - Ward No.1,Ganjam,Aska,19,Bellaguntha (NAC),,,
