SL NO. for AC,AC,ULB,Wards of ULBs,District,PCs,Sl. No. of PCs,Notified Area Council (NAC),Municipality (M),Municipal Corporation (MC),Outgrowth (OG)
129,129 Surada,Bellaguntha (NAC),Bellaguntha (NAC) - Ward No.10,Ganjam,Aska,19,Bellaguntha (NAC),,,
129,129 Surada,Bellaguntha (NAC),Bellaguntha (NAC) - Ward No.11,Ganjam,Aska,19,Bellaguntha (NAC),,,
129,129 Surada,Bellaguntha (NAC),Bellaguntha (NAC) - Ward No.12,Ganjam,Aska,19,Bellaguntha (NAC),,,
129,129 Surada,Bellaguntha (NAC),Bellaguntha (NAC) - Ward No. 13,Ganjam,Aska,19,Bellaguntha (NAC),,,
129,129 Surada,Bellaguntha (NAC),Bellaguntha (NAC) - Ward No.2,Ganjam,Aska,19,Bellaguntha (NAC),,,
129,129 Surada,Bellaguntha (NAC),Bellaguntha (NAC) - Ward No.3,Ganjam,Aska,19,Bellaguntha (NAC),,,
129,129 Surada,Bellaguntha (NAC),Bellaguntha (NAC) - Ward No.4,Ganjam,Aska,19,Bellaguntha (NAC),,,
129,129 Surada,Bellaguntha (NAC),Bellaguntha (NAC) - Ward No.5,Ganjam,Aska,19,Bellaguntha (NAC),,,
129,129 Surada,Bellaguntha (NAC),Bellaguntha (NAC) - Ward No.6,Ganjam,Aska,19,Bellaguntha (NAC),,,
129,129 Surada,Bellaguntha (NAC),Bellaguntha (NAC) - Ward No.7,Ganjam,Aska,19,Bellaguntha (NAC),,,
129,129 Surada,Bellaguntha (NAC),Bellaguntha (NAC) - Ward No.8,Ganjam,Aska,19,Bellaguntha (NAC),,,
129,129 Surada,Bellaguntha (NAC),Bellaguntha (NAC) - Ward No.9,Ganjam,Aska,19,Bellaguntha (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.1,Ganjam,Aska,19,Hinjilicut (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.10,Ganjam,Aska,19,Hinjilicut (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.11,Ganjam,Aska,19,Hinjilicut (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.12,Ganjam,Aska,19,Hinjilicut (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.13,Ganjam,Aska,19,Hinjilicut (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.14,Ganjam,Aska,19,Hinjilicut (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.15,Ganjam,Aska,19,Hinjilicut (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.16,Ganjam,Aska,19,Hinjilicut (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.17,Ganjam,Aska,19,Hinjilicut (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.18,Ganjam,Aska,19,Hinjilicut (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.19,Ganjam,Aska,19,Hinjilicut (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.2,Ganjam,Aska,19,Hinjilicut (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.20,Ganjam,Aska,19,Hinjilicut (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.21,Ganjam,Aska,19,Hinjilicut (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.3,Ganjam,Aska,19,Hinjilicut (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.4,Ganjam,Aska,19,Hinjilicut (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.5,Ganjam,Aska,19,Hinjilicut (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.6,Ganjam,Aska,19,Hinjilicut (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.7,Ganjam,Aska,19,Hinjilicut (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.8,Ganjam,Aska,19,Hinjilicut (NAC),,,
131,131 Hinjili,Hinjilicut (NAC),Hinjilicut (M) - Ward No.9,Ganjam,Aska,19,Hinjilicut (NAC),,,
127,127 Chhatrapur (SC),Chhatrapur (NAC),Chhatrapur (NAC) - Ward No.1,Ganjam,Berhampur,20,Chhatrapur (NAC),,,
127,127 Chhatrapur (SC),Chhatrapur (NAC),Chhatrapur (NAC) - Ward No.10,Ganjam,Berhampur,20,Chhatrapur (NAC),,,
127,127 Chhatrapur (SC),Chhatrapur (NAC),Chhatrapur (NAC) - Ward No.11,Ganjam,Berhampur,20,Chhatrapur (NAC),,,
127,127 Chhatrapur (SC),Chhatrapur (NAC),Chhatrapur (NAC) - Ward No.12,Ganjam,Berhampur,20,Chhatrapur (NAC),,,
127,127 Chhatrapur (SC),Chhatrapur (NAC),Chhatrapur (NAC) - Ward No. 13,Ganjam,Berhampur,20,Chhatrapur (NAC),,,
127,127 Chhatrapur (SC),Chhatrapur (NAC),Chhatrapur (NAC) - Ward No. 14,Ganjam,Berhampur,20,Chhatrapur (NAC),,,
127,127 Chhatrapur (SC),Chhatrapur (NAC),Chhatrapur (NAC) - Ward No.2,Ganjam,Berhampur,20,Chhatrapur (NAC),,,
127,127 Chhatrapur (SC),Chhatrapur (NAC),Chhatrapur (NAC) - Ward No.3,Ganjam,Berhampur,20,Chhatrapur (NAC),,,
127,127 Chhatrapur (SC),Chhatrapur (NAC),Chhatrapur (NAC) - Ward No.4,Ganjam,Berhampur,20,Chhatrapur (NAC),,,
127,127 Chhatrapur (SC),Chhatrapur (NAC),Chhatrapur (NAC) - Ward No.5,Ganjam,Berhampur,20,Chhatrapur (NAC),,,
127,127 Chhatrapur (SC),Chhatrapur (NAC),Chhatrapur (NAC) - Ward No.6,Ganjam,Berhampur,20,Chhatrapur (NAC),,,
127,127 Chhatrapur (SC),Chhatrapur (NAC),Chhatrapur (NAC) - Ward No.7,Ganjam,Berhampur,20,Chhatrapur (NAC),,,
127,127 Chhatrapur (SC),Chhatrapur (NAC),Chhatrapur (NAC) - Ward No.8,Ganjam,Berhampur,20,Chhatrapur (NAC),,,
127,127 Chhatrapur (SC),Chhatrapur (NAC),Chhatrapur (NAC) - Ward No.9,Ganjam,Berhampur,20,Chhatrapur (NAC),,,
127,127 Chhatrapur (SC),Ganjam (NAC),Ganjam (NAC) - Ward No.1,Ganjam,Berhampur,20,Ganjam (NAC),,,
127,127 Chhatrapur (SC),Ganjam (NAC),Ganjam (NAC) - Ward No.10,Ganjam,Berhampur,20,Ganjam (NAC),,,
127,127 Chhatrapur (SC),Ganjam (NAC),Ganjam (NAC) - Ward No.11,Ganjam,Berhampur,20,Ganjam (NAC),,,
127,127 Chhatrapur (SC),Ganjam (NAC),Ganjam (NAC) - Ward No.12,Ganjam,Berhampur,20,Ganjam (NAC),,,
127,127 Chhatrapur (SC),Ganjam (NAC),Ganjam (NAC) - Ward No.2,Ganjam,Berhampur,20,Ganjam (NAC),,,
127,127 Chhatrapur (SC),Ganjam (NAC),Ganjam (NAC) - Ward No.3,Ganjam,Berhampur,20,Ganjam (NAC),,,
127,127 Chhatrapur (SC),Ganjam (NAC),Ganjam (NAC) - Ward No.4,Ganjam,Berhampur,20,Ganjam (NAC),,,
127,127 Chhatrapur (SC),Ganjam (NAC),Ganjam (NAC) - Ward No.5,Ganjam,Berhampur,20,Ganjam (NAC),,,
127,127 Chhatrapur (SC),Ganjam (NAC),Ganjam (NAC) - Ward No.6,Ganjam,Berhampur,20,Ganjam (NAC),,,
127,127 Chhatrapur (SC),Ganjam (NAC),Ganjam (NAC) - Ward No.7,Ganjam,Berhampur,20,Ganjam (NAC),,,
127,127 Chhatrapur (SC),Ganjam (NAC),Ganjam (NAC) - Ward No.8,Ganjam,Berhampur,20,Ganjam (NAC),,,
127,127 Chhatrapur (SC),Ganjam (NAC),Ganjam (NAC) - Ward No.9,Ganjam,Berhampur,20,Ganjam (NAC),,,
127,127 Chhatrapur (SC),Rambha (NAC),Rambha (NAC) - Ward No.1,Ganjam,Berhampur,20,Rambha (NAC),,,
127,127 Chhatrapur (SC),Rambha (NAC),Rambha (NAC) - Ward No.10,Ganjam,Berhampur,20,Rambha (NAC),,,
127,127 Chhatrapur (SC),Rambha (NAC),Rambha (NAC) - Ward No.11,Ganjam,Berhampur,20,Rambha (NAC),,,
127,127 Chhatrapur (SC),Rambha (NAC),Rambha (NAC) - Ward No.12,Ganjam,Berhampur,20,Rambha (NAC),,,
127,127 Chhatrapur (SC),Rambha (NAC),Rambha (NAC) - Ward No.13,Ganjam,Berhampur,20,Rambha (NAC),,,
127,127 Chhatrapur (SC),Rambha (NAC),Rambha (NAC) - Ward No.2,Ganjam,Berhampur,20,Rambha (NAC),,,
127,127 Chhatrapur (SC),Rambha (NAC),Rambha (NAC) - Ward No.3,Ganjam,Berhampur,20,Rambha (NAC),,,
127,127 Chhatrapur (SC),Rambha (NAC),Rambha (NAC) - Ward No.4,Ganjam,Berhampur,20,Rambha (NAC),,,
127,127 Chhatrapur (SC),Rambha (NAC),Rambha (NAC) - Ward No.5,Ganjam,Berhampur,20,Rambha (NAC),,,
127,127 Chhatrapur (SC),Rambha (NAC),Rambha (NAC) - Ward No.6,Ganjam,Berhampur,20,Rambha (NAC),,,
127,127 Chhatrapur (SC),Rambha (NAC),Rambha (NAC) - Ward No.7,Ganjam,Berhampur,20,Rambha (NAC),,,
127,127 Chhatrapur (SC),Rambha (NAC),Rambha (NAC) - Ward No.8,Ganjam,Berhampur,20,Rambha (NAC),,,
127,127 Chhatrapur (SC),Rambha (NAC),Rambha (NAC) - Ward No.9,Ganjam,Berhampur,20,Rambha (NAC),,,
132,132 Gopalpur,Gopalpur(NAC) ,Gopalpur (NAC) - Ward No.1,Ganjam,Berhampur,20,Gopalpur(NAC) ,,,
132,132 Gopalpur,Gopalpur(NAC) ,Gopalpur (NAC) - Ward No.10,Ganjam,Berhampur,20,Gopalpur(NAC) ,,,
132,132 Gopalpur,Gopalpur(NAC) ,Gopalpur (NAC) - Ward No.11,Ganjam,Berhampur,20,Gopalpur(NAC) ,,,
132,132 Gopalpur,Gopalpur(NAC) ,Gopalpur (NAC) - Ward No.2,Ganjam,Berhampur,20,Gopalpur(NAC) ,,,
132,132 Gopalpur,Gopalpur(NAC) ,Gopalpur (NAC) - Ward No.3,Ganjam,Berhampur,20,Gopalpur(NAC) ,,,
132,132 Gopalpur,Gopalpur(NAC) ,Gopalpur (NAC) - Ward No.4,Ganjam,Berhampur,20,Gopalpur(NAC) ,,,
132,132 Gopalpur,Gopalpur(NAC) ,Gopalpur (NAC) - Ward No.5,Ganjam,Berhampur,20,Gopalpur(NAC) ,,,
132,132 Gopalpur,Gopalpur(NAC) ,Gopalpur (NAC) - Ward No.6,Ganjam,Berhampur,20,Gopalpur(NAC) ,,,
132,132 Gopalpur,Gopalpur(NAC) ,Gopalpur (NAC) - Ward No.7,Ganjam,Berhampur,20,Gopalpur(NAC) ,,,
132,132 Gopalpur,Gopalpur(NAC) ,Gopalpur (NAC) - Ward No.8,Ganjam,Berhampur,20,Gopalpur(NAC) ,,,
132,132 Gopalpur,Gopalpur(NAC) ,Gopalpur (NAC) - Ward No.9,Ganjam,Berhampur,20,Gopalpur(NAC) ,,,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.1,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.10,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.11,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.12,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.13,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.14,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.15,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.16,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.17,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.18,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.19,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.2,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.20,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.21,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.22,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.23,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.24,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.28,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.29,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.3,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.30,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.31,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.32,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.33,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.34,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.35,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.36,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.37,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.38,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.39,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.4,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.40,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.5,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.6,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.7,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.8,Ganjam,Berhampur,20,,Berhampur (M),,
132,132 Gopalpur,Berhampur (M),Brahmapur (M Corp.) - Ward No.9,Ganjam,Berhampur,20,,Berhampur (M),,
133,133 Berhampur,Berhampur (M),Brahmapur (M Corp.) - Ward No.25,Ganjam,Berhampur,20,,Berhampur (M),,
133,133 Berhampur,Berhampur (M),Brahmapur (M Corp.) - Ward No.26,Ganjam,Berhampur,20,,Berhampur (M),,
133,133 Berhampur,Berhampur (M),Brahmapur (M Corp.) - Ward No.27,Ganjam,Berhampur,20,,Berhampur (M),,
134,134 Digapahandi,Digapahandi (NAC),Digapahandi (NAC) - Ward No.1,Ganjam,Berhampur,20,Digapahandi (NAC),,,
134,134 Digapahandi,Digapahandi (NAC),Digapahandi (NAC) - Ward No.10,Ganjam,Berhampur,20,Digapahandi (NAC),,,
134,134 Digapahandi,Digapahandi (NAC),Digapahandi (NAC) - Ward No.11,Ganjam,Berhampur,20,Digapahandi (NAC),,,
134,134 Digapahandi,Digapahandi (NAC),Digapahandi (NAC) - Ward No.2,Ganjam,Berhampur,20,Digapahandi (NAC),,,
134,134 Digapahandi,Digapahandi (NAC),Digapahandi (NAC) - Ward No.3,Ganjam,Berhampur,20,Digapahandi (NAC),,,
134,134 Digapahandi,Digapahandi (NAC),Digapahandi (NAC) - Ward No.4,Ganjam,Berhampur,20,Digapahandi (NAC),,,
134,134 Digapahandi,Digapahandi (NAC),Digapahandi (NAC) - Ward No.5,Ganjam,Berhampur,20,Digapahandi (NAC),,,
134,134 Digapahandi,Digapahandi (NAC),Digapahandi (NAC) - Ward No.6,Ganjam,Berhampur,20,Digapahandi (NAC),,,
134,134 Digapahandi,Digapahandi (NAC),Digapahandi (NAC) - Ward No.7,Ganjam,Berhampur,20,Digapahandi (NAC),,,
134,134 Digapahandi,Digapahandi (NAC),Digapahandi (NAC) - Ward No.8,Ganjam,Berhampur,20,Digapahandi (NAC),,,
134,134 Digapahandi,Digapahandi (NAC),Digapahandi (NAC) - Ward No.9,Ganjam,Berhampur,20,Digapahandi (NAC),,,
135,135 Chikiti,Chikiti (NAC),Chikiti (NAC) - Ward No.1,Ganjam,Berhampur,20,Chikiti (NAC),,,
135,135 Chikiti,Chikiti (NAC),Chikiti (NAC) - Ward No.10,Ganjam,Berhampur,20,Chikiti (NAC),,,
135,135 Chikiti,Chikiti (NAC),Chikiti (NAC) - Ward No.11,Ganjam,Berhampur,20,Chikiti (NAC),,,
135,135 Chikiti,Chikiti (NAC),Chikiti (NAC) - Ward No.12,Ganjam,Berhampur,20,Chikiti (NAC),,,
135,135 Chikiti,Chikiti (NAC),Chikiti (NAC) - Ward No.2,Ganjam,Berhampur,20,Chikiti (NAC),,,
135,135 Chikiti,Chikiti (NAC),Chikiti (NAC) - Ward No.3,Ganjam,Berhampur,20,Chikiti (NAC),,,
135,135 Chikiti,Chikiti (NAC),Chikiti (NAC) - Ward No.4,Ganjam,Berhampur,20,Chikiti (NAC),,,
135,135 Chikiti,Chikiti (NAC),Chikiti (NAC) - Ward No.5,Ganjam,Berhampur,20,Chikiti (NAC),,,
135,135 Chikiti,Chikiti (NAC),Chikiti (NAC) - Ward No.6,Ganjam,Berhampur,20,Chikiti (NAC),,,
135,135 Chikiti,Chikiti (NAC),Chikiti (NAC) - Ward No.7,Ganjam,Berhampur,20,Chikiti (NAC),,,
135,135 Chikiti,Chikiti (NAC),Chikiti (NAC) - Ward No.8,Ganjam,Berhampur,20,Chikiti (NAC),,,
135,135 Chikiti,Chikiti (NAC),Chikiti (NAC) - Ward No.9,Ganjam,Berhampur,20,Chikiti (NAC),,,
137,137 Paralakhemundi,Paralakhemundi (M),Parlakhemundi (M) - Ward No.1,Gajapati,Berhampur,20,,Paralakhemundi (M),,
137,137 Paralakhemundi,Paralakhemundi (M),Parlakhemundi (M) - Ward No.10,Gajapati,Berhampur,20,,Paralakhemundi (M),,
137,137 Paralakhemundi,Paralakhemundi (M),Parlakhemundi (M) - Ward No.11,Gajapati,Berhampur,20,,Paralakhemundi (M),,
137,137 Paralakhemundi,Paralakhemundi (M),Parlakhemundi (M) - Ward No.12,Gajapati,Berhampur,20,,Paralakhemundi (M),,
137,137 Paralakhemundi,Paralakhemundi (M),Parlakhemundi (M) - Ward No.13,Gajapati,Berhampur,20,,Paralakhemundi (M),,
137,137 Paralakhemundi,Paralakhemundi (M),Parlakhemundi (M) - Ward No.14,Gajapati,Berhampur,20,,Paralakhemundi (M),,
137,137 Paralakhemundi,Paralakhemundi (M),Parlakhemundi (M) - Ward No.15,Gajapati,Berhampur,20,,Paralakhemundi (M),,
137,137 Paralakhemundi,Paralakhemundi (M),Parlakhemundi (M) - Ward No.16,Gajapati,Berhampur,20,,Paralakhemundi (M),,
137,137 Paralakhemundi,Paralakhemundi (M),Parlakhemundi (M) - Ward No.2,Gajapati,Berhampur,20,,Paralakhemundi (M),,
137,137 Paralakhemundi,Paralakhemundi (M),Parlakhemundi (M) - Ward No.3,Gajapati,Berhampur,20,,Paralakhemundi (M),,
137,137 Paralakhemundi,Paralakhemundi (M),Parlakhemundi (M) - Ward No.4,Gajapati,Berhampur,20,,Paralakhemundi (M),,
137,137 Paralakhemundi,Paralakhemundi (M),Parlakhemundi (M) - Ward No.5,Gajapati,Berhampur,20,,Paralakhemundi (M),,
137,137 Paralakhemundi,Paralakhemundi (M),Parlakhemundi (M) - Ward No.6,Gajapati,Berhampur,20,,Paralakhemundi (M),,
137,137 Paralakhemundi,Paralakhemundi (M),Parlakhemundi (M) - Ward No.7,Gajapati,Berhampur,20,,Paralakhemundi (M),,
137,137 Paralakhemundi,Paralakhemundi (M),Parlakhemundi (M) - Ward No.8,Gajapati,Berhampur,20,,Paralakhemundi (M),,
137,137 Paralakhemundi,Paralakhemundi (M),Parlakhemundi (M) - Ward No.9,Gajapati,Berhampur,20,,Paralakhemundi (M),,
137,137 Paralakhemundi,Kashinagar (NAC),Kashinagara (NAC) - Ward No.1,Gajapati,Berhampur,20,Kashinagar (NAC),,,
137,137 Paralakhemundi,Kashinagar (NAC),Kashinagara (NAC) - Ward No.10,Gajapati,Berhampur,20,Kashinagar (NAC),,,
137,137 Paralakhemundi,Kashinagar (NAC),Kashinagara (NAC) - Ward No.11,Gajapati,Berhampur,20,Kashinagar (NAC),,,
137,137 Paralakhemundi,Kashinagar (NAC),Kashinagara (NAC) - Ward No.12,Gajapati,Berhampur,20,Kashinagar (NAC),,,
137,137 Paralakhemundi,Kashinagar (NAC),Kashinagara (NAC) - Ward No.13,Gajapati,Berhampur,20,Kashinagar (NAC),,,
137,137 Paralakhemundi,Kashinagar (NAC),Kashinagara (NAC) - Ward No.2,Gajapati,Berhampur,20,Kashinagar (NAC),,,
137,137 Paralakhemundi,Kashinagar (NAC),Kashinagara (NAC) - Ward No.3,Gajapati,Berhampur,20,Kashinagar (NAC),,,
137,137 Paralakhemundi,Kashinagar (NAC),Kashinagara (NAC) - Ward No.4,Gajapati,Berhampur,20,Kashinagar (NAC),,,
137,137 Paralakhemundi,Kashinagar (NAC),Kashinagara (NAC) - Ward No.5,Gajapati,Berhampur,20,Kashinagar (NAC),,,
137,137 Paralakhemundi,Kashinagar (NAC),Kashinagara (NAC) - Ward No.6,Gajapati,Berhampur,20,Kashinagar (NAC),,,
137,137 Paralakhemundi,Kashinagar (NAC),Kashinagara (NAC) - Ward No.7,Gajapati,Berhampur,20,Kashinagar (NAC),,,
137,137 Paralakhemundi,Kashinagar (NAC),Kashinagara (NAC) - Ward No.8,Gajapati,Berhampur,20,Kashinagar (NAC),,,
137,137 Paralakhemundi,Kashinagar (NAC),Kashinagara (NAC) - Ward No.9,Gajapati,Berhampur,20,Kashinagar (NAC),,,
138,138 Gunupur (ST),Gunupur (NAC),Gunupur (M) - Ward No.1,Rayagada,Koraput (ST),21,Gunupur (NAC),,,
138,138 Gunupur (ST),Gunupur (NAC),Gunupur (M) - Ward No.10,Rayagada,Koraput (ST),21,Gunupur (NAC),,,
138,138 Gunupur (ST),Gunupur (NAC),Gunupur (M) - Ward No.11,Rayagada,Koraput (ST),21,Gunupur (NAC),,,
138,138 Gunupur (ST),Gunupur (NAC),Gunupur (M) - Ward No.12,Rayagada,Koraput (ST),21,Gunupur (NAC),,,
138,138 Gunupur (ST),Gunupur (NAC),Gunupur (M) - Ward No.13,Rayagada,Koraput (ST),21,Gunupur (NAC),,,
138,138 Gunupur (ST),Gunupur (NAC),Gunupur (M) - Ward No.14,Rayagada,Koraput (ST),21,Gunupur (NAC),,,
138,138 Gunupur (ST),Gunupur (NAC),Gunupur (M) - Ward No.15,Rayagada,Koraput (ST),21,Gunupur (NAC),,,
138,138 Gunupur (ST),Gunupur (NAC),Gunupur (M) - Ward No.2,Rayagada,Koraput (ST),21,Gunupur (NAC),,,
138,138 Gunupur (ST),Gunupur (NAC),Gunupur (M) - Ward No.3,Rayagada,Koraput (ST),21,Gunupur (NAC),,,
138,138 Gunupur (ST),Gunupur (NAC),Gunupur (M) - Ward No.4,Rayagada,Koraput (ST),21,Gunupur (NAC),,,
138,138 Gunupur (ST),Gunupur (NAC),Gunupur (M) - Ward No.5,Rayagada,Koraput (ST),21,Gunupur (NAC),,,
138,138 Gunupur (ST),Gunupur (NAC),Gunupur (M) - Ward No.6,Rayagada,Koraput (ST),21,Gunupur (NAC),,,
138,138 Gunupur (ST),Gunupur (NAC),Gunupur (M) - Ward No.7,Rayagada,Koraput (ST),21,Gunupur (NAC),,,
138,138 Gunupur (ST),Gunupur (NAC),Gunupur (M) - Ward No.8,Rayagada,Koraput (ST),21,Gunupur (NAC),,,
138,138 Gunupur (ST),Gunupur (NAC),Gunupur (M) - Ward No.9,Rayagada,Koraput (ST),21,Gunupur (NAC),,,
138,138 Gunupur (ST),Gunupur (NAC),Industrial & Educational Area (OG) E.Block No. 33-37 - Ward No.16,Rayagada,Koraput (ST),21,Gunupur (NAC),,,
138,138 Gunupur (ST),Gunupur (NAC),Industrial & Educational Area (OG) E.Block No. 33-37 - Ward No.17,Rayagada,Koraput (ST),21,Gunupur (NAC),,,
138,138 Gunupur (ST),Gudari (NAC),Gudari (NAC) - Ward No.1,Rayagada,Koraput (ST),21,Gudari (NAC),,,
138,138 Gunupur (ST),Gudari (NAC),Gudari (NAC) - Ward No.10,Rayagada,Koraput (ST),21,Gudari (NAC),,,
138,138 Gunupur (ST),Gudari (NAC),Gudari (NAC) - Ward No.11,Rayagada,Koraput (ST),21,Gudari (NAC),,,
138,138 Gunupur (ST),Gudari (NAC),Gudari (NAC) - Ward No.2,Rayagada,Koraput (ST),21,Gudari (NAC),,,
138,138 Gunupur (ST),Gudari (NAC),Gudari (NAC) - Ward No.3,Rayagada,Koraput (ST),21,Gudari (NAC),,,
138,138 Gunupur (ST),Gudari (NAC),Gudari (NAC) - Ward No.4,Rayagada,Koraput (ST),21,Gudari (NAC),,,
138,138 Gunupur (ST),Gudari (NAC),Gudari (NAC) - Ward No.5,Rayagada,Koraput (ST),21,Gudari (NAC),,,
138,138 Gunupur (ST),Gudari (NAC),Gudari (NAC) - Ward No.6,Rayagada,Koraput (ST),21,Gudari (NAC),,,
138,138 Gunupur (ST),Gudari (NAC),Gudari (NAC) - Ward No.7,Rayagada,Koraput (ST),21,Gudari (NAC),,,
138,138 Gunupur (ST),Gudari (NAC),Gudari (NAC) - Ward No.8,Rayagada,Koraput (ST),21,Gudari (NAC),,,
138,138 Gunupur (ST),Gudari (NAC),Gudari (NAC) - Ward No.9,Rayagada,Koraput (ST),21,Gudari (NAC),,,
