SL NO. for AC,AC,Blocks,Gram Panchayats,Notified Area Council (NAC),Municipality (M),Municipal Corporation (MC),Outgrowth (OG),Wards of ULBs,District,Sl. No. of PCs,PCs,REMARKS
5,5 Bhatli,Bhatli,SUKUDA,,,,,,Baragarh,1,Bargarh,
5,5 Bhatli,Bhatli,TEJAGULA,,,,,,Baragarh,1,Bargarh,
5,5 Bhatli,Bhatli,URDUNA,,,,,,Baragarh,1,Bargarh,
5,5 Bhatli,Ambabhona,AMBABHONA,,,,,,Baragarh,1,Bargarh,
5,5 Bhatli,Ambabhona,BANJIPALI,,,,,,Baragarh,1,Bargarh,
5,5 Bhatli,Ambabhona,BHAINATARA,,,,,,Baragarh,1,Bargarh,
5,5 Bhatli,Ambabhona,BHUKTA,,,,,,Baragarh,1,Bargarh,
5,5 Bhatli,Ambabhona,Bungapali,,,,,,Baragarh,1,Bargarh,
5,5 Bhatli,Ambabhona,DUNGURI,,,,,,Baragarh,1,Bargarh,
5,5 Bhatli,Ambabhona,Dwari,,,,,,Baragarh,1,Bargarh,
5,5 Bhatli,Ambabhona,KANDPALA,,,,,,Baragarh,1,Bargarh,
5,5 Bhatli,Ambabhona,KAPASIRA,,,,,,Baragarh,1,Bargarh,
5,5 Bhatli,Ambabhona,Karla,,,,,,Baragarh,1,Bargarh,
5,5 Bhatli,Ambabhona,Khola,,,,,,Baragarh,1,Bargarh,
5,5 Bhatli,Ambabhona,KUMBHO,,,,,,Baragarh,1,Bargarh,
5,5 Bhatli,Ambabhona,LAKHANPUR,,,,,,Baragarh,1,Bargarh,
5,5 Bhatli,Ambabhona,RUCHIDA,,,,,,Baragarh,1,Bargarh,
5,5 Bhatli,Ambabhona,UTTAM,,,,,,Baragarh,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Attabira,,,,,,Jharsuguda,1,Bargarh,"Ac consists of entire Lakhanpur block, parts of Jharsuguda block and Jharsuguda NAC."
6,6 Brajarajnagar,Lakhanpur,Badimal,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Baghmunda,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Bandhabahal,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Banjari,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Bhikampali,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Bhounrkhol,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Charpali,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Dalgaon,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Jamgaon,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Kadamdihi,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Kanaktora,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Kandheikela,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Katarbaga,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Kudaloi,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Kumarbandh,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Kushraloi,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Lakhanpur,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Machida,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Palsada,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Panchagaon,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Pandari,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Piplikani,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Piplimal,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Pithinda,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Rampella,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Remenda,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Remta,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Samarbaga,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Sarandamal,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Sunari,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Telenpali,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Lakhanpur,Tilia,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,Belpahar (NAC),,,,Belpahar (M) - Ward No.1,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,Belpahar (NAC),,,,Belpahar (M) - Ward No.10,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,Belpahar (NAC),,,,Belpahar (M) - Ward No.11,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,Belpahar (NAC),,,,Belpahar (M) - Ward No.12,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,Belpahar (NAC),,,,Belpahar (M) - Ward No.13,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,Belpahar (NAC),,,,Belpahar (M) - Ward No.14,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,Belpahar (NAC),,,,Belpahar (M) - Ward No.15,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,Belpahar (NAC),,,,Belpahar (M) - Ward No.16,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,Belpahar (NAC),,,,Belpahar (M) - Ward No.2,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,Belpahar (NAC),,,,Belpahar (M) - Ward No.3,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,Belpahar (NAC),,,,Belpahar (M) - Ward No.4,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,Belpahar (NAC),,,,Belpahar (M) - Ward No.5,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,Belpahar (NAC),,,,Belpahar (M) - Ward No.6,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,Belpahar (NAC),,,,Belpahar (M) - Ward No.7,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,Belpahar (NAC),,,,Belpahar (M) - Ward No.8,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,Belpahar (NAC),,,,Belpahar (M) - Ward No.9,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 1,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 2,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 3,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 4,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 5,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 6,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 7,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 8,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 9,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 10,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 11,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 12,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 13,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 14,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 15,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 16,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 17,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 18,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 19,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 20,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 21,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 22,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,,,,Brajarajnagar (M),,,Brajarajnagar Ward No - 23,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Jharsuguda,Chandinimal,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Jharsuguda,Gourmal,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Jharsuguda,Kudopali,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Jharsuguda,Loisingh,,,,,,Jharsuguda,1,Bargarh,
6,6 Brajarajnagar,Jharsuguda,Rajpur,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Jharsuguda,Badmal,,,,,,Jharsuguda,1,Bargarh,"AC consists of three complete blocks of Kirmira, Laikera, and Kolabira, parts of Jharsuguda block and Jharsuguda municipality."
7,7 Jharsuguda,Jharsuguda,Dalki,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Jharsuguda,Durlaga,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Jharsuguda,H.katapali,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Jharsuguda,Hirma,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Jharsuguda,Jamera,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Jharsuguda,Katikela,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Jharsuguda,Malda,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Jharsuguda,Marakuta,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Jharsuguda,Patrapali,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Jharsuguda,Sripura,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Jharsuguda,Talpatia,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Kirmira,Arda,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Kirmira,Bandhpali,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Kirmira,Bhimjore,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Kirmira,G.Panpali,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Kirmira,Jharmunda,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Kirmira,Kirmira,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Kirmira,Naxapali,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Kirmira,Sulahi,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Laikera,Babuchhipidhi,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Laikera,Bhatlaida,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Laikera,Jammal,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Laikera,Khuntamal,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Laikera,Kulemura,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Laikera,Laikera,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Laikera,Niktimal,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Laikera,Pakelpada,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Laikera,Sahaspur,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Laikera,Sarangloi,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Laikera,Tileimal,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Kolabira,Jhirlapali,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Kolabira,Keldamal,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Kolabira,Kolabira,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Kolabira,Kulihamal,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Kolabira,Parmanpur,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Kolabira,Pokhrasale,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Kolabira,Raghunathpali,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Kolabira,Samasingha,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,Kolabira,Sodamal,,,,,,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.1,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.10,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.11,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.12,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.13,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.14,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.15,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.16,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.17,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.18,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.19,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.2,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.20,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.21,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.22,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.23,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.24,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.3,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.4,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.5,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.6,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.7,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.8,Jharsuguda,1,Bargarh,
7,7 Jharsuguda,,,,Jharsuguda (M),,,Jharsuguda (M) - Ward No.9,Jharsuguda,1,Bargarh,
8,8 Talsara (ST),Subdega,DAMKUDA,,,,,,Sundargarh,2,Sundargarh (ST),"AC consists of three entire blocks of Subdega, Balisankara and Bargaon, and parts of Lephripara block."
8,8 Talsara (ST),Subdega,DEOGAON,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Subdega,HAMIRPUR,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Subdega,JAISAR,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Subdega,JAMUNA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Subdega,KARAM DIHI,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Subdega,KIRALAGA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Subdega,KUKRIDIHI,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Subdega,KULBA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Subdega,KURUM KEL,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Subdega,RAJPUR,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Subdega,SUBALAYA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Subdega,SUBDEGA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Subdega,TANGARAGAON,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Balisankara,BALISANKARA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Balisankara,BANDEGA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Balisankara,BANDHABAHAL,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Balisankara,Beheradihi,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Balisankara,BHANDAR KARUA BAHAL,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Balisankara,BIRKALDIHI,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Balisankara,DEOBHUBANPUR,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Balisankara,Dhubendand,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Balisankara,KINJIRKELA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Balisankara,Kurei,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Balisankara,KUSUMMURA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Balisankara,LULUKIDIHI,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Balisankara,RAMPUR,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Balisankara,SAGBAHAL,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Balisankara,SAUNAMARA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Balisankara,TALSARA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Balisankara,TILAIKANI,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Balisankara,TILDEGA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Balisankara,TUMLIA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Lephripara,ALAPAKA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Lephripara,DUMABAHAL,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Lephripara,GIRING KELA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Lephripara,GUNDIA DIHI,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Lephripara,HURMEI,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Lephripara,KULABIRA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Lephripara,LEPHRIPARA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Lephripara,MASABIRA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Lephripara,RAJ BAHAL,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Lephripara,SARAFGARH,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Bargaon,Bamdera,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Bargaon,BARANGA KACHHAR,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Bargaon,BARGAON,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Bargaon,BHOIPALI,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Bargaon,DANDAJAMIRA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Bargaon,EKMA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Bargaon,FULABARI,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Bargaon,ITAMA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Bargaon,JARANGALOI,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Bargaon,PAMRA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Bargaon,RUNGAON,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Bargaon,SAHAJ BAHAL,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Bargaon,TIKILI PARA,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Bargaon,Timna,,,,,,Sundargarh,2,Sundargarh (ST),
8,8 Talsara (ST),Bargaon,TUDALAGA,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Tangarpali,GAMHARIDIHI,,,,,,Sundargarh,2,Sundargarh (ST),"AC consists of three entire blocks of Tangarpali, Hemgiri, and Sundargarh, parts of Lephripara block, and Sundargarh municipality."
9,9 Sundargarh (ST),Tangarpali,JOGIMAL,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Tangarpali,KIRIPSIRA,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Tangarpali,MAHULPALI,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Tangarpali,MANGASPUR,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Tangarpali,MEGDEGA,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Tangarpali,NIALIPALI,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Tangarpali,RATANPUR,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Tangarpali,REMANDA,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Tangarpali,SANPATRAPALI,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Tangarpali,TANGARPALI,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Tangarpali,TASLADIHI,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Tangarpali,UJALPUR,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Hemgiri,ANKEL BIRA,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Hemgiri,BALINGA,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Hemgiri,DUDUKA,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Hemgiri,DURUBAGA,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Hemgiri,GAD TUMULIA,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Hemgiri,GARJAN JORE,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Hemgiri,GOPAL PUR,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Hemgiri,HEMGIR,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Hemgiri,JHARPALAM,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Hemgiri,JULUM BAHAL,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Hemgiri,KANAK TURA,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Hemgiri,KANIKA,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Hemgiri,KENDUDIHI,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Hemgiri,KUCHEDEGA,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Hemgiri,LAIKERA,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Hemgiri,MUNDHARKHET,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Hemgiri,SANGHUMUNDA,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Hemgiri,SUMURA,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Hemgiri,TAPARIA,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Lephripara,Badbanga,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Lephripara,CHHATEN PALI,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Lephripara,DARLIPALI,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Lephripara,JHURIMAL,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Lephripara,RAIDIHI,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Lephripara,J RAIBAGA,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Lephripara,Raibaga,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Lephripara,SARGIPALI,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Sundargarh,BARAGAD,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Sundargarh,BHASHMA,,,,,,Sundargarh,2,Sundargarh (ST),
9,9 Sundargarh (ST),Sundargarh,BHEDABAHAL,,,,,,Sundargarh,2,Sundargarh (ST),
