SL NO. for AC,AC,Blocks,Gram Panchayats,Notified Area Council (NAC),Municipality (M),Municipal Corporation (MC),Outgrowth (OG),Wards of ULBs,District,Sl. No. of PCs,PCs,REMARKS
124,124 Polasara,,,Buguda (NAC),,,,Buguda (NAC) - Ward No.6,Ganjam,19,Aska,
124,124 Polasara,,,Buguda (NAC),,,,Buguda (NAC) - Ward No.7,Ganjam,19,Aska,
124,124 Polasara,,,Buguda (NAC),,,,Buguda (NAC) - Ward No.8,Ganjam,19,Aska,
124,124 Polasara,,,Buguda (NAC),,,,Buguda (NAC) - Ward No.9,Ganjam,19,Aska,
124,124 Polasara,,,Polasara (NAC),,,,Polasara (NAC) - Ward No.1,Ganjam,19,Aska,
124,124 Polasara,,,Polasara (NAC),,,,Polasara (NAC) - Ward No.10,Ganjam,19,Aska,
124,124 Polasara,,,Polasara (NAC),,,,Polasara (NAC) - Ward No.11,Ganjam,19,Aska,
124,124 Polasara,,,Polasara (NAC),,,,Polasara (NAC) - Ward No.12,Ganjam,19,Aska,
124,124 Polasara,,,Polasara (NAC),,,,Polasara (NAC) - Ward No.13,Ganjam,19,Aska,
124,124 Polasara,,,Polasara (NAC),,,,Polasara (NAC) - Ward No. 14,Ganjam,19,Aska,
124,124 Polasara,,,Polasara (NAC),,,,Polasara (NAC) - Ward No. 15,Ganjam,19,Aska,
124,124 Polasara,,,Polasara (NAC),,,,Polasara (NAC) - Ward No. 16,Ganjam,19,Aska,
124,124 Polasara,,,Polasara (NAC),,,,Polasara (NAC) - Ward No. 17,Ganjam,19,Aska,
124,124 Polasara,,,Polasara (NAC),,,,Polasara (NAC) - Ward No. 18,Ganjam,19,Aska,
124,124 Polasara,,,Polasara (NAC),,,,Polasara (NAC) - Ward No. 19,Ganjam,19,Aska,
124,124 Polasara,,,Polasara (NAC),,,,Polasara (NAC) - Ward No.2,Ganjam,19,Aska,
124,124 Polasara,,,Polasara (NAC),,,,Polasara (NAC) - Ward No.3,Ganjam,19,Aska,
124,124 Polasara,,,Polasara (NAC),,,,Polasara (NAC) - Ward No.4,Ganjam,19,Aska,
124,124 Polasara,,,Polasara (NAC),,,,Polasara (NAC) - Ward No.5,Ganjam,19,Aska,
124,124 Polasara,,,Polasara (NAC),,,,Polasara (NAC) - Ward No.6,Ganjam,19,Aska,
124,124 Polasara,,,Polasara (NAC),,,,Polasara (NAC) - Ward No.7,Ganjam,19,Aska,
124,124 Polasara,,,Polasara (NAC),,,,Polasara (NAC) - Ward No.8,Ganjam,19,Aska,
124,124 Polasara,,,Polasara (NAC),,,,Polasara (NAC) - Ward No.9,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,ANGARAGAM,,,,,,Ganjam,19,Aska,"AC consists of entire Beguniapada block, parts of Kabisuryanagar and Purusottampur block, Kabisuryanagar NAC and Kodala NAC. "
125,125 Kabisuryanagar,Beguniapada,BADA KHAIRAKHAMA,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,BEGUNIAPADA,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,BERUANBADI,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,BURUJHARI,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,CHANDANPUR,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,CHINGUDIKHOL,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,DIGAPADA,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,Ghodapada,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,K.BARIDA,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,KALIMEGHI,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,KHANDIANAI,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,KUMBHARAGAM,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,MARDAKOTE,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,MARDAMEKHA,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,MATHASARASINGI,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,PHASI,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,SANAUSTAPADA,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,SANDHAMULA,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,SANKUDA,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,SOURA CHACHINA,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,SUMANDAL,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Beguniapada,TALASARA,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kodala (NAC),,,,Kodala (NAC) - Ward No.1,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kodala (NAC),,,,Kodala (NAC) - Ward No.10,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kodala (NAC),,,,Kodala (NAC) - Ward No.11,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kodala (NAC),,,,Kodala (NAC) - Ward No.12,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kodala (NAC),,,,Kodala (NAC) - Ward No.13,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kodala (NAC),,,,Kodala (NAC) - Ward No.2,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kodala (NAC),,,,Kodala (NAC) - Ward No.3,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kodala (NAC),,,,Kodala (NAC) - Ward No.4,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kodala (NAC),,,,Kodala (NAC) - Ward No.5,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kodala (NAC),,,,Kodala (NAC) - Ward No.6,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kodala (NAC),,,,Kodala (NAC) - Ward No.7,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kodala (NAC),,,,Kodala (NAC) - Ward No.8,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kodala (NAC),,,,Kodala (NAC) - Ward No.9,Ganjam,19,Aska,
125,125 Kabisuryanagar,Kabisuryanagar,ATHAGADA PATANA,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Kabisuryanagar,BADAMAHURI,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Kabisuryanagar,BAUNSIA,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Kabisuryanagar,BUDHAMBA,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Kabisuryanagar,GANGAPUR,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Kabisuryanagar,GUDIALI,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Kabisuryanagar,JARADA,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Kabisuryanagar,KHAJAPALLI,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Kabisuryanagar,RISHIPUR,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kabisuryanagar (NAC),,,,Kavisurjyanagar (NAC) - Ward No.1,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kabisuryanagar (NAC),,,,Kavisurjyanagar (NAC) - Ward No.10,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kabisuryanagar (NAC),,,,Kavisurjyanagar (NAC) - Ward No.11,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kabisuryanagar (NAC),,,,Kavisurjyanagar (NAC) - Ward No.12,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kabisuryanagar (NAC),,,,Kavisurjyanagar (NAC) - Ward No.13,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kabisuryanagar (NAC),,,,Kavisurjyanagar (NAC) - Ward No.14,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kabisuryanagar (NAC),,,,Kavisurjyanagar (NAC) - Ward No.15,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kabisuryanagar (NAC),,,,Kavisurjyanagar (NAC) - Ward No.16,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kabisuryanagar (NAC),,,,Kavisurjyanagar (NAC) - Ward No.17,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kabisuryanagar (NAC),,,,Kavisurjyanagar (NAC) - Ward No.18,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kabisuryanagar (NAC),,,,Kavisurjyanagar (NAC) - Ward No.2,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kabisuryanagar (NAC),,,,Kavisurjyanagar (NAC) - Ward No.3,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kabisuryanagar (NAC),,,,Kavisurjyanagar (NAC) - Ward No.4,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kabisuryanagar (NAC),,,,Kavisurjyanagar (NAC) - Ward No.5,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kabisuryanagar (NAC),,,,Kavisurjyanagar (NAC) - Ward No.6,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kabisuryanagar (NAC),,,,Kavisurjyanagar (NAC) - Ward No.7,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kabisuryanagar (NAC),,,,Kavisurjyanagar (NAC) - Ward No.8,Ganjam,19,Aska,
125,125 Kabisuryanagar,,,Kabisuryanagar (NAC),,,,Kavisurjyanagar (NAC) - Ward No.9,Ganjam,19,Aska,
125,125 Kabisuryanagar,Purusottampur,Sama,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Purusottampur,Chingudighai,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Purusottampur,Sikula,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Purusottampur,Arakhapur,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Purusottampur,Bhutasarasingi,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Purusottampur,Badakharida,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Purusottampur,Pandia,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Purusottampur,Ch. Nuagan,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Purusottampur,Jhadabai,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Purusottampur,Tankchai,,,,,,Ganjam,19,Aska,
125,125 Kabisuryanagar,Purusottampur,Antarigan,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,AITIPUR,,,,,,Ganjam,19,Aska,"AC consists of entire Khalikote block, parts of Purusottampur block, Purusottampur NAC and Khalikote NAC. "
126,126 Khalikote (SC),Khalikote,BADAPALLI,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,BADHI NUAPALLI,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,BANIA,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,BEDHA NALINAKHYAPUR,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,Bhakutagam,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,BHIKAPADA,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,BIKRAMPUR,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,CHIKILI,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,DANAPUR,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,DIMIRIA,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,KAIRASI,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,KANAKA,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,KANCHANA,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,KANHEIPUR,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,KESHAPUR,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,KHAJAPALLI,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,KOMONDA,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,LANGALESWAR,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,Manikapur,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,MATHURA,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,NAIKANIPALLI,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,Odia Alapur,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,PATHARA,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,SABULIA,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,SRIKRUSHNASARANPUR,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,TALAPADA,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,TENTULIAPALLI,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Khalikote,TULASIPUR,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Purusottampur,Achuli,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Purusottampur,Handighar,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Purusottampur,K.N Pur,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Purusottampur,Pratappur,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Purusottampur,Ranajhali,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Purusottampur,Raipur,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Purusottampur,Solaghara,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Purusottampur,Jagannathpur,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Purusottampur,KAMA NALINAKHYAPUR,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Purusottampur,Baghala,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Purusottampur,Bhatakumarada,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Purusottampur,Sunathara,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Purusottampur,Badabaragam,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Purusottampur,Bhimpur,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Purusottampur,Gangadehuni,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),Purusottampur,Jamuni,,,,,,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Khalikote (NAC),,,,Khalikote (NAC) - Ward No.1,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Khalikote (NAC),,,,Khalikote (NAC) - Ward No.10,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Khalikote (NAC),,,,Khalikote (NAC) - Ward No.11,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Khalikote (NAC),,,,Khalikote (NAC) - Ward No.12,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Khalikote (NAC),,,,Khalikote (NAC) - Ward No.2,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Khalikote (NAC),,,,Khalikote (NAC) - Ward No.3,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Khalikote (NAC),,,,Khalikote (NAC) - Ward No.4,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Khalikote (NAC),,,,Khalikote (NAC) - Ward No.5,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Khalikote (NAC),,,,Khalikote (NAC) - Ward No.6,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Khalikote (NAC),,,,Khalikote (NAC) - Ward No.7,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Khalikote (NAC),,,,Khalikote (NAC) - Ward No.8,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Khalikote (NAC),,,,Khalikote (NAC) - Ward No.9,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Purusottampur (NAC),,,,Purusottampur (NAC) - Ward No.1,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Purusottampur (NAC),,,,Purusottampur (NAC) - Ward No.10,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Purusottampur (NAC),,,,Purusottampur (NAC) - Ward No.11,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Purusottampur (NAC),,,,Purusottampur (NAC) - Ward No.12,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Purusottampur (NAC),,,,Purusottampur (NAC) - Ward No.13,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Purusottampur (NAC),,,,Purusottampur (NAC) - Ward No.14,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Purusottampur (NAC),,,,Purusottampur (NAC) - Ward No.2,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Purusottampur (NAC),,,,Purusottampur (NAC) - Ward No.3,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Purusottampur (NAC),,,,Purusottampur (NAC) - Ward No.4,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Purusottampur (NAC),,,,Purusottampur (NAC) - Ward No.5,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Purusottampur (NAC),,,,Purusottampur (NAC) - Ward No.6,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Purusottampur (NAC),,,,Purusottampur (NAC) - Ward No.7,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Purusottampur (NAC),,,,Purusottampur (NAC) - Ward No.8,Ganjam,19,Aska,
126,126 Khalikote (SC),,,Purusottampur (NAC),,,,Purusottampur (NAC) - Ward No.9,Ganjam,19,Aska,
128,128 Aska,Aska,ALLIPUR,,,,,,Ganjam,19,Aska,"AC consists of entire Aska block, parts of Kabisuryanagar block, and Aska NAC. "
128,128 Aska,Aska,BABANPUR,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,BADAKHOLI,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,BALICHHAI,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,BALISIRA,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,BANGARADA,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,BARAGAM,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,BENAPAT,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,BHETANAI,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,CHADHIAPALLI,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,DEBABHUMI,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,GAHANGU,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,GANGAPUR,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,GUNTHAPADA,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,HARIDAPADAR,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,JAYAPUR,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,KALASANDHAPUR,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,KAMAGADA,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,KENDUPADAR,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,KHANDADEULI,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,KHARIA,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,MANGALPUR,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,MUNIGADI,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,NALABANTA,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,NIMINA,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,PANDIAPATHAR,,,,,,Ganjam,19,Aska,
128,128 Aska,Aska,SIDHANAI,,,,,,Ganjam,19,Aska,
128,128 Aska,Kabisuryanagar,AMBAPUA,,,,,,Ganjam,19,Aska,
128,128 Aska,Kabisuryanagar,BALIASARA,,,,,,Ganjam,19,Aska,
128,128 Aska,Kabisuryanagar,BARIDA,,,,,,Ganjam,19,Aska,
128,128 Aska,Kabisuryanagar,BOLASARA,,,,,,Ganjam,19,Aska,
128,128 Aska,Kabisuryanagar,BORASINGI,,,,,,Ganjam,19,Aska,
128,128 Aska,Kabisuryanagar,KANIARI,,,,,,Ganjam,19,Aska,
128,128 Aska,Kabisuryanagar,NANDIAGADA,,,,,,Ganjam,19,Aska,
128,128 Aska,Kabisuryanagar,PAIKAJAMUNA,,,,,,Ganjam,19,Aska,
128,128 Aska,Kabisuryanagar,SIALIA,,,,,,Ganjam,19,Aska,
128,128 Aska,Kabisuryanagar,SUBALAYA,,,,,,Ganjam,19,Aska,
128,128 Aska,Kabisuryanagar,SUNAPALLI,,,,,,Ganjam,19,Aska,
128,128 Aska,Kabisuryanagar,SUNARIJHOLA,,,,,,Ganjam,19,Aska,
128,128 Aska,,,Aska (NAC),,,,Asika (NAC) - Ward No.1,Ganjam,19,Aska,
128,128 Aska,,,Aska (NAC),,,,Asika (NAC) - Ward No.10,Ganjam,19,Aska,
128,128 Aska,,,Aska (NAC),,,,Asika (NAC) - Ward No.11,Ganjam,19,Aska,
128,128 Aska,,,Aska (NAC),,,,Asika (NAC) - Ward No.12,Ganjam,19,Aska,
128,128 Aska,,,Aska (NAC),,,,Asika (NAC) - Ward No.13,Ganjam,19,Aska,
128,128 Aska,,,Aska (NAC),,,,Asika (NAC) - Ward No.14,Ganjam,19,Aska,
128,128 Aska,,,Aska (NAC),,,,Asika (NAC) - Ward No.15,Ganjam,19,Aska,
128,128 Aska,,,Aska (NAC),,,,Asika (NAC) - Ward No.16,Ganjam,19,Aska,
128,128 Aska,,,Aska (NAC),,,,Asika (NAC) - Ward No.17,Ganjam,19,Aska,
128,128 Aska,,,Aska (NAC),,,,Asika (NAC) - Ward No. 18,Ganjam,19,Aska,
128,128 Aska,,,Aska (NAC),,,,Asika (NAC) - Ward No.2,Ganjam,19,Aska,
128,128 Aska,,,Aska (NAC),,,,Asika (NAC) - Ward No.3,Ganjam,19,Aska,
128,128 Aska,,,Aska (NAC),,,,Asika (NAC) - Ward No.4,Ganjam,19,Aska,
128,128 Aska,,,Aska (NAC),,,,Asika (NAC) - Ward No.5,Ganjam,19,Aska,
128,128 Aska,,,Aska (NAC),,,,Asika (NAC) - Ward No.6,Ganjam,19,Aska,
128,128 Aska,,,Aska (NAC),,,,Asika (NAC) - Ward No.7,Ganjam,19,Aska,
128,128 Aska,,,Aska (NAC),,,,Asika (NAC) - Ward No.8,Ganjam,19,Aska,
128,128 Aska,,,Aska (NAC),,,,Asika (NAC) - Ward No.9,Ganjam,19,Aska,
129,129 Surada,Surada,AMRUTULU,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,ASURABANDHA,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,BADA BADANGI,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,BADA GOCHHA,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,BADAGADA,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,Bhagabanpur,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,BORADA,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,BORASINGI,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,EKALAPUR,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,GAJALBADI,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,GANGAPUR,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,GENJA,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,GOCHHA,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,GOPALPURSASAN,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,GOUDAGOTHA,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,HINJALAKUDA,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,HUKUMA,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,KULLANGI,,,,,,Ganjam,19,Aska,"AC consists of entire Surada and  Bellaguntha block, Surada NAC, and Bellaguntha NAC. "
129,129 Surada,Surada,LATHIPADA,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,MERIKOTE,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,NUAGADA,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,PALAKATU,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,RAIBANDHA,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,SARABADI,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,SIDHAPUR,,,,,,Ganjam,19,Aska,
129,129 Surada,Surada,SURAMANI,,,,,,Ganjam,19,Aska,
129,129 Surada,Bellaguntha,AMBAPUA,,,,,,Ganjam,19,Aska,
129,129 Surada,Bellaguntha,BADABORASINGI,,,,,,Ganjam,19,Aska,
129,129 Surada,Bellaguntha,BADAPADA,,,,,,Ganjam,19,Aska,
129,129 Surada,Bellaguntha,BANKA,,,,,,Ganjam,19,Aska,
129,129 Surada,Bellaguntha,BENIPALLI,,,,,,Ganjam,19,Aska,
129,129 Surada,Bellaguntha,DHUMUCHAI,,,,,,Ganjam,19,Aska,
129,129 Surada,Bellaguntha,G.NUAGAM,,,,,,Ganjam,19,Aska,
129,129 Surada,Bellaguntha,GANGAPUR,,,,,,Ganjam,19,Aska,
129,129 Surada,Bellaguntha,GOBARA,,,,,,Ganjam,19,Aska,
129,129 Surada,Bellaguntha,INGINATHI,,,,,,Ganjam,19,Aska,
129,129 Surada,Bellaguntha,KHAIRPUTI,,,,,,Ganjam,19,Aska,
129,129 Surada,Bellaguntha,KHETRIBARPUR,,,,,,Ganjam,19,Aska,
129,129 Surada,Bellaguntha,MANGALPUR,,,,,,Ganjam,19,Aska,
129,129 Surada,Bellaguntha,NETTENGA,,,,,,Ganjam,19,Aska,
129,129 Surada,Bellaguntha,PAILIPADA,,,,,,Ganjam,19,Aska,
129,129 Surada,Bellaguntha,SASAN,,,,,,Ganjam,19,Aska,
129,129 Surada,Bellaguntha,TANARADA,,,,,,Ganjam,19,Aska,
129,129 Surada,Bellaguntha,UDHRA,,,,,,Ganjam,19,Aska,
129,129 Surada,,,Surada (NAC),,,,Surada (NAC) - Ward No.1,Ganjam,19,Aska,
129,129 Surada,,,Surada (NAC),,,,Surada (NAC) - Ward No.10,Ganjam,19,Aska,
129,129 Surada,,,Surada (NAC),,,,Surada (NAC) - Ward No.11,Ganjam,19,Aska,
129,129 Surada,,,Surada (NAC),,,,Surada (NAC) - Ward No.2,Ganjam,19,Aska,
129,129 Surada,,,Surada (NAC),,,,Surada (NAC) - Ward No.3,Ganjam,19,Aska,
129,129 Surada,,,Surada (NAC),,,,Surada (NAC) - Ward No.4,Ganjam,19,Aska,
129,129 Surada,,,Surada (NAC),,,,Surada (NAC) - Ward No.5,Ganjam,19,Aska,
129,129 Surada,,,Surada (NAC),,,,Surada (NAC) - Ward No.6,Ganjam,19,Aska,
129,129 Surada,,,Surada (NAC),,,,Surada (NAC) - Ward No.7,Ganjam,19,Aska,
129,129 Surada,,,Surada (NAC),,,,Surada (NAC) - Ward No.8,Ganjam,19,Aska,
129,129 Surada,,,Surada (NAC),,,,Surada (NAC) - Ward No.9,Ganjam,19,Aska,
129,129 Surada,,,Bellaguntha (NAC),,,,Bellaguntha (NAC) - Ward No.1,Ganjam,19,Aska,
